"Id","OwnerId","IsDeleted","Name","LLC_BI__Advance_Rate__c","LLC_BI__Auto_Update_Collateral_Value__c","LLC_BI__Category__c","LLC_BI__Collateral_Code__c","LLC_BI__Collateral_Configuration__c","LLC_BI__Collateral_Display_Name__c","LLC_BI__Condo_PUD__c","LLC_BI__Expire_Date__c","LLC_BI__Field_Set__c","LLC_BI__Group_Type__c","LLC_BI__Highest_Type__c","LLC_BI__Icon_Background_Color__c","LLC_BI__Icon_Color__c","LLC_BI__Icon_Type__c","LLC_BI__Is_Complex__c","LLC_BI__Leasing_Screen__c","LLC_BI__Manufactured_Home__c","LLC_BI__Parent_Type__c","LLC_BI__Primary_Valuation_Sources__c","LLC_BI__Regulatory_Rate__c","LLC_BI__Screen__c","LLC_BI__Start_Date__c","LLC_BI__Type__c","LLC_BI__Valuation_Field_Set__c","LLC_BI__Valuation_Source__c","LLC_BI__Valuation_Type__c","LLC_BI__lookupKey__c","LLC_BI__Active__c","LLC_BI__Subtype__c","nCinoCB__Classification__c","AutorabitExtId__c"
"a1lWE000002V7ahYAC","005al00000RVcKvAAL","false","UCC-Chattel Paper","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","UCC","","","","a1x5f000000mHBQAA2","true","Chattel Paper","",""
"a1lWE000002V7aiYAC","005al00000RVcKvAAL","false","UCC-Accounts","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","UCC","","","","a1x5f000000mHBRAA2","true","Accounts","",""
"a1lWE000002V7ajYAC","005al00000RVcKvAAL","false","UCC-General Intangibles","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","UCC","","","","a1x5f000000mHBTAA2","true","General Intangibles","",""
"a1lWE000002V7akYAC","005al00000RVcKvAAL","false","UCC-Farm Products","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","UCC","","","","a1x5f000000mHBUAA2","true","Farm Products","",""
"a1lWE000002V7alYAC","005al00000RVcKvAAL","false","UCC-Livestock","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","UCC","","","","a1x5f000000mHBVAA2","true","Livestock","",""
"a1lWE000002V7amYAC","005al00000RVcKvAAL","false","UCC-Farm Equipment","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","UCC","","","","a1x5f000000mHBWAA2","true","Farm Equipment","",""
"a1lWE000002V7anYAC","005al00000RVcKvAAL","false","UCC-Consumer Goods","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","UCC","","","","a1x5f000000mHBXAA2","true","Consumer Goods","",""
"a1lWE000002V7aoYAC","005al00000RVcKvAAL","false","UCC-Crops","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","UCC","","","","a1x5f000000mHBZAA2","true","Crops","",""
"a1lWE000002V7apYAC","005al00000RVcKvAAL","false","UCC-Standing Timber","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","UCC","","","","a1x5f000000mHBbAAM","true","Standing Timber","",""
"a1lWE000002V7aqYAC","005al00000RVcKvAAL","false","UCC-Minerals, Oil and Gas","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","F1B643","fff","custom/custom18","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","UCC","","","","a1x5f000000mHBcAAM","true","Minerals, Oil and Gas","",""
"a1lWE000002V7arYAC","005al00000RVcKvAAL","false","Real Estate-Multi-Family","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","Real Estate","","","","a1x5f000000mHBdAAM","true","Multi-Family","",""
"a1lWE000002V7asYAC","005al00000RVcKvAAL","false","Real Estate-Lot","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","Real Estate","","","","a1x5f000000mHBeAAM","true","Lot","",""
"a1lWE000002V7atYAC","005al00000RVcKvAAL","false","Real Estate-Mobile Home","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","Real Estate","","","","a1x5f000000mHBfAAM","true","Mobile Home","",""
"a1lWE000002V7auYAC","005al00000RVcKvAAL","false","Real Estate-Land","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","Real Estate","","","","a1x5f000000mHBgAAM","true","Land","",""
"a1lWE000002V7avYAC","005al00000RVcKvAAL","false","Real Estate-Farm Land","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","Real Estate","","","","a1x5f000000mHBhAAM","true","Farm Land","",""
"a1lWE000002V7awYAC","005al00000RVcKvAAL","false","Real Estate-Office","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","Real Estate","","","","a1x5f000000mHBiAAM","true","Office","",""
"a1lWE000002V7axYAC","005al00000RVcKvAAL","false","Real Estate-Warehouse","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","Real Estate","","","","a1x5f000000mHBjAAM","true","Warehouse","",""
"a1lWE000002V7ayYAC","005al00000RVcKvAAL","false","Real Estate-Retail","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","Real Estate","","","","a1x5f000000mHBkAAM","true","Retail","",""
"a1lWE000002V7azYAC","005al00000RVcKvAAL","false","Real Estate-Other RE","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","Real Estate","","","","a1x5f000000mHBlAAM","true","Other RE","",""
"a1lWE000002V7b0YAC","005al00000RVcKvAAL","false","Other-Government Contracts","80.0","false","","","{""prodPkgEditScreen"":""723454364762362365"",""ownershipAssignmentFieldSetName"":""LLC_BI__Bulk_Ownership_Assignment"",""editCollateralScreen"":""42363993400862416"",""copyCollateralScreen"":""42363993400862416"",""collateralScreenName"":""Collateral Creation Screen"",""collateralCopyFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""collateralCloneFieldSetName"":""LLC_BI__Collateral_Creation_Screen_Configuration"",""addCollateralScreen"":""42363993400862416"",""addChildCollateralScreen"":""42363993400862416""}","","false","","","","","#62b7ed","#ffffff","standard/work_order","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OlGCYA0","2023-08-15","Other","","","","a1x5f000000mHBmAAM","true","Government Contracts","",""
"a1lWE000002VjlEYAS","005al00000RVcKvAAL","false","Real Estate-Construction","80.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OkkAYAS","2023-08-13","Real Estate","","","","a1x5f000000owfXAAQ","true","Construction","",""
"a1lWE000002VjlFYAS","005al00000RVcKvAAL","false","Titled-Motor Vehicle - Used","80.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","LLC_BI__Manage_Collateral_Titled","","","Ba202E","fff","custom/custom31","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002Okm2YAC","2023-08-13","Titled","","","","a1x5f000000owfYAAQ","true","Motor Vehicle - Used","",""
"a1lWE000002VjlGYAS","005al00000RVcKvAAL","false","Real Estate-1-4 Family","80.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","","","","670B7B","fff","custom/custom24","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OkkAYAS","2023-08-13","Real Estate","","","","a1x5f000000owfZAAQ","true","1-4 Family","",""
"a1lWE000002VjlHYAS","005al00000RVcKvAAL","false","Titled-Mobile Home","80.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","LLC_BI__Manage_Collateral_Titled","","","Ba202E","fff","custom/custom31","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002Okm2YAC","2023-08-13","Titled","","","","a1x5f000000owfaAAA","true","Mobile Home","",""
"a1lWE000002VjlIYAS","005al00000RVcKvAAL","false","Titled-Pleasure Boat","80.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","LLC_BI__Manage_Collateral_Titled","","","Ba202E","fff","custom/custom31","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002Okm2YAC","2023-08-13","Titled","","","","a1x5f000000owfbAAA","true","Pleasure Boat","",""
"a1lWE000002VjlJYAS","005al00000RVcKvAAL","false","Titled-Ship","80.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","LLC_BI__Manage_Collateral_Titled","","","Ba202E","fff","custom/custom31","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002Okm2YAC","2023-08-13","Titled","","","","a1x5f000000owfcAAA","true","Ship","",""
"a1lWE000002VjlKYAS","005al00000RVcKvAAL","false","Titled-Aircraft","80.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","LLC_BI__Manage_Collateral_Titled","","","Ba202E","fff","custom/custom31","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002Okm2YAC","2023-08-13","Titled","","","","a1x5f000000owfdAAA","true","Aircraft","",""
"a1lWE000002VjlLYAS","005al00000RVcKvAAL","false","Titled-Trailer","80.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","LLC_BI__Manage_Collateral_Titled","","","Ba202E","fff","custom/custom31","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002Okm2YAC","2023-08-13","Titled","","","","a1x5f000000owfeAAA","true","Trailer","",""
"a1lWE000002VjlMYAS","005al00000RVcKvAAL","false","Titled-Other Titled","80.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","LLC_BI__Manage_Collateral_Titled","","","Ba202E","fff","custom/custom31","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002Okm2YAC","2023-08-13","Titled","","","","a1x5f000000owffAAA","true","Other Titled","",""
"a1lWE000002VjlNYAS","005al00000RVcKvAAL","false","Possessory-Savings/CDs","80.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","","","","85BE40","fff","custom/custom17","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OkoJYAS","2023-08-13","Possessory","","","","a1x5f000000owfgAAA","true","Savings/CDs","",""
"a1lWE000002VjlOYAS","005al00000RVcKvAAL","false","Possessory-Securities","80.0","false","","","{/""prodPkgEditScreen/"":/""723454364762362365/"",/""ownershipAssignmentFieldSetName/"":/""LLC_BI__Bulk_Ownership_Assignment/"",/""editCollateralScreen/"":/""42363993400862416/"",/""copyCollateralScreen/"":/""42363993400862416/"",/""collateralScreenName/"":/""Collateral Creation Screen/"",/""collateralCopyFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""collateralCloneFieldSetName/"":/""LLC_BI__Collateral_Creation_Screen_Configuration/"",/""addCollateralScreen/"":/""42363993400862416/"",/""addChildCollateralScreen/"":/""42363993400862416/""}","","false","","","","","85BE40","fff","custom/custom17","false","a0sWE000002OkIKYA0","false","","","","a0sWE000002OkoJYAS","2023-08-13","Possessory","","","","a1x5f000000owfhAAA","true","Securities","",""
