"Id","IsDeleted","Name","LastViewedDate","LastReferencedDate","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c","AutorabitExtId__c"
"a0qWD00000GWkneYAD","false","Collateral Search Results","","","a0sWD00000XpwPCYAZ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42927034709879004","LLC_BI__Collateral__c","",""
"a0qWD00000GWknfYAD","false","Collateral Search Results","","","a0sWD00000XpwOsYAJ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42927440148941693","LLC_BI__Collateral__c","",""
"a0qWD00000GWkngYAD","false","Collateral Search Results","","","a0sWD00000XpwOzYAJ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42931257077940933","LLC_BI__Collateral__c","",""
"a0qWD00000GWknhYAD","false","Collateral Search Results","","","a0sWD00000XpwP0YAJ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42938520474019178","LLC_BI__Collateral__c","",""
"a0qWD00000GWkniYAD","false","Collateral Valuation","","","a0sWD00000XpwP7YAJ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42942024594527494","LLC_BI__Collateral__c","",""
"a0qWD00000GWknjYAD","false","Bulk Pledge Details","","","a0sWD00000XpwOsYAJ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","CustomSObjectListScreenResource","","42942025434103690","LLC_BI__Loan_Collateral2__c","",""
"a0qWD00000GWknkYAD","false","Collateral Search Results","","","a0sWD00000XpwPDYAZ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42954137051418988","LLC_BI__Collateral__c","",""
"a0qWD00000GWkmWYAT","false","Pledge Details","","","a0sWD00000XpwOxYAJ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","true","","true","","","","MappedSObjectScreenResource","","42954666193102875","LLC_BI__Loan_Collateral2__c","",""
"a0qWD00000GWknlYAD","false","Bulk Pledge Details","","","a0sWD00000XpwPBYAZ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","CustomSObjectListScreenResource","","42960334219562572","LLC_BI__Loan_Collateral2__c","",""
"a0qWD00000GWknmYAD","false","Collateral Valuation","","","a0sWD00000XpwP2YAJ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42962545368564473","LLC_BI__Collateral__c","",""
"a0qWD00000GWknnYAD","false","Collateral Valuation","","","a0sWD00000XpwPEYAZ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42962546458428846","LLC_BI__Collateral__c","",""
"a0qWD00000GWknoYAD","false","Collateral Valuation","","","a0sWD00000XpwOrYAJ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42967747533345043","LLC_BI__Collateral__c","",""
"a0qWD00000GWknpYAD","false","Collateral Search Results","","","a0sWD00000XpwP5YAJ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42976588561781420","LLC_BI__Collateral__c","",""
"a0qWD00000GWwBUYA1","false","Collateral Valuation","","","a0sWD00000XqCoBYAV","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42999303671288413","LLC_BI__Collateral__c","",""
"a0qWD00000GWwC8YAL","false","3508 Review - Approved in Full","","","a0sWD00000XqCfYYAV","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","ComparableScreenResource","","51406542060","LLC_BI__Loan__c","",""
"a0qWD00000GWwCVYA1","false","TEST_screensection-DT-276","","","a0sWD00000XqCq3YAF","false","false","false","false","","false","false","false","false","false","105.0","slide","true","false","false","false","","false","","","a0qWD00000GWy0MYAT","SObjectScreenResource","","543268789132","LLC_BI__Review__c","",""
