"Id","OwnerId","IsDeleted","Name","nFORCE__Address_Part__c","nFORCE__Alternate_Label__c","nFORCE__Autocomplete_Attribute_Value__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Value__c","nFORCE__Defined_Picklist_Values__c","nFORCE__Field_Hint__c","nFORCE__Field_Name__c","nFORCE__Filter_Criteria__c","nFORCE__Filter_Display_Name__c","nFORCE__Format_Description__c","nFORCE__Format_Enabled__c","nFORCE__Format_Expression__c","nFORCE__Format_Message__c","nFORCE__Is_Active__c","nFORCE__Is_Conditional_Lookup__c","nFORCE__Is_Editable__c","nFORCE__Is_Filter_Active__c","nFORCE__Is_Header__c","nFORCE__Is_Hidden__c","nFORCE__Is_Important__c","nFORCE__Is_Read_Only__c","nFORCE__Is_Required__c","nFORCE__Output_Expression__c","nFORCE__Route__c","nFORCE__SLDS_Column_Size__c","nFORCE__Screen_Section__c","nFORCE__Tooltip_Contents__c","nFORCE__Tooltip_Enabled__c","nFORCE__Tooltip_Text__c","nFORCE__lookupKey__c","nFORCE__sObject_Name__c"
"a0SWD000001lzib2AA","005al00000RVcKvAAL","false","FC-001512","","","","","","","","nFORCE__Field_Name__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","","a0qWD00000GSggLYAT","","false","","368ac54f-72bd-5c87-41c9-43d0c2c04e31","nFORCE__Field_Configuration__c"
"a0SWD000001lzrr2AA","005al00000RVcKvAAL","false","FC-002086","","","","","","","","cs_Type_of_Account_ACH_Int__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkRYAW","","","","false","","42144555292645515","LLC_BI__Deposit__c"
"a0SWD000001lzs12AA","005al00000RVcKvAAL","false","FC-002096","","Routing Number","","","","","","cs_Routing_Number_ACH_Int__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkRYAW","","","","false","","42206524088934928","LLC_BI__Deposit__c"
"a0SWD000001lzsJ2AQ","005al00000RVcKvAAL","false","FC-002114","","Account Number","","","","","Click the icon to the right to view data","cs_Account_Number_ACH_Int__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkRYAW","","","","false","","42344525828240534","LLC_BI__Deposit__c"
"a0SWD000001lzsX2AQ","005al00000RVcKvAAL","false","FC-002128","","","","","","","","cs_Bank_Name_ACH_Int__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003RDkRYAW","","","","false","","42463909366769377","LLC_BI__Deposit__c"
