"Id","OwnerId","IsDeleted","Name","nFORCE__App__c","nFORCE__Body_Type__c","nFORCE__Body__c","nFORCE__Description__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parameters__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Taxonomy_Id__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c"
"a0mWD000003RDkRYAW","005al00000RVcKvAAL","false","Interest Information","dep-interest-info","Visualforce Page","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","","","","a0sWD00000Xo7chYAB","","dep-interest-info","","NPORTAL__LoanTopbar","42043800280392194"
