"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","LLC_BI__Product_Type__c","LLC_BI__Activate__c","LLC_BI__External_Stage_Order__c","LLC_BI__External_Stage__c","LLC_BI__Is_Booked__c","LLC_BI__Is_Closed__c","LLC_BI__Is_Covenant__c","LLC_BI__Is_Excluded_From_Stage_Duration__c","LLC_BI__Is_Ready_To_Transmit__c","LLC_BI__Stage__c","LLC_BI__Status__c","LLC_BI__lookupKey__c","LLC_BI__Stage_and_Status__c"
"a45WD000001GBefYAG","false","P-0000003022","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv3YAG","false","1.0","Application","false","false","false","false","false","Proposal","Open","42771060881473324","Proposal|Open"
"a45WD000001Cw8VYAS","false","P-0000002572","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lxYAC","false","3.0","Closing","false","true","false","false","false","Boarding","Open","42774128782867966","Boarding|Open"
"a45WD000001Cw8WYAS","false","P-0000002573","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lcYAC","false","3.0","Closing","false","true","false","false","false","Boarding","Open","42777039788157026","Boarding|Open"
"a45WD000001Cw8XYAS","false","P-0000002574","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4ldYAC","false","2.0","Processing","false","false","false","false","false","Doc Prep","Open","42778449013166042","Doc Prep|Open"
"a45WD000001GBeEYAW","false","P-0000002995","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQuyYAG","false","4.0","Complete","true","true","false","false","false","Complete","Superseded","42779578763527605","Complete|Superseded"
"a45WD000001Cw8YYAS","false","P-0000002575","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lfYAC","false","0.0","Application","false","false","false","false","false","Proposal","Open","42780541908762194","Proposal|Open"
"a45WD000001Cw8ZYAS","false","P-0000002576","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lZYAS","false","3.0","Closing","false","true","false","false","false","Boarding","Open","42781792685307293","Boarding|Open"
"a45WD000001Cw8aYAC","false","P-0000002577","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lwYAC","true","4.0","Complete","true","true","true","false","false","Booked","Open","42782338809255321","Booked|Open"
"a45WD000001GBeXYAW","false","P-0000003014","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv1YAG","false","3.0","Approval","false","false","false","false","false","Approval/Loan Committee","Open","42784112132207686","Approval/Loan Committee|Open"
"a45WD000001Cw8bYAC","false","P-0000002578","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4ldYAC","false","2.0","Processing","false","false","false","false","false","Processing","Open","42790145141131990","Processing|Open"
"a45WD000001GBekYAG","false","P-0000003027","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv3YAG","false","4.0","Processing","false","false","false","false","false","Doc Prep","Open","42803673854183773","Doc Prep|Open"
"a45WD000001Cw8cYAC","false","P-0000002579","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lcYAC","false","0.0","Application","false","false","false","false","false","Qualification","Open","42803982573849401","Qualification|Open"
"a45WD000001Cw8dYAC","false","P-0000002580","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lUYAS","false","2.0","Processing","false","false","false","false","false","Processing","Open","42807702813020753","Processing|Open"
"a45WD000001Cw8eYAC","false","P-0000002581","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lcYAC","false","0.0","Application","false","false","false","false","false","Proposal","Open","42809470188678983","Proposal|Open"
"a45WD000001Cw8fYAC","false","P-0000002582","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lyYAC","false","1.0","Underwriting","false","false","false","false","false","Approval / Loan Committee","Open","42811414965715311","Approval / Loan Committee|Open"
"a45WD000001Cw8gYAC","false","P-0000002583","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lTYAS","false","3.0","Closing","false","true","false","false","false","Boarding","Open","42812099013486500","Boarding|Open"
"a45WD000001GBeCYAW","false","P-0000002993","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQuyYAG","false","4.0","Complete","true","true","false","false","false","Complete","Paid Out","42818559409962045","Complete|Paid Out"
"a45WD000001Cw8hYAC","false","P-0000002584","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lxYAC","false","0.0","Application","false","false","false","false","false","Qualification","Open","42823025727995151","Qualification|Open"
"a45WD000001GBeTYAW","false","P-0000003010","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv1YAG","false","1.0","Application","false","false","false","false","false","Qualification","Open","42824191924453776","Qualification|Open"
"a45WD000001Cw8iYAC","false","P-0000002585","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lZYAS","false","1.0","Underwriting","false","false","false","false","false","Final Review","Open","42825964783996841","Final Review|Open"
"a45WD000001Cw8jYAC","false","P-0000002586","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lWYAS","false","1.0","Underwriting","false","false","false","false","false","Final Review","Open","42828256379481624","Final Review|Open"
"a45WD000001Cw8kYAC","false","P-0000002587","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lnYAC","false","4.0","Complete","true","true","true","false","false","Complete","Charge-Off","42832622523217677","Complete|Charge-Off"
"a45WD000001GBexYAG","false","P-0000003040","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv2YAG","false","1.0","Application","false","false","false","false","false","Proposal","Open","42835318274435484","Proposal|Open"
"a45WD000001Cw8lYAC","false","P-0000002588","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lyYAC","false","1.0","Underwriting","false","false","false","false","false","Credit Underwriting","Open","42835495729491283","Credit Underwriting|Open"
"a45WD000001Cw8mYAC","false","P-0000002589","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4ldYAC","false","0.0","Application","false","false","false","false","false","Qualification","Open","42839882879068099","Qualification|Open"
"a45WD000001Cw8nYAC","false","P-0000002590","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lhYAC","false","3.0","Closing","false","true","false","false","false","Boarding","Open","42847876667647902","Boarding|Open"
"a45WD000001GBf2YAG","false","P-0000003045","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv2YAG","false","5.0","Complete","false","false","false","false","false","Complete","Withdrawn","42849893141154388","Complete|Withdrawn"
"a45WD000001Cw8oYAC","false","P-0000002591","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4loYAC","false","1.0","Underwriting","false","false","false","false","false","Credit Underwriting","Open","42850413695403177","Credit Underwriting|Open"
"a45WD000001Cw8pYAC","false","P-0000002592","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lqYAC","false","4.0","Complete","true","true","true","false","false","Complete","Charge-Off","42853571344570020","Complete|Charge-Off"
"a1Vbn000007ly3EEAQ","","P-0000001399","","","","","","","","a0tbn000007pcYlAAI","false","","","true","true","false","false","false","Complete","Superseded","42863430379180184",""
"a45WD000001Cw8qYAC","false","P-0000002593","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lTYAS","true","4.0","Complete","true","true","true","false","false","Booked","Open","42863812036309655","Booked|Open"
"a45WD000001Cw8rYAC","false","P-0000002594","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lSYAS","false","1.0","Underwriting","false","false","false","false","false","Final Review","Open","42864927771961586","Final Review|Open"
"a45WD000001GBeDYAW","false","P-0000002994","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQuyYAG","false","4.0","Complete","true","true","false","false","false","Complete","Charge-Off","42867702963263176","Complete|Charge-Off"
"a45WD000001Cw8sYAC","false","P-0000002595","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lZYAS","false","2.0","Processing","false","false","false","false","false","Doc Prep","Open","42880664417460368","Doc Prep|Open"
"a45WD000001Cw8tYAC","false","P-0000002596","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lcYAC","false","1.0","Underwriting","false","false","false","false","false","Credit Underwriting","Open","42881967404746749","Credit Underwriting|Open"
"a45WD000001Cw8uYAC","false","P-0000002597","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4ldYAC","false","1.0","Underwriting","false","false","false","false","false","Credit Underwriting","Open","42884179855839951","Credit Underwriting|Open"
"a45WD000001Cw8vYAC","false","P-0000002598","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4loYAC","false","4.0","Complete","true","true","true","false","false","Complete","Paid Out","42888490284016082","Complete|Paid Out"
"a45WD000001Cw8wYAC","false","P-0000002599","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lfYAC","false","1.0","Underwriting","false","false","false","false","false","Final Review","Open","42888859085559892","Final Review|Open"
"a45WD000001GBerYAG","false","P-0000003034","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv1YAG","false","5.0","Complete","false","false","false","false","false","Complete","Declined","42890164854529083","Complete|Declined"
"a45WD000001Cw8xYAC","false","P-0000002600","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4loYAC","false","4.0","Complete","true","true","true","false","false","Complete","Superseded","42892584106026229","Complete|Superseded"
"a45WD000001GBeeYAG","false","P-0000003021","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv3YAG","false","2.0","Underwriting","false","false","false","false","false","Credit Underwriting","Open","42893256392090359","Credit Underwriting|Open"
"a45WD000001GBeqYAG","false","P-0000003033","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv3YAG","false","5.0","Complete","false","false","false","false","false","Complete","Withdrawn","42894252642438335","Complete|Withdrawn"
"a1Vbn000007ly3BEAQ","","P-0000001396","","","","","","","","a0tbn000007pcYlAAI","false","","","true","true","false","false","false","Complete","Paid Out","42899497712244036",""
"a45WD000001Cw8yYAC","false","P-0000002601","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4ldYAC","false","4.0","Complete","true","true","true","false","false","Complete","Charge-Off","42901750695489878","Complete|Charge-Off"
"a45WD000001Cw8zYAC","false","P-0000002602","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4laYAC","false","1.0","Underwriting","false","false","false","false","false","Credit Underwriting","Open","42902212274624351","Credit Underwriting|Open"
"a45WD000001GBeUYAW","false","P-0000003011","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv1YAG","false","1.0","Application","false","false","false","false","false","Proposal","Open","42904946551218339","Proposal|Open"
"a45WD000001Cw90YAC","false","P-0000002603","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lpYAC","false","0.0","Application","false","false","false","false","false","Qualification","Open","42916948669821402","Qualification|Open"
"a45WD000001Cw91YAC","false","P-0000002604","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lTYAS","false","4.0","Complete","true","true","true","false","false","Complete","Charge-Off","42917524643151617","Complete|Charge-Off"
"a45WD000001Cw92YAC","false","P-0000002605","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lcYAC","true","4.0","Complete","true","true","true","false","false","Booked","Open","42917925554793373","Booked|Open"
"a45WD000001Cw93YAC","false","P-0000002606","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lVYAS","false","4.0","Complete","true","true","true","false","false","Complete","Charge-Off","42922098923987752","Complete|Charge-Off"
"a45WD000001Cw94YAC","false","P-0000002607","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lmYAC","false","2.0","Processing","false","false","false","false","false","Processing","Open","42925267490443891","Processing|Open"
"a45WD000001Cw95YAC","false","P-0000002608","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4leYAC","false","1.0","Underwriting","false","false","false","false","false","Approval / Loan Committee","Open","42925947069259537","Approval / Loan Committee|Open"
"a45WD000001Cw96YAC","false","P-0000002609","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lwYAC","false","1.0","Underwriting","false","false","false","false","false","Approval / Loan Committee","Open","42927471455557943","Approval / Loan Committee|Open"
"a45WD000001Cw97YAC","false","P-0000002610","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lSYAS","false","4.0","Complete","true","true","true","false","false","Complete","Charge-Off","42928597720681870","Complete|Charge-Off"
"a45WD000001Cw98YAC","false","P-0000002611","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lZYAS","true","4.0","Complete","true","true","true","false","false","Booked","Open","42928769634397751","Booked|Open"
"a45WD000001Cw99YAC","false","P-0000002612","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lhYAC","true","4.0","Complete","true","true","true","false","false","Booked","Open","42931749159240311","Booked|Open"
"a45WD000001Cw9AYAS","false","P-0000002613","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lcYAC","false","4.0","Complete","true","true","true","false","false","Complete","Superseded","42931806074292071","Complete|Superseded"
"a45WD000001Cw9BYAS","false","P-0000002614","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lnYAC","false","0.0","Application","false","false","false","false","false","Proposal","Open","42933380198974433","Proposal|Open"
"a45WD000001GBezYAG","false","P-0000003042","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv2YAG","false","4.0","Processing","false","false","false","false","false","Doc Prep","Open","42935360461464610","Doc Prep|Open"
"a45WD000001GBeFYAW","false","P-0000002996","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv0YAG","false","0.0","Application","false","false","false","false","false","Qualification","Open","42941027314850923","Qualification|Open"
"a45WD000001Cw9CYAS","false","P-0000002615","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4loYAC","false","4.0","Complete","true","true","true","false","false","Complete","Charge-Off","42942584212109602","Complete|Charge-Off"
"a45WD000001GBdmYAG","false","P-0000002967","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQuxYAG","false","","","true","true","false","false","false","Complete","Superseded","42943282293060057","Complete|Superseded"
"a45WD000001Cw9DYAS","false","P-0000002616","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lrYAC","false","4.0","Complete","true","true","true","false","false","Complete","Charge-Off","42947373907613882","Complete|Charge-Off"
"a45WD000001Cw9EYAS","false","P-0000002617","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lrYAC","false","0.0","Application","false","false","false","false","false","Proposal","Open","42947543128341537","Proposal|Open"
"a45WD000001Cw9FYAS","false","P-0000002618","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lkYAC","false","3.0","Closing","false","true","false","false","false","Boarding","Open","42949302675732488","Boarding|Open"
"a45WD000001GBe8YAG","false","P-0000002989","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQuyYAG","false","3.0","Closing","false","true","false","false","false","Closing","Open","42949656083546025","Closing|Open"
"a45WD000001Cw9GYAS","false","P-0000002619","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lTYAS","false","2.0","Processing","false","false","false","false","false","Doc Prep","Open","42953699754442740","Doc Prep|Open"
"a45WD000001Cw9HYAS","false","P-0000002620","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lyYAC","false","4.0","Complete","true","true","true","false","false","Complete","Charge-Off","42956734432272741","Complete|Charge-Off"
"a45WD000001Cw9IYAS","false","P-0000002621","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lVYAS","false","2.0","Processing","false","false","false","false","false","Doc Prep","Open","42959815464943287","Doc Prep|Open"
"a45WD000001Cw9JYAS","false","P-0000002622","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lSYAS","false","0.0","Application","false","false","false","false","false","Proposal","Open","42964230095696798","Proposal|Open"
"a45WD000001Cw9KYAS","false","P-0000002623","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lZYAS","false","4.0","Complete","true","true","true","false","false","Complete","Charge-Off","42966807305342882","Complete|Charge-Off"
"a1Vbn000007lxzkEAA","","P-0000001383","","","","","","","","a0tbn000007pcYnAAI","false","","","false","true","false","false","false","Boarding","Open","42968527835317500",""
"a45WD000001Cw9LYAS","false","P-0000002624","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lVYAS","false","4.0","Complete","true","true","true","false","false","Complete","Paid Out","42969002763263627","Complete|Paid Out"
"a45WD000001Cw9MYAS","false","P-0000002625","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lgYAC","false","1.0","Underwriting","false","false","false","false","false","Credit Underwriting","Open","42972873737660381","Credit Underwriting|Open"
"a45WD000001Cw9NYAS","false","P-0000002626","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lRYAS","false","4.0","Complete","true","true","true","false","false","Complete","Charge-Off","42974156488411705","Complete|Charge-Off"
"a45WD000001Cw9OYAS","false","P-0000002627","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lwYAC","false","2.0","Processing","false","false","false","false","false","Doc Prep","Open","42985971519323232","Doc Prep|Open"
"a45WD000001Cw9PYAS","false","P-0000002628","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lVYAS","false","1.0","Underwriting","false","false","false","false","false","Approval / Loan Committee","Open","42987538299616500","Approval / Loan Committee|Open"
"a45WD000001Cw9QYAS","false","P-0000002629","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lSYAS","false","0.0","Application","false","false","false","false","false","Qualification","Open","42987752783146952","Qualification|Open"
"a45WD000001Cw9RYAS","false","P-0000002630","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4ldYAC","false","3.0","Closing","false","true","false","false","false","Boarding","Open","42988849922856164","Boarding|Open"
"a45WD000001Cw9SYAS","false","P-0000002631","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lTYAS","false","1.0","Underwriting","false","false","false","false","false","Credit Underwriting","Open","42990016613210503","Credit Underwriting|Open"
"a45WD000001Cw9TYAS","false","P-0000002632","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4loYAC","true","4.0","Complete","true","true","true","false","false","Booked","Open","42993713996646470","Booked|Open"
"a45WD000001GBehYAG","false","P-0000003024","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQv3YAG","false","3.0","Approval","false","false","false","false","false","Approval/Loan Committee","Open","42993833183506077","Approval/Loan Committee|Open"
"a45WD000001Cw9UYAS","false","P-0000002633","2026-04-07T19:18:49.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000E4lwYAC","false","1.0","Underwriting","false","false","false","false","false","Credit Underwriting","Open","42996722560154245","Credit Underwriting|Open"
"a45WD000001GBddYAG","false","P-0000002958","2026-07-20T14:12:09.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","005al00000RVcKvAAL","2026-08-06T11:32:39.000Z","","","a47WD000000QQuwYAG","false","","","true","false","false","false","false","Booked","Hold","a1Vbn000007lxzKEAQ","Booked|Hold"
