"Id","OwnerId","IsDeleted","Name","nFORCE__App__c","nFORCE__Body_Type__c","nFORCE__Body__c","nFORCE__Description__c","nFORCE__Group__c","nFORCE__Icon_Class__c","nFORCE__Is_Hidden__c","nFORCE__Navigation__c","nFORCE__Order__c","nFORCE__Parameters__c","nFORCE__Parent_App__c","nFORCE__Screen__c","nFORCE__Sub_Navigation__c","nFORCE__Taxonomy_Id__c","nFORCE__Toolbar__c","nFORCE__Topbar__c","nFORCE__lookupKey__c"
"a0mWD000003RDodYAG","005al00000RVcKvAAL","false","Supplementary Details","post-editable-supplementary-details-loe","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7eJYAR","nforce__sub_navigation","","","nforce__topbar","42812544760780902"
"a0mWD000003RDoeYAG","005al00000RVcKvAAL","false","Change Memo","loan-booked-change-memo-lob-partner","","nforce__korelatedlist","","","n-icon-memo","false","nforce__navigation","","","","a0sWD00000Xo7eDYAR","nforce__sub_navigation","","","nforce__topbar","42812589388360472"
"a0mWD000003RDwNYAW","005al00000RVcKvAAL","false","Compliance","hmda-applicants-m","","llc_bi__hmda_applicants","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7b4YAB","nforce__sub_navigation","hmda-applicants-m","","nforce__topbar","42812693007506500"
"a0mWD000003RDZCYA4","005al00000RVcKvAAL","false","SBA Form 1846","sba-form-1846","","nforce__kodatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7WFYAZ","nforce__sub_navigation","","","nforce__topbar","42815724180378288"
"a0mWD000003RDzaYAG","005al00000RVcKvAAL","false","Loan Dashboard SBA","dashboard-sba-loan-m","","llc_bi__loan_dashboard","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7aKYAR","nforce__sub_navigation","dashboard-sba-loan-m","","nforce__topbar","42817347897717800"
"a0mWD000003RDzcYAG","005al00000RVcKvAAL","false","Borrowers and Guarantors","pp-tn-borrowers-and-guarantors-m","","llc_bi__prodpkguiborrowerguarantorpage","","","","false","nforce__navigation","","","","a0sWD00000Xo7lLYAR","nforce__sub_navigation","pp-tn-borrowers-and-guarantors-m","","nforce__topbar","42821752134166100"
"a0mWD000003RDZFYA4","005al00000RVcKvAAL","false","External Collections","external-collections","","llc_bi__third_party_management","","","n-icon-loan","false","nFORCE__navigation","","","","a0sWD00000Xo7YmYAJ","nFORCE__sub_navigation","","","nforce__topbar","42823045088174576"
"a0mWD000003RDzeYAG","005al00000RVcKvAAL","false","Fees Summary","loan-fees-summary-m","Lightning Web Component","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7lMYAR","nforce__sub_navigation","loan-fees-summary-m","","nforce__topbar","42824696929949600"
"a0mWD000003RDZGYA4","005al00000RVcKvAAL","false","Account Debt","sba-form-19209","","nforce__korelatedlistchild","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000Xo7ZGYAZ","nforce__sub_navigation","","","nforce__topbar","42825241587012733"
"a0mWD000003RDZIYA4","005al00000RVcKvAAL","false","SBA Form 159","sba-form-159","","nforce__kodatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7YaYAJ","nforce__sub_navigation","","","nforce__topbar","42827942770213307"
"a0mWD000003RDzhYAG","005al00000RVcKvAAL","false","Syndications Summary","syndication-participation-summary","Lightning Web Component","nforce__korelatedtable","","","","false","nforce__navigation","","readonly=true","","a0sWD00000Xo7lNYAR","nforce__sub_navigation","syndication-participation-summary","","nforce__topbar","42829161873436700"
"a0mWD000003RDzjYAG","005al00000RVcKvAAL","false","Certifications","certifications-m","Lightning Web Component","nforce__kogridlist","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7b2YAB","nforce__sub_navigation","certifications-m","","nforce__topbar","42834459736032500"
"a0mWD000003RDZOYA4","005al00000RVcKvAAL","false","Financial Difficulty","financial-difficulty","","nforce__kodatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7bRYAR","nforce__sub_navigation","","","nforce__topbar","4283492136165919"
"a0mWD000003RDZQYA4","005al00000RVcKvAAL","false","Key Dates - Read Only","key-dates-read-only","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7ZnYAJ","nforce__sub_navigation","key-dates-read-only","","nforce__topbar","42837238495684900"
"a0mWD000003RDZRYA4","005al00000RVcKvAAL","false","Credit Reports","relationship-biz-contacts","","ncbc__CBCAccountRelatedList","","","n-icon-loan","false","nforce__inline_navigation","","","","a0sWD00000Xo7aMYAR","nforce__sub_navigation","relationship-biz-contacts","","nforce__topbar","42838314316084800"
"a0mWD000003RDZUYA4","005al00000RVcKvAAL","false","Deposit Details","application-online-app-deposit","","nforce__korelatedtable","","","","false","nFORCE__Navigation","","","","a0sWD00000Xo7bEYAR","nFORCE__Sub_Navigation","","","nFORCE__Topbar","42843743125906727"
"a0mWD000003RDzmYAG","005al00000RVcKvAAL","false","Manage Fees","loan-manage-fees","","llc_bi__manageloanfees","","","","false","nforce__navigation","","","","a0sWD00000Xo7k4YAB","nforce__sub_navigation","loan-manage-fees","","nforce__topbar","42845791750920400"
"a0mWD000003RDofYAG","005al00000RVcKvAAL","false","CRA Reporting","lobloanbooked-cra-reporting-edit-lob-pwc","","llc_bi__cra_reporting","","","n-icon-treasury_management","false","nforce__navigation","","","","a0sWD00000Xo7fxYAB","nforce__sub_navigation","","","nforce__topbar","42853097979417367"
"a0mWD000003RDogYAG","005al00000RVcKvAAL","false","Certifications","comp-certifications-readonly-loan-pre-lob-pwc","","nforce__ncdatagrid","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7gxYAB","nforce__sub_navigation","","","nforce__topbar","42854166861199447"
"a0mWD000003RDZWYA4","005al00000RVcKvAAL","false","Snapshot Treasury","action-test-snapshotTSWireMan-route","","c__Treasury_Snapshot","","","n-icon-add","false","nforce__navigation","","","","a0sWD00000Xo7ZpYAJ","nforce__sub_navigation","","","nforce__topbar","42855577812353466"
"a0mWD000003RDzsYAG","005al00000RVcKvAAL","false","SBA Form 159","sba-form-159-m","Lightning Web Component","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7afYAB","nforce__sub_navigation","sba-form-159-m","","nforce__topbar","42856023332696000"
"a0mWD000003RDzvYAG","005al00000RVcKvAAL","false","Collateral Pledged","collateral-pledged","Lightning Web Component","nforce__korelatedtable","","","n-icon-relationship","false","nforce__navigation","","readonly=true","","a0sWD00000Xo7lOYAR","nforce__sub_navigation","collateral-pledged","","nforce__topbar","42856978155953300"
"a0mWD000003RDzxYAG","005al00000RVcKvAAL","false","Referral","referral-information","Lightning Web Component","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7lPYAR","nforce__sub_navigation","referral-information","","nforce__topbar","42860769616403300"
"a0mWD000003RDlwYAG","005al00000RVcKvAAL","false","Beneficial Owners","sbl-secured-beneficial-owners","","NPORTAL__MultiRecordForm","","","","false","NPORTAL__ApplicationNavigation","","subHeaderOnMobile=true;","","a0sWD00000Xo7daYAB","","","","NPORTAL__LoanTopbar","42868290667123181"
"a0mWD000003RDlxYAG","005al00000RVcKvAAL","false","Entity Compliance","hmda-entity-compliance-gmi-in-branch","","llc_bi__hmda_entity_compliance","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7dOYAR","nforce__sub_navigation","","","nforce__topbar","42868360584175127"
"a0mWD000003RDZcYAO","005al00000RVcKvAAL","false","Service Requests","relationship-service-requets","","nforce__ncrelatedlist","","","n-icon-loan","false","nforce__inline_navigation","","","","a0sWD00000Xo7aYYAR","nforce__sub_navigation","relationship-service-requets","","nforce__topbar","42869841539943900"
"a0mWD000003RDoiYAG","005al00000RVcKvAAL","false","Certifications","comp-certifications-read-loan-pre-lob-pwc","","nforce__ncdatagrid","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7gxYAB","nforce__sub_navigation","","","nforce__topbar","42870396677857981"
"a0mWD000003RDlyYAG","005al00000RVcKvAAL","false","Co Applicants","dep-co-owners-multi-record","Visualforce Page","NPORTAL__MultiRecordForm","","","","false","NPORTAL__ApplicationNavigation","","","","a0sWD00000Xo7cEYAR","","dep-co-owners-multi-record","","NPORTAL__LoanTopbar","42876065745889008"
"a0mWD000003RE0AYAW","005al00000RVcKvAAL","false","Overview","draw-overview","","llc_bi__draw_app","","","","false","nforce__navigation","","","","a0sWD00000Xo7lQYAR","nforce__sub_navigation","draw-overview","","nforce__topbar","42877401948264100"
"a0mWD000003RDZjYAO","005al00000RVcKvAAL","false","Analytics & Site Visit","site-visit","","nforce__korelatedlist","","","n-icon-relationship","false","nforce__navigation","","","","a0sWD00000XnoK7YAJ","nforce__sub_navigation","","","nforce__topbar","42880651793915675"
"a0mWD000003RDojYAG","005al00000RVcKvAAL","false","Supplementary Details","loan-post-supplementary-details-loe","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7e5YAB","nforce__sub_navigation","","","nforce__topbar","42890647993314601"
"a0mWD000003RE0CYAW","005al00000RVcKvAAL","false","Underwriting","term-underwriting","","nretail__underwritingdetails","","","n-icon-loan","false","nFORCE__navigation","","","","a0sWD00000Xo7lRYAR","nFORCE__Blank","term-underwriting","","nretail__summaryheadertopbar","42891106694664000"
"a0mWD000003RDZlYAO","005al00000RVcKvAAL","false","Facility Information","facility-information","","nforce__kodatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7a8YAB","nforce__sub_navigation","","","nforce__topbar","42893589319549445"
"a0mWD000003RE0EYAW","005al00000RVcKvAAL","false","Team Members","loan-team-members-m","Lightning Web Component","nforce__ncrelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7VgYAJ","nforce__sub_navigation","loan-team-members-m","","nforce__topbar","42894075913765700"
"a0mWD000003RDZmYAO","005al00000RVcKvAAL","false","Memo","route-memo","","nforce__korelatedlist","","","n-icon-memo","false","nforce__navigation","","","","a0sWD00000Xo7YPYAZ","nforce__sub_navigation","","","nforce__topbar","42894656996778817"
"a0mWD000003RE0FYAW","005al00000RVcKvAAL","false","Loans","relationship-loans","Lightning Web Component","nforce__korelatedtable","","","n-icon-loan","false","nforce__inline_navigation","","readonly=true","","a0sWD00000Xo7aSYAR","nforce__sub_navigation","relationship-loans","","nforce__topbar","42894768430052400"
"a0mWD000003RE0GYAW","005al00000RVcKvAAL","false","Copy Loan","dmw-list-view-pre-approval-loans.dmw-row-action-copy-loan","","llc_bi:dealManagementWorkspace","","","","false","","","","","a0sWD00000Xo7jlYAB","","","","","42897390912154563"
"a0mWD000003RDokYAG","005al00000RVcKvAAL","false","Supplementary Details","lobloanbooked-supplementary-details-loe","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7dxYAB","nforce__sub_navigation","","","nforce__topbar","42898773382878415"
"a0mWD000003RE0HYAW","005al00000RVcKvAAL","false","Loan Compliance","hmda-loan-compliance-2018-m","Lightning Web Component","nforce__ncrelatedlist","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7lSYAR","nforce__sub_navigation","hmda-loan-compliance-2018-m","","nforce__topbar","42900094797835000"
"a0mWD000003RDolYAG","005al00000RVcKvAAL","false","Product Package Details LOE","pp-tn-loan-compliance-loe","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7j6YAB","nforce__sub_navigation","","","nforce__topbar","42900598348891431"
"a0mWD000003RDZoYAO","005al00000RVcKvAAL","false","Exposure","relationship-exposure","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__inline_navigation","","","","a0sWD00000Xo7aRYAR","nforce__sub_navigation","relationship-exposure","","nforce__topbar","42900726879030000"
"a0mWD000003RDZpYAO","005al00000RVcKvAAL","false","Contexts","application-relationship-ui","","nforce__korelatedtable","","","","false","nFORCE__Navigation","","","","a0sWD00000Xo7bFYAR","nFORCE__Sub_Navigation","","","nFORCE__Topbar","42900826466414831"
"a0mWD000003RDlzYAG","005al00000RVcKvAAL","false","Approval Summary","pc-approval-summary","","nforce__ncrelatedlist","","","","false","nforce__navigation","","action_new=dep-pc.pc-pending-approval;action_new_label=Refresh","","a0sWD00000Xo7dYYAR","nforce__sub_navigation","","","nforce__topbar","42901307259669210"
"a0mWD000003RE0IYAW","005al00000RVcKvAAL","false","Loan Compliance","post-approval-loan-compliance","Lightning Web Component","nforce__ncrelatedlist","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7lTYAR","nforce__sub_navigation","post-approval-loan-compliance","","nforce__topbar","42901619447513736"
"a0mWD000003RDomYAG","005al00000RVcKvAAL","false","Acceptance","post-readonly-appr-acceptance-loe","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7drYAB","nforce__sub_navigation","","","nforce__topbar","42903368918657236"
"a0mWD000003RDZvYAO","005al00000RVcKvAAL","false","Primary Account","sba-form-19207","","nforce__kodatagridlookup","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000Xo7ZTYAZ","nforce__sub_navigation","","","nforce__topbar","42909977339260457"
"a0mWD000003RDZyYAO","005al00000RVcKvAAL","false","Other Information","relationship-other-business","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__inline_navigation","","","","a0sWD00000Xo7aUYAR","nforce__sub_navigation","relationship-other-business","","nforce__topbar","42914923949207200"
"a0mWD000003RE0OYAW","005al00000RVcKvAAL","false","Account Debt","sba-form-19209-m","Lightning Web Component","nforce__korelatedlistchild","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000Xo7auYAB","nforce__sub_navigation","sba-form-19209-m","","nforce__topbar","4291718624690200"
"a0mWD000003RDZzYAO","005al00000RVcKvAAL","false","Manage Fees","retail-manage-fees","","llc_bi__manageloanfees","","","","false","nforce__navigation","","","","a0sWD00000Xo7YkYAJ","nforce__sub_navigation","","","nforce__topbar","42921730805071966"
"a0mWD000003RE0RYAW","005al00000RVcKvAAL","false","Borrowing Structure","borrowing-structure","","llc_bi__multitierinvolvement","","","n-icon-relationship","false","nforce__navigation","","","","a0sWD00000Xo7lUYAR","nforce__sub_navigation","borrowing-structure","","nforce__topbar","42927264479719700"
"a0mWD000003RE0SYAW","005al00000RVcKvAAL","false","Borrowing Structure","pp-sn-entity-involvement-m","","llc_bi__prodpkguiborrowerguarantorpage","","","","false","nforce__navigation","","","","a0sWD00000Xo7lLYAR","nforce__sub_navigation","pp-sn-entity-involvement-m","","nforce__topbar","42927761896137400"
"a0mWD000003RDonYAG","005al00000RVcKvAAL","false","Change Memo","loan-post-change-memo-partner","","nforce__korelatedlist","","","n-icon-memo","false","nforce__navigation","","","","a0sWD00000Xo7dsYAB","nforce__sub_navigation","","","nforce__topbar","42929798276942351"
"a0mWD000003RDa0YAG","005al00000RVcKvAAL","false","Participations","participations","","nforce__ncrelatedlist","","","n-icon-share","false","nforce__navigation","","","","a0sWD00000Xo7ZzYAJ","nforce__sub_navigation","participations","","nforce__topbar","42929961716748600"
"a0mWD000003RE0UYAW","005al00000RVcKvAAL","false","Budget Details","budget-detail","","llc_bi__budget_detail_app","","","","false","nforce__navigation","","","","a0sWD00000Xo7lVYAR","nforce__sub_navigation","budget-detail","","nforce__topbar","42930168044203300"
"a0mWD000003RDa1YAG","005al00000RVcKvAAL","false","Budget Details L","budget-detail_locked","","llc_bi__budget_detail_app","","","","false","nforce__navigation","","","","a0sWD00000Xo7lVYAR","nforce__sub_navigation","budget-detail_locked","","nforce__topbar","4293016804420390"
"a0mWD000003RDa4YAG","005al00000RVcKvAAL","false","Eligibility","sbl-secured-eligibility","","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","20.0","","","a0sWD00000Xo7mIYAR","","sbl-secured-eligibility","","NPORTAL__LoanTopbar","42936140973529600"
"a0mWD000003RDm3YAG","005al00000RVcKvAAL","false","Authorized Signers","dep-bus-co-owners-multi-record","Visualforce Page","NPORTAL__MultiRecordForm","","","","false","NPORTAL__ApplicationNavigation","","","","a0sWD00000Xo7clYAB","","dep-bus-co-owners-multi-record","","NPORTAL__LoanTopbar","42939446945461896"
"a0mWD000003RDa5YAG","005al00000RVcKvAAL","false","Personal Info","consumer-personal","","NPORTAL__PortalForm","","","","false","NPORTAL__ApplicationNavigation","","","","a0sWD00000Xo7bJYAR","","","","NPORTAL__LoanTopbar","42941211201751782"
"a0mWD000003RE0aYAG","005al00000RVcKvAAL","false","Deposits","pp-sn-deposits-m","Lightning Web Component","nforce__ncrelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7lWYAR","nforce__sub_navigation","pp-sn-deposits-m","","nforce__topbar","42943939219959900"
"a0mWD000003RDa9YAG","005al00000RVcKvAAL","false","Test Pickist 1","tmmpr-Treasury00(TestPickist1)-00","","","","","","false","","","","","a0sWD00000Xo7ZeYAJ","","tmmpr-Treasury00(TestPickist1)-00","","","429446046658847000"
"a0mWD000003RE0cYAG","005al00000RVcKvAAL","false","CRA Reporting","community-reinvestment-act-default","","llc_bi__cra_reporting","","","n-icon-treasury_management","false","nforce__navigation","","","","a0sWD00000Xo7lXYAR","nforce__sub_navigation","community-reinvestment-act-default","","nforce__topbar","42946539675319300"
"a0mWD000003RDooYAG","005al00000RVcKvAAL","false","Reg O","loan-post-reg-o-read-lob-pwc","","nforce__korelatedlist","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7hDYAR","nforce__sub_navigation","","","nforce__topbar","4294745186661284"
"a0mWD000003RE0eYAG","005al00000RVcKvAAL","false","Copy Loan","dmw-list-view-booked-loans.dmw-row-action-copy-loan","","llc_bi:dealManagementWorkspace","","","","false","","","","","a0sWD00000Xo7lYYAR","","","","","42954561356537075"
"a0mWD000003RE0fYAG","005al00000RVcKvAAL","false","Loan Compliance","hmda-loan-compliance-2018","Lightning Web Component","nforce__ncrelatedlist","","","n-icon-hmda","false","nforce__navigation","","","","a0sWD00000Xo7lZYAR","nforce__sub_navigation","hmda-loan-compliance-2018","","nforce__topbar","42956260075843400"
"a0mWD000003RE0gYAG","005al00000RVcKvAAL","false","Fees","fees-custom","Lightning Web Component","nforce__ncrelatedlist","","","n-icon-relationship","false","nforce__navigation","","","","a0sWD00000Xo7aIYAR","nforce__sub_navigation","fees-custom","","nforce__topbar","42956329664862300"
"a0mWD000003RE0mYAG","005al00000RVcKvAAL","false","Fees","fees","Lightning Web Component","nforce__korelatedtable","","","n-icon-fees","false","nforce__navigation","","readonly=true","","a0sWD00000Xo7laYAB","nforce__sub_navigation","fees","","nforce__topbar","42964937235884800"
"a0mWD000003RE0nYAG","005al00000RVcKvAAL","false","Business Type","sba-form-19202-m","Lightning Web Component","nforce__ncdatagrid","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000Xo7aoYAB","nforce__sub_navigation","sba-form-19202-m","","nforce__topbar","42966712361615300"
"a0mWD000003RDaHYAW","005al00000RVcKvAAL","false","Loans and Credit","loan-api-loans","","nforce__kodatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7bOYAR","nforce__sub_navigation","","","nforce__topbar","42967754854610856"
"a0mWD000003RE0tYAG","005al00000RVcKvAAL","false","Refinancing Information","sba-form-19203-m","Lightning Web Component","nforce__ncdatagrid","","","n-icon-misc5","false","nforce__navigation","","","","a0sWD00000Xo7apYAB","nforce__sub_navigation","sba-form-19203-m","","nforce__topbar","42983025286600300"
"a0mWD000003RDsuYAG","005al00000Q6IbCAAV","false","Origination","pm-baseline-tabs-origination-tab","","","","","","false","","","{""documents"":[{""deletable"":true,""fieldset"":""NDOC__DocMan_Fields"",""object"":""LLC_BI__AccountDocument__c"",""id"":1},{""deletable"":true,""fieldset"":""NDOC__DocMan_Fields"",""object"":""LLC_BI__LLC_LoanDocument__c"",""id"":2},{""deletable"":true,""fieldset"":""NDOC__DocMan_Fields"",""object"":""LLC_BI__Document_Placeholder__c"",""id"":3}],""overview"":[{""deletable"":true,""fieldset"":""LLC_BI__Smart_Checklist_Loan_Fields"",""object"":""LLC_BI__Requirement__c"",""id"":1}],""icon"":""standard:work_queue""}","","a0sWD00000Xo7jKYAR","","","","","42984513457820593"
"a0mWD000003RE0vYAG","005al00000RVcKvAAL","false","Bulk Edit Post Approval","dmw-list-view-postapproval-loans.dmw-bulk-action-bulk-edit","","llc_bi:dealManagementWorkspace","","","","false","","","","","a0sWD00000Xo7lbYAB","","","","","42985172604088488"
"a0mWD000003RDm8YAG","005al00000RVcKvAAL","false","Others Involved MRF","rl-others-multi-record","Visualforce Page","NPORTAL__MultiRecordForm","","","","false","NPORTAL__ApplicationNavigation","","","","a0sWD00000Xo7cJYAR","","rl-others-multi-record","","NPORTAL__LoanTopbar","42989584347602588"
"a0mWD000003RE0xYAG","005al00000RVcKvAAL","false","Details","ind-relationship-details","","llc_bi__relationship_details_app","","","","false","nforce__navigation","","","","a0sWD00000Xo7k2YAB","nforce__sub_navigation","ind-relationship-details","","nforce__nctopbar","42996918136629600"
"a0mWD000003RE0zYAG","005al00000RVcKvAAL","false","Submit for Approval","pp-submit-for-approval","Lightning Web Component","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7lcYAB","nforce__sub_navigation","pp-submit-for-approval","","nforce__topbar","42997909921970894"
"a0mWD000003RDopYAG","005al00000RVcKvAAL","false","Ongoing Fees","lob-ongoing-fee","","nforce__ncrelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7dlYAB","nforce__sub_navigation","lob-ongoing-fee","","nforce__topbar","434323498757592341"
"a0mWD000003RE10YAG","005al00000RVcKvAAL","false","Overview","post-approval-overview","","llc_bi__draw_app","","","","false","nforce__navigation","","","","a0sWD00000Xo7ldYAB","nforce__sub_navigation","post-approval-overview","","nforce__topbar","45591619447513739"
"a0mWD000003RDaYYAW","005al00000RVcKvAAL","false","Draws & Disbursements","booked-draws---disbursements2","","llc_bi__draw_history_app","","","","false","nforce__navigation","","","","a0sWD00000Xo7aDYAR","nforce__sub_navigation","booked-draws---disbursements2","","nforce__topbar","45731620937670670"
"a0mWD000003RDaZYAW","005al00000RVcKvAAL","false","Application","m-retail-application","","nretail__applicationdetails","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7ZwYAJ","nFORCE__Blank","m-retail-application","","nretail__summaryheadertopbar","45764724564527200"
"a0mWD000003RDorYAG","005al00000RVcKvAAL","false","Venture Banking","lob-loan-pre-venture","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7eRYAR","nforce__sub_navigation","lob-loan-pre-venture","","nforce__topbar","48502983520494293444"
"a0mWD000003RE14YAG","005al00000RVcKvAAL","false","Third Party Management","booked-third-party-management","Lightning Web Component","nforce__korelatedtable","","","n-icon-relationship","false","nforce__navigation","","readonly=true","","a0sWD00000Xo7leYAB","nforce__sub_navigation","booked-third-party-management","","nforce__topbar","48861620937670643"
"a0mWD000003RE15YAG","005al00000RVcKvAAL","false","Manage Fees","booked-manage-fees","Lightning Web Component","nforce__korelatedtable","","","","false","nforce__navigation","","readonly=true","","a0sWD00000Xo7lfYAB","nforce__sub_navigation","booked-manage-fees","","nforce__topbar","49141620937670650"
"a0mWD000003RE16YAG","005al00000RVcKvAAL","false","Loan Information","booked-loan-information","Lightning Web Component","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7lgYAB","nforce__sub_navigation","booked-loan-information","","nforce__topbar","49541620937670663"
"a0mWD000003RDaeYAG","005al00000RVcKvAAL","false","Pricing-Required Fields","booked-pricing-required-fields","","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7ZvYAJ","nforce__sub_navigation","booked-pricing-required-fields","","nforce__topbar","49661620937670645"
"a0mWD000003RE17YAG","005al00000RVcKvAAL","false","Loan Products","master-relationship-loan-products","Lightning Web Component","nforce__korelatedtable","","","n-icon-loan","false","nforce__inline_navigation","","readonly=true","","a0sWD00000Xo7lhYAB","nforce__sub_navigation","master-relationship-loan-products","","nforce__blank","49701562008946500"
"a0mWD000003RDanYAG","005al00000RVcKvAAL","false","Team Members","lobloanbooked-team-members","","nforce__korelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7dEYAR","nforce__sub_navigation","lobloanbooked-team-members","","nforce__topbar","4B77643C1E244C0F9B3262697E545453"
"a0mWD000003RDosYAG","005al00000RVcKvAAL","false","Qualification","loan-stage-qual","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7bqYAB","nforce__sub_navigation","loan-stage-qual","","nforce__topbar","4C236B5118594227987D053E15131612"
"a0mWD000003RDaqYAG","005al00000RVcKvAAL","false","Closing","loanbooked-stage-closing","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7j9YAB","nforce__sub_navigation","loanbooked-stage-closing","","nforce__topbar","4D163765643F411CAD261667231B6805"
"a0mWD000003RE18YAG","005al00000RVcKvAAL","false","Loan Information","post-approval-loan-information2","Lightning Web Component","nforce__ncdatagrid","","","n-icon-loan","false","nforce__navigation","","","","a0sWD00000Xo7liYAB","nforce__sub_navigation","post-approval-loan-information2","","nforce__topbar","50071619447513745"
"a0mWD000003RE1AYAW","005al00000RVcKvAAL","false","Loan Team","post-approval-loan-team","Lightning Web Component","nforce__ncrelatedlist","","","n-icon-team","false","nforce__navigation","","","","a0sWD00000Xo7ljYAB","nforce__sub_navigation","post-approval-loan-team","","nforce__topbar","50301619447513726"
"a0mWD000003RE1CYAW","005al00000RVcKvAAL","false","Team Members","post-approval-team-members","Lightning Web Component","nforce__ncrelatedlist","","","","false","nforce__navigation","","","","a0sWD00000Xo7ZlYAJ","nforce__sub_navigation","post-approval-team-members","","nforce__topbar","51431619447513721"
"a0mWD000003RDmKYAW","005al00000RVcKvAAL","false","Approval Details","small-business-loan-post-approval-ui-approval-details","Visualforce Page","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7d4YAB","nforce__sub_navigation","approval-details","","nforce__topbar","51761663700623972"
"a0mWD000003RE1EYAW","005al00000RVcKvAAL","false","Policy Exceptions","booked-policy-exceptions","Lightning Web Component","nforce__korelatedtable","","","n-icon-exception","false","nforce__navigation","","readonly=true","","a0sWD00000Xo7lkYAB","nforce__sub_navigation","booked-policy-exceptions","","nforce__topbar","51851620937670646"
"a0mWD000003RDmMYAW","005al00000RVcKvAAL","false","Others Involved MRF","small-business-loan-online-application-others-involved-mrf","Visualforce Page","NPORTAL__MultiRecordForm","","","","false","NPORTAL__ApplicationNavigation","","","","a0sWD00000Xo7dBYAR","","sbl-others-multi-record","","NPORTAL__LoanTopbar","52161666029074206"
"a0mWD000003RDmNYAW","005al00000RVcKvAAL","false","Beneficial Owners","small-business-loan-online-application-beneficial-owners","","NPORTAL__MultiRecordForm","","","","false","NPORTAL__ApplicationNavigation","","subHeaderOnMobile=true;","","a0sWD00000Xo7bnYAB","","","","NPORTAL__LoanTopbar","52201666029074213"
"a0mWD000003RDbBYAW","005al00000RVcKvAAL","false","Credit","loanbooked-stage-proc","","nforce__ncdatagrid","","","","false","nforce__navigation","","","","a0sWD00000Xo7j8YAB","nforce__sub_navigation","loanbooked-stage-proc","","nforce__topbar","52681032127943419C0F471E3A710870"
"a0mWD000003RE1FYAW","005al00000RVcKvAAL","false","Adverse Actions","post-approval-adverse-actions","Lightning Web Component","nforce__korelatedtable","","","n-icon-reject","false","nforce__navigation","","Sample Params for demo","","a0sWD00000Xo7llYAB","nforce__sub_navigation","post-approval-adverse-actions","","nforce__topbar","53021619447513725"
