"Id","OwnerId","IsDeleted","Name","nFORCE__Conditional_Display_Criteria_Context__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Group__c","nFORCE__Has_Visibility_Criteria__c","nFORCE__Is_Default_Context_Child__c","nFORCE__Is_Forward_Navigation_Disabled__c","nFORCE__Is_Hidden__c","nFORCE__Order__c","nFORCE__Parent_Route__c","nFORCE__Primary_Button_Text__c","nFORCE__Question_Group__c","nFORCE__Route__c","nFORCE__Visibility_Criteria__c","nFORCE__lookupKey__c","Route_App_Name__c","Route_Screen__c","nPortal__Is_Portal_Enabled__c","nPortal__OA_Auto_Decision_Required__c","nPortal__OA_Business_Credit_Pull_Required__c","nPortal__OA_Credit_Pull_Required__c"
"a0jWE00000I6vyKYAR","005al00000RVvFOAA1","false","23796","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDQn2AM","false","false","false","false","6000.0","","","","a0mWE000003FDQGYA4","","34981585604343600","fees","<a href=""/a0sWE000002Yqhk"" target=""_blank"">Fees</a>","","","",""
"a0jWE00000I6vqgYAB","005al00000RVvFOAA1","false","23322","","{{IF=""A OR B OR C OR D OR E OR F OR G OR H OR I""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{COND=""G"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""H"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Complete""}}{{COND=""I"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Boarding""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDTA2A2","false","false","false","false","1510.0","a0mWE000003FDLZYA4","","","a0mWE000003FDRLYA4","","35231619447513212","post-approval-approved-details","<a href=""/a0sWE000002Yqi6"" target=""_blank"">Approved Details</a>","","","",""
"a0jWE00000I6vyOYAR","005al00000RVvFOAA1","false","23800","","","a0XWE000002gDSE2A2","false","true","false","false","1.0","a0mWE000003FD1MYAW","","","a0mWE000003FD2AYAW","","35481560278866200","m-retail-fees-summary","<a href=""/a0sWE000002YqW0"" target=""_blank"">Fees Summary</a>","","","",""
"a0jWE00000ICEv9YAH","005al00000RVvFOAA1","false","24056","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDQn2AM","false","false","false","false","1705.0","a0mWE000003FCuCYAW","","","a0mWE000003FbxXYAS","","3561585604343620","editable-fields-booked","<a href=""/a0sWE000002YqfZ"" target=""_blank"">Editable Fields</a>","","","",""
"a0jWE00000I6utaYAB","005al00000RVvFOAA1","false","19658","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Application__c.nPortal__Applicant__r.Contact.cm_Rent_or_Own_Current_Address__c"" IS=""Rent""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Application__r.nPortal__Applicant__r.Contact.cm_Rent_or_Own_Current_Address__c"" IS=""Rent""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDPi2AM","false","false","false","false","110.0","a0mWE000003FDAPYA4","","","a0mWE000003FDC5YAO","","35801666029062607","small-business-loan-online-application-rental-expense","<a href=""/a0sWE000002YqYB"" target=""_blank"">Rental Expense- Other involved</a>","","","",""
"a0jWE00000I6vqhYAB","005al00000RVvFOAA1","false","23323","","","a0XWE000002gDT72AM","false","false","false","false","20.0","","","","a0mWE000003FDRhYAO","","359127532585719000","overview-config","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vqjYAB","005al00000RVvFOAA1","false","23325","","","a0XWE000002gDSy2AM","false","true","false","true","0.0","","","","a0mWE000003FDLtYAO","","36581567002551800","dashboard-tm","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vqkYAB","005al00000RVvFOAA1","false","23326","","{{IF=""A OR B OR C OR D OR E OR F""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Review""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Complete""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Hold""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDT92AM","false","false","false","false","8.0","","","","a0mWE000003FDRaYAO","","3711560278763570","retail-loan-doc-prep","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vqlYAB","005al00000RVvFOAA1","false","23327","","","a0XWE000002gDSp2AM","false","true","false","false","30.0","","","","a0mWE000003FDJEYA4","","37571563816246900","tool-pp-credit-memo","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vyeYAB","005al00000RVvFOAA1","false","23816","","","a0XWE000002gDQn2AM","false","false","false","false","9500080.0","","","","a0mWE000003FCwSYAW","","38081585604343600","action-borrowing-tree","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6uteYAB","005al00000RVvFOAA1","false","19662","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Application__r.nPortal__Status__c"" IS=""Offers Available""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDPi2AM","false","false","false","false","155.0","","","","a0mWE000003FDCDYA4","","38331666029062610","small-business-loan-online-application-offers","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vqmYAB","005al00000RVvFOAA1","false","23328","","","a0XWE000002gDTA2A2","false","false","false","false","1600.0","","","","a0mWE000003FDQeYAO","","38731619447513221","post-approval-loan-team","<a href=""/a0sWE000002Yqht"" target=""_blank"">Loan Team Member Information</a>","","","",""
"a0jWE00000I6utfYAB","005al00000RVvFOAA1","false","19663","","","a0XWE000002gDSF2A2","false","false","false","true","1810.0","a0mWE000003FDBuYAO","","","a0mWE000003FD9YYAW","","39081663700614632","small-business-loan-post-approval-ui-entity-compliance","<a href=""/a0sWE000002YqYR"" target=""_blank"">Entity Compliance Screen</a>","","","",""
"a0jWE00000I6vqnYAB","005al00000RVvFOAA1","false","23329","","","a0XWE000002gDTA2A2","false","true","false","false","11100.0","a0mWE000003FDMJYA4","","","a0mWE000003FDMJYA4","","39831619447513205","post-approval-participations","<a href=""/a0sWE000002Yqgj"" target=""_blank"">Participations</a>","","","",""
"a0jWE00000I6vqoYAB","005al00000RVvFOAA1","false","23330","","","a0XWE000002gDTA2A2","false","false","false","false","4000.0","","","","a0mWE000003FDRMYA4","","39861619447513231","post-approval-fees","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vqpYAB","005al00000RVvFOAA1","false","23331","","","a0XWE000002gDSp2AM","false","true","false","false","110.0","a0mWE000003FDJGYA4","","","a0mWE000003FDJGYA4","","39881563816246900","pp-sn-team","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vqqYAB","005al00000RVvFOAA1","false","23332","","","a0XWE000002gDSp2AM","false","true","false","false","30.0","a0mWE000003FDJEYA4","","","a0mWE000003FDJEYA4","","40001563816246900","tool-pp-credit-memo","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000ICEvBYAX","005al00000RVvFOAA1","false","24058","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDQn2AM","false","false","false","false","1730.0","a0mWE000003FCuCYAW","","","a0mWE000003FbxUYAS","","40381585604343600","rate-structure-booked","<a href=""/a0sWE000002YqfY"" target=""_blank"">Rate Structure</a>","","","",""
"a0jWE00000I6vqsYAB","005al00000RVvFOAA1","false","23334","","","a0XWE000002gDTA2A2","false","false","false","false","12200.0","a0mWE000003FDR7YAO","","","a0mWE000003FDQUYA4","","40711619447513209","post-approval-overview","<a href=""/a0sWE000002Yqhn"" target=""_blank"">Draw Overview Screen</a>","","","",""
"a0jWE00000I6viiYAB","005al00000RVvFOAA1","false","22828","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDQn2AM","false","false","false","false","1390.0","a0mWE000003FDL3YAO","","","a0mWE000003FbxJYAS","","40821585604343600","booked-information-approved-m0","<a href=""/a0sWE000002Yqh3"" target=""_blank"">Booked Information</a>","","","",""
"a0jWE00000I6utkYAB","005al00000RVvFOAA1","false","19668","","","a0XWE000002gDPi2AM","false","false","false","false","60.0","a0mWE000003FDCqYAO","","","a0mWE000003FDCQYA4","","41021666029062602","small-business-loan-online-application-personal-info","<a href=""/a0sWE000002YqXv"" target=""_blank"">SBL Personal</a>","","","",""
"a0jWE00000I6vzQYAR","005al00000RVvFOAA1","false","23864","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Total_Collateral_Value__c"" GREATER=""0""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDQn2AM","false","false","false","false","4020.0","a0mWE000003FCwYYAW","","","a0mWE000003FCy6YAG","","41031585604343600","collateral-value","<a href=""/a0sWE000002YqPr"" target=""_blank"">Collateral Value</a>","","","",""
"a0jWE00000I6vzVYAR","005al00000RVvFOAA1","false","23869","","","a0XWE000002gDSE2A2","false","false","false","false","260.0","","","","a0mWE000003FCtMYAW","","4121560278866250","m-retail-decision-history","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vzYYAR","005al00000RVvFOAA1","false","23872","","","a0XWE000002gDSE2A2","false","false","false","false","10.0","","","","a0mWE000003FD2OYAW","","41661560278866200","action-m-retail-recalculate-loan","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vzbYAB","005al00000RVvFOAA1","false","23875","","","a0XWE000002gDQn2AM","false","false","false","false","11010.0","a0mWE000003FDKyYAO","","","a0mWE000003FDKyYAO","","41701585604343600","adverse-actions","<a href=""/a0sWE000002YqgK"" target=""_blank"">Adverse Actions</a>","","","",""
"a0jWE00000I6vzdYAB","005al00000RVvFOAA1","false","23877","","","a0XWE000002gDS42AM","false","false","false","false","1530.0","a0mWE000003FDRWYA4","","","a0mWE000003FD08YAG","","41741620937670247","booked-pricing-required-fields","<a href=""/a0sWE000002YqWC"" target=""_blank"">Pricing Required Fields</a>","","","",""
"a0jWE00000I6vziYAB","005al00000RVvFOAA1","false","23882","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__HMDA_Record_Type__c"" IS=""HMDA-Effective-2018""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDS42AM","false","false","false","false","8500060.0","a0mWE000003FD2wYAG","","","a0mWE000003FD2aYAG","","41971620937670241","booked-entity-compliance","<a href=""/a0sWE000002YqPs"" target=""_blank"">Entity Compliance Screen</a>","","","",""
"a0jWE00000I6vzlYAB","005al00000RVvFOAA1","false","23885","","","a0XWE000002gDT32AM","false","false","false","false","5.0","","","","a0mWE000003FCyIYAW","","42007299237387900","action-form-gen-m","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vqtYAB","005al00000RVvFOAA1","false","23335","","","a0XWE000002gDTG2A2","false","false","true","false","20.0","a0mWE000003FDOWYA4","","","a0mWE000003FDLRYA4","","42009113227122100","doc-prep-status","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vquYAB","005al00000RVvFOAA1","false","23336","","","a0XWE000002gDT32AM","false","false","false","false","8.0","","","","a0mWE000003FDPVYA4","","42009688601574500","policy-exception-m","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6utmYAB","005al00000RVvFOAA1","false","19670","","","a0XWE000002gDSF2A2","false","false","false","false","100.0","a0mWE000003FDA9YAO","","","a0mWE000003FDA9YAO","","42011215171975513","small-business-loan-post-approval-ui-booked-information-approved","<a href=""/a0sWE000002YqYN"" target=""_blank"">Booked Information</a>","","","",""
"a0jWE00000I6vznYAB","005al00000RVvFOAA1","false","23887","","","a0XWE000002gDQR2A2","false","false","false","false","3010.0","a0mWE000003FDJlYAO","","","a0mWE000003FDJlYAO","","42013064946231300","risk-rating-old-m","<a href=""/a0sWE000002Yqfx"" target=""_blank"">Risk Rating</a>","","","",""
"a0jWE00000I6vqwYAB","005al00000RVvFOAA1","false","23338","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__HMDA_Record_Type__c"" IS=""HMDA-Effective-2017""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDT32AM","false","false","false","false","2.0","a0mWE000003FDOeYAO","","","a0mWE000003FDMbYAO","","42019875448075600","hmda-loan-compliance-2017-m","<a href=""/a0sWE000002Yqgv"" target=""_blank"">Loan Compliance Screen</a>","","","",""
"a0jWE00000I6vzqYAB","005al00000RVvFOAA1","false","23890","","","a0XWE000002gDT02AM","false","true","false","false","275.0","a0mWE000003FDOfYAO","","","a0mWE000003FDQTYA4","","42020142181637914","pp-submit-for-approval","<a href=""/a0sWE000002Yqhm"" target=""_blank"">Assign Approvers</a>","","","",""
"a0jWE00000I6utoYAB","005al00000RVvFOAA1","false","19672","","","a0XWE000002gDT42AM","false","false","true","true","98.0","","","","a0mWE000003FDM8YAO","","42021248520408392","verify-credit","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6utpYAB","005al00000RVvFOAA1","false","19673","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Status__c"" IS=""In-Progress""}}{{COND=""B"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Status__c"" IS=""Document Verification""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDRR2A2","false","false","false","false","95.0","a0mWE000003FD9xYAG","","","a0mWE000003FDAEYA4","","42021587043112404","dep-business-pending-info","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vqyYAB","005al00000RVvFOAA1","false","23340","","{{IF=""A OR B OR C OR D OR E OR F OR G OR H""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{COND=""G"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""H"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Complete""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSb2AM","false","false","false","false","7000.0","","","","a0mWE000003FDPVYA4","","42022321870371700","policy-exception-m","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vqzYAB","005al00000RVvFOAA1","false","23341","","","a0XWE000002gDSb2AM","false","false","false","true","9020.0","a0mWE000003FDQIYA4","","","a0mWE000003FDQDYA4","","42027588920062700","loan-auto-decision-detail-m","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vr0YAB","005al00000RVvFOAA1","false","23342","","","a0XWE000002gDT32AM","false","false","false","false","8.0","","","","a0mWE000003FDOAYA4","","42027857129249000","policy-exception","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vr1YAB","005al00000RVvFOAA1","false","23343","","","a0XWE000002gDTC2A2","false","false","false","false","150.0","","","","a0mWE000003FDIbYAO","","42030478644719015","dmw-list-view-booked-loans","<a href=""/a0sWE000002Yqfe"" target=""_blank"">Booked Facilities</a>","","","",""
"a0jWE00000I6vr2YAB","005al00000RVvFOAA1","false","23344","","","a0XWE000002gDT32AM","false","false","false","false","1.0","","","","a0mWE000003FDMjYAO","","42038154900774900","action-copy-loan-m","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6uttYAB","005al00000RVvFOAA1","false","19677","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Reference__r.LLC_BI__Product_Feature__r.cm_Allow_Deposit_Rate_Overrides__c"" IS=""TRUE""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSX2A2","false","false","false","false","10.0","","","","a0mWE000003FDAWYA4","","42040527785271285","pc-rate-override","<a href=""/a0sWE000002YqZb"" target=""_blank"">Rates and APY</a>","","","",""
"a0jWE00000I6vr3YAB","005al00000RVvFOAA1","false","23345","","","a0XWE000002gDSb2AM","false","false","false","true","9010.0","a0mWE000003FDQIYA4","","","a0mWE000003FDQIYA4","","42041869323583200","loan-auto-decision-history-m","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vr4YAB","005al00000RVvFOAA1","false","23346","","","a0XWE000002gDTG2A2","false","false","true","false","10.0","a0mWE000003FDOWYA4","","","a0mWE000003FDKpYAO","","42051368158590900","doc-prep-review","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vr6YAB","005al00000RVvFOAA1","false","23348","","","a0XWE000002gDSb2AM","false","false","false","true","12000.0","","","","a0mWE000003FDQIYA4","","42053320913483400","loan-auto-decision-history-m","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vzwYAB","005al00000RVvFOAA1","false","23896","","","a0XWE000002gDQn2AM","false","false","false","false","8500050.0","a0mWE000003FDLrYAO","","a0XWE000002gDSv2AM","a0mWE000003FDRKYA4","","42056947696979527","CRA-kyc-m","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vr7YAB","005al00000RVvFOAA1","false","23349","","","a0XWE000002gDSb2AM","false","false","false","false","1000.0","","","","a0mWE000003FDL8YAO","","42065684257358103","loan-information-blank","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6utxYAB","005al00000RVvFOAA1","false","19681","","{{IF=""A AND B AND C""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Reference__r.LLC_BI__Product_Feature__r.LLC_BI__Secured__c"" IS=""TRUE""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.cm_Borrower_Count__c"" NOT=""1""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Product_Reference__r.LLC_BI__Product_Feature__r.cm_Exclude_from_Credit_Pull__c"" IS=""TRUE""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSK2A2","false","false","false","false","180.0","a0mWE000003FDADYA4","","","a0mWE000003FDB7YAO","","42065688782509548","joint-intent-marital-status-cdsecured-2borrowers","<a href=""/a0sWE000002YqZd"" target=""_blank"">Joint Intent/Marital Status</a>","","","",""
"a0jWE00000I6vr8YAB","005al00000RVvFOAA1","false","23350","","","a0XWE000002gDT32AM","false","false","false","false","0.0","a0mWE000003FDQIYA4","","","a0mWE000003FDQIYA4","","42066469382940900","loan-auto-decision-history-m","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vr9YAB","005al00000RVvFOAA1","false","23351","","","a0XWE000002gDT32AM","false","false","false","false","11.0","","","","a0mWE000003FDQIYA4","","42068241829817500","loan-auto-decision-history-m","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6w02YAB","005al00000RVvFOAA1","false","23902","","","a0XWE000002gDQn2AM","false","false","false","false","8500040.0","a0mWE000003FDLrYAO","","a0XWE000002gDSe2AM","a0mWE000003FDRJYA4","","42077753128724203","hvcre-m","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6utyYAB","005al00000RVvFOAA1","false","19682","","","a0XWE000002gDQ12AM","false","false","false","true","85.0","a0mWE000003FCx3YAG","","","a0mWE000003FDBQYA4","","42082916605747250","sbl-secured-beneficial-owners","<a href=""/a0sWE000002YqZk"" target=""_blank"">Add Beneficial Owner OA</a>","","","",""
"a0jWE00000I6w03YAB","005al00000RVvFOAA1","false","23903","","","a0XWE000002gDTH2A2","false","false","false","false","10.0","a0mWE000003FD8mYAG","","","a0mWE000003FDIrYAO","","42083810539910721","rca-action-short-term-extension1","<a href=""/a0sWE000002Yqfm"" target=""_blank"">Short Term Extensions</a>","","","",""
"a0jWE00000I6vrAYAR","005al00000RVvFOAA1","false","23352","","","a0XWE000002gDT32AM","false","false","false","false","2.0","","","","a0mWE000003FDMmYAO","","42086751277510500","tool-statement-launcher","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vrBYAR","005al00000RVvFOAA1","false","23353","","","a0XWE000002gDSx2AM","false","false","false","false","1.0","","","","a0mWE000003FDL7YAO","","42089175597150200","relationship-loan-products","<a href=""/a0sWE000002YqgO"" target=""_blank"">Loan Products</a>","","","",""
"a0jWE00000I6vrCYAR","005al00000RVvFOAA1","false","23354","","","a0XWE000002gDSx2AM","false","false","false","false","2.0","","","","a0mWE000003FDPnYAO","","42097943923291900","statement-launcher","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vrDYAR","005al00000RVvFOAA1","false","23355","","","a0XWE000002gDTC2A2","false","false","false","false","30.0","a0mWE000003FDIdYAO","","","a0mWE000003FDKBYA4","","42103508669509231","dmw-list-view-all-loans.dmw-row-action-copy-loan","<a href=""/a0sWE000002Yqg7"" target=""_blank"">Copy Loan</a>","","","",""
"a0jWE00000I6vrEYAR","005al00000RVvFOAA1","false","23356","","","a0XWE000002gDT32AM","false","false","false","false","1.0","a0mWE000003FDLoYAO","","","a0mWE000003FDO7YAO","","42105473212134500","loan-pricing-m","<a href=""/a0sWE000002YqhI"" target=""_blank"">Pricing</a>","","","",""
"a0jWE00000I6vrFYAR","005al00000RVvFOAA1","false","23357","","","a0XWE000002gDT32AM","false","false","false","false","12.0","","","","a0mWE000003FDKIYA4","","42105847975743800","pricing-options","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vrGYAR","005al00000RVvFOAA1","false","23358","","","a0XWE000002gDT32AM","false","false","false","false","0.0","a0mWE000003FDJlYAO","","","a0mWE000003FDJlYAO","","42106670263082100","risk-rating-old-m","<a href=""/a0sWE000002Yqfx"" target=""_blank"">Risk Rating</a>","","","",""
"a0jWE00000I6uu3YAB","005al00000RVvFOAA1","false","19687","","","a0XWE000002gDSi2AM","false","false","true","false","0.0","","","","a0mWE000003FDP3YAO","","42109599331866491","pm-landing","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vrHYAR","005al00000RVvFOAA1","false","23359","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__HMDA_Record_Type__c"" IS=""HMDA-Effective-2018""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDT32AM","false","false","false","false","2.0","a0mWE000003FDNgYAO","","","a0mWE000003FDPlYAO","","42116061755874400","hmda-loan-compliance-2018-m","<a href=""/a0sWE000002Yqhc"" target=""_blank"">Loan Compliance Screen</a>","","","",""
"a0jWE00000I6vrIYAR","005al00000RVvFOAA1","false","23360","","","a0XWE000002gDSb2AM","false","false","false","false","1020.0","a0mWE000003FDL8YAO","","","a0mWE000003FDK9YAO","","42116512051540302","amortization-structure","<a href=""/a0sWE000002Yqg6"" target=""_blank"">Rate &amp; Payment Structure</a>","","","",""
"a0jWE00000I6uu7YAB","005al00000RVvFOAA1","false","19691","","","a0XWE000002gDRp2AM","false","false","false","true","30.0","a0mWE000003FDB0YAO","","","a0mWE000003FDAKYA4","","42118108677889868","dep-eid-owner","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6uu9YAB","005al00000RVvFOAA1","false","19693","","","a0XWE000002gDSF2A2","false","false","false","false","90.0","a0mWE000003FDCjYAO","","","a0mWE000003FD9yYAG","","42128836810938117","mall-business-loan-post-approval-ui-payment-structure","<a href=""/a0sWE000002YqYU"" target=""_blank"">Rate &amp; Payment Structure</a>","","","",""
"a0jWE00000I6w0AYAR","005al00000RVvFOAA1","false","23910","","","a0XWE000002gDQt2AM","false","false","true","false","20.0","a0mWE000003FDOWYA4","","","a0mWE000003FDLRYA4","","42129150067923000","doc-prep-status","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vrJYAR","005al00000RVvFOAA1","false","23361","","","a0XWE000002gDT32AM","false","false","false","false","0.0","a0mWE000003FDJLYA4","","","a0mWE000003FDJLYA4","","42134642613932800","collateral1","<a href=""/a0sWE000002Yqft"" target=""_blank"">Collateral2</a>","","","",""
"a0jWE00000I6uuAYAR","005al00000RVvFOAA1","false","19694","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Application__c.nPortal__Applicant__r.Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{COND=""B"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Application__r.nPortal__Applicant__r.Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDRR2A2","false","false","false","false","52.0","a0mWE000003FDAGYA4","","","a0mWE000003FDASYA4","","42136533704281401","dep-eid-business","<a href=""/"" target=""_blank""> </a>","","","",""
