"Id","OwnerId","IsDeleted","Name","nFORCE__Conditional_Display_Criteria_Context__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Group__c","nFORCE__Has_Visibility_Criteria__c","nFORCE__Is_Default_Context_Child__c","nFORCE__Is_Forward_Navigation_Disabled__c","nFORCE__Is_Hidden__c","nFORCE__Order__c","nFORCE__Parent_Route__c","nFORCE__Primary_Button_Text__c","nFORCE__Question_Group__c","nFORCE__Route__c","nFORCE__Visibility_Criteria__c","nFORCE__lookupKey__c","Route_App_Name__c","Route_Screen__c","nPortal__Is_Portal_Enabled__c","nPortal__OA_Auto_Decision_Required__c","nPortal__OA_Business_Credit_Pull_Required__c","nPortal__OA_Credit_Pull_Required__c"
"a0jWE00000I6vpjYAB","005al00000RVvFOAA1","false","23263","","{{IF=""A AND B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Booked""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Complete""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDTA2A2","false","true","false","false","1625.0","a0mWE000003FDQeYAO","","","a0mWE000003FDQgYAO","","00041619447513221","post-approval-team-members","<a href=""/a0sWE000002YqW2"" target=""_blank"">Team Members</a>","","","",""
"a0jWE00000I6vt4YAB","005al00000RVvFOAA1","false","23470","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""F""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDS42AM","false","false","false","false","1510.0","a0mWE000003FDRWYA4","","","a0mWE000003FCpyYAG","","00731620937670249","booked-approved-details","<a href=""/a0sWE000002YqPl"" target=""_blank"">Approved Details</a>","","","",""
"a0jWE00000I6vpkYAB","005al00000RVvFOAA1","false","23264","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Is_Participation__c"" IS=""True""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDTA2A2","false","false","false","false","11000.0","","","","a0mWE000003FDMJYA4","","00871619447513222","post-approval-participations","<a href=""/a0sWE000002Yqgj"" target=""_blank"">Participations</a>","","","",""
"a0jWE00000I6usUYAR","005al00000RVvFOAA1","false","19590","","{{IF=""A OR B""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.cm_Next_Steps__c"" IS=""Manual Underwriting""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.cm_Next_Steps__c"" IS=""Manual Underwriting - Counter Offer""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSF2A2","false","false","false","true","1500.0","a0mWE000003FD9HYAW","","","a0mWE000003FD97YAG","","01111663700614616","small-business-loan-post-approval-ui-underwriting-summary2","<a href=""/a0sWE000002YqY4"" target=""_blank"">Underwriting Details1</a>","","","",""
"a0jWE00000I6usVYAR","005al00000RVvFOAA1","false","19591","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.cm_Are_you_applying_with_a_Business__c"" IS=""Yes""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDPi2AM","false","false","false","false","30.0","a0mWE000003FDCqYAO","","","a0mWE000003FDCSYA4","","02031666029062600","small-business-loan-online-application-your-business","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vtFYAR","005al00000RVvFOAA1","false","23481","","","a0XWE000002gDPb2AM","false","false","false","false","8500050.0","a0mWE000003FDQpYAO","","a0XWE000002gDSv2AM","a0mWE000003FD0vYAG","","02581615577844334","comm-accel-loan-cra","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vtJYAR","005al00000RVvFOAA1","false","23485","","","a0XWE000002gDS42AM","false","false","false","false","1400.0","","","","a0mWE000003FDRWYA4","","02781620937670269","booked-approved-details2","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vtOYAR","005al00000RVvFOAA1","false","23490","","","a0XWE000002gDS42AM","false","false","false","false","8500060.0","a0mWE000003FD2wYAG","","","a0mWE000003FD2vYAG","","03921620937670241","booked-certifications","<a href=""/a0sWE000002YqWV"" target=""_blank"">Certifications</a>","","","",""
"a0jWE00000I6vtSYAR","005al00000RVvFOAA1","false","23494","","","a0XWE000002gDS42AM","false","false","false","false","2510.0","a0mWE000003FD28YAG","","","a0mWE000003FD28YAG","","04391620937670260","booked-borrowing-structure","<a href=""/a0sWE000002YqWK"" target=""_blank"">Borrowing Structure Information</a>","","","",""
"a0jWE00000I6vplYAB","005al00000RVvFOAA1","false","23265","","","a0XWE000002gDTA2A2","false","false","false","false","3000.0","","","","a0mWE000003FDReYAO","","04681619447513224","post-approval-collateral","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6usZYAR","005al00000RVvFOAA1","false","19595","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.cm_Are_you_applying_with_a_Business__c"" IS=""Yes""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDPi2AM","false","false","false","false","50.0","a0mWE000003FDCSYA4","","","a0mWE000003FD9nYAG","","05361666029062601","small-business-loan-online-application-business-info","<a href=""/a0sWE000002YqZ7"" target=""_blank"">SBL Business Info</a>","","","",""
"a0jWE00000I6usaYAB","005al00000RVvFOAA1","false","19596","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.cm_Are_you_applying_with_a_Business__c"" IS=""Yes""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDPi2AM","false","false","false","false","55.0","a0mWE000003FDCqYAO","","a0XWE000002gDSU2A2","a0mWE000003FDCBYA4","","05671666029062610","small-business-loan-online-application-know-your-business","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6usbYAB","005al00000RVvFOAA1","false","19597","","{{IF=""A AND (B OR C)""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""B"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Ownership_Structure_Type__r.Name"" IS=""Individual POD""}}{{COND=""C"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Ownership_Structure_Type__r.Name"" IS=""Joint With Survivorship POD""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSX2A2","false","false","false","false","160.0","","","","a0mWE000003FD9XYAW","","05671701790661681","deposit-account-origination---baseline-beneficiary---read-only","<a href=""/a0sWE000002YqZX"" target=""_blank"">Beneficiary</a>","","","",""
"a0jWE00000I6vtbYAB","005al00000RVvFOAA1","false","23503","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.cm_Roll_Up_Adverse_Action__c"" GREATER=""0""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDTA2A2","false","false","false","false","10900.0","","","","a0mWE000003FDQjYAO","","06311619447513231","post-approval-adverse-actions","<a href=""/a0sWE000002Yqhv"" target=""_blank"">Adverse Actions</a>","","","",""
"a0jWE00000I6uscYAB","005al00000RVvFOAA1","false","19598","","","a0XWE000002gDPi2AM","false","false","false","false","100.0","a0mWE000003FDAPYA4","","","a0mWE000003FD9VYAW","","06451666029062607","small-business-loan-online-application-income","<a href=""/a0sWE000002YqZA"" target=""_blank"">Online Income Information</a>","","","",""
"a0jWE00000I6usdYAB","005al00000RVvFOAA1","false","19599","","{{IF=""A AND B AND C""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Qualification""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Credit Underwriting""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSF2A2","false","false","false","false","600.0","","","","a0mWE000003FD9aYAG","","06741663700614606","small-business-loan-post-approval-ui-third-party","<a href=""/a0sWE000002YqZ0"" target=""_blank"">Third Party Management</a>","","","",""
"a0jWE00000I6vpmYAB","005al00000RVvFOAA1","false","23266","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.cm_Roll_Up_Adverse_Action__c"" GREATER=""0""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDTA2A2","false","false","false","false","11000.0","","","","a0mWE000003FDQjYAO","","06811619447513232","post-approval-adverse-actions","<a href=""/a0sWE000002Yqhv"" target=""_blank"">Adverse Actions</a>","","","",""
"a0jWE00000I6useYAB","005al00000RVvFOAA1","false","19600","","","a0XWE000002gDSX2A2","false","false","false","false","115.0","a0mWE000003FDCtYAO","","","a0mWE000003FDC1YAO","","07261701790661690","deposit-account-origination---baseline-order-checks2","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6usfYAB","005al00000RVvFOAA1","false","19601","","{{IF=""A AND B AND C""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Qualification""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Credit Underwriting""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSF2A2","false","false","false","true","1837.0","","","","a0mWE000003FDBkYAO","","07851663700614617","small-business-loan-post-approval-ui-policy-exceptions","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6usgYAB","005al00000RVvFOAA1","false","19602","","{{IF=""A AND B""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Product_Reference__r.LLC_BI__Product_Type__r.LLC_BI__Category__c"" IS=""Checking""}}{{COND=""B"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSX2A2","false","false","false","false","110.0","","","","a0mWE000003FDCtYAO","","08141701790661690","deposit-account-origination---baseline-order-checks","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6ushYAB","005al00000RVvFOAA1","false","19603","","","a0XWE000002gDSF2A2","false","false","false","true","1.0","a0mWE000003FDCjYAO","","","a0mWE000003FD8wYAG","","08191663700614629","small-business-loan-post-approval-ui-authorized-signers","<a href=""/a0sWE000002YqZQ"" target=""_blank"">Borrowing Structure Information</a>","","","",""
"a0jWE00000I6vtnYAB","005al00000RVvFOAA1","false","23515","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__HMDA_Record_Type__c"" IS=""HMDA-Effective-2018""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDS42AM","false","false","false","false","8500070.0","a0mWE000003FD2wYAG","","","a0mWE000003FCpeYAG","","08821620937670242","booked-loan-compliance","<a href=""/a0sWE000002YqW3"" target=""_blank"">Loan Compliance Screen</a>","","","",""
"a0jWE00000I6usiYAB","005al00000RVvFOAA1","false","19604","","","a0XWE000002gDSF2A2","false","false","false","false","70.0","a0mWE000003FDCjYAO","","","a0mWE000003FDCjYAO","","09631663700614603","small-business-loan-post-approval-ui-application-locked","<a href=""/a0sWE000002YqYC"" target=""_blank"">Application Details - Locked</a>","","","",""
"a0jWE00000I6vpnYAB","005al00000RVvFOAA1","false","23267","","","a0XWE000002gDTA2A2","false","false","false","false","8500030.0","a0mWE000003FDLwYAO","","a0XWE000002gDSu2AM","a0mWE000003FDMRYA4","","09891619447513203","post-approval-reg-w","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6usjYAB","005al00000RVvFOAA1","false","19605","","","a0XWE000002gDSF2A2","false","false","false","true","1800.0","a0mWE000003FDBuYAO","","a0XWE000002gDSv2AM","a0mWE000003FDBzYAO","","09901663700614630","small-business-loan-post-approval-ui-cra","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6uskYAB","005al00000RVvFOAA1","false","19606","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Deposit__c.LLC_BI__Stage__c"" IS=""Document Preparation""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSX2A2","false","false","false","false","60.0","","","","a0mWE000003FD90YAG","","09921701790661689","deposit-account-origination---baseline-reserve-account-number","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vpoYAB","005al00000RVvFOAA1","false","23268","","","a0XWE000002gDT92AM","false","false","false","false","4.0","","","","a0mWE000003FDRcYAO","","10531560278763500","retail-loan-decision-history","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vppYAB","005al00000RVvFOAA1","false","23269","","","a0XWE000002gDTA2A2","false","false","false","false","1530.0","a0mWE000003FDLZYA4","","","a0mWE000003FDMNYA4","","10531619447513209","post-approval-pricing-required-fields","<a href=""/a0sWE000002Yqgn"" target=""_blank"">Pricing Required Fields</a>","","","",""
"a0jWE00000I6vpqYAB","005al00000RVvFOAA1","false","23270","","","a0XWE000002gDTA2A2","false","false","false","false","8500050.0","a0mWE000003FDLwYAO","","a0XWE000002gDSv2AM","a0mWE000003FDMBYA4","","11201619447513203","post-approval-cra","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6usoYAB","005al00000RVvFOAA1","false","19610","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.cm_Next_Steps__c"" IS=""Manual Underwriting - Counter Offer""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSF2A2","false","false","false","true","1520.0","a0mWE000003FD9HYAW","","","a0mWE000003FD9SYAW","","11631663700614624","small-business-loan-post-approval-ui-adverse-actions-counter-offers","<a href=""/a0sWE000002YqXs"" target=""_blank"">Adverse Actions/Counter Offers</a>","","","",""
"a0jWE00000I6uspYAB","005al00000RVvFOAA1","false","19611","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.cm_Next_Steps__c"" IS=""Initiate Adverse Action""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSF2A2","false","false","true","true","1440.0","a0mWE000003FD9HYAW","","","a0mWE000003FDBlYAO","","11681663700614614","small-business-loan-post-approval-ui-adverse-action","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vpsYAB","005al00000RVvFOAA1","false","23272","","","a0XWE000002gDSy2AM","false","false","true","true","3.0","","","","a0mWE000003FDNSYA4","","11751567002551800","ts-docman","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vptYAB","005al00000RVvFOAA1","false","23273","","","a0XWE000002gDTA2A2","false","false","false","true","11200.0","a0mWE000003FDMCYA4","","","a0mWE000003FDLzYAO","","11851619447513207","post-approval-manage-budget-l","<a href=""/a0sWE000002YqgX"" target=""_blank"">Manage Budget Screen</a>","","","",""
"a0jWE00000I6vuTYAR","005al00000RVvFOAA1","false","23557","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Qualification""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Proposal""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDQn2AM","false","false","false","false","1010.0","a0mWE000003FDLoYAO","","","a0mWE000003FDLoYAO","","11911585604343600","loan-detail-m","<a href=""/a0sWE000002YqgU"" target=""_blank"">Loan Details</a>","","","",""
"a0jWE00000I6usqYAB","005al00000RVvFOAA1","false","19612","","","a0XWE000002gDSF2A2","false","false","false","false","470.0","a0mWE000003FDCFYA4","","","a0mWE000003FD97YAG","","12091663700614607","small-business-loan-post-approval-ui-underwriting-summary2","<a href=""/a0sWE000002YqY4"" target=""_blank"">Underwriting Details1</a>","","","",""
"a0jWE00000I6vuUYAR","005al00000RVvFOAA1","false","23558","","","a0XWE000002gDQn2AM","false","false","false","false","11000.0","","","","a0mWE000003FDKyYAO","","12281585604343600","adverse-actions","<a href=""/a0sWE000002YqgK"" target=""_blank"">Adverse Actions</a>","","","",""
"a0jWE00000I6usrYAB","005al00000RVvFOAA1","false","19613","","","a0XWE000002gDSF2A2","false","false","false","true","1820.0","a0mWE000003FDBuYAO","","","a0mWE000003FDCLYA4","","12361663700614632","small-business-loan-post-approval-ui-loan-compliance","<a href=""/a0sWE000002YqZG"" target=""_blank"">Loan Compliance Screen</a>","","","",""
"a0jWE00000I6ussYAB","005al00000RVvFOAA1","false","19614","","{{IF=""A AND B AND C""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Qualification""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Credit Underwriting""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" NOT=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDSF2A2","false","false","false","false","2000.0","","","","a0mWE000003FD9BYAW","","12411663700614619","small-business-loan-post-approval-ui-decision-history","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vuWYAR","005al00000RVvFOAA1","false","23560","","","a0XWE000002gDS42AM","false","false","false","true","9010.0","a0mWE000003FCzvYAG","","","a0mWE000003FCzvYAG","","12461620937670256","booked-decision-history","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6usuYAB","005al00000RVvFOAA1","false","19616","","","a0XWE000002gDT42AM","false","true","true","false","1.0","","","","a0mWE000003FDInYAO","","12731585669723013","loan-ind-connected-create-relationship","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vuaYAB","005al00000RVvFOAA1","false","23564","","","a0XWE000002gDQN2A2","false","false","false","true","1.0","","","","a0mWE000003FCu7YAG","","12931585604434200","tmmcr-Treasury00(TestActionTab1)-00","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vpvYAB","005al00000RVvFOAA1","false","23275","","","a0XWE000002gDSk2AM","false","true","false","false","0.0","a0mWE000003FDQWYA4","","","a0mWE000003FDMGYA4","","13011562008923000","master-relationship-maintenance-request","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vpxYAB","005al00000RVvFOAA1","false","23277","","","a0XWE000002gDSp2AM","false","true","false","false","60.0","","","","a0mWE000003FDNeYAO","","13061563816246900","pp-sn-covenants","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vucYAB","005al00000RVvFOAA1","false","23566","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDQn2AM","false","false","false","false","16510.0","a0mWE000003FCtYYAW","","","a0mWE000003FCtYYAW","","13111585604343600","memos-booked","<a href=""/a0sWE000002YqPh"" target=""_blank"">Memos Booked</a>","","","",""
"a0jWE00000I6vpyYAB","005al00000RVvFOAA1","false","23278","","{{IF=""A OR B OR C OR D OR E OR F OR G OR H OR I""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{COND=""G"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""H"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Complete""}}{{COND=""I"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Boarding""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDTA2A2","false","false","false","false","10000.0","","","","a0mWE000003FDLwYAO","","13241619447513227","post-approval-compliance","<a href=""/a0sWE000002YqgV"" target=""_blank"">HMDA Screen 1</a>","","","",""
"a0jWE00000I6vudYAB","005al00000RVvFOAA1","false","23567","","","a0XWE000002gDSE2A2","false","false","false","false","250.0","","","","a0mWE000003FCpxYAG","","132549679684651000","m-retail-third-parties","<a href=""/a0sWE000002Yqg4"" target=""_blank"">Third Party Management</a>","","","",""
"a0jWE00000I6vufYAB","005al00000RVvFOAA1","false","23569","","","a0XWE000002gDQn2AM","false","false","false","false","8000010.0","a0mWE000003FDL4YAO","","","a0mWE000003FDL4YAO","","13541585604343600","community-reinvestment-act-m","<a href=""/a0sWE000002YqgM"" target=""_blank"">CRA Screen</a>","","","",""
"a0jWE00000I6vuiYAB","005al00000RVvFOAA1","false","23572","","","a0XWE000002gDQn2AM","false","false","false","false","4000.0","","","","a0mWE000003FCwYYAW","","13911585604343600","collateral2","<a href=""/a0sWE000002YqhY"" target=""_blank"">Collateral Pledged</a>","","","",""
"a0jWE00000I6vujYAB","005al00000RVvFOAA1","false","23573","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""B""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""C""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""D""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""E""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Post Closing Review""}}{{SHOW_ROUTE}}{{ENDIF}}{{IF=""F""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDQn2AM","false","false","false","false","9500060.0","","","","a0mWE000003FCuAYAW","","13921585604343600","action-send-to-doc-prep","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vulYAB","005al00000RVvFOAA1","false","23575","","","a0XWE000002gDS42AM","false","false","false","true","12000.0","","","","a0mWE000003FCzvYAG","","14041620937670255","booked-decision-history","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6vumYAB","005al00000RVvFOAA1","false","23576","","","a0XWE000002gDS42AM","false","false","false","false","500.0","a0mWE000003FCxeYAG","","","a0mWE000003FCxeYAG","","14181620937670265","booked-loan-dashboard","<a href=""/a0sWE000002ZR0K"" target=""_blank"">Loan Dashboard Summary Screen</a>","","","",""
"a0jWE00000I6vpzYAB","005al00000RVvFOAA1","false","23279","","{{IF=""A OR B OR C OR D OR E OR F OR G OR H OR I""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Credit Underwriting""}}{{COND=""B"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Final Review""}}{{COND=""C"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Approval / Loan Committee""}}{{COND=""D"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Processing""}}{{COND=""E"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Doc Prep""}}{{COND=""F"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Closing""}}{{COND=""G"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{COND=""H"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Complete""}}{{COND=""I"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Boarding""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDTA2A2","false","false","false","false","1590.0","a0mWE000003FDLZYA4","","","a0mWE000003FDRNYA4","","14361619447513215","post-approval-booked-information2","<a href=""/a0sWE000002Yqhx"" target=""_blank"">Booked Information</a>","","","",""
"a0jWE00000ICEvEYAX","005al00000RVvFOAA1","false","24061","","{{IF=""A""}}{{COND=""A"" FIELD=""LLC_BI__Loan__c.LLC_BI__Stage__c"" IS=""Booked""}}{{SHOW_ROUTE}}{{ENDIF}}","a0XWE000002gDQn2AM","false","false","false","false","1760.0","a0mWE000003FCuCYAW","","","a0mWE000003FbxLYAS","","14411585604343600","referral-information-booked","<a href=""/a0sWE000002YqgF"" target=""_blank"">Referral</a>","","","",""
"a0jWE00000I6vq0YAB","005al00000RVvFOAA1","false","23280","","","a0XWE000002gDTA2A2","false","false","false","false","8500020.0","a0mWE000003FDLwYAO","","a0XWE000002gDSn2AM","a0mWE000003FDQmYAO","","15171619447513202","post-approval-reg-o","<a href=""/"" target=""_blank""> </a>","","","",""
"a0jWE00000I6uswYAB","005al00000RVvFOAA1","false","19618","","","a0XWE000002gDSX2A2","false","false","false","false","95.0","a0mWE000003FD96YAG","","","a0mWE000003FDCTYA4","","15171701790661692","deposit-account-origination---baseline-documents2","<a href=""/"" target=""_blank""> </a>","","","",""
