"Id","OwnerId","IsDeleted","Name","LLC_BI__Description__c","LLC_BI__End_Date__c","LLC_BI__Has_Period_Grouping__c","LLC_BI__Is_Consolidation__c","LLC_BI__Is_Disabled__c","LLC_BI__Is_Template__c","LLC_BI__Migration_Target__c","LLC_BI__Object_API_Name__c","LLC_BI__Selected_Scale__c","LLC_BI__Show_Footnotes__c","LLC_BI__Source_Template__c","LLC_BI__Start_Date__c","LLC_BI__Version__c","LLC_BI__lookupKey__c"
"a5VWD000000HAd82AG","005al00000RVcKvAAL","false","a5VWD000000HAd8","","","false","false","false","true","","","$","true","","","","42117096608832556"
"a5VWD000000HB3Q2AW","005al00000RVcKvAAL","false","a5VWD000000HB3Q","","","false","false","false","true","","","mm","true","","","","42117204158743644"
"a5VWD000000HAaw2AG","005al00000RVcKvAAL","false","a5VWD000000HAaw","","","false","false","false","true","","","$","false","","","","42117326244471312"
"a5VWD000000HAya2AG","005al00000RVcKvAAL","false","a5VWD000000HAya","","","false","false","false","true","","","mm","false","","","","42117425543320729"
"a5VWD000000HAtC2AW","005al00000RVcKvAAL","false","a5VWD000000HAtC","","","false","false","false","true","","","$","true","","","","42117499637991800"
"a5VWD000000HBGw2AO","005al00000RVcKvAAL","false","a5VWD000000HBGw","","","false","false","false","true","","","m","true","","","","42117742958035678"
"a5VWD000000HBBI2A4","005al00000RVcKvAAL","false","a5VWD000000HBBI","","","false","false","false","true","","","m","false","","","","42118163625882736"
"a5VWD000000HAqS2AW","005al00000RVcKvAAL","false","a5VWD000000HAqS","","","false","false","false","true","","","$","false","","","","42118480233656441"
"a5VWD000000HB8g2AG","005al00000RVcKvAAL","false","a5VWD000000HB8g","","","false","false","false","true","","","m","false","","","","42118787814758767"
"a5VWD000000HAfQ2AW","005al00000RVcKvAAL","false","a5VWD000000HAfQ","","","false","false","false","true","","","m","true","","","","42120075748815633"
"a5VWD000000HAmg2AG","005al00000RVcKvAAL","false","a5VWD000000HAmg","","","false","false","false","true","","","$","true","","","","42120448939122685"
"a5VWD000000HAjf2AG","005al00000RVcKvAAL","false","a5VWD000000HAjf","","","false","false","false","true","","","mm","true","","","","42120898376304689"
"a5VWD000000HAsO2AW","005al00000RVcKvAAL","false","a5VWD000000HAsO","","","false","false","false","true","","","mm","true","","","","42120907439091718"
"a5VWD000000HAjq2AG","005al00000RVcKvAAL","false","a5VWD000000HAjq","","","false","false","false","true","","","mm","true","","","","42120914995773614"
"a5VWD000000HAfW2AW","005al00000RVcKvAAL","false","a5VWD000000HAfW","","","false","false","false","true","","","m","true","","","","42120987593182834"
"a5VWD000000HB6p2AG","005al00000RVcKvAAL","false","a5VWD000000HB6p","","","false","false","false","true","","","$","true","","","","42121449712255001"
"a5VWD000000HB112AG","005al00000RVcKvAAL","false","a5VWD000000HB11","","","false","false","false","true","","","mm","false","","","","42121470402767627"
"a5VWD000000HB0w2AG","005al00000RVcKvAAL","false","a5VWD000000HB0w","","","false","false","false","true","","","m","false","","","","42121494031004101"
"a5VWD000000HBJU2A4","005al00000RVcKvAAL","false","a5VWD000000HBJU","","","false","false","false","true","","","$","true","","","","42122052967887396"
"a5VWD000000HAgZ2AW","005al00000RVcKvAAL","false","a5VWD000000HAgZ","","","false","false","false","true","","","m","true","","","","42122355020890970"
"a5VWD000000HB4s2AG","005al00000RVcKvAAL","false","a5VWD000000HB4s","","","false","false","false","true","","","mm","false","","","","42122527104310133"
"a5VWD000000HAeV2AW","005al00000RVcKvAAL","false","a5VWD000000HAeV","","","false","false","false","true","","","mm","true","","","","42122628633212872"
"a5VWD000000HBJG2A4","005al00000RVcKvAAL","false","a5VWD000000HBJG","","","false","false","false","true","","","$","true","","","","42122698360475147"
"a5VWD000000HB0W2AW","005al00000RVcKvAAL","false","a5VWD000000HB0W","","","false","false","false","true","","","m","false","","","","42123010067705625"
"a5VWD000000HBGV2A4","005al00000RVcKvAAL","false","a5VWD000000HBGV","","","false","false","false","true","","","$","true","","","","42123535449409383"
"a5VWD000000HAvX2AW","005al00000RVcKvAAL","false","a5VWD000000HAvX","","","false","false","false","true","","","$","true","","","","42123906709059488"
"a5VWD000000HAc42AG","005al00000RVcKvAAL","false","a5VWD000000HAc4","","","false","false","false","true","","","$","true","","","","42124106075371331"
"a5VWD000000HAhO2AW","005al00000RVcKvAAL","false","a5VWD000000HAhO","","","false","false","false","true","","","mm","false","","","","42124237316495761"
"a5VWD000000HApN2AW","005al00000RVcKvAAL","false","a5VWD000000HApN","","","false","false","false","true","","","$","false","","","","42124488065522587"
"a5VWD000000HB9v2AG","005al00000RVcKvAAL","false","a5VWD000000HB9v","","","false","false","false","true","","","m","false","","","","42124520763219719"
"a5VWD000000HAnI2AW","005al00000RVcKvAAL","false","a5VWD000000HAnI","","","false","false","false","true","","","$","false","","","","42124722703649844"
"a5VWD000000HAeP2AW","005al00000RVcKvAAL","false","a5VWD000000HAeP","","","false","false","false","true","","","m","false","","","","42124961946467077"
"a5VWD000000HAdD2AW","005al00000RVcKvAAL","false","a5VWD000000HAdD","","","false","false","false","true","","","$","true","","","","42125071740796105"
"a5VWD000000HAfV2AW","005al00000RVcKvAAL","false","a5VWD000000HAfV","","","false","false","false","true","","","m","true","","","","42125299037246305"
"a5VWD000000HBGk2AO","005al00000RVcKvAAL","false","a5VWD000000HBGk","","","false","false","false","true","","","m","false","","","","42125343925048183"
"a5VWD000000HBDs2AO","005al00000RVcKvAAL","false","a5VWD000000HBDs","","","false","false","false","true","","","m","false","","","","42125721625531018"
"a5VWD000000HAmY2AW","005al00000RVcKvAAL","false","a5VWD000000HAmY","","","false","false","false","true","","","$","false","","","","42126557398103078"
"a5VWD000000HAin2AG","005al00000RVcKvAAL","false","a5VWD000000HAin","","","false","false","false","true","","","$","true","","","","42126875688114548"
"a5VWD000000HB9T2AW","005al00000RVcKvAAL","false","a5VWD000000HB9T","","","false","false","false","true","","","$","true","","","","42126922234053192"
"a5VWD000000HB8t2AG","005al00000RVcKvAAL","false","a5VWD000000HB8t","","","false","false","false","true","","","mm","true","","","","42128224085505172"
"a5VWD000000HB742AG","005al00000RVcKvAAL","false","a5VWD000000HB74","","","false","false","false","true","","","mm","true","","","","42128347823191813"
"a5VWD000000HB8D2AW","005al00000RVcKvAAL","false","a5VWD000000HB8D","","","false","false","false","true","","","m","false","","","","42128502473111203"
"a5VWD000000HBFu2AO","005al00000RVcKvAAL","false","a5VWD000000HBFu","","","false","false","false","true","","","mm","false","","","","42128713745712077"
"a5VWD000000HB642AG","005al00000RVcKvAAL","false","a5VWD000000HB64","","","false","false","false","true","","","$","false","","","","42129430394246848"
"a5VWD000000HAoc2AG","005al00000RVcKvAAL","false","a5VWD000000HAoc","","","false","false","false","true","","","$","true","","","","42129574402705876"
"a5VWD000000HAuV2AW","005al00000RVcKvAAL","false","a5VWD000000HAuV","","","false","false","false","true","","","$","false","","","","42130047906154823"
"a5VWD000000HAiV2AW","005al00000RVcKvAAL","false","a5VWD000000HAiV","","","false","false","false","true","","","$","true","","","","42130306202739737"
"a5VWD000000HApq2AG","005al00000RVcKvAAL","false","a5VWD000000HApq","","","false","false","false","true","","","mm","true","","","","42130594048031241"
"a5VWD000000HBCg2AO","005al00000RVcKvAAL","false","a5VWD000000HBCg","","","false","false","false","true","","","mm","false","","","","42130990960070809"
"a5VWD000000HAp62AG","005al00000RVcKvAAL","false","a5VWD000000HAp6","","","false","false","false","true","","","mm","true","","","","42131880239563872"
"a5VWD000000HAys2AG","005al00000RVcKvAAL","false","a5VWD000000HAys","","","false","false","false","true","","","m","false","","","","42131930181621468"
"a5VWD000000HB6L2AW","005al00000RVcKvAAL","false","a5VWD000000HB6L","","","false","false","false","true","","","$","false","","","","42133081837590412"
"a5VWD000000HAne2AG","005al00000RVcKvAAL","false","a5VWD000000HAne","","","false","false","false","true","","","m","true","","","","42133746617377061"
"a5VWD000000HAwS2AW","005al00000RVcKvAAL","false","a5VWD000000HAwS","","","false","false","false","true","","","$","true","","","","42134039909714032"
"a5VWD000000HB4q2AG","005al00000RVcKvAAL","false","a5VWD000000HB4q","","","false","false","false","true","","","mm","true","","","","42134640696930375"
"a5VWD000000HAlP2AW","005al00000RVcKvAAL","false","a5VWD000000HAlP","","","false","false","false","true","","","m","true","","","","42135021080301767"
"a5VWD000000HAac2AG","005al00000RVcKvAAL","false","a5VWD000000HAac","","","false","false","false","true","","","mm","false","","","","42135422327634505"
"a5VWD000000HBAt2AO","005al00000RVcKvAAL","false","a5VWD000000HBAt","","","false","false","false","true","","","mm","false","","","","42135466790251206"
"a5VWD000000HAck2AG","005al00000RVcKvAAL","false","a5VWD000000HAck","","","false","false","false","true","","","$","false","","","","42135740689172346"
"a5VWD000000HAfM2AW","005al00000RVcKvAAL","false","a5VWD000000HAfM","","","false","false","false","true","","","$","false","","","","42137058069713152"
"a5VWD000000HAiR2AW","005al00000RVcKvAAL","false","a5VWD000000HAiR","","","false","false","false","true","","","mm","true","","","","42137456640128376"
"a5VWD000000HAqI2AW","005al00000RVcKvAAL","false","a5VWD000000HAqI","","","false","false","false","true","","","mm","true","","","","42137738783405408"
"a5VWD000000HApZ2AW","005al00000RVcKvAAL","false","a5VWD000000HApZ","","","false","false","false","true","","","mm","true","","","","42137789448788256"
"a5VWD000000HBJQ2A4","005al00000RVcKvAAL","false","a5VWD000000HBJQ","","","false","false","false","true","","","$","false","","","","42137868644605340"
"a5VWD000000HBJD2A4","005al00000RVcKvAAL","false","a5VWD000000HBJD","","","false","false","false","true","","","m","true","","","","42138465955202859"
"a5VWD000000HBJb2AO","005al00000RVcKvAAL","false","a5VWD000000HBJb","","","false","false","false","true","","","mm","true","","","","42138590645287644"
"a5VWD000000HAp22AG","005al00000RVcKvAAL","false","a5VWD000000HAp2","","","false","false","false","true","","","mm","false","","","","42138965363096009"
"a5VWD000000HAyq2AG","005al00000RVcKvAAL","false","a5VWD000000HAyq","","","false","false","false","true","","","mm","true","","","","42139009307365306"
"a5VWD000000HB0l2AG","005al00000RVcKvAAL","false","a5VWD000000HB0l","","","false","false","false","true","","","$","false","","","","42139222901442461"
"a5VWD000000HAxo2AG","005al00000RVcKvAAL","false","a5VWD000000HAxo","","","false","false","false","true","","","$","true","","","","42139362326211956"
"a5VWD000000HBAc2AO","005al00000RVcKvAAL","false","a5VWD000000HBAc","","","false","false","false","true","","","m","false","","","","42139641110856349"
"a5VWD000000HAfS2AW","005al00000RVcKvAAL","false","a5VWD000000HAfS","","","false","false","false","true","","","mm","true","","","","42140129299654876"
"a5VWD000000HAf12AG","005al00000RVcKvAAL","false","a5VWD000000HAf1","","","false","false","false","true","","","m","true","","","","42140754617661750"
"a5VWD000000HAla2AG","005al00000RVcKvAAL","false","a5VWD000000HAla","","","false","false","false","true","","","mm","true","","","","42140952324304741"
"a5VWD000000HAbi2AG","005al00000RVcKvAAL","false","a5VWD000000HAbi","","","false","false","false","true","","","m","true","","","","42142125444278261"
"a5VWD000000HB6E2AW","005al00000RVcKvAAL","false","a5VWD000000HB6E","","","false","false","false","true","","","$","false","","","","42142792560881451"
"a5VWD000000HApz2AG","005al00000RVcKvAAL","false","a5VWD000000HApz","","","false","false","false","true","","","mm","false","","","","42142925919211326"
"a5VWD000000HAfX2AW","005al00000RVcKvAAL","false","a5VWD000000HAfX","","","false","false","false","true","","","m","true","","","","42143147886392024"
"a5VWD000000HBEO2A4","005al00000RVcKvAAL","false","a5VWD000000HBEO","","","false","false","false","true","","","mm","false","","","","42143335159444127"
"a5VWD000000HB5R2AW","005al00000RVcKvAAL","false","a5VWD000000HB5R","","","false","false","false","true","","","m","true","","","","42143994593685101"
"a5VWD000000HAnr2AG","005al00000RVcKvAAL","false","a5VWD000000HAnr","","","false","false","false","true","","","mm","true","","","","42144644923475531"
"a5VWD000000HBGq2AO","005al00000RVcKvAAL","false","a5VWD000000HBGq","","","false","false","false","true","","","m","true","","","","42144838573788099"
"a5VWD000000HBIj2AO","005al00000RVcKvAAL","false","a5VWD000000HBIj","","","false","false","false","true","","","m","true","","","","42145279026939091"
"a5VWD000000HBJW2A4","005al00000RVcKvAAL","false","a5VWD000000HBJW","","","false","false","false","true","","","$","false","","","","42145393666573456"
"a5VWD000000HAio2AG","005al00000RVcKvAAL","false","a5VWD000000HAio","","","false","false","false","true","","","$","false","","","","42145832514892230"
"a5VWD000000HAYH2A4","005al00000RVcKvAAL","false","a5VWD000000HAYH","","","false","false","false","true","","","$","true","","","","42146368982530075"
"a5VWD000000HB692AG","005al00000RVcKvAAL","false","a5VWD000000HB69","","","false","false","false","true","","","mm","false","","","","42146623917295858"
"a5VWD000000HB5L2AW","005al00000RVcKvAAL","false","a5VWD000000HB5L","","","false","false","false","true","","","m","false","","","","42146871392842454"
"a5VWD000000HAXo2AO","005al00000RVcKvAAL","false","a5VWD000000HAXo","","","false","false","false","true","","","$","true","","","","42146875363041268"
"a5VWD000000HB6x2AG","005al00000RVcKvAAL","false","a5VWD000000HB6x","","","false","false","false","true","","","$","true","","","","42147302475068239"
"a5VWD000000HB1T2AW","005al00000RVcKvAAL","false","a5VWD000000HB1T","","","false","false","false","true","","","m","false","","","","42148002763731584"
"a5VWD000000HAxK2AW","005al00000RVcKvAAL","false","a5VWD000000HAxK","","","false","false","false","true","","","$","false","","","","42148014578867376"
"a5VWD000000HAjH2AW","005al00000RVcKvAAL","false","a5VWD000000HAjH","","","false","false","false","true","","","$","true","","","","42148728143588734"
"a5VWD000000HB4i2AG","005al00000RVcKvAAL","false","a5VWD000000HB4i","","","false","false","false","true","","","m","false","","","","42148875980656283"
"a5VWD000000HAg62AG","005al00000RVcKvAAL","false","a5VWD000000HAg6","","","false","false","false","true","","","$","false","","","","42148948612576333"
"a5VWD000000HAco2AG","005al00000RVcKvAAL","false","a5VWD000000HAco","","","false","false","false","true","","","$","true","","","","42149213252582448"
"a5VWD000000HBDa2AO","005al00000RVcKvAAL","false","a5VWD000000HBDa","","","false","false","false","true","","","$","false","","","","42149234784490933"
"a5VWD000000HBJy2AO","005al00000RVcKvAAL","false","a5VWD000000HBJy","","","false","false","false","true","","","m","false","","","","42149581101213417"
"a5VWD000000HAqO2AW","005al00000RVcKvAAL","false","a5VWD000000HAqO","","","false","false","false","true","","","$","false","","","","42149955955188691"
"a5VWD000000HApS2AW","005al00000RVcKvAAL","false","a5VWD000000HApS","","","false","false","false","true","","","mm","true","","","","42150026086796439"
"a5VWD000000HB0h2AG","005al00000RVcKvAAL","false","a5VWD000000HB0h","","","false","false","false","true","","","mm","false","","","","42150096724246782"
"a5VWD000000HB7c2AG","005al00000RVcKvAAL","false","a5VWD000000HB7c","","","false","false","false","true","","","mm","true","","","","42150334062271601"
"a5VWD000000HBGN2A4","005al00000RVcKvAAL","false","a5VWD000000HBGN","","","false","false","false","true","","","$","false","","","","42150447342484178"
"a5VWD000000HBJK2A4","005al00000RVcKvAAL","false","a5VWD000000HBJK","","","false","false","false","true","","","mm","false","","","","42150643385974596"
"a5VWD000000HB1D2AW","005al00000RVcKvAAL","false","a5VWD000000HB1D","","","false","false","false","true","","","$","false","","","","42151907788181485"
"a5VWD000000HB5Y2AW","005al00000RVcKvAAL","false","a5VWD000000HB5Y","","","false","false","false","true","","","mm","true","","","","42151978386918035"
"a5VWD000000HB2S2AW","005al00000RVcKvAAL","false","a5VWD000000HB2S","","","false","false","false","true","","","mm","true","","","","42152828309863230"
"a5VWD000000HB8l2AG","005al00000RVcKvAAL","false","a5VWD000000HB8l","","","false","false","false","true","","","m","true","","","","42152919487742614"
"a5VWD000000HB4l2AG","005al00000RVcKvAAL","false","a5VWD000000HB4l","","","false","false","false","true","","","m","false","","","","42153092106714149"
"a5VWD000000HAan2AG","005al00000RVcKvAAL","false","a5VWD000000HAan","","","false","false","false","true","","","m","false","","","","42153119719786028"
"a5VWD000000HB252AG","005al00000RVcKvAAL","false","a5VWD000000HB25","","","false","false","false","true","","","$","false","","","","42153209936257056"
"a5VWD000000HAYa2AO","005al00000RVcKvAAL","false","a5VWD000000HAYa","","","false","false","false","true","","","mm","false","","","","42153409417600346"
"a5VWD000000HAdi2AG","005al00000RVcKvAAL","false","a5VWD000000HAdi","","","false","false","false","true","","","mm","true","","","","42153822426589899"
"a5VWD000000HAo62AG","005al00000RVcKvAAL","false","a5VWD000000HAo6","","","false","false","false","true","","","m","true","","","","42153872750938104"
"a5VWD000000HAeA2AW","005al00000RVcKvAAL","false","a5VWD000000HAeA","","","false","false","false","true","","","mm","true","","","","42154083182832568"
"a5VWD000000HAjK2AW","005al00000RVcKvAAL","false","a5VWD000000HAjK","","","false","false","false","true","","","$","false","","","","42154133668791797"
"a5VWD000000HAls2AG","005al00000RVcKvAAL","false","a5VWD000000HAls","","","false","false","false","true","","","m","false","","","","42154150919630773"
"a5VWD000000HBBe2AO","005al00000RVcKvAAL","false","a5VWD000000HBBe","","","false","false","false","true","","","mm","true","","","","42154744936331961"
"a5VWD000000HAYJ2A4","005al00000RVcKvAAL","false","a5VWD000000HAYJ","","","false","false","false","true","","","$","true","","","","42154991168174953"
"a5VWD000000HB1j2AG","005al00000RVcKvAAL","false","a5VWD000000HB1j","","","false","false","false","true","","","m","false","","","","42155210090882643"
"a5VWD000000HAh62AG","005al00000RVcKvAAL","false","a5VWD000000HAh6","","","false","false","false","true","","","$","false","","","","42155673910822011"
"a5VWD000000HAZj2AO","005al00000RVcKvAAL","false","a5VWD000000HAZj","","","false","false","false","true","","","mm","false","","","","42156197441480033"
"a5VWD000000HBBT2A4","005al00000RVcKvAAL","false","a5VWD000000HBBT","","","false","false","false","true","","","m","false","","","","42156342947577195"
"a5VWD000000HB362AG","005al00000RVcKvAAL","false","a5VWD000000HB36","","","false","false","false","true","","","m","true","","","","42156867755410186"
"a5VWD000000HBDP2A4","005al00000RVcKvAAL","false","a5VWD000000HBDP","","","false","false","false","true","","","mm","false","","","","42157385362201861"
"a5VWD000000HB4p2AG","005al00000RVcKvAAL","false","a5VWD000000HB4p","","","false","false","false","true","","","mm","true","","","","42157659690476081"
"a5VWD000000HAh52AG","005al00000RVcKvAAL","false","a5VWD000000HAh5","","","false","false","false","true","","","mm","false","","","","42157785703923656"
"a5VWD000000HB8J2AW","005al00000RVcKvAAL","false","a5VWD000000HB8J","","","false","false","false","true","","","m","true","","","","42157869905218461"
"a5VWD000000HAey2AG","005al00000RVcKvAAL","false","a5VWD000000HAey","","","false","false","false","true","","","$","true","","","","42158313566993967"
"a5VWD000000HAdR2AW","005al00000RVcKvAAL","false","a5VWD000000HAdR","","","false","false","false","true","","","m","true","","","","42158347084832954"
"a5VWD000000HAzv2AG","005al00000RVcKvAAL","false","a5VWD000000HAzv","","","false","false","false","true","","","m","false","","","","42158532221776813"
"a5VWD000000HB7B2AW","005al00000RVcKvAAL","false","a5VWD000000HB7B","","","false","false","false","true","","","mm","false","","","","42158798351803074"
"a5VWD000000HAfN2AW","005al00000RVcKvAAL","false","a5VWD000000HAfN","","","false","false","false","true","","","$","true","","","","42158874628508635"
"a5VWD000000HApA2AW","005al00000RVcKvAAL","false","a5VWD000000HApA","","","false","false","false","true","","","m","false","","","","42159007635977021"
"a5VWD000000HBCl2AO","005al00000RVcKvAAL","false","a5VWD000000HBCl","","","false","false","false","true","","","mm","false","","","","42159718499484123"
"a5VWD000000HBAf2AO","005al00000RVcKvAAL","false","a5VWD000000HBAf","","","false","false","false","true","","","m","true","","","","42160291698066728"
"a5VWD000000HAij2AG","005al00000RVcKvAAL","false","a5VWD000000HAij","","","false","false","false","true","","","$","false","","","","42160352142503201"
"a5VWD000000HBIt2AO","005al00000RVcKvAAL","false","a5VWD000000HBIt","","","false","false","false","true","","","m","true","","","","42160362420625220"
"a5VWD000000HB2U2AW","005al00000RVcKvAAL","false","a5VWD000000HB2U","","","false","false","false","true","","","mm","true","","","","42160931162262170"
"a5VWD000000HAgx2AG","005al00000RVcKvAAL","false","a5VWD000000HAgx","","","false","false","false","true","","","$","false","","","","42161712763099552"
"a5VWD000000HBIq2AO","005al00000RVcKvAAL","false","a5VWD000000HBIq","","","false","false","false","true","","","$","true","","","","42162129587756181"
"a5VWD000000HAcv2AG","005al00000RVcKvAAL","false","a5VWD000000HAcv","","","false","false","false","true","","","$","false","","","","42162559624888946"
"a5VWD000000HAlD2AW","005al00000RVcKvAAL","false","a5VWD000000HAlD","","","false","false","false","true","","","mm","false","","","","42163246103673328"
"a5VWD000000HBFL2A4","005al00000RVcKvAAL","false","a5VWD000000HBFL","","","false","false","false","true","","","m","true","","","","42164294941050865"
"a5VWD000000HB2F2AW","005al00000RVcKvAAL","false","a5VWD000000HB2F","","","false","false","false","true","","","m","false","","","","42165334792747045"
"a5VWD000000HAuh2AG","005al00000RVcKvAAL","false","a5VWD000000HAuh","","","false","false","false","true","","","m","true","","","","42165353868535894"
"a5VWD000000HB6O2AW","005al00000RVcKvAAL","false","a5VWD000000HB6O","","","false","false","false","true","","","$","true","","","","42165768212332498"
"a5VWD000000HAY52AO","005al00000RVcKvAAL","false","a5VWD000000HAY5","","","false","false","false","true","","","$","false","","","","42166306185398111"
"a5VWD000000HAxG2AW","005al00000RVcKvAAL","false","a5VWD000000HAxG","","","false","false","false","true","","","$","false","","","","42166710672308324"
"a5VWD000000HAuI2AW","005al00000RVcKvAAL","false","a5VWD000000HAuI","","","false","false","false","true","","","mm","true","","","","42167003688660624"
"a5VWD000000HAjM2AW","005al00000RVcKvAAL","false","a5VWD000000HAjM","","","false","false","false","true","","","$","false","","","","42167213736756300"
"a5VWD000000HB512AG","005al00000RVcKvAAL","false","a5VWD000000HB51","","","false","false","false","true","","","m","true","","","","42167641160404430"
"a5VWD000000HBBb2AO","005al00000RVcKvAAL","false","a5VWD000000HBBb","","","false","false","false","true","","","mm","false","","","","42168069919955179"
"a5VWD000000HApa2AG","005al00000RVcKvAAL","false","a5VWD000000HApa","","","false","false","false","true","","","m","true","","","","42168168586227458"
"a5VWD000000HBBL2A4","005al00000RVcKvAAL","false","a5VWD000000HBBL","","","false","false","false","true","","","mm","true","","","","42168950386450871"
"a5VWD000000HBCf2AO","005al00000RVcKvAAL","false","a5VWD000000HBCf","","","false","false","false","true","","","$","true","","","","42169165660243832"
"a5VWD000000HAxt2AG","005al00000RVcKvAAL","false","a5VWD000000HAxt","","","false","false","false","true","","","mm","true","","","","42169672975304727"
"a5VWD000000HAvA2AW","005al00000RVcKvAAL","false","a5VWD000000HAvA","","","false","false","false","true","","","m","true","","","","42169708452059605"
"a5VWD000000HB1X2AW","005al00000RVcKvAAL","false","a5VWD000000HB1X","","","false","false","false","true","","","m","false","","","","42169802629287596"
"a5VWD000000HB102AG","005al00000RVcKvAAL","false","a5VWD000000HB10","","","false","false","false","true","","","$","false","","","","42169949147982271"
"a5VWD000000HAlq2AG","005al00000RVcKvAAL","false","a5VWD000000HAlq","","","false","false","false","true","","","m","false","","","","42170070414442391"
"a5VWD000000HB702AG","005al00000RVcKvAAL","false","a5VWD000000HB70","","","false","false","false","true","","","mm","true","","","","42170215345577843"
"a5VWD000000HB552AG","005al00000RVcKvAAL","false","a5VWD000000HB55","","","false","false","false","true","","","$","false","","","","42170219198637261"
"a5VWD000000HBJk2AO","005al00000RVcKvAAL","false","a5VWD000000HBJk","","","false","false","false","true","","","mm","true","","","","42170303139482724"
"a5VWD000000HBCM2A4","005al00000RVcKvAAL","false","a5VWD000000HBCM","","","false","false","false","true","","","mm","true","","","","42170606346724148"
"a5VWD000000HB3q2AG","005al00000RVcKvAAL","false","a5VWD000000HB3q","","","false","false","false","true","","","m","false","","","","42170864515728744"
"a5VWD000000HAsv2AG","005al00000RVcKvAAL","false","a5VWD000000HAsv","","","false","false","false","true","","","mm","true","","","","42171592963139380"
"a5VWD000000HAzs2AG","005al00000RVcKvAAL","false","a5VWD000000HAzs","","","false","false","false","true","","","mm","true","","","","42171630391145663"
"a5VWD000000HBJ62AO","005al00000RVcKvAAL","false","a5VWD000000HBJ6","","","false","false","false","true","","","m","true","","","","42172209099678479"
"a5VWD000000HBG32AO","005al00000RVcKvAAL","false","a5VWD000000HBG3","","","false","false","false","true","","","m","true","","","","42172485123691031"
"a5VWD000000HAcx2AG","005al00000RVcKvAAL","false","a5VWD000000HAcx","","","false","false","false","true","","","m","true","","","","42172917104727030"
"a5VWD000000HB5H2AW","005al00000RVcKvAAL","false","a5VWD000000HB5H","","","false","false","false","true","","","$","false","","","","42173320303700706"
"a5VWD000000HB3H2AW","005al00000RVcKvAAL","false","a5VWD000000HB3H","","","false","false","false","true","","","$","false","","","","42173496749164012"
"a5VWD000000HAoP2AW","005al00000RVcKvAAL","false","a5VWD000000HAoP","","","false","false","false","true","","","mm","false","","","","42174114883609585"
"a5VWD000000HAtL2AW","005al00000RVcKvAAL","false","a5VWD000000HAtL","","","false","false","false","true","","","$","false","","","","42174120425097923"
"a5VWD000000HAf92AG","005al00000RVcKvAAL","false","a5VWD000000HAf9","","","false","false","false","true","","","$","false","","","","42174551275780824"
"a5VWD000000HBH12AO","005al00000RVcKvAAL","false","a5VWD000000HBH1","","","false","false","false","true","","","$","false","","","","42174590360092037"
"a5VWD000000HAgb2AG","005al00000RVcKvAAL","false","a5VWD000000HAgb","","","false","false","false","true","","","$","true","","","","42175605338822569"
"a5VWD000000HAwR2AW","005al00000RVcKvAAL","false","a5VWD000000HAwR","","","false","false","false","true","","","mm","true","","","","42175791530379284"
"a5VWD000000HAdN2AW","005al00000RVcKvAAL","false","a5VWD000000HAdN","","","false","false","false","true","","","$","false","","","","42176843211000895"
"a5VWD000000HB3R2AW","005al00000RVcKvAAL","false","a5VWD000000HB3R","","","false","false","false","true","","","mm","true","","","","42177787619135659"
"a5VWD000000HBCQ2A4","005al00000RVcKvAAL","false","a5VWD000000HBCQ","","","false","false","false","true","","","$","true","","","","42178838142976080"
"a5VWD000000HBEo2AO","005al00000RVcKvAAL","false","a5VWD000000HBEo","","","false","false","false","true","","","mm","false","","","","42178867452970114"
"a5VWD000000HAvh2AG","005al00000RVcKvAAL","false","a5VWD000000HAvh","","","false","false","false","true","","","$","true","","","","42179728845634612"
"a5VWD000000HApD2AW","005al00000RVcKvAAL","false","a5VWD000000HApD","","","false","false","false","true","","","mm","true","","","","42179809020445514"
"a5VWD000000HAmD2AW","005al00000RVcKvAAL","false","a5VWD000000HAmD","","","false","false","false","true","","","m","true","","","","42179882574892946"
"a5VWD000000HAgC2AW","005al00000RVcKvAAL","false","a5VWD000000HAgC","","","false","false","false","true","","","mm","false","","","","42181295838554035"
"a5VWD000000HAyI2AW","005al00000RVcKvAAL","false","a5VWD000000HAyI","","","false","false","false","true","","","$","true","","","","42181416829452875"
"a5VWD000000HApH2AW","005al00000RVcKvAAL","false","a5VWD000000HApH","","","false","false","false","true","","","mm","true","","","","42181510445676044"
"a5VWD000000HAhD2AW","005al00000RVcKvAAL","false","a5VWD000000HAhD","","","false","false","false","true","","","$","true","","","","42181815155970921"
"a5VWD000000HBFn2AO","005al00000RVcKvAAL","false","a5VWD000000HBFn","","","false","false","false","true","","","m","true","","","","42181824666564777"
"a5VWD000000HAuX2AW","005al00000RVcKvAAL","false","a5VWD000000HAuX","","","false","false","false","true","","","mm","true","","","","42182846116205777"
"a5VWD000000HAdQ2AW","005al00000RVcKvAAL","false","a5VWD000000HAdQ","","","false","false","false","true","","","$","true","","","","42182952259704058"
"a5VWD000000HAqE2AW","005al00000RVcKvAAL","false","a5VWD000000HAqE","","","false","false","false","true","","","mm","false","","","","42183244022376783"
"a5VWD000000HAiy2AG","005al00000RVcKvAAL","false","a5VWD000000HAiy","","","false","false","false","true","","","m","false","","","","42183578518692728"
"a5VWD000000HAy02AG","005al00000RVcKvAAL","false","a5VWD000000HAy0","","","false","false","false","true","","","m","false","","","","42183690898923019"
