"Id","OwnerId","IsDeleted","Name","LLC_BI__Description__c","LLC_BI__End_Date__c","LLC_BI__Has_Period_Grouping__c","LLC_BI__Is_Consolidation__c","LLC_BI__Is_Disabled__c","LLC_BI__Is_Template__c","LLC_BI__Migration_Target__c","LLC_BI__Object_API_Name__c","LLC_BI__Selected_Scale__c","LLC_BI__Show_Footnotes__c","LLC_BI__Source_Template__c","LLC_BI__Start_Date__c","LLC_BI__Version__c","LLC_BI__lookupKey__c"
"a5VWD000000HAxB2AW","005al00000RVcKvAAL","false","a5VWD000000HAxB","","","false","false","false","true","","","$","false","","","","42561625804157421"
"a5VWD000000HAzh2AG","005al00000RVcKvAAL","false","a5VWD000000HAzh","","","false","false","false","true","","","$","false","","","","42561738572445377"
"a5VWD000000HAuH2AW","005al00000RVcKvAAL","false","a5VWD000000HAuH","","","false","false","false","true","","","$","true","","","","42561988749264962"
"a5VWD000000HAue2AG","005al00000RVcKvAAL","false","a5VWD000000HAue","","","false","false","false","true","","","m","true","","","","42561999622679970"
"a5VWD000000HB9I2AW","005al00000RVcKvAAL","false","a5VWD000000HB9I","","","false","false","false","true","","","mm","false","","","","42562256102348007"
"a5VWD000000HAa22AG","005al00000RVcKvAAL","false","a5VWD000000HAa2","","","false","false","false","true","","","$","false","","","","42562781518077682"
"a5VWD000000HBBh2AO","005al00000RVcKvAAL","false","a5VWD000000HBBh","","","false","false","false","true","","","$","false","","","","42563463387510564"
"a5VWD000000HAun2AG","005al00000RVcKvAAL","false","a5VWD000000HAun","","","false","false","false","true","","","$","false","","","","42563666224246339"
"a5VWD000000HBAC2A4","005al00000RVcKvAAL","false","a5VWD000000HBAC","","","false","false","false","true","","","m","false","","","","42564051962265235"
"a5VWD000000HAcC2AW","005al00000RVcKvAAL","false","a5VWD000000HAcC","","","false","false","false","true","","","mm","false","","","","42564992239996023"
"a5VWD000000HBCP2A4","005al00000RVcKvAAL","false","a5VWD000000HBCP","","","false","false","false","true","","","$","false","","","","42565287641130957"
"a5VWD000000HB3I2AW","005al00000RVcKvAAL","false","a5VWD000000HB3I","","","false","false","false","true","","","m","true","","","","42566063113095339"
"a5VWD000000HBEN2A4","005al00000RVcKvAAL","false","a5VWD000000HBEN","","","false","false","false","true","","","$","true","","","","42566118887799529"
"a5VWD000000HB7F2AW","005al00000RVcKvAAL","false","a5VWD000000HB7F","","","false","false","false","true","","","m","true","","","","42567018292680342"
"a5VWD000000HBCV2A4","005al00000RVcKvAAL","false","a5VWD000000HBCV","","","false","false","false","true","","","$","true","","","","42567177971768852"
"a5VWD000000HBGR2A4","005al00000RVcKvAAL","false","a5VWD000000HBGR","","","false","false","false","true","","","m","false","","","","42567318600595666"
"a5VWD000000HAq42AG","005al00000RVcKvAAL","false","a5VWD000000HAq4","","","false","false","false","true","","","$","true","","","","42567462171983284"
"a5VWD000000HB042AG","005al00000RVcKvAAL","false","a5VWD000000HB04","","","false","false","false","true","","","m","false","","","","42567718624477883"
"a5VWD000000HBGT2A4","005al00000RVcKvAAL","false","a5VWD000000HBGT","","","false","false","false","true","","","mm","false","","","","42567814700212741"
"a5VWD000000HAqm2AG","005al00000RVcKvAAL","false","a5VWD000000HAqm","","","false","false","false","true","","","mm","true","","","","42568313559646372"
"a5VWD000000HAcc2AG","005al00000RVcKvAAL","false","a5VWD000000HAcc","","","false","false","false","true","","","$","true","","","","42568731858815375"
"a5VWD000000HAp72AG","005al00000RVcKvAAL","false","a5VWD000000HAp7","","","false","false","false","true","","","m","true","","","","42568960386718200"
"a5VWD000000HB172AG","005al00000RVcKvAAL","false","a5VWD000000HB17","","","false","false","false","true","","","mm","false","","","","42569344695063760"
"a5VWD000000HB9M2AW","005al00000RVcKvAAL","false","a5VWD000000HB9M","","","false","false","false","true","","","m","false","","","","42569660771832348"
"a5VWD000000HB1i2AG","005al00000RVcKvAAL","false","a5VWD000000HB1i","","","false","false","false","true","","","m","false","","","","42569944557546610"
"a5VWD000000HAo22AG","005al00000RVcKvAAL","false","a5VWD000000HAo2","","","false","false","false","true","","","m","true","","","","42570123059612143"
"a5VWD000000HB9l2AG","005al00000RVcKvAAL","false","a5VWD000000HB9l","","","false","false","false","true","","","mm","false","","","","42570335855677864"
"a5VWD000000HApv2AG","005al00000RVcKvAAL","false","a5VWD000000HApv","","","false","false","false","true","","","$","false","","","","42570644207453783"
"a5VWD000000HB8p2AG","005al00000RVcKvAAL","false","a5VWD000000HB8p","","","false","false","false","true","","","m","true","","","","42570893621795877"
"a5VWD000000HB8G2AW","005al00000RVcKvAAL","false","a5VWD000000HB8G","","","false","false","false","true","","","$","true","","","","42571015177392755"
"a5VWD000000HB3J2AW","005al00000RVcKvAAL","false","a5VWD000000HB3J","","","false","false","false","true","","","$","true","","","","42571053951586686"
"a5VWD000000HBEJ2A4","005al00000RVcKvAAL","false","a5VWD000000HBEJ","","","false","false","false","true","","","mm","false","","","","42571078631585834"
"a5VWD000000HAha2AG","005al00000RVcKvAAL","false","a5VWD000000HAha","","","false","false","false","true","","","m","true","","","","42571467978155534"
"a5VWD000000HAsQ2AW","005al00000RVcKvAAL","false","a5VWD000000HAsQ","","","false","false","false","true","","","m","false","","","","42571611912280553"
"a5VWD000000HBDq2AO","005al00000RVcKvAAL","false","a5VWD000000HBDq","","","false","false","false","true","","","$","true","","","","42571733252187033"
"a5VWD000000HBIM2A4","005al00000RVcKvAAL","false","a5VWD000000HBIM","","","false","false","false","true","","","$","false","","","","42572205603267906"
"a5VWD000000HBG22AO","005al00000RVcKvAAL","false","a5VWD000000HBG2","","","false","false","false","true","","","mm","true","","","","42572212264072470"
"a5VWD000000HAlE2AW","005al00000RVcKvAAL","false","a5VWD000000HAlE","","","false","false","false","true","","","$","true","","","","42572635147820569"
"a5VWD000000HB8V2AW","005al00000RVcKvAAL","false","a5VWD000000HB8V","","","false","false","false","true","","","mm","false","","","","42573283557319289"
"a5VWD000000HAww2AG","005al00000RVcKvAAL","false","a5VWD000000HAww","","","false","false","false","true","","","m","false","","","","42573738157027674"
"a5VWD000000HBA22AO","005al00000RVcKvAAL","false","a5VWD000000HBA2","","","false","false","false","true","","","$","true","","","","42574149519037695"
"a5VWD000000HBAK2A4","005al00000RVcKvAAL","false","a5VWD000000HBAK","","","false","false","false","true","","","mm","true","","","","42574224510537458"
"a5VWD000000HAZp2AO","005al00000RVcKvAAL","false","a5VWD000000HAZp","","","false","false","false","true","","","$","false","","","","42574652432690897"
"a5VWD000000HB5w2AG","005al00000RVcKvAAL","false","a5VWD000000HB5w","","","false","false","false","true","","","m","true","","","","42574873574214922"
"a5VWD000000HB382AG","005al00000RVcKvAAL","false","a5VWD000000HB38","","","false","false","false","true","","","m","true","","","","42575106297417048"
"a5VWD000000HAbn2AG","005al00000RVcKvAAL","false","a5VWD000000HAbn","","","false","false","false","true","","","$","true","","","","42575552770310821"
"a5VWD000000HAkK2AW","005al00000RVcKvAAL","false","a5VWD000000HAkK","","","false","false","false","true","","","$","true","","","","42575756659699363"
"a5VWD000000HBH62AO","005al00000RVcKvAAL","false","a5VWD000000HBH6","","","false","false","false","true","","","mm","false","","","","42575923161007302"
"a5VWD000000HAq12AG","005al00000RVcKvAAL","false","a5VWD000000HAq1","","","false","false","false","true","","","$","false","","","","42576180352182318"
"a5VWD000000HAdn2AG","005al00000RVcKvAAL","false","a5VWD000000HAdn","","","false","false","false","true","","","mm","true","","","","42576333456167888"
"a5VWD000000HArp2AG","005al00000RVcKvAAL","false","a5VWD000000HArp","","","false","false","false","true","","","m","true","","","","42576798516901959"
"a5VWD000000HBBA2A4","005al00000RVcKvAAL","false","a5VWD000000HBBA","","","false","false","false","true","","","mm","true","","","","42577776610832277"
"a5VWD000000HBJs2AO","005al00000RVcKvAAL","false","a5VWD000000HBJs","","","false","false","false","true","","","mm","true","","","","42579047126414992"
"a5VWD000000HBGY2A4","005al00000RVcKvAAL","false","a5VWD000000HBGY","","","false","false","false","true","","","$","true","","","","42579584111038811"
"a5VWD000000HBF72AO","005al00000RVcKvAAL","false","a5VWD000000HBF7","","","false","false","false","true","","","m","true","","","","42580816827104944"
"a5VWD000000HAuO2AW","005al00000RVcKvAAL","false","a5VWD000000HAuO","","","false","false","false","true","","","m","false","","","","42581158587388333"
"a5VWD000000HAzj2AG","005al00000RVcKvAAL","false","a5VWD000000HAzj","","","false","false","false","true","","","mm","true","","","","42581425148098245"
"a5VWD000000HAc92AG","005al00000RVcKvAAL","false","a5VWD000000HAc9","","","false","false","false","true","","","m","true","","","","42581527829940544"
"a5VWD000000HBES2A4","005al00000RVcKvAAL","false","a5VWD000000HBES","","","false","false","false","true","","","m","false","","","","42581928330638229"
"a5VWD000000HBAd2AO","005al00000RVcKvAAL","false","a5VWD000000HBAd","","","false","false","false","true","","","m","false","","","","42582498160918067"
"a5VWD000000HB1t2AG","005al00000RVcKvAAL","false","a5VWD000000HB1t","","","false","false","false","true","","","$","true","","","","42582513272278565"
"a5VWD000000HAYO2A4","005al00000RVcKvAAL","false","a5VWD000000HAYO","","","false","false","false","true","","","$","false","","","","42583368980975191"
"a5VWD000000HAoF2AW","005al00000RVcKvAAL","false","a5VWD000000HAoF","","","false","false","false","true","","","m","false","","","","42583430646377711"
"a5VWD000000HBJp2AO","005al00000RVcKvAAL","false","a5VWD000000HBJp","","","false","false","false","true","","","m","false","","","","42584189798209684"
"a5VWD000000HAZO2A4","005al00000RVcKvAAL","false","a5VWD000000HAZO","","","false","false","false","true","","","$","true","","","","42584324382160253"
"a5VWD000000HBET2A4","005al00000RVcKvAAL","false","a5VWD000000HBET","","","false","false","false","true","","","m","true","","","","42584360560063637"
"a5VWD000000HAss2AG","005al00000RVcKvAAL","false","a5VWD000000HAss","","","false","false","false","true","","","m","false","","","","42584680859105393"
"a5VWD000000HAnu2AG","005al00000RVcKvAAL","false","a5VWD000000HAnu","","","false","false","false","true","","","$","true","","","","42585683611181847"
"a5VWD000000HB5t2AG","005al00000RVcKvAAL","false","a5VWD000000HB5t","","","false","false","false","true","","","m","true","","","","42585823117584525"
"a5VWD000000HAYL2A4","005al00000RVcKvAAL","false","a5VWD000000HAYL","","","false","false","false","true","","","$","false","","","","42586363614199799"
"a5VWD000000HAeb2AG","005al00000RVcKvAAL","false","a5VWD000000HAeb","","","false","false","false","true","","","m","true","","","","42586538249434497"
"a5VWD000000HBGh2AO","005al00000RVcKvAAL","false","a5VWD000000HBGh","","","false","false","false","true","","","m","true","","","","42587788274906935"
"a5VWD000000HAlM2AW","005al00000RVcKvAAL","false","a5VWD000000HAlM","","","false","false","false","true","","","mm","true","","","","42588349002871634"
"a5VWD000000HAre2AG","005al00000RVcKvAAL","false","a5VWD000000HAre","","","false","false","false","true","","","mm","false","","","","42588441584485656"
"a5VWD000000HB5M2AW","005al00000RVcKvAAL","false","a5VWD000000HB5M","","","false","false","false","true","","","mm","false","","","","42588820795635906"
"a5VWD000000HAoB2AW","005al00000RVcKvAAL","false","a5VWD000000HAoB","","","false","false","false","true","","","mm","false","","","","42589107730414239"
"a5VWD000000HAvD2AW","005al00000RVcKvAAL","false","a5VWD000000HAvD","","","false","false","false","true","","","m","false","","","","42591570876481507"
"a5VWD000000HAmt2AG","005al00000RVcKvAAL","false","a5VWD000000HAmt","","","false","false","false","true","","","mm","false","","","","42591604785680346"
"a5VWD000000HBEn2AO","005al00000RVcKvAAL","false","a5VWD000000HBEn","","","false","false","false","true","","","m","true","","","","42591914266042436"
"a5VWD000000HAYe2AO","005al00000RVcKvAAL","false","a5VWD000000HAYe","","","false","false","false","true","","","$","true","","","","42592194704808502"
"a5VWD000000HAor2AG","005al00000RVcKvAAL","false","a5VWD000000HAor","","","false","false","false","true","","","mm","true","","","","42592502214104169"
"a5VWD000000HAu62AG","005al00000RVcKvAAL","false","a5VWD000000HAu6","","","false","false","false","true","","","m","true","","","","42592781222961028"
"a5VWD000000HAxk2AG","005al00000RVcKvAAL","false","a5VWD000000HAxk","","","false","false","false","true","","","$","false","","","","42593909175474793"
"a5VWD000000HB972AG","005al00000RVcKvAAL","false","a5VWD000000HB97","","","false","false","false","true","","","$","true","","","","42594721308446546"
"a5VWD000000HBCC2A4","005al00000RVcKvAAL","false","a5VWD000000HBCC","","","false","false","false","true","","","$","true","","","","42594835452014499"
"a5VWD000000HAqP2AW","005al00000RVcKvAAL","false","a5VWD000000HAqP","","","false","false","false","true","","","mm","true","","","","42594909086852518"
"a5VWD000000HBEk2AO","005al00000RVcKvAAL","false","a5VWD000000HBEk","","","false","false","false","true","","","mm","true","","","","42594953336294449"
"a5VWD000000HBCh2AO","005al00000RVcKvAAL","false","a5VWD000000HBCh","","","false","false","false","true","","","mm","true","","","","42594982705125660"
"a5VWD000000HAkM2AW","005al00000RVcKvAAL","false","a5VWD000000HAkM","","","false","false","false","true","","","$","true","","","","42595224099371588"
"a5VWD000000HB6a2AG","005al00000RVcKvAAL","false","a5VWD000000HB6a","","","false","false","false","true","","","mm","false","","","","42595707684514473"
"a5VWD000000HAv72AG","005al00000RVcKvAAL","false","a5VWD000000HAv7","","","false","false","false","true","","","$","false","","","","42596342525332538"
"a5VWD000000HBJN2A4","005al00000RVcKvAAL","false","a5VWD000000HBJN","","","false","false","false","true","","","m","true","","","","42596721639407338"
"a5VWD000000HAmM2AW","005al00000RVcKvAAL","false","a5VWD000000HAmM","","","false","false","false","true","","","mm","false","","","","42596816880441903"
"a5VWD000000HAjS2AW","005al00000RVcKvAAL","false","a5VWD000000HAjS","","","false","false","false","true","","","mm","true","","","","42596855205099159"
"a5VWD000000HAiv2AG","005al00000RVcKvAAL","false","a5VWD000000HAiv","","","false","false","false","true","","","$","false","","","","42597249059074759"
"a5VWD000000HAqs2AG","005al00000RVcKvAAL","false","a5VWD000000HAqs","","","false","false","false","true","","","$","true","","","","42597677528645233"
"a5VWD000000HAh92AG","005al00000RVcKvAAL","false","a5VWD000000HAh9","","","false","false","false","true","","","mm","false","","","","42597766572059413"
"a5VWD000000HAyt2AG","005al00000RVcKvAAL","false","a5VWD000000HAyt","","","false","false","false","true","","","m","false","","","","42598039502023366"
"a5VWD000000HB072AG","005al00000RVcKvAAL","false","a5VWD000000HB07","","","false","false","false","true","","","$","true","","","","42598198726597684"
"a5VWD000000HB8M2AW","005al00000RVcKvAAL","false","a5VWD000000HB8M","","","false","false","false","true","","","mm","false","","","","42598262188556405"
"a5VWD000000HAtn2AG","005al00000RVcKvAAL","false","a5VWD000000HAtn","","","false","false","false","true","","","m","false","","","","42598534849106505"
"a5VWD000000HAoD2AW","005al00000RVcKvAAL","false","a5VWD000000HAoD","","","false","false","false","true","","","$","true","","","","42598965764068041"
"a5VWD000000HAyV2AW","005al00000RVcKvAAL","false","a5VWD000000HAyV","","","false","false","false","true","","","mm","true","","","","42599123941220617"
"a5VWD000000HBK02AO","005al00000RVcKvAAL","false","a5VWD000000HBK0","","","false","false","false","true","","","$","true","","","","42599305844921025"
"a5VWD000000HB1n2AG","005al00000RVcKvAAL","false","a5VWD000000HB1n","","","false","false","false","true","","","m","true","","","","42599531408800205"
"a5VWD000000HAep2AG","005al00000RVcKvAAL","false","a5VWD000000HAep","","","false","false","false","true","","","$","false","","","","42599912365635630"
"a5VWD000000HAmT2AW","005al00000RVcKvAAL","false","a5VWD000000HAmT","","","false","false","false","true","","","mm","false","","","","42599957791052843"
"a5VWD000000HAkN2AW","005al00000RVcKvAAL","false","a5VWD000000HAkN","","","false","false","false","true","","","m","true","","","","42600132161310956"
"a5VWD000000HAii2AG","005al00000RVcKvAAL","false","a5VWD000000HAii","","","false","false","false","true","","","$","false","","","","42600360413385424"
"a5VWD000000HAb92AG","005al00000RVcKvAAL","false","a5VWD000000HAb9","","","false","false","false","true","","","$","true","","","","42600697475509353"
"a5VWD000000HB5q2AG","005al00000RVcKvAAL","false","a5VWD000000HB5q","","","false","false","false","true","","","mm","true","","","","42601474778365978"
"a5VWD000000HBFQ2A4","005al00000RVcKvAAL","false","a5VWD000000HBFQ","","","false","false","false","true","","","m","false","","","","42601574203265534"
"a5VWD000000HAmC2AW","005al00000RVcKvAAL","false","a5VWD000000HAmC","","","false","false","false","true","","","$","false","","","","42601759800233130"
"a5VWD000000HAYT2A4","005al00000RVcKvAAL","false","a5VWD000000HAYT","","","false","false","false","true","","","m","true","","","","42601827876393674"
"a5VWD000000HAbN2AW","005al00000RVcKvAAL","false","a5VWD000000HAbN","","","false","false","false","true","","","m","true","","","","42601888792436764"
"a5VWD000000HB962AG","005al00000RVcKvAAL","false","a5VWD000000HB96","","","false","false","false","true","","","$","false","","","","42602279903792625"
"a5VWD000000HAr02AG","005al00000RVcKvAAL","false","a5VWD000000HAr0","","","false","false","false","true","","","mm","true","","","","42602411443136650"
"a5VWD000000HAmX2AW","005al00000RVcKvAAL","false","a5VWD000000HAmX","","","false","false","false","true","","","mm","true","","","","42602718817450376"
"a5VWD000000HB2D2AW","005al00000RVcKvAAL","false","a5VWD000000HB2D","","","false","false","false","true","","","mm","false","","","","42603085436098122"
"a5VWD000000HAkI2AW","005al00000RVcKvAAL","false","a5VWD000000HAkI","","","false","false","false","true","","","mm","false","","","","42603488482022300"
"a5VWD000000HAqH2AW","005al00000RVcKvAAL","false","a5VWD000000HAqH","","","false","false","false","true","","","$","false","","","","42604744991844619"
"a5VWD000000HAap2AG","005al00000RVcKvAAL","false","a5VWD000000HAap","","","false","false","false","true","","","m","true","","","","42604848595705404"
"a5VWD000000HAd92AG","005al00000RVcKvAAL","false","a5VWD000000HAd9","","","false","false","false","true","","","$","true","","","","42605497002737657"
"a5VWD000000HB9q2AG","005al00000RVcKvAAL","false","a5VWD000000HB9q","","","false","false","false","true","","","mm","false","","","","42605917161542040"
"a5VWD000000HAxO2AW","005al00000RVcKvAAL","false","a5VWD000000HAxO","","","false","false","false","true","","","m","false","","","","42606265720973926"
"a5VWD000000HB6m2AG","005al00000RVcKvAAL","false","a5VWD000000HB6m","","","false","false","false","true","","","m","true","","","","42606322079677192"
"a5VWD000000HBI12AO","005al00000RVcKvAAL","false","a5VWD000000HBI1","","","false","false","false","true","","","m","false","","","","42606813374313426"
"a5VWD000000HAyh2AG","005al00000RVcKvAAL","false","a5VWD000000HAyh","","","false","false","false","true","","","$","false","","","","42607997398187728"
"a5VWD000000HBHh2AO","005al00000RVcKvAAL","false","a5VWD000000HBHh","","","false","false","false","true","","","mm","false","","","","42609075220825119"
"a5VWD000000HAmK2AW","005al00000RVcKvAAL","false","a5VWD000000HAmK","","","false","false","false","true","","","m","true","","","","42609133427975106"
"a5VWD000000HAbr2AG","005al00000RVcKvAAL","false","a5VWD000000HAbr","","","false","false","false","true","","","$","false","","","","42609146356415007"
"a5VWD000000HAvm2AG","005al00000RVcKvAAL","false","a5VWD000000HAvm","","","false","false","false","true","","","m","false","","","","42610181332354163"
"a5VWD000000HB8u2AG","005al00000RVcKvAAL","false","a5VWD000000HB8u","","","false","false","false","true","","","m","true","","","","42610581248775791"
"a5VWD000000HBEb2AO","005al00000RVcKvAAL","false","a5VWD000000HBEb","","","false","false","false","true","","","mm","false","","","","42610951819441454"
"a5VWD000000HBCR2A4","005al00000RVcKvAAL","false","a5VWD000000HBCR","","","false","false","false","true","","","m","false","","","","42611968025905993"
"a5VWD000000HAYD2A4","005al00000RVcKvAAL","false","a5VWD000000HAYD","","","false","false","false","true","","","m","true","","","","42612425167657233"
"a5VWD000000HB842AG","005al00000RVcKvAAL","false","a5VWD000000HB84","","","false","false","false","true","","","$","false","","","","42612723080836591"
"a5VWD000000HAnn2AG","005al00000RVcKvAAL","false","a5VWD000000HAnn","","","false","false","false","true","","","mm","true","","","","42612898870326114"
"a5VWD000000HAl82AG","005al00000RVcKvAAL","false","a5VWD000000HAl8","","","false","false","false","true","","","mm","false","","","","42613491717526529"
"a5VWD000000HAwf2AG","005al00000RVcKvAAL","false","a5VWD000000HAwf","","","false","false","false","true","","","$","true","","","","42614477075976169"
"a5VWD000000HAke2AG","005al00000RVcKvAAL","false","a5VWD000000HAke","","","false","false","false","true","","","m","true","","","","42614626234223619"
"a5VWD000000HAZs2AO","005al00000RVcKvAAL","false","a5VWD000000HAZs","","","false","false","false","true","","","$","false","","","","42614886794870925"
"a5VWD000000HAol2AG","005al00000RVcKvAAL","false","a5VWD000000HAol","","","false","false","false","true","","","m","true","","","","42615188554533435"
"a5VWD000000HAwa2AG","005al00000RVcKvAAL","false","a5VWD000000HAwa","","","false","false","false","true","","","mm","true","","","","42615434991143826"
"a5VWD000000HAq82AG","005al00000RVcKvAAL","false","a5VWD000000HAq8","","","false","false","false","true","","","mm","false","","","","42616679065526167"
"a5VWD000000HB082AG","005al00000RVcKvAAL","false","a5VWD000000HB08","","","false","false","false","true","","","mm","true","","","","42617497321323765"
"a5VWD000000HB3j2AG","005al00000RVcKvAAL","false","a5VWD000000HB3j","","","false","false","false","true","","","$","false","","","","42617780134837359"
"a5VWD000000HBFh2AO","005al00000RVcKvAAL","false","a5VWD000000HBFh","","","false","false","false","true","","","m","true","","","","42617781620116164"
"a5VWD000000HAgp2AG","005al00000RVcKvAAL","false","a5VWD000000HAgp","","","false","false","false","true","","","$","false","","","","42617906938764888"
"a5VWD000000HBGS2A4","005al00000RVcKvAAL","false","a5VWD000000HBGS","","","false","false","false","true","","","mm","false","","","","42617965142721422"
"a5VWD000000HB0Y2AW","005al00000RVcKvAAL","false","a5VWD000000HB0Y","","","false","false","false","true","","","$","true","","","","42618854474868672"
"a5VWD000000HB8B2AW","005al00000RVcKvAAL","false","a5VWD000000HB8B","","","false","false","false","true","","","mm","true","","","","42619073311604714"
"a5VWD000000HAc12AG","005al00000RVcKvAAL","false","a5VWD000000HAc1","","","false","false","false","true","","","m","false","","","","42619074577050112"
"a5VWD000000HAxx2AG","005al00000RVcKvAAL","false","a5VWD000000HAxx","","","false","false","false","true","","","mm","true","","","","42619930046505399"
"a5VWD000000HAv22AG","005al00000RVcKvAAL","false","a5VWD000000HAv2","","","false","false","false","true","","","m","true","","","","42620047176068679"
"a5VWD000000HAyS2AW","005al00000RVcKvAAL","false","a5VWD000000HAyS","","","false","false","false","true","","","$","true","","","","42620187063495777"
"a5VWD000000HAZh2AO","005al00000RVcKvAAL","false","a5VWD000000HAZh","","","false","false","false","true","","","$","true","","","","42620579881967626"
"a5VWD000000HAal2AG","005al00000RVcKvAAL","false","a5VWD000000HAal","","","false","false","false","true","","","mm","true","","","","42622456368339498"
"a5VWD000000HAjm2AG","005al00000RVcKvAAL","false","a5VWD000000HAjm","","","false","false","false","true","","","$","true","","","","42622633635381169"
"a5VWD000000HAxA2AW","005al00000RVcKvAAL","false","a5VWD000000HAxA","","","false","false","false","true","","","m","false","","","","42623497700925814"
"a5VWD000000HBGQ2A4","005al00000RVcKvAAL","false","a5VWD000000HBGQ","","","false","false","false","true","","","mm","true","","","","42623594108482050"
"a5VWD000000HAqU2AW","005al00000RVcKvAAL","false","a5VWD000000HAqU","","","false","false","false","true","","","m","true","","","","42623813279905408"
"a5VWD000000HAz52AG","005al00000RVcKvAAL","false","a5VWD000000HAz5","","","false","false","false","true","","","mm","false","","","","42623968142098928"
"a5VWD000000HAh82AG","005al00000RVcKvAAL","false","a5VWD000000HAh8","","","false","false","false","true","","","mm","false","","","","42624068835661293"
"a5VWD000000HAyu2AG","005al00000RVcKvAAL","false","a5VWD000000HAyu","","","false","false","false","true","","","mm","false","","","","42624548939272350"
"a5VWD000000HBFH2A4","005al00000RVcKvAAL","false","a5VWD000000HBFH","","","false","false","false","true","","","m","false","","","","42624849429654145"
"a5VWD000000HAf52AG","005al00000RVcKvAAL","false","a5VWD000000HAf5","","","false","false","false","true","","","mm","true","","","","42625506450753117"
"a5VWD000000HB322AG","005al00000RVcKvAAL","false","a5VWD000000HB32","","","false","false","false","true","","","mm","true","","","","42625590146541439"
"a5VWD000000HB8q2AG","005al00000RVcKvAAL","false","a5VWD000000HB8q","","","false","false","false","true","","","mm","true","","","","42626614304527394"
"a5VWD000000HB0b2AG","005al00000RVcKvAAL","false","a5VWD000000HB0b","","","false","false","false","true","","","mm","false","","","","42627690932771542"
"a5VWD000000HAbf2AG","005al00000RVcKvAAL","false","a5VWD000000HAbf","","","false","false","false","true","","","$","true","","","","42627924188279533"
"a5VWD000000HB5g2AG","005al00000RVcKvAAL","false","a5VWD000000HB5g","","","false","false","false","true","","","m","true","","","","42628427641203663"
"a5VWD000000HB882AG","005al00000RVcKvAAL","false","a5VWD000000HB88","","","false","false","false","true","","","$","false","","","","42628478456978308"
"a5VWD000000HBCt2AO","005al00000RVcKvAAL","false","a5VWD000000HBCt","","","false","false","false","true","","","mm","true","","","","42629301221817957"
"a5VWD000000HB7d2AG","005al00000RVcKvAAL","false","a5VWD000000HB7d","","","false","false","false","true","","","$","true","","","","42629447456343670"
"a5VWD000000HAeJ2AW","005al00000RVcKvAAL","false","a5VWD000000HAeJ","","","false","false","false","true","","","mm","true","","","","42629552256656634"
"a5VWD000000HAn22AG","005al00000RVcKvAAL","false","a5VWD000000HAn2","","","false","false","false","true","","","$","false","","","","42629640950850809"
"a5VWD000000HBHK2A4","005al00000RVcKvAAL","false","a5VWD000000HBHK","","","false","false","false","true","","","$","true","","","","42629885064777604"
"a5VWD000000HB2Z2AW","005al00000RVcKvAAL","false","a5VWD000000HB2Z","","","false","false","false","true","","","$","false","","","","42629996523596847"
"a5VWD000000HBFK2A4","005al00000RVcKvAAL","false","a5VWD000000HBFK","","","false","false","false","true","","","$","false","","","","42630536805867662"
"a5VWD000000HAhT2AW","005al00000RVcKvAAL","false","a5VWD000000HAhT","","","false","false","false","true","","","$","false","","","","42630629022045819"
"a5VWD000000HBGH2A4","005al00000RVcKvAAL","false","a5VWD000000HBGH","","","false","false","false","true","","","$","true","","","","42631678978699804"
"a5VWD000000HB8v2AG","005al00000RVcKvAAL","false","a5VWD000000HB8v","","","false","false","false","true","","","m","false","","","","42632541784442370"
"a5VWD000000HAXu2AO","005al00000RVcKvAAL","false","a5VWD000000HAXu","","","false","false","false","true","","","m","true","","","","42632839944917232"
"a5VWD000000HAXm2AO","005al00000RVcKvAAL","false","a5VWD000000HAXm","","","false","false","false","true","","","mm","true","","","","42632959030161364"
"a5VWD000000HAnx2AG","005al00000RVcKvAAL","false","a5VWD000000HAnx","","","false","false","false","true","","","$","true","","","","42633115079614858"
"a5VWD000000HBFk2AO","005al00000RVcKvAAL","false","a5VWD000000HBFk","","","false","false","false","true","","","m","true","","","","42633349175786312"
"a5VWD000000HAgq2AG","005al00000RVcKvAAL","false","a5VWD000000HAgq","","","false","false","false","true","","","m","true","","","","42633640589204177"
"a5VWD000000HBFE2A4","005al00000RVcKvAAL","false","a5VWD000000HBFE","","","false","false","false","true","","","$","false","","","","42633651442012216"
"a5VWD000000HBDg2AO","005al00000RVcKvAAL","false","a5VWD000000HBDg","","","false","false","false","true","","","$","false","","","","42633707547000968"
"a5VWD000000HAws2AG","005al00000RVcKvAAL","false","a5VWD000000HAws","","","false","false","false","true","","","m","false","","","","42634316922058853"
"a5VWD000000HB5U2AW","005al00000RVcKvAAL","false","a5VWD000000HB5U","","","false","false","false","true","","","m","true","","","","42634530633243074"
"a5VWD000000HAcW2AW","005al00000RVcKvAAL","false","a5VWD000000HAcW","","","false","false","false","true","","","$","false","","","","42634572511363324"
"a5VWD000000HB872AG","005al00000RVcKvAAL","false","a5VWD000000HB87","","","false","false","false","true","","","m","true","","","","42634888972639142"
"a5VWD000000HBCD2A4","005al00000RVcKvAAL","false","a5VWD000000HBCD","","","false","false","false","true","","","mm","false","","","","42635079470304532"
"a5VWD000000HAuZ2AW","005al00000RVcKvAAL","false","a5VWD000000HAuZ","","","false","false","false","true","","","mm","true","","","","4263535035863419"
