"Id","OwnerId","IsDeleted","Name","nFORCE__Description__c","nFORCE__lookupKey__c"
"a0Wam000003bbtNEAQ","005am00000rGSmeAAG","false","Construction Loan Administration","The Contruction Loan Administration context is used to group flows related to CLA activities","42106976230413220"
"a0Wam000003bbtKEAQ","005am00000rGSmeAAG","false","Pricing Options","The Pricing Options context contains flows related to creating and managing pricing options during the loan origination process.","42260555746068736"
"a0Wam000003bbtQEAQ","005am00000rGSmrAAG","false","Omnichannel","","42378505971424353"
"a0Wam000003bbtPEAQ","005am00000rGSmfAAG","false","WK Esign","Used to Generate Wk Docs under the context of another user","42394018476471176"
"a0Wam000003bbtMEAQ","005am00000rGSmeAAG","false","Loan Policy Exception","The Loan Policy Exception context is used to group flows that pertain to policy exceptions being made on a loan","42656621866521845"
"a0Wam000003bbtLEAQ","005am00000rGSmeAAG","false","Loan Decisioning","The Loan Decisioning context is used to group flows that pertain to decisions being made on a loan","42681825916088200"
"a0Wam000003bbtOEAQ","005am00000rGSmeAAG","false","Credit Request","The Context for Credit Request Rules","42926573904268813"
"a0Wam000003bbtJEAQ","005am00000rGSmbAAG","false","Credit Card Online Application","","a0Wam000003bbtJEAQ"
