"Id","OwnerId","IsDeleted","Name","LLC_BI__Description__c","LLC_BI__Type__c","LLC_BI__lookupKey__c"
"a4eWD000000f5AFYAY","005al00000RVvFOAA1","false","Loan Assistant","","TEAM_ROLES","42146639854510830"
"a4eWD000000tVftYAE","005al00000RVvFOAA1","false","Credit Analyst / Underwriter","","TEAM_ROLES","a1nbn000001OLhLAAW"
"a4eWD000000tVfuYAE","005al00000RVvFOAA1","false","Closer","","TEAM_ROLES","a1nbn000001OLhMAAW"
"a4eWD000000tVfvYAE","005al00000RVvFOAA1","false","Portfolio Manager","","TEAM_ROLES","a1nbn000001OLhNAAW"
"a4eWD000000tVfwYAE","005al00000RVvFOAA1","false","Loan Approver","","","a1nbn000001OLhOAAW"
"a4eWD000000tVfxYAE","005al00000RVvFOAA1","false","Loan Approver Queue","","","a1nbn000001OLhPAAW"
"a4eWD000000tVfyYAE","005al00000RVvFOAA1","false","Loan Ops","","TEAM_ROLES","a1nbn000001OLhQAAW"
"a4eWD000000tVfzYAE","005al00000RVvFOAA1","false","Loan Officer","","TEAM_ROLES","a1nbn000001OLhRAAW"
"a4eWD000000tVg0YAE","005al00000RVvFOAA1","false","Special Assets","","TEAM_ROLES","a1nbn000001OLhSAAW"
