"Id","OwnerId","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","nFORCE__Category__c","nFORCE__Generator_Class__c","nFORCE__Layout_Description__c","nFORCE__Layout_Preview_Image__c","nFORCE__Visualforce_Page__c","nFORCE__lookupKey__c"
"a0bWD0000011L9sYAE","005al00000RVcKvAAL","false","NoLayout","2026-04-07T18:59:36.000Z","005al00000RVcKvAAL","2026-08-24T08:44:07.000Z","005al00000RVvFOAA1","2026-08-24T08:44:07.000Z","","Html.Layouts.NoLayout","","","","0A6B1D582F6E404D876831747D6E7A24"
"a0bWD0000011L9tYAE","005al00000RVcKvAAL","false","TwoColumnGrid","2026-04-07T18:59:36.000Z","005al00000RVcKvAAL","2026-08-24T08:44:07.000Z","005al00000RVvFOAA1","2026-08-24T08:44:07.000Z","","Html.Layouts.TwoColumnGrid","","","","0F3F3A611F244D5C973C096A301A0440"
"a0bWD0000011LftYAE","005al00000RVcKvAAL","false","a2Cbn000002Vb7P","2026-04-07T19:27:09.000Z","005al00000RVcKvAAL","2026-08-12T08:38:49.000Z","005al00000RVcKvAAL","2026-08-12T08:38:49.000Z","","Html.Layouts.TableLayout","","","","1.193733913374961"
"a0bWD0000011L54YAE","005al00000RVcKvAAL","false","TwoColumnGrid","2026-04-07T18:59:36.000Z","005al00000RVcKvAAL","2026-08-24T08:44:06.000Z","005al00000RVvFOAA1","2026-08-24T08:44:06.000Z","","Html.Layouts.TwoColumnGrid","","","","1.95854780623117E"
"a0bWD0000011L55YAE","005al00000RVcKvAAL","false","TwoColumnGrid","2026-04-07T18:59:36.000Z","005al00000RVcKvAAL","2026-08-24T18:42:38.000Z","005al00000RVvFOAA1","2026-08-24T18:42:38.000Z","","Html.Layouts.TwoColumnGrid","","","","11821663700626751"
"a0bWD0000011L56YAE","005al00000RVcKvAAL","false","NoLayout","2026-04-07T18:59:36.000Z","005al00000RVcKvAAL","2026-08-24T08:44:06.000Z","005al00000RVvFOAA1","2026-08-24T08:44:06.000Z","","Html.Layouts.NoLayout","","","","12171602764632749"
"a0bWD0000011LCRYA2","005al00000RVcKvAAL","false","SingleColumnGrid","2026-04-07T18:59:37.000Z","005al00000RVcKvAAL","2026-08-24T18:42:38.000Z","005al00000RVvFOAA1","2026-08-24T18:42:38.000Z","","Html.Layouts.SingleColumnGrid","","","","12551620937673259"
"a0bWD0000011MWxYAM","005al00000RVcKvAAL","false","TwoColumnGrid","2026-04-07T19:27:13.000Z","005al00000RVcKvAAL","2026-08-24T08:44:09.000Z","005al00000RVvFOAA1","2026-08-24T08:44:09.000Z","","Html.Layouts.TwoColumnGrid","","","","12931640206780120"
"a0bWD0000011LfuYAE","005al00000RVcKvAAL","false","TableLayout","2026-04-07T19:27:09.000Z","005al00000RVcKvAAL","2026-08-24T18:42:38.000Z","005al00000RVvFOAA1","2026-08-24T18:42:38.000Z","","Html.Layouts.TableLayout","","","","13621640791249091"
"a0bWD0000011LfvYAE","005al00000RVcKvAAL","false","TwoColumnGrid","2026-04-07T19:27:09.000Z","005al00000RVcKvAAL","2026-08-24T18:42:38.000Z","005al00000RVvFOAA1","2026-08-24T18:42:38.000Z","","Html.Layouts.TwoColumnGrid","","","","14301640791249090"
