"Id","IsDeleted","Name","LLC_BI__Classification__c","LLC_BI__Spread_Statement_Total_Group__c","LLC_BI__lookupKey__c"
"a3gbn000000K8oJAAS","","schetotalincome","a3Ybn0000004xM7EAI","a16bn00000108WhAAI","42287321339138106"
"a3gbn000000K8rEAAS","","a5ybn000000LSNH","a3Ybn0000004xLlEAI","a16bn00000108bWAAQ","42288802782061672"
"a3gbn000000K8qvAAC","","a5ybn000000LSN9","a3Ybn0000004xLUEAY","a16bn00000108asAAA","42291093819654968"
"a3gbn000000K8uYAAS","","a5ybn000000LSPX","a3Ybn0000004xKsEAI","a16bn00000108egAAA","42291240432372723"
"a3gbn000000K8uAAAS","","a5ybn000000LSPC","a3Ybn0000004xMOEAY","a16bn00000108eGAAQ","42292127621075280"
"a3gbn000000K8sfAAC","","a5ybn000000LSN2","a3Ybn0000004xKzEAI","a16bn00000108cvAAA","42294116921511976"
"a3gbn000000K8onAAC","","a5ybn000000LSNi","a3Ybn0000004xLDEAY","a16bn00000108WxAAI","42296542539742798"
"a3gbn000000K8p8AAC","","a5ybn000000LSO4","a3Ybn0000004xLmEAI","a16bn00000108XOAAY","42298270965176733"
"a3gbn000000K8mnAAC","","a5ybn000000LSMd","a3Ybn0000004xL8EAI","a16bn00000108IXAAY","42298877764883829"
"a3gbn000000K8tfAAC","","a5ybn000000LSPp","a3Ybn0000004xLGEAY","a16bn00000108dbAAA","42300767753505595"
"a3gbn000000K8sxAAC","","a5ybn000000LSPd","a3Ybn0000004xLOEAY","a16bn00000108g3AAA","42300919856385740"
"a3gbn000000K8nLAAS","","a5ybn000000LSN6","a3Ybn0000004xLSEAY","a16bn00000108VTAAY","42301876191803236"
"a3gbn000000K8o2AAC","","a3kbn000000CnQE","a3Ybn0000004xM0EAI","a16bn00000108V3AAI","42302776542029090"
"a3gbn000000K8u4AAC","","a5ybn000000LSP8","a3Ybn0000004xLPEAY","a16bn00000108eAAAQ","42303117111741440"
"a3gbn000000K8qEAAS","","a5ybn000000LSOq","a3Ybn0000004xLNEAY","a16bn00000108XVAAY","42303434440846244"
"a3gbn000000K8pLAAS","","a5ybn000000LSOH","a3Ybn0000004xLlEAI","a16bn00000108XpAAI","42308704241841710"
"a3gbn000000K8ooAAC","","a5ybn000000LSNk","a3Ybn0000004xLFEAY","a16bn00000108WwAAI","42309150574444496"
"a3gbn000000K8n0AAC","","a5ybn000000LSMl","a3Ybn0000004xLJEAY","a16bn00000108VjAAI","42309538561952946"
"a3gbn000000K8plAAC","","a5ybn000000LSOf","a3Ybn0000004xLQEAY","a16bn00000108a0AAA","42309805175961200"
"a3gbn000000K8peAAC","","a5ybn000000LSOW","a3Ybn0000004xMVEAY","a16bn00000108ZrAAI","42311986571153804"
"a3gbn000000K8t9AAC","","a5ybn000000LSNG","a3Ybn0000004xLkEAI","a16bn00000108dMAAQ","42314357093115738"
"a3gbn000000K8rVAAS","","Book Net Income","a3Ybn0000004xLYEAY","a16bn00000108bvAAA","42315152856755678"
"a3gbn000000K8s5AAC","","a5ybn000000LSPR","a3Ybn0000004xMDEAY","a16bn00000108g8AAA","42316147360406840"
"a3gbn000000K8ndAAC","","a5ybn000000LSND","a3Ybn0000004xLhEAI","a16bn00000108VrAAI","42316165891634199"
"a3gbn000000K8naAAC","","Book Operating Profit","a3Ybn0000004xLeEAI","a16bn00000108WFAAY","42322167605410220"
"a3gbn000000K8nkAAC","","Total M1 Group 1","a3Ybn0000004xLnEAI","a16bn00000108VxAAI","42331559054313499"
"a3gbn000000K8uwAAC","","a5ybn000000LSQ8","a3Ybn0000004xLmEAI","a16bn00000108f5AAA","42331993886865543"
"a3gbn000000K8nRAAS","","Total Pro Forma Sensitized DS","a3Ybn0000004xLVEAY","a16bn00000108VcAAI","42332742351999699"
"a3gbn000000K8rYAAS","","a3gbn000000K8w0","a3Ybn0000004xLbEAI","a16bn00000108bzAAA","42334577847641047"
"a3gbn000000K8oIAAS","","schcnetincome","a3Ybn0000004xM6EAI","a16bn00000108WlAAI","42340704933927816"
"a3gbn000000K8pqAAC","","a5ybn000000LSOi","a3Ybn0000004xMEEAY","a16bn00000108a4AAA","42342193740697572"
"a3gbn000000K8odAAC","","a5ybn000000LSNY","a3Ybn0000004xLREAY","a16bn00000108J2AAI","42342720250323079"
"a3gbn000000K8uPAAS","","a5ybn000000LSPS","a3Ybn0000004xMEEAY","a16bn00000108eYAAQ","42346688959118203"
"a3gbn000000K8qqAAC","","a5ybn000000LSN5","a3Ybn0000004xLQEAY","a16bn00000108bBAAQ","42346797509130413"
"a3gbn000000K8t2AAC","","a5ybn000000LSPf","a3Ybn0000004xMHEAY","a16bn00000108dHAAQ","42349255029787872"
"a3gbn000000K8r2AAC","","a5ybn000000LSMk","a3Ybn0000004xLIEAY","a16bn00000108bKAAQ","42349543488144191"
"a3gbn000000K8qOAAS","","a5ybn000000LSP0","a3Ybn0000004xMGEAY","a16bn00000108XfAAI","42351210636829838"
"a3gbn000000K8o0AAC","","a3kbn000000CnQD","a3Ybn0000004xGSEAY","a16bn00000108V2AAI","42357085259110190"
"a3gbn000000K8sLAAS","","Total Accounts Payable","a3Ybn0000004xMiEAI","a16bn00000108fxAAA","42357522554816308"
"a3gbn000000K8q9AAC","","a5ybn000000LSOl","a3Ybn0000004xKoEAI","a16bn00000108aNAAQ","42358871599514560"
"a3gbn000000K8uNAAS","","a5ybn000000LSPO","a3Ybn0000004xLQEAY","a16bn00000108eVAAQ","42359043388732871"
"a3gbn000000K8r6AAC","","a5ybn000000LSNB","a3Ybn0000004xLfEAI","a16bn00000108bQAAQ","42361797201359558"
"a3gbn000000K8pyAAC","","Total Other Non Current Assets","a3Ybn0000004xMfEAI","a16bn00000108aEAAQ","42364468754738222"
"a3gbn000000K8pEAAS","","a5ybn000000LSOA","a3Ybn0000004xLPEAY","a16bn00000108XUAAY","42367208839454951"
"a3gbn000000K8saAAC","","a5ybn000000LSN0","a3Ybn0000004xKwEAI","a16bn00000108crAAA","42367288021886331"
"a3gbn000000K8ocAAC","","a5ybn000000LSNa","a3Ybn0000004xKzEAI","a16bn00000108J3AAI","42370021623317423"
"a3gbn000000K8sGAAS","","Total Gross Intangibles","a3Ybn0000004xMgEAI","a16bn00000108fsAAA","42371294129756571"
"a3gbn000000K8pUAAS","","a5ybn000000LSOQ","a3Ybn0000004xLUEAY","a16bn00000108XIAAY","42371653475385523"
"a3gbn000000K8qhAAC","","a5ybn000000LSMw","a3Ybn0000004xLOEAY","a16bn00000108apAAA","42373684545589360"
"a3gbn000000K8sEAAS","","Net Fixed Assets","a3Ybn0000004xMeEAI","a16bn00000108fqAAA","42374124980983922"
"a3gbn000000K8q2AAC","","Net Intangible Assets","a3Ybn0000004xMhEAI","a16bn00000108aGAAQ","42378317177898109"
"a3gbn000000K8s9AAC","","Net Trade Receivables","a3Ybn0000004xMaEAI","a16bn00000108flAAA","42379901397426594"
"a3gbn000000K8t3AAC","","a5ybn000000LSNB","a3Ybn0000004xLfEAI","a16bn00000108dJAAQ","42382648727168838"
"a3gbn000000K8nTAAS","","Book Income Taxes","a3Ybn0000004xLXEAY","a16bn00000108WHAAY","42383459460035786"
"a3gbn000000K8qKAAS","","a5ybn000000LSOw","a3Ybn0000004xMFEAY","a16bn00000108XbAAI","42387686573814593"
"a3gbn000000K8pPAAS","","a5ybn000000LSOL","a3Ybn0000004xMKEAY","a16bn00000108Y3AAI","42389988303888495"
"a3gbn000000K8qQAAS","","a5ybn000000LSP2","a3Ybn0000004xLuEAI","a16bn00000108XiAAI","42390102877274951"
"a3gbn000000K8rCAAS","","a5ybn000000LSNF","a3Ybn0000004xLjEAI","a16bn00000108bUAAQ","42391697708625533"
"a3gbn000000K8qGAAS","","a5ybn000000LSOs","a3Ybn0000004xLGEAY","a16bn00000108XXAAY","42402789651974991"
"a3gbn000000K8ojAAC","","a5ybn000000LSNf","a3Ybn0000004xCvEAI","a16bn00000108JKAAY","42403264014839008"
"a3gbn000000K8sJAAS","","a5ybn000000LSPU","a3Ybn0000004xKlEAI","a16bn00000108fvAAA","42403514941770922"
"a3gbn000000K8tdAAC","","a5ybn000000LSPm","a3Ybn0000004xLNEAY","a16bn00000108dZAAQ","42404461873499679"
"a3gbn000000K8qNAAS","","a5ybn000000LSOz","a3Ybn0000004xLMEAY","a16bn00000108XeAAI","42406358259651389"
"a3gbn000000K8uzAAC","","a5ybn000000LSQA","a3Ybn0000004xMKEAY","a16bn00000108fEAAQ","42406503616030283"
"a3gbn000000K8qZAAS","","a5ybn000000LSP5","a3Ybn0000004xMsEAI","a16bn00000108aZAAQ","42406553060747159"
"a3gbn000000K8nXAAS","","a3gbn000000K8w0","a3Ybn0000004xLbEAI","a16bn00000108WLAAY","42409237001344530"
"a3gbn000000K8npAAC","","Book Net Sales","a3Ybn0000004xLtEAI","a16bn00000108WAAAY","42409616846849916"
"a3gbn000000K8rOAAS","","a3gbn000000K8w9","a3Ybn0000004xMuEAI","a16bn00000108bjAAA","42412299042215719"
"a3gbn000000K8mSAAS","","a5ybn000000LSMM","a3Ybn0000004xKoEAI","a16bn00000108I8AAI","42413333586634261"
"a3gbn000000K8uKAAS","","a5ybn000000LSPN","a3Ybn0000004xKxEAI","a16bn00000108eSAAQ","42417520836595862"
"a3gbn000000K8trAAC","","a5ybn000000LSQ4","a3Ybn0000004xLgEAI","a16bn00000108dnAAA","42424752875904899"
"a3gbn000000K8szAAC","","a5ybn000000LSMm","a3Ybn0000004xLKEAY","a16bn00000108dDAAQ","42424771161578543"
"a3gbn000000K8uLAAS","","a5ybn000000LSPP","a3Ybn0000004xLREAY","a16bn00000108eTAAQ","42424889340966659"
"a3gbn000000K8p3AAC","","a5ybn000000LSNy","a3Ybn0000004xLhEAI","a16bn00000108XDAAY","42424894783387063"
"a3gbn000000K8qDAAS","","a5ybn000000LSOp","a3Ybn0000004xLPEAY","a16bn00000108aRAAQ","42426935697057077"
"a3gbn000000K8nQAAS","","a5ybn000000LSNA","a3Ybn0000004xLDEAY","a16bn00000108VYAAY","42430744689591514"
"a3gbn000000K8nHAAS","","a5ybn000000LSN2","a3Ybn0000004xKzEAI","a16bn00000108VRAAY","42431263932907847"
"a3gbn000000K8rwAAC","","a5ybn000000LSPM","a3Ybn0000004xKvEAI","a16bn00000108fcAAA","42432098752532809"
"a3gbn000000K8rhAAC","","a5ybn000000LSP8","a3Ybn0000004xLPEAY","a16bn00000108fLAAQ","42435770771500016"
"a3gbn000000K8p9AAC","","a5ybn000000LSO5","a3Ybn0000004xLPEAY","a16bn00000108XPAAY","42437195662808087"
"a3gbn000000K8o8AAC","","totalschccashflow","a3Ybn0000004xLwEAI","a16bn00000108WUAAY","42437372229376323"
"a3gbn000000K8sqAAC","","a5ybn000000LSMi","a3Ybn0000004xLGEAY","a16bn00000108d8AAA","42437399167200281"
"a3gbn000000K8nKAAS","","a5ybn000000LSN4","a3Ybn0000004xLREAY","a16bn00000108VVAAY","42438030116925194"
"a3gbn000000K8qrAAC","","a5ybn000000LSN6","a3Ybn0000004xLSEAY","a16bn00000108bCAAQ","42441000278755724"
"a3gbn000000K8rrAAC","","a5ybn000000LSPH","a3Ybn0000004xMTEAY","a16bn00000108fWAAQ","42441682350889848"
"a3gbn000000K8uOAAS","","a5ybn000000LSPQ","a3Ybn0000004xLSEAY","a16bn00000108eWAAQ","42443023751760660"
"a3gbn000000K8pQAAS","","a5ybn000000LSOM","a3Ybn0000004xMLEAY","a16bn00000108Y0AAI","42443585895320608"
"a3gbn000000K8tFAAS","","a5ybn000000LSPj","a3Ybn0000004xMLEAY","a16bn00000108dSAAQ","42445878147996454"
"a3gbn000000K8pNAAS","","a5ybn000000LSOI","a3Ybn0000004xLmEAI","a16bn00000108XqAAI","42449438594300912"
"a3gbn000000K8rUAAS","","Book Income Taxes","a3Ybn0000004xLXEAY","a16bn00000108buAAA","42450137609016897"
"a3gbn000000K8uMAAS","","a5ybn000000LSQB","a3Ybn0000004xKzEAI","a16bn00000108eUAAQ","42451355224754795"
"a3gbn000000K8rqAAC","","a5ybn000000LSPG","a3Ybn0000004xMSEAY","a16bn00000108fVAAQ","42452174968450999"
"a3gbn000000K8quAAC","","a5ybn000000LSN8","a3Ybn0000004xLCEAY","a16bn00000108arAAA","42452667429742801"
"a3gbn000000K8pcAAC","","a5ybn000000LSOY","a3Ybn0000004xMTEAY","a16bn00000108ZpAAI","42453128360924037"
"a3gbn000000K8nnAAC","","Total M2 Group 2","a3Ybn0000004xLqEAI","a16bn00000108W1AAI","42454283351439066"
"a3gbn000000K8qnAAC","","a5ybn000000LSN2","a3Ybn0000004xKzEAI","a16bn00000108b8AAA","42454823510897114"
"a3gbn000000K8qzAAC","","a5ybn000000LSMh","a3Ybn0000004xLFEAY","a16bn00000108bHAAQ","42455184526679265"
"a3gbn000000K8qXAAS","","a3kbn000000CnQJ","a3Ybn0000004xMqEAI","a16bn00000108aYAAQ","42456565993469565"
"a3gbn000000K8siAAC","","a5ybn000000LSPZ","a3Ybn0000004xMEEAY","a16bn00000108czAAA","42456696309484614"
"a3gbn000000K8usAAC","","a5ybn000000LSQ5","a3Ybn0000004xLiEAI","a16bn00000108f1AAA","42457161800407689"
"a3gbn000000K8u2AAC","","a5ybn000000LSQA","a3Ybn0000004xMKEAY","a16bn00000108e6AAA","42458980071490239"
"a3gbn000000K8nSAAS","","Book Other Income and Expense","a3Ybn0000004xLWEAY","a16bn00000108WGAAY","42459005906113580"
"a3gbn000000K8svAAC","","a5ybn000000LSPb","a3Ybn0000004xMFEAY","a16bn00000108d9AAA","42459424860780362"
"a3gbn000000K8thAAC","","a5ybn000000LSPq","a3Ybn0000004xLIEAY","a16bn00000108deAAA","42462782797670889"
"a3gbn000000K8oMAAS","","farmincome","a3Ybn0000004xMAEAY","a16bn00000108WqAAI","42467639132230310"
"a3gbn000000K8mzAAC","","a5ybn000000LSMk","a3Ybn0000004xLIEAY","a16bn00000108ViAAI","42479753539176810"
"a3gbn000000K8oKAAS","","schetotalexpenses","a3Ybn0000004xM8EAI","a16bn00000108WiAAI","42481122619935142"
"a3gbn000000K8qMAAS","","a5ybn000000LSOy","a3Ybn0000004xLLEAY","a16bn00000108XdAAI","42482466713311842"
"a3gbn000000K8oyAAC","","a5ybn000000LSNv","a3Ybn0000004xMHEAY","a16bn00000108X9AAI","42483461961996921"
"a3gbn000000K8oQAAS","","a5ybn000000LSNM","a3Ybn0000004xKiEAI","a16bn00000108IiAAI","42484206323228040"
"a3gbn000000K8s0AAC","","Total Other Expense","a3Ybn0000004xMXEAY","a16bn00000108fgAAA","42487866888664525"
"a3gbn000000K8rxAAC","","a5ybn000000LSPN","a3Ybn0000004xKxEAI","a16bn00000108fdAAA","42490691218030680"
"a3gbn000000K8mLAAS","","a5ybn000000LSMI","a3Ybn0000004xKiEAI","a16bn00000108I3AAI","42491849714049173"
"a3gbn000000K8pwAAC","","Total Other Current Assets","a3Ybn0000004xMcEAI","a16bn00000108aBAAQ","42493174314230857"
"a3gbn000000K8u9AAC","","a5ybn000000LSPB","a3Ybn0000004xMNEAY","a16bn00000108eFAAQ","42494033498749911"
"a3gbn000000K8mVAAS","","Total Long Term Liabs","a3Ybn0000004xKqEAI","a16bn00000108I9AAI","42495060784461372"
"a3gbn000000K8n8AAC","","a5ybn000000LSMt","a3Ybn0000004xKnEAI","a16bn00000108VAAAY","42495212494889905"
"a3gbn000000K8skAAC","","a5ybn000000LSPa","a3Ybn0000004xCvEAI","a16bn00000108d1AAA","42496268631126548"
"a3gbn000000K8tzAAC","","a5ybn000000LSQ3","a3Ybn0000004xKgEAI","a16bn00000108dwAAA","42497215236720394"
"a3gbn000000K8teAAC","","a5ybn000000LSPo","a3Ybn0000004xLFEAY","a16bn00000108daAAA","42497807682917042"
"a3gbn000000K8nsAAC","","a3kbn000000CnQ5","a3Ybn0000004xKmEAI","a16bn00000108UsAAI","42498366073153571"
"a3gbn000000K8rKAAS","","Total M2 Group 2","a3Ybn0000004xLqEAI","a16bn00000108beAAA","42499221912924291"
"a3gbn000000K8oDAAS","","netcashflow","a3Ybn0000004xFHEAY","a16bn00000108WcAAI","42503310089563940"
"a3gbn000000K8uxAAC","","a5ybn000000LSQ3","a3Ybn0000004xKgEAI","a16bn00000108f7AAA","42505602067133984"
"a3gbn000000K8nzAAC","","a3kbn000000CnQC","a3Ybn0000004xKIEAY","a16bn00000108V0AAI","42506840395766384"
"a3gbn000000K8qJAAS","","a5ybn000000LSOv","a3Ybn0000004xLJEAY","a16bn00000108XaAAI","42507587480222908"
"a3gbn000000K8mOAAS","","Total Long Term Assets","a3Ybn0000004xKkEAI","a16bn00000108I0AAI","42510768486957900"
"a3gbn000000K8pMAAS","","a5ybn000000LSOJ","a3Ybn0000004xKgEAI","a16bn00000108XsAAI","42510931889856508"
"a3gbn000000K8rzAAC","","Total Other Income","a3Ybn0000004xMWEAY","a16bn00000108ffAAA","42516165070544150"
"a3gbn000000K8sKAAS","","Total Short Term Notes","a3Ybn0000004xMjEAI","a16bn00000108fwAAA","42516541379622842"
"a3gbn000000K8ulAAC","","a5ybn000000LSPu","a3Ybn0000004xLLEAY","a16bn00000108esAAA","42518439608106287"
"a3gbn000000K8tCAAS","","a5ybn000000LSPh","a3Ybn0000004xMJEAY","a16bn00000108dUAAQ","42522608483847095"
"a3gbn000000K8pjAAC","","a5ybn000000LSOe","a3Ybn0000004xLREAY","a16bn00000108ZxAAI","42522783190568761"
"a3gbn000000K8n1AAC","","a5ybn000000LSMm","a3Ybn0000004xLKEAY","a16bn00000108VkAAI","42524422517848988"
"a3gbn000000K8pmAAC","","Total Other Expense","a3Ybn0000004xMXEAY","a16bn00000108ZzAAI","42528902453756493"
"a3gbn000000K8sRAAS","","a5ybn000000LSMq","a3Ybn0000004xKhEAI","a16bn00000108cZAAQ","42529166381921747"
"a3gbn000000K8s8AAC","","Total Cash and Equivalents","a3Ybn0000004xMZEAY","a16bn00000108fkAAA","42530099055084262"
"a3gbn000000K8mQAAS","","a3gbn000000K8vt","a3Ybn0000004xKmEAI","a16bn00000108I5AAI","42531405207660360"
"a3gbn000000K8slAAC","","a5ybn000000LSN8","a3Ybn0000004xLCEAY","a16bn00000108d2AAA","42534430574358313"
"a3gbn000000K8sDAAS","","Gross Fixed Assets","a3Ybn0000004xMdEAI","a16bn00000108fpAAA","42537104408267178"
"a3gbn000000K8ohAAC","","a5ybn000000LSNd","a3Ybn0000004xMEEAY","a16bn00000108J5AAI","42540766482353506"
"a3gbn000000K8pTAAS","","a5ybn000000LSOP","a3Ybn0000004xLCEAY","a16bn00000108XHAAY","42543335721202650"
"a3gbn000000K8ufAAC","","a5ybn000000LSPq","a3Ybn0000004xLIEAY","a16bn00000108eoAAA","42550087076978794"
"a3gbn000000K8muAAC","","a3gbn000000K8vw","a3Ybn0000004xLDEAY","a16bn00000108JUAAY","42554687563810443"
"a3gbn000000K8rMAAS","","a3gbn000000K8w8","a3Ybn0000004xMtEAI","a16bn00000108bcAAA","42555961404833102"
"a3gbn000000K8pxAAC","","a3gbn000000K8w1","a3Ybn0000004xKhEAI","a16bn00000108a6AAA","42556759212468286"
"a3gbn000000K8mUAAS","","a5ybn000000LSMN","a3Ybn0000004xKoEAI","a16bn00000108I9AAI","42561726537129993"
"a3gbn000000K8nwAAC","","a3kbn000000CnQ8","a3Ybn0000004xLxEAI","a16bn00000108UxAAI","42561870325763719"
"a3gbn000000K8pWAAS","","a5ybn000000LSOS","a3Ybn0000004xMNEAY","a16bn00000108ZjAAI","42575442578277132"
"a3gbn000000K8pVAAS","","proformadebtservice","a3Ybn0000004xLDEAY","a16bn00000108XJAAY","42578431660408211"
"a3gbn000000K8nUAAS","","Book Net Income","a3Ybn0000004xLYEAY","a16bn00000108WCAAY","42580161095308325"
"a3gbn000000K8tiAAC","","a5ybn000000LSPr","a3Ybn0000004xLJEAY","a16bn00000108dfAAA","42581139636734291"
"a3gbn000000K8mKAAS","","a5ybn000000LSMH","a3Ybn0000004xKhEAI","a16bn00000108I2AAI","42582206380383492"
"a3gbn000000K8t0AAC","","a5ybn000000LSMn","a3Ybn0000004xLLEAY","a16bn00000108dEAAQ","42582637683594777"
"a3gbn000000K8udAAC","","a5ybn000000LSPp","a3Ybn0000004xLGEAY","a16bn00000108emAAA","42585124782930901"
"a3gbn000000K8nlAAC","","Total M1 Group 2","a3Ybn0000004xLoEAI","a16bn00000108VyAAI","42591000993351268"
"a3gbn000000K8s7AAC","","a3kbn000000CnQM","a3Ybn0000004xCvEAI","a16bn00000108fjAAA","42591590218631936"
"a3gbn000000K8qsAAC","","Taxes Paid","a3Ybn0000004xLTEAY","a16bn00000108bDAAQ","42593454365191823"
"a3gbn000000K8nWAAS","","a3gbn000000K8vz","a3Ybn0000004xLaEAI","a16bn00000108WKAAY","42594624532495578"
"a3gbn000000K8ucAAC","","a5ybn000000LSPo","a3Ybn0000004xLFEAY","a16bn00000108elAAA","42596552142287440"
"a3gbn000000K8oRAAS","","a5ybn000000LSNN","a3Ybn0000004xKlEAI","a16bn00000108IjAAI","42601169370435622"
"a3gbn000000K8rWAAS","","a3gbn000000K8vy","a3Ybn0000004xLZEAY","a16bn00000108bxAAA","42606560137261731"
"a3gbn000000K8pOAAS","","a5ybn000000LSOK","a3Ybn0000004xMJEAY","a16bn00000108Y2AAI","42606678621218051"
"a3gbn000000K8oGAAS","","schcgrossincome","a3Ybn0000004xM4EAI","a16bn00000108WgAAI","42607179613015751"
"a3gbn000000K8ozAAC","","a5ybn000000LSNw","a3Ybn0000004xLuEAI","a16bn00000108XAAAY","42612571455204149"
"a3gbn000000K8stAAC","","a5ybn000000LSN3","a3Ybn0000004xKxEAI","a16bn00000108ctAAA","42613641652274191"
"a3gbn000000K8pZAAS","","a5ybn000000LSOU","a3Ybn0000004xMQEAY","a16bn00000108ZnAAI","42614471762283159"
"a3gbn000000K8sSAAS","","a5ybn000000LSMr","a3Ybn0000004xKiEAI","a16bn00000108caAAA","42615128526329813"
"a3gbn000000K8tIAAS","","a5ybn000000LSPl","a3Ybn0000004xLPEAY","a16bn00000108dYAAQ","42615966716940833"
"a3gbn000000K8rgAAC","","a5ybn000000LSP7","a3Ybn0000004xMMEAY","a16bn00000108fKAAQ","42616096675718087"
"a3gbn000000K8nuAAC","","a3kbn000000CnQ7","a3Ybn0000004xLvEAI","a16bn00000108UtAAI","42618152306126725"
"a3gbn000000K8uFAAS","","a5ybn000000LSPI","a3Ybn0000004xMUEAY","a16bn00000108eMAAQ","42618564978871112"
"a3gbn000000K8s3AAC","","Total Minority Interest","a3Ybn0000004xMYEAY","a16bn00000108g7AAA","42619829914422793"
"a3gbn000000K8rBAAS","","a5ybn000000LSNE","a3Ybn0000004xLiEAI","a16bn00000108bTAAQ","42620579817552308"
"a3gbn000000K8ugAAC","","a5ybn000000LSPr","a3Ybn0000004xLJEAY","a16bn00000108epAAA","42620830718153513"
"a3gbn000000K8t7AAC","","a5ybn000000LSNE","a3Ybn0000004xLiEAI","a16bn00000108dOAAQ","42622134494188427"
"a3gbn000000K8tBAAS","","a5ybn000000LSNI","a3Ybn0000004xLmEAI","a16bn00000108dRAAQ","42623736518220014"
"a3gbn000000K8qfAAC","","a5ybn000000LSMu","a3Ybn0000004xKoEAI","a16bn00000108anAAA","42623905105668251"
"a3gbn000000K8u8AAC","","proformadebtservice","a3Ybn0000004xLDEAY","a16bn00000108eDAAQ","42624222486999294"
"a3gbn000000K8sVAAS","","a5ybn000000LSMu","a3Ybn0000004xKoEAI","a16bn00000108cdAAA","42625076193808641"
"a3gbn000000K8oxAAC","","a5ybn000000LSNt","a3Ybn0000004xMGEAY","a16bn00000108X8AAI","42626365520294552"
"a3gbn000000K8oOAAS","","schfnetincome","a3Ybn0000004xMCEAY","a16bn00000108WsAAI","42627687988833943"
"a3gbn000000K8q5AAC","","Total Accounts Payable","a3Ybn0000004xMiEAI","a16bn00000108aKAAQ","42628027907357969"
"a3gbn000000K8omAAC","","a5ybn000000LSNj","a3Ybn0000004xLNEAY","a16bn00000108WzAAI","42628580144621372"
"a3gbn000000K8pSAAS","","a5ybn000000LSON","a3Ybn0000004xMMEAY","a16bn00000108ZhAAI","42629205164290114"
"a3gbn000000K8uCAAS","","a5ybn000000LSPF","a3Ybn0000004xMREAY","a16bn00000108eJAAQ","42631487387069239"
"a3gbn000000K8ngAAC","","a5ybn000000LSNG","a3Ybn0000004xLkEAI","a16bn00000108VuAAI","42632379765212918"
"a3gbn000000K8t1AAC","","a5ybn000000LSMo","a3Ybn0000004xLMEAY","a16bn00000108dFAAQ","42633620225767069"
"a3gbn000000K8p4AAC","","a5ybn000000LSNz","a3Ybn0000004xMIEAY","a16bn00000108XEAAY","42634264374952999"
"a3gbn000000K8rGAAS","","a5ybn000000LSNJ","a3Ybn0000004xLPEAY","a16bn00000108bYAAQ","42634855540503205"
"a3gbn000000K8oHAAS","","schctotalexp","a3Ybn0000004xM5EAI","a16bn00000108WjAAI","42639926285197729"
"a3gbn000000K8nvAAC","","a3kbn000000CnQ9","a3Ybn0000004xLwEAI","a16bn00000108UyAAI","42642655450357331"
"a3gbn000000K8mqAAC","","Total Accrual Debt Service","a3Ybn0000004xLBEAY","a16bn00000108IaAAI","42645800983354716"
"a3gbn000000K8sOAAS","","a5ybn000000LSPV","a3Ybn0000004xKoEAI","a16bn00000108g0AAA","42646584922775369"
"a3gbn000000K8q7AAC","","Total Other Current Liabilities","a3Ybn0000004xMkEAI","a16bn00000108aLAAQ","42652121981325324"
"a3gbn000000K8o3AAC","","a3kbn000000CnQG","a3Ybn0000004xM1EAI","a16bn00000108V4AAI","42652997459329362"
"a3gbn000000K8pXAAS","","a5ybn000000LSOT","a3Ybn0000004xMOEAY","a16bn00000108ZlAAI","42654166933470381"
"a3gbn000000K8mmAAC","","a5ybn000000LSMc","a3Ybn0000004xL7EAI","a16bn00000108IWAAY","42654589540782705"
"a3gbn000000K8mwAAC","","a5ybn000000LSMh","a3Ybn0000004xLFEAY","a16bn00000108VgAAI","42656715187054890"
"a3gbn000000K8sHAAS","","Net Intangible Assets","a3Ybn0000004xMhEAI","a16bn00000108ftAAA","42660731543685265"
"a3gbn000000K8uXAAS","","a5ybn000000LSPW","a3Ybn0000004xKrEAI","a16bn00000108efAAA","42662665356435431"
"a3gbn000000K8n3AAC","","a5ybn000000LSMo","a3Ybn0000004xLMEAY","a16bn00000108VmAAI","42662834778177458"
"a3gbn000000K8s4AAC","","a5ybn000000LSPS","a3Ybn0000004xMEEAY","a16bn00000108g9AAA","42663480721395381"
"a3gbn000000K8nfAAC","","a5ybn000000LSNF","a3Ybn0000004xLjEAI","a16bn00000108VpAAI","42663777749125761"
"a3gbn000000K8msAAC","","a5ybn000000LSMg","a3Ybn0000004xCvEAI","a16bn00000108JNAAY","42669642089895093"
"a3gbn000000K8qbAAC","","a5ybn000000LSMq","a3Ybn0000004xKhEAI","a16bn00000108ajAAA","42670775561385708"
"a3gbn000000K8qgAAC","","a5ybn000000LSMv","a3Ybn0000004xKrEAI","a16bn00000108aoAAA","42671127135831191"
"a3gbn000000K8mjAAC","","a5ybn000000LSMZ","a3Ybn0000004xL4EAI","a16bn00000108ISAAY","42671750958385933"
"a3gbn000000K8pzAAC","","Gross Fixed Assets","a3Ybn0000004xMdEAI","a16bn00000108aCAAQ","42671882545487313"
"a3gbn000000K8qAAAS","","a5ybn000000LSOn","a3Ybn0000004xKsEAI","a16bn00000108aPAAQ","42675453623927696"
"a3gbn000000K8ovAAC","","a5ybn000000LSNr","a3Ybn0000004xLLEAY","a16bn00000108X6AAI","42676849547184369"
"a3gbn000000K8qBAAS","","a5ybn000000LSOm","a3Ybn0000004xKrEAI","a16bn00000108aOAAQ","42677659229523937"
