"Id","IsDeleted","Name","LLC_BI__Classification__c","LLC_BI__Spread_Statement_Total_Group__c","LLC_BI__lookupKey__c"
"a3gbn000000K8ueAAC","","a5ybn000000LSPn","a3Ybn0000004xLHEAY","a16bn00000108enAAA","42678308871562077"
"a3gbn000000K8sjAAC","","a5ybn000000LSN7","a3Ybn0000004xL8EAI","a16bn00000108d0AAA","42680314573329189"
"a3gbn000000K8nYAAS","","Book Gross Profit","a3Ybn0000004xLcEAI","a16bn00000108WBAAY","42680553743387739"
"a3gbn000000K8u7AAC","","a5ybn000000LSPD","a3Ybn0000004xMPEAY","a16bn00000108eHAAQ","42683827427550157"
"a3gbn000000K8miAAC","","a5ybn000000LSMY","a3Ybn0000004xL3EAI","a16bn00000108IRAAY","42686664441723919"
"a3gbn000000K8sAAAS","","Total Inventory","a3Ybn0000004xMbEAI","a16bn00000108fmAAA","42686842276621052"
"a3gbn000000K8n9AAC","","a5ybn000000LSMu","a3Ybn0000004xKoEAI","a16bn00000108VBAAY","42687050995536623"
"a3gbn000000K8seAAC","","a5ybn000000LSN5","a3Ybn0000004xLQEAY","a16bn00000108cwAAA","42687166487278202"
"a3gbn000000K8oWAAS","","a5ybn000000LSNS","a3Ybn0000004xLPEAY","a16bn00000108IoAAI","42689284601544192"
"a3gbn000000K8umAAC","","a5ybn000000LSPw","a3Ybn0000004xMGEAY","a16bn00000108euAAA","42692580452968380"
"a3gbn000000K8nAAAS","","a5ybn000000LSMv","a3Ybn0000004xKrEAI","a16bn00000108VCAAY","42692807025507255"
"a3gbn000000K8qyAAC","","a5ybn000000LSMp","a3Ybn0000004xLNEAY","a16bn00000108bGAAQ","42693143098914419"
"a3gbn000000K8qtAAC","","a5ybn000000LSN7","a3Ybn0000004xL8EAI","a16bn00000108bFAAQ","42693740127369589"
"a3gbn000000K8psAAC","","a3kbn000000CnQI","a3Ybn0000004xCvEAI","a16bn00000108a7AAA","42694375914170300"
"a3gbn000000K8rIAAS","","Total M1 Group 2","a3Ybn0000004xLoEAI","a16bn00000108baAAA","42694640118552841"
"a3gbn000000K8mdAAC","","a5ybn000000LSMU","a3Ybn0000004xKyEAI","a16bn00000108IKAAY","42695647670027710"
"a3gbn000000K8t8AAC","","a5ybn000000LSNF","a3Ybn0000004xLjEAI","a16bn00000108dPAAQ","42698198477025253"
"a3gbn000000K8nNAAS","","a5ybn000000LSN7","a3Ybn0000004xL8EAI","a16bn00000108VZAAY","42700848373619811"
"a3gbn000000K8rfAAC","","a5ybn000000LSP6","a3Ybn0000004xMLEAY","a16bn00000108fIAAQ","42701815092195917"
"a3gbn000000K8ssAAC","","a5ybn000000LSMk","a3Ybn0000004xLIEAY","a16bn00000108dBAAQ","42705532939685252"
"a3gbn000000K8rAAAS","","a5ybn000000LSND","a3Ybn0000004xLhEAI","a16bn00000108bSAAQ","42706140728376148"
"a3gbn000000K8sPAAS","","a5ybn000000LSPW","a3Ybn0000004xKrEAI","a16bn00000108g1AAA","42706835949321674"
"a3gbn000000K8mZAAS","","a5ybn000000LSMQ","a3Ybn0000004xKuEAI","a16bn00000108IGAAY","42707039794917905"
"a3gbn000000K8ptAAC","","Total Cash and Equivalents","a3Ybn0000004xMZEAY","a16bn00000108a8AAA","42709590463472642"
"a3gbn000000K8t5AAC","","a5ybn000000LSND","a3Ybn0000004xLhEAI","a16bn00000108dLAAQ","42712052215817314"
"a3gbn000000K8oUAAS","","a5ybn000000LSNQ","a3Ybn0000004xKrEAI","a16bn00000108ImAAI","42713269960060355"
"a3gbn000000K8p6AAC","","a5ybn000000LSO2","a3Ybn0000004xLkEAI","a16bn00000108XMAAY","42713548122532532"
"a3gbn000000K8roAAC","","a5ybn000000LSPE","a3Ybn0000004xMQEAY","a16bn00000108fTAAQ","42715096233007931"
"a3gbn000000K8oeAAC","","a5ybn000000LSNb","a3Ybn0000004xLQEAY","a16bn00000108JGAAY","42716165471473349"
"a3gbn000000K8q3AAC","","a3gbn000000K8w2","a3Ybn0000004xKiEAI","a16bn00000108aHAAQ","42718033142994534"
"a3gbn000000K8tEAAS","","a5ybn000000LSPi","a3Ybn0000004xMKEAY","a16bn00000108dVAAQ","42718847883012528"
"a3gbn000000K8olAAC","","a5ybn000000LSNh","a3Ybn0000004xLUEAY","a16bn00000108WvAAI","42718871746355417"
"a3gbn000000K8t6AAC","","a5ybn000000LSPg","a3Ybn0000004xMIEAY","a16bn00000108dNAAQ","42720057525312527"
"a3gbn000000K8uhAAC","","a5ybn000000LSPs","a3Ybn0000004xMFEAY","a16bn00000108eqAAA","42720169174180903"
"a3gbn000000K8uWAAS","","a5ybn000000LSPV","a3Ybn0000004xKoEAI","a16bn00000108eeAAA","42720960249828951"
"a3gbn000000K8tmAAC","","a5ybn000000LSPv","a3Ybn0000004xLMEAY","a16bn00000108diAAA","42722044487353251"
"a3gbn000000K8oZAAS","","a5ybn000000LSNV","a3Ybn0000004xKwEAI","a16bn00000108J0AAI","42724811508513677"
"a3gbn000000K8qWAAS","","a5ybn000000LSP4","a3Ybn0000004xMpEAI","a16bn00000108aWAAQ","42724815959972261"
"a3gbn000000K8mPAAS","","a5ybn000000LSMK","a3Ybn0000004xKlEAI","a16bn00000108I4AAI","42725551126555846"
"a3gbn000000K8pfAAC","","a5ybn000000LSOa","a3Ybn0000004xKuEAI","a16bn00000108ZtAAI","42726839451644150"
"a3gbn000000K8utAAC","","a5ybn000000LSQ7","a3Ybn0000004xLkEAI","a16bn00000108f3AAA","42727264457972057"
"a3gbn000000K8piAAC","","a5ybn000000LSOd","a3Ybn0000004xKxEAI","a16bn00000108ZwAAI","42736319612475722"
"a3gbn000000K8o5AAC","","totalassets","a3Ybn0000004xKmEAI","a16bn00000108WOAAY","42742554932014048"
"a3gbn000000K8oqAAC","","a5ybn000000LSNn","a3Ybn0000004xLIEAY","a16bn00000108X2AAI","42752744907756336"
"a3gbn000000K8pdAAC","","a5ybn000000LSOZ","a3Ybn0000004xMUEAY","a16bn00000108ZqAAI","42754119142301855"
"a3gbn000000K8tkAAC","","a5ybn000000LSPt","a3Ybn0000004xLKEAY","a16bn00000108dgAAA","42755647476803159"
"a3gbn000000K8mhAAC","","a5ybn000000LSMX","a3Ybn0000004xL2EAI","a16bn00000108IQAAY","42756546365678724"
"a3gbn000000K8rXAAS","","a3gbn000000K8vz","a3Ybn0000004xLaEAI","a16bn00000108byAAA","42757686930747980"
"a3gbn000000K8tGAAS","","a5ybn000000LSPk","a3Ybn0000004xMMEAY","a16bn00000108dXAAQ","42760436113612707"
"a3gbn000000K8rmAAC","","a5ybn000000LSPC","a3Ybn0000004xMOEAY","a16bn00000108fRAAQ","42761053045707959"
"a3gbn000000K8n4AAC","","a5ybn000000LSMp","a3Ybn0000004xLNEAY","a16bn00000108VeAAI","42764718506470148"
"a3gbn000000K8ncAAC","","a5ybn000000LSNC","a3Ybn0000004xLgEAI","a16bn00000108VqAAI","42765795178431149"
"a3gbn000000K8sQAAS","","a5ybn000000LSPX","a3Ybn0000004xKsEAI","a16bn00000108g2AAA","42765880603678535"
"a3gbn000000K8uBAAS","","a5ybn000000LSPE","a3Ybn0000004xMQEAY","a16bn00000108eIAAQ","42766420139259774"
"a3gbn000000K8u5AAC","","a5ybn000000LSP9","a3Ybn0000004xLCEAY","a16bn00000108eBAAQ","42767962495207150"
"a3gbn000000K8mMAAS","","Total Intermediate Assets","a3Ybn0000004xKjEAI","a16bn00000108I3AAI","42773391595632438"
"a3gbn000000K8ntAAC","","a3kbn000000CnQ6","a3Ybn0000004xCvEAI","a16bn00000108UrAAI","42773616076458064"
"a3gbn000000K8p2AAC","","a5ybn000000LSO0","a3Ybn0000004xLiEAI","a16bn00000108XFAAY","42774765109700303"
"a3gbn000000K8mTAAS","","Total Intermediate Liabs","a3Ybn0000004xKpEAI","a16bn00000108I8AAI","42777389174842219"
"a3gbn000000K8uZAAS","","a5ybn000000LSPd","a3Ybn0000004xLOEAY","a16bn00000108ehAAA","42779608373965270"
"a3gbn000000K8o7AAC","","pfsadjustednetworth","a3Ybn0000004xLxEAI","a16bn00000108WSAAY","42785408915352907"
"a3gbn000000K8s1AAC","","a5ybn000000LSPO","a3Ybn0000004xLQEAY","a16bn00000108fhAAA","42787725487957083"
"a3gbn000000K8pYAAS","","a5ybn000000LSOR","a3Ybn0000004xMPEAY","a16bn00000108ZmAAI","42787799663742635"
"a3gbn000000K8pBAAS","","a5ybn000000LSO7","a3Ybn0000004xMKEAY","a16bn00000108XRAAY","42789533411812952"
"a3gbn000000K8tpAAC","","a5ybn000000LSPy","a3Ybn0000004xLuEAI","a16bn00000108dlAAA","42790987953905419"
"a3gbn000000K8suAAC","","a5ybn000000LSMl","a3Ybn0000004xLJEAY","a16bn00000108dCAAQ","4279132151806066"
"a3gbn000000K8mbAAC","","a5ybn000000LSMR","a3Ybn0000004xKwEAI","a16bn00000108IIAAY","42791628718571243"
"a3gbn000000K8moAAC","","a5ybn000000LSMe","a3Ybn0000004xL9EAI","a16bn00000108IYAAY","42799021735152811"
"a3gbn000000K8sgAAC","","a5ybn000000LSN6","a3Ybn0000004xLSEAY","a16bn00000108cxAAA","42800151415349232"
"a3gbn000000K8qHAAS","","a5ybn000000LSOt","a3Ybn0000004xLHEAY","a16bn00000108XYAAY","42801046381125383"
"a3gbn000000K8nbAAC","","a5ybn000000LSNB","a3Ybn0000004xLfEAI","a16bn00000108VoAAI","42801592007272117"
"a3gbn000000K8q6AAC","","Total Short Term Notes","a3Ybn0000004xMjEAI","a16bn00000108aJAAQ","42803121591690995"
"a3gbn000000K8unAAC","","a5ybn000000LSPy","a3Ybn0000004xLuEAI","a16bn00000108ewAAA","42804739473692557"
"a3gbn000000K8tlAAC","","a5ybn000000LSPu","a3Ybn0000004xLLEAY","a16bn00000108dhAAA","42806915742260478"
"a3gbn000000K8pHAAS","","a5ybn000000LSOE","a3Ybn0000004xMIEAY","a16bn00000108XlAAI","42807202417684479"
"a3gbn000000K8qxAAC","","a5ybn000000LSNA","a3Ybn0000004xLDEAY","a16bn00000108atAAA","42809254511476681"
"a3gbn000000K8ruAAC","","a5ybn000000LSPK","a3Ybn0000004xKuEAI","a16bn00000108faAAA","42812164929977448"
"a3gbn000000K8osAAC","","a5ybn000000LSNo","a3Ybn0000004xLJEAY","a16bn00000108X3AAI","42815480644495339"
"a3gbn000000K8mcAAC","","a5ybn000000LSMT","a3Ybn0000004xKxEAI","a16bn00000108IJAAY","42816037620462151"
"a3gbn000000K8qcAAC","","a5ybn000000LSMr","a3Ybn0000004xKiEAI","a16bn00000108akAAA","42818800445902482"
"a3gbn000000K8mrAAC","","a5ybn000000LSMf","a3Ybn0000004xCvEAI","a16bn00000108IdAAI","42823752360350313"
"a3gbn000000K8mtAAC","","a3gbn000000K8vv","a3Ybn0000004xLCEAY","a16bn00000108JTAAY","42824803753046729"
"a3gbn000000K8sMAAS","","Total Other Current Liabilities","a3Ybn0000004xMkEAI","a16bn00000108fyAAA","42825659414067041"
"a3gbn000000K8uvAAC","","a5ybn000000LSQ2","a3Ybn0000004xLlEAI","a16bn00000108f4AAA","42827344442908137"
"a3gbn000000K8r9AAC","","a5ybn000000LSNC","a3Ybn0000004xLgEAI","a16bn00000108bRAAQ","42827825189803590"
"a3gbn000000K8nOAAS","","a5ybn000000LSN8","a3Ybn0000004xLCEAY","a16bn00000108VaAAI","42828001924977277"
"a3gbn000000K8rHAAS","","Total M1 Group 1","a3Ybn0000004xLnEAI","a16bn00000108bZAAQ","42829807338152690"
"a3gbn000000K8okAAC","","a5ybn000000LSNg","a3Ybn0000004xLCEAY","a16bn00000108WuAAI","42829997878910778"
"a3gbn000000K8qCAAS","","a5ybn000000LSOo","a3Ybn0000004xLOEAY","a16bn00000108aQAAQ","42830852051454600"
"a3gbn000000K8shAAC","","a5ybn000000LSPY","a3Ybn0000004xMDEAY","a16bn00000108cyAAA","42831943640730185"
"a3gbn000000K8uVAAS","","a5ybn000000LSQD","a3Ybn0000004xKnEAI","a16bn00000108edAAA","42833491158731522"
"a3gbn000000K8orAAC","","a5ybn000000LSNm","a3Ybn0000004xLHEAY","a16bn00000108X1AAI","42835713976057940"
"a3gbn000000K8rQAAS","","Book Gross Profit","a3Ybn0000004xLcEAI","a16bn00000108brAAA","42835741129226515"
"a3gbn000000K8qUAAS","","a3gbn000000K8w7","a3Ybn0000004xMnEAI","a16bn00000108aVAAQ","42837596982691452"
"a3gbn000000K8uqAAC","","a5ybn000000LSQ4","a3Ybn0000004xLgEAI","a16bn00000108ezAAA","42838869079114343"
"a3gbn000000K8rNAAS","","Total K1 Deductions","a3Ybn0000004xLsEAI","a16bn00000108biAAA","42841105911816287"
"a3gbn000000K8nyAAC","","a3kbn000000CnQB","a3Ybn0000004xLzEAI","a16bn00000108UzAAI","42841971746389006"
"a3gbn000000K8oPAAS","","a5ybn000000LSNL","a3Ybn0000004xKhEAI","a16bn00000108IhAAI","42844269381640867"
"a3gbn000000K8pJAAS","","a5ybn000000LSOF","a3Ybn0000004xLjEAI","a16bn00000108XnAAI","42844541368116609"
"a3gbn000000K8n5AAC","","a5ybn000000LSMq","a3Ybn0000004xKhEAI","a16bn00000108V7AAI","42846100998180386"
"a3gbn000000K8oCAAS","","totalds","a3Ybn0000004xM1EAI","a16bn00000108WbAAI","42850536951004694"
"a3gbn000000K8tDAAS","","a5ybn000000LSNJ","a3Ybn0000004xLPEAY","a16bn00000108dTAAQ","42854018633259855"
"a3gbn000000K8r0AAC","","a5ybn000000LSMi","a3Ybn0000004xLGEAY","a16bn00000108bIAAQ","42860335462515257"
"a3gbn000000K8uDAAS","","a5ybn000000LSPG","a3Ybn0000004xMSEAY","a16bn00000108eKAAQ","42861383335645680"
"a3gbn000000K8urAAC","","a5ybn000000LSQ1","a3Ybn0000004xMIEAY","a16bn00000108exAAA","42861412889996166"
"a3gbn000000K8sUAAS","","a5ybn000000LSMt","a3Ybn0000004xKnEAI","a16bn00000108ccAAA","42862060951157228"
"a3gbn000000K8o6AAC","","pfsstatednetworth","a3Ybn0000004xLvEAI","a16bn00000108WQAAY","42862267543928969"
"a3gbn000000K8opAAC","","a5ybn000000LSNl","a3Ybn0000004xLGEAY","a16bn00000108X0AAI","42863350737448133"
"a3gbn000000K8qdAAC","","a5ybn000000LSMs","a3Ybn0000004xKlEAI","a16bn00000108alAAA","42864005960649409"
"a3gbn000000K8nJAAS","","a5ybn000000LSN5","a3Ybn0000004xLQEAY","a16bn00000108VSAAY","42864552506700255"
"a3gbn000000K8s2AAC","","a5ybn000000LSPQ","a3Ybn0000004xLSEAY","a16bn00000108fiAAA","42870817600513588"
"a3gbn000000K8nDAAS","","a5ybn000000LSMx","a3Ybn0000004xLPEAY","a16bn00000108VEAAY","42870843685514200"
"a3gbn000000K8oAAAS","","schfcashflow","a3Ybn0000004xLzEAI","a16bn00000108WXAAY","42874478574645552"
"a3gbn000000K8u1AAC","","a5ybn000000LSP6","a3Ybn0000004xMLEAY","a16bn00000108e7AAA","42876060770618969"
"a3gbn000000K8nGAAS","","a5ybn000000LSN1","a3Ybn0000004xKvEAI","a16bn00000108VQAAY","42876775822010700"
"a3gbn000000K8twAAC","","a5ybn000000LSQ7","a3Ybn0000004xLkEAI","a16bn00000108dsAAA","42878886704031798"
"a3gbn000000K8ukAAC","","a5ybn000000LSPv","a3Ybn0000004xLMEAY","a16bn00000108etAAA","42880117195943292"
"a3gbn000000K8o4AAC","","a3kbn000000CnQH","a3Ybn0000004xFHEAY","a16bn00000108V5AAI","42882189056183882"
"a3gbn000000K8tjAAC","","a5ybn000000LSPs","a3Ybn0000004xMFEAY","a16bn00000108dcAAA","42882495156060515"
"a3gbn000000K8nIAAS","","a5ybn000000LSN3","a3Ybn0000004xKxEAI","a16bn00000108VUAAY","42886738558280086"
"a3gbn000000K8ujAAC","","a5ybn000000LSPx","a3Ybn0000004xMHEAY","a16bn00000108evAAA","42888873197907197"
"a3gbn000000K8sWAAS","","a5ybn000000LSMv","a3Ybn0000004xKrEAI","a16bn00000108ceAAA","42893294590748382"
"a3gbn000000K8tgAAC","","a5ybn000000LSPn","a3Ybn0000004xLHEAY","a16bn00000108ddAAA","42898818149769199"
"a3gbn000000K8qiAAC","","a5ybn000000LSMx","a3Ybn0000004xLPEAY","a16bn00000108aqAAA","42905099921362491"
"a3gbn000000K8p7AAC","","a5ybn000000LSO3","a3Ybn0000004xLlEAI","a16bn00000108XNAAY","42908148227160503"
"a3gbn000000K8spAAC","","a5ybn000000LSMh","a3Ybn0000004xLFEAY","a16bn00000108d7AAA","42910178144393915"
"a3gbn000000K8myAAC","","a5ybn000000LSMj","a3Ybn0000004xLHEAY","a16bn00000108VhAAI","42912571572306428"
"a3gbn000000K8uGAAS","","a5ybn000000LSPJ","a3Ybn0000004xMVEAY","a16bn00000108eNAAQ","42915192796007035"
"a3gbn000000K8mNAAS","","a5ybn000000LSMJ","a3Ybn0000004xKiEAI","a16bn00000108I0AAI","42915234286646284"
"a3gbn000000K8ubAAC","","a5ybn000000LSPm","a3Ybn0000004xLNEAY","a16bn00000108ekAAA","42916178846601326"
"a3gbn000000K8r8AAC","","a5ybn000000LSNK","a3Ybn0000004xLuEAI","a16bn00000108bMAAQ","42918170738186063"
"a3gbn000000K8oYAAS","","a5ybn000000LSNU","a3Ybn0000004xKuEAI","a16bn00000108IzAAI","42918256480688572"
"a3gbn000000K8mfAAC","","a5ybn000000LSMV","a3Ybn0000004xL0EAI","a16bn00000108IMAAY","42919901493419150"
"a3gbn000000K8qmAAC","","a5ybn000000LSN1","a3Ybn0000004xKvEAI","a16bn00000108b7AAA","42922766425912638"
"a3gbn000000K8owAAC","","a5ybn000000LSNs","a3Ybn0000004xLMEAY","a16bn00000108X7AAI","42923560808160610"
"a3gbn000000K8rpAAC","","a5ybn000000LSPF","a3Ybn0000004xMREAY","a16bn00000108fUAAQ","42925681950941456"
"a3gbn000000K8uQAAS","","a5ybn000000LSPR","a3Ybn0000004xMDEAY","a16bn00000108eXAAQ","42931086032069914"
"a3gbn000000K8uUAAS","","a5ybn000000LSPU","a3Ybn0000004xKlEAI","a16bn00000108ecAAA","42932715326669137"
"a3gbn000000K8soAAC","","a5ybn000000LSMp","a3Ybn0000004xLNEAY","a16bn00000108d6AAA","42934119604943056"
"a3gbn000000K8oaAAC","","a5ybn000000LSNW","a3Ybn0000004xKvEAI","a16bn00000108IxAAI","42935114566954584"
"a3gbn000000K8srAAC","","a5ybn000000LSMj","a3Ybn0000004xLHEAY","a16bn00000108dAAAQ","42935920166063361"
"a3gbn000000K8ppAAC","","a5ybn000000LSOh","a3Ybn0000004xMDEAY","a16bn00000108a3AAA","42936390199331608"
"a3gbn000000K8pnAAC","","a5ybn000000LSOg","a3Ybn0000004xLSEAY","a16bn00000108a1AAA","42939040811766859"
"a3gbn000000K8ryAAC","","a5ybn000000LSPP","a3Ybn0000004xLREAY","a16bn00000108feAAA","42939370693162148"
"a3gbn000000K8uoAAC","","a5ybn000000LSPz","a3Ybn0000004xLfEAI","a16bn00000108eyAAA","42941547280456239"
"a3gbn000000K8phAAC","","a5ybn000000LSOc","a3Ybn0000004xKvEAI","a16bn00000108ZvAAI","42949060863442580"
"a3gbn000000K8sFAAS","","Total Other Non Current Assets","a3Ybn0000004xMfEAI","a16bn00000108frAAA","42950436746421798"
"a3gbn000000K8r4AAC","","a5ybn000000LSMl","a3Ybn0000004xLJEAY","a16bn00000108bLAAQ","42951754664834896"
"a3gbn000000K8oVAAS","","a5ybn000000LSNR","a3Ybn0000004xLOEAY","a16bn00000108InAAI","42952447622752130"
"a3gbn000000K8rsAAC","","a5ybn000000LSPI","a3Ybn0000004xMUEAY","a16bn00000108fXAAQ","42953088717309431"
"a3gbn000000K8mpAAC","","Accrual Cash Avail for Debt Service","a3Ybn0000004xLAEAY","a16bn00000108IZAAY","42955860615891811"
"a3gbn000000K8upAAC","","a5ybn000000LSQ0","a3Ybn0000004xLhEAI","a16bn00000108f0AAA","42959058255230399"
"a3gbn000000K8mlAAC","","a5ybn000000LSMa","a3Ybn0000004xL5EAI","a16bn00000108ITAAY","42964218749656221"
"a3gbn000000K8prAAC","","a5ybn000000LSOj","a3Ybn0000004xL8EAI","a16bn00000108a5AAA","42964219994792973"
"a3gbn000000K8tvAAC","","a5ybn000000LSQ5","a3Ybn0000004xLiEAI","a16bn00000108dqAAA","42967055172437515"
"a3gbn000000K8tuAAC","","a5ybn000000LSQ2","a3Ybn0000004xLlEAI","a16bn00000108dtAAA","42968584659287278"
"a3gbn000000K8mJAAS","","a3gbn000000K8vs","a3Ybn0000004xKgEAI","a16bn00000108I1AAI","42968617953011669"
"a3gbn000000K8nrAAC","","a5ybn000000LSNK","a3Ybn0000004xLuEAI","a16bn00000108VnAAI","42970773515010790"
"a3gbn000000K8niAAC","","a5ybn000000LSNI","a3Ybn0000004xLmEAI","a16bn00000108VwAAI","42973089373896638"
"a3gbn000000K8nmAAC","","Total M2 Group 1","a3Ybn0000004xLpEAI","a16bn00000108W0AAI","42974648350564705"
"a3gbn000000K8tAAAS","","a5ybn000000LSNH","a3Ybn0000004xLlEAI","a16bn00000108dQAAQ","42976559829249084"
"a3gbn000000K8nqAAC","","Total K1 Deductions","a3Ybn0000004xLsEAI","a16bn00000108W4AAI","42977897959696374"
"a3gbn000000K8ogAAC","","a5ybn000000LSNZ","a3Ybn0000004xMDEAY","a16bn00000108JIAAY","42979011319678735"
"a3gbn000000K8pCAAS","","a5ybn000000LSO8","a3Ybn0000004xMLEAY","a16bn00000108XGAAY","42981753183564733"
"a3gbn000000K8rFAAS","","a5ybn000000LSNI","a3Ybn0000004xLmEAI","a16bn00000108bXAAQ","42982682727316542"
"a3gbn000000K8syAAC","","a5ybn000000LSPe","a3Ybn0000004xLPEAY","a16bn00000108g4AAA","42982765655156760"
"a3gbn000000K8scAAC","","a5ybn000000LSN1","a3Ybn0000004xKvEAI","a16bn00000108csAAA","42985485365915114"
"a3gbn000000K8noAAC","","Total K1 Income Loss","a3Ybn0000004xLrEAI","a16bn00000108W3AAI","42986842846696042"
"a3gbn000000K8oFAAS","","grossprofitschc","a3Ybn0000004xM3EAI","a16bn00000108WfAAI","42990279334008299"
"a3gbn000000K8rLAAS","","Total K1 Income Loss","a3Ybn0000004xLrEAI","a16bn00000108bhAAA","42990501957973256"
"a3gbn000000K8rlAAC","","a5ybn000000LSPB","a3Ybn0000004xMNEAY","a16bn00000108fQAAQ","42990788179812807"
"a3gbn000000K8uIAAS","","a5ybn000000LSPL","a3Ybn0000004xKwEAI","a16bn00000108eQAAQ","42991413703690579"
"a3gbn000000K8rJAAS","","Total M2 Group 1","a3Ybn0000004xLpEAI","a16bn00000108bdAAA","42997215269315535"
"a3gbn000000K8tsAAC","","a5ybn000000LSQ0","a3Ybn0000004xLhEAI","a16bn00000108doAAA","42998284406400256"
"a3gbn000000K8mvAAC","","a3gbn000000K8vx","a3Ybn0000004xLEEAY","a16bn00000108J8AAI","498e9677-b6e3-40f6-8460-da7c890907db"
"a3gbn000000K8reAAC","","a3gbn000000K8wF","a3Ybn0000004xN0EAI","a16bn00000108JFAAY","4dde00db-3d0b-4059-8cae-ee9bd93e0818"
"a3gbn000000K8rcAAC","","a3gbn000000K8wD","a3Ybn0000004xMyEAI","a16bn00000108JDAAY","552be4ad-dcdc-458a-a52e-d194b243e119"
"a3gbn000000K8rdAAC","","a3gbn000000K8wE","a3Ybn0000004xMzEAI","a16bn00000108JAAAY","6a86402e-b214-46d8-a686-5da5641aff0f"
"a3gbn000000K8qSAAS","","a3gbn000000K8w4","a3Ybn0000004xMlEAI","a16bn00000108aXAAQ","769620c1-b0fc-4877-83b6-f4a0051d1eaa"
"a3gbn000000K8raAAC","","a3gbn000000K8wB","a3Ybn0000004xMwEAI","a16bn00000108JEAAY","773adf79-5ca4-4db9-afd7-1b3f9a60aca6"
"a3gbn000000K8mGAAS","","a3gbn000000K8vp","a3Ybn0000004xKdEAI","a16bn00000108J4AAI","8be2e987-0570-4495-a976-8768e964882c"
"a3gbn000000K8v2AAC","","Potential Gross Income","a3Ybn0000004xIzEAI","a16bn00000108gBAAQ","Lkadjsdfhasdkljfhaskjh15"
"a3gbn000000K8v3AAC","","Total Vacancy Amount","a3Ybn0000004xKXEAY","a16bn00000108gCAAQ","Lkadjsdfhasdkljfhaskjh16"
"a3gbn000000K8v4AAC","","Effective Gross Income","a3Ybn0000004xMpEAI","a16bn00000108gDAAQ","Lkadjsdfhasdkljfhaskjh17"
"a3gbn000000K8v5AAC","","Total Operating Expenses","a3Ybn0000004xMqEAI","a16bn00000108g6AAA","Lkadjsdfhasdkljfhaskjh18"
"a3gbn000000K8v6AAC","","Net Operating Income","a3Ybn0000004xMsEAI","a16bn00000108gEAAQ","Lkadjsdfhasdkljfhaskjh19"
"a3gbn000000K8v7AAC","","Cash Flow After Debt Service","a3Ybn0000004xJFEAY","a16bn00000108gFAAQ","Lkadjsdfhasdkljfhaskjh20"
"a3gbn000000K8v8AAC","","Debt Service Coverage Ratio","a3Ybn0000004xJHEAY","a16bn00000108gGAAQ","Lkadjsdfhasdkljfhaskjh21"
"a3gbn000000K8v9AAC","","Estimated Value","a3Ybn0000004xJXEAY","a16bn00000108gHAAQ","Lkadjsdfhasdkljfhaskjh22"
"a3gbn000000K8v0AAC","","Loan to Value","a3Ybn0000004xJZEAY","a16bn00000108gIAAQ","Lkadjsdfhasdkljfhaskjh23"
"a3gbn000000K8v1AAC","","Max Loan Policy LTV","a3Ybn0000004xN1EAI","a16bn00000108gJAAQ","Lkadjsdfhasdkljfhaskjh24"
"a3gbn000000K8vAAAS","","Max Annual Payment Given Policy DSCR","a3Ybn0000004xJbEAI","a16bn00000108gKAAQ","Lkadjsdfhasdkljfhaskjh25"
