"Id","IsDeleted","Name","LastViewedDate","LastReferencedDate","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c"
"a0qWD00000GSghvYAD","false","Product Package Add Debt","","","a0sWD00000Xo7k0YAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42058428944747903","LLC_BI__Debt__c",""
"a0qWD00000GSgUXYA1","false","contact debt","","","a0sWD00000Xo7mJYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","ConfiguredSObjectScreenResource","","","42058521496402414","LLC_BI__Review__c",""
"a0qWD00000GSghwYAD","false","Action Taken","","","a0sWD00000Xo7lXYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42058921958668226","LLC_BI__Loan__c",""
"a0qWD00000GSgRlYAL","false","Decision_Overview","","","a0sWD00000Xo7cGYAR","false","false","false","false","","true","true","false","false","false","70.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42061500075785994","LLC_BI__Loan__c",""
"a0qWD00000GSgUYYA1","false","Funding Method","","","a0sWD00000Xo7dWYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a16WD000005UIb1YAG","MappedSObjectScreenResource","","","42062774560569273","LLC_BI__Deposit__c",""
"a0qWD00000GSgRmYAL","false","Booked Details","","","a0sWD00000Xo7c3YAB","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42067444241515568","LLC_BI__Loan__c",""
"a0qWD00000GSghxYAD","false","Entity Compliance","","","a0sWD00000Xo7kmYAB","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42069363345410374","LLC_BI__Loan__c",""
"a0qWD00000GSgL8YAL","false","Exposure","","","a0sWD00000Xo7jyYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42069518347320424","LLC_BI__Product_Package__c",""
"a0qWD00000JHOB8YAP","false","DT3-Screen Section Name","","","a0sWD00000cQAM2YAO","false","false","false","false","Conditional Display Criteria - DT3","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","a0qWD00000JHOB6YAP","","ConfiguredSObjectScreenResource","","","42069811088643033","LLC_BI__Authorized_Signer__c",""
"a0qWD00000GSghyYAD","false","Secured SBL Business Location","","","a0sWD00000Xo7mCYAR","false","false","false","false","","false","false","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectListScreenResource","","","42070904951702385","Account",""
"a0qWD00000GSghzYAD","false","Secured SBL Personal Contact (Individual Other Involved)","","","a0sWD00000Xo7mDYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectListScreenResource","","","42072403551284248","Contact",""
"a0qWD00000GSgUZYA1","false","TIN - PDI-00010371","","","a0sWD00000Xo7cNYAR","false","false","false","false","","false","false","false","false","false","20.0","slide","true","false","false","false","","true","","","","","a16WD000005UIasYAG","MappedSObjectScreenResource","","","42074890001227174","Account",""
"a0qWD00000GSgi0YAD","false","Decision_Overview","","","a0sWD00000Xo7jtYAB","false","false","false","false","","true","true","false","false","false","6.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42075682705283847","LLC_BI__Loan__c",""
"a0qWD00000GSgfWYAT","false","Section - Due Within 60 Days","","","a0sWD00000Xo7jJYAR","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42078582394669861","",""
"a0qWD00000GSgUaYAL","false","Connection for Beneficial Owner OA","","","a0sWD00000Xo7daYAB","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42082757485710628","LLC_BI__Connection__c",""
"a0qWD00000GSgL9YAL","false","Agent’s Agreement and Certifications","","","a0sWD00000Xo7YaYAJ","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42084212440024140","LLC_BI__Loan__c",""
"a0qWD00000GSgLAYA1","false","SBL Shipping Address","","","a0sWD00000Xo7mFYAR","false","false","false","false","{{IF=""A""}}{{COND=""A"" FIELD=""Account.Business_Mailing_Address_Same_as_Physica__c"" IS=""No""}}{{ENDIF}}","false","false","false","false","false","40.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgj6YAD","a16WD000005UIA7YAO","MappedSObjectScreenResource","","","42086133017290999","Account",""
"a0qWD00000GSgRnYAL","false","OARL Primary Identification","","","a0sWD00000Xo7cFYAR","false","false","false","false","","false","false","false","false","false","30.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42089895662657270","Contact",""
"a0qWD00000GSgi1YAD","false","SBL Personal Role","","","a0sWD00000Xo7mEYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectListScreenResource","","","42090111542718195","LLC_BI__Connection__c",""
"a0qWD00000GSgUbYAL","false","Personal Information","","","a0sWD00000Xo7crYAB","false","false","false","false","{{IF=/""A AND B/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","1690.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgUhYAL","a16WD000005UI84YAG","MappedSObjectScreenResource","","","42090553175139461","Contact",""
"a0qWD00000GSgRoYAL","false","OARL Personal Contact (Individual)","","","a0sWD00000Xo7cFYAR","false","false","false","false","","true","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","a16WD000005UI6aYAG","MappedSObjectScreenResource","","","42091334483326552","Contact",""
"a0qWD00000GSgLBYA1","false","Borrower, Guarantor and OC Documents","","","a0sWD00000Xo7YWYAZ","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42092332690345190","LLC_BI__Loan__c",""
"a0qWD00000GSgi2YAD","false","Add Debt","","","a0sWD00000Xo7l0YAB","false","false","false","false","","true","false","false","false","false","1.0","slide","true","false","false","false","","true","","2.0","","","","MappedSObjectScreenResource","","","42093383861198265","LLC_BI__Debt__c",""
"a0qWD00000GSgi3YAD","false","Decision_Overview","","","a0sWD00000Xo7kpYAB","false","false","false","false","","true","true","false","false","false","7.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42095481766146436","LLC_BI__Loan__c",""
"a0qWD00000GSgi4YAD","false","Loan Details","","","a0sWD00000Xo7ksYAB","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","a16WD000005UIe8YAG","MappedSObjectScreenResource","","","42096228371637662","LLC_BI__Loan__c",""
"a0qWD00000GSgi5YAD","false","Expand Loan Product Package","","","a0sWD00000Xo7k0YAB","false","false","false","false","","false","true","false","false","false","4.0","slide","true","false","false","false","","false","","6.0","","","","MappedSObjectScreenResource","","","42096647977603814","LLC_BI__Legal_Entities__c",""
"a0qWD00000GSgfXYAT","false","Section - All","","","a0sWD00000Xo7jKYAR","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42098370199071387","",""
"a0qWD00000GSgUcYAL","false","Existing Customer? Hidden - Business Co-Owner Personal Info","","","a0sWD00000Xo7d7YAB","false","false","false","false","","true","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","a16WD000005UI0bYAG","MappedSObjectScreenResource","","","42099739857598602","Contact",""
"a0qWD00000GSggBYAT","false","Post Approval Facilities","","","a0sWD00000Xo7jWYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42103300439477140","LLC_BI__Loan__c",""
"a0qWD00000GSgLCYA1","false","Use of Proceeds","","","a0sWD00000Xo7VtYAJ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42106759367753604","LLC_BI__Loan__c",""
"a0qWD00000GSgi6YAD","false","Level 3 Approval","","","a0sWD00000Xo7lcYAB","false","false","false","false","","true","false","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a16WD000005UIdvYAG","MappedSObjectScreenResource","","","42107551834290554","LLC_BI__Product_Package__c",""
"a0qWD00000GSgi7YAD","false","Credit Actions New Package Details","","","a0sWD00000Xo7koYAB","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","ConfiguredSObjectScreenResource","","","42108368050431263","LLC_BI__Product_Package__c",""
"a0qWD00000GSgi8YAD","false","SBL Business Info","","","a0sWD00000Xo7mFYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectListScreenResource","","","42110087725678596","Account",""
"a0qWD00000GSgLDYA1","false","Add Debt","","","a0sWD00000Xo7WBYAZ","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42110675208361723","LLC_BI__Debt__c",""
"a0qWD00000GSgLEYA1","false","Scanner Details","","","a0sWD00000Xo7YtYAJ","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","3.0","","","","MappedSObjectHierarchyScreenResource","","","42111907433588676","LLC_BI__Treasury_Service__c",""
"a0qWD00000GSgRpYAL","false","Dep-Personal info- Ownership Percent","","","a0sWD00000Xo7crYAB","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""LLC_BI__Connection__c.Role_cm__c/"" IS=/""Beneficial Owner/""}}{{ENDIF}}","false","false","false","false","false","1800.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgS5YAL","a16WD000005UIA2YAO","MappedSObjectScreenResource","","","42113012111374632","LLC_BI__Connection__c",""
"a0qWD00000GSgLFYA1","false","Additional Required Forms","","","a0sWD00000Xo7WCYAZ","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42115574317835742","LLC_BI__Loan__c",""
"a0qWD00000GSgLGYA1","false","Refinancing Information","","","a0sWD00000Xo7YQYAZ","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42117543888359730","LLC_BI__Loan__c",""
"a0qWD00000GSgLHYA1","false","Prior Government Guaranteed Loans","","","a0sWD00000Xo7VWYAZ","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42118862782702594","LLC_BI__Loan__c",""
"a0qWD00000GSgVgYAL","false","Agriculture","","","a0sWD00000Xo7eAYAR","false","false","false","false","","false","true","false","false","false","100.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42119196020924421","LLC_BI__Loan__c",""
"a0qWD00000GSgLIYA1","false","Add Asset","","","a0sWD00000Xo7WBYAZ","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42119197028041714","nRetail__Asset__c",""
"a0qWD00000GSgi9YAD","false","Details","","","a0sWD00000Xo7k1YAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42119610765985542","Contact",""
"a0qWD00000GSgiAYAT","false","UI Collateral Record Schedule","","","a0sWD00000Xo7jjYAB","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42119708870394170","LLC_BI__Loan_Collateral2__c",""
"a0qWD00000GSgiBYAT","false","Applicants","","","a0sWD00000Xo7lKYAR","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42122234802861830","LLC_BI__Legal_Entities__c",""
"a0qWD00000GSggCYAT","false","Pricing Details","","","a0sWD00000Xo7lwYAB","false","false","false","false","","true","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42123271723334717","LLC_BI__Loan__c",""
"a0qWD00000GSgiCYAT","false","Applicant Details","","","a0sWD00000Xo7kzYAB","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","true","false","","true","","","","","","MappedSObjectScreenResource","","","42125220348533994","Contact",""
"a0qWD00000GSgiDYAT","false","Loan Compliances (HMDA Effective-2018)","","","a0sWD00000Xo7lSYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42126756948018205","LLC_BI__Loan__c",""
"a0qWD00000GSgRqYAL","false","S1","","","a0sWD00000Xo7dLYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42129083608732906","Account",""
"a0qWD00000GSgVhYAL","false","Loan Information","","","a0sWD00000Xo7e8YAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42129306293847946","LLC_BI__Loan__c",""
"a0qWD00000GSgfYYAT","false","Section - Past Due","","","a0sWD00000Xo7jJYAR","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42129785746104928","",""
"a0qWD00000GSgLJYA1","false","SBA Form 10","","","a0sWD00000Xo7VlYAJ","false","false","false","false","","true","true","false","false","false","14.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42130473809018411","LLC_BI__Loan__c",""
"a0qWD00000GSgLKYA1","false","Action Taken","","","a0sWD00000XnoKIYAZ","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42131620937672165","LLC_BI__Loan__c",""
"a0qWD00000GSgLLYA1","false","Loan Products","","","a0sWD00000Xo7YgYAJ","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","ReferenceFilteredHierarchyScreenResource","","","42133266547680866","Account",""
"a0qWD00000GSgRrYAL","false","Previous Address","","","a0sWD00000Xo7c4YAB","false","false","false","false","","true","true","false","false","false","40.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42135179756614841","Contact",""
"a0qWD00000GSgLMYA1","false","Primary Account","","","a0sWD00000Xo7YaYAJ","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42141749352467952","LLC_BI__Loan__c",""
"a0qWD00000GSgRsYAL","false","Connection for Others Involved MRF","","","a0sWD00000Xo7c5YAB","false","false","false","false","","false","false","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42146652305146599","LLC_BI__Connection__c",""
"a0qWD00000GSgRtYAL","false","Address","","","a0sWD00000Xo7c4YAB","false","false","false","false","","true","true","false","false","false","30.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42154755042456344","Contact",""
"a0qWD00000GSggDYAT","false","Bulk Edit Post Approval","","","a0sWD00000Xo7lbYAB","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42156811527327617","LLC_BI__Loan__c",""
"a0qWD00000GSgLNYA1","false","UI Related Pledged Collateral Asset Schedule","","","a0sWD00000Xo7YhYAJ","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42157569543643369","LLC_BI__Loan_Collateral2__c",""
"a0qWD00000GSgiEYAT","false","Decision_Overview","","","a0sWD00000Xo7lRYAR","false","false","false","false","","true","true","false","false","false","6.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42158490578970086","LLC_BI__Loan__c",""
"a0qWD00000GSgUdYAL","false","Loan Compliance","","","a0sWD00000Xo7ddYAB","false","false","false","false","","true","true","false","false","false","15.0","slide","true","false","false","false","","true","","","","","a16WD000005UIaiYAG","MappedSObjectScreenResource","","","42162757825735782","LLC_BI__Loan_Compliance__c",""
"a0qWD00000GSgViYAL","false","Stage and Status","","","a0sWD00000Xo7eIYAR","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42163379519285889","LLC_BI__Loan__c",""
"a0qWD00000GSgVjYAL","false","Loan Details","","","a0sWD00000Xo7dyYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42166445661534600","LLC_BI__Loan__c",""
"a0qWD00000GSgUeYAL","false","Mailing Address - Locked","","","a0sWD00000Xo7crYAB","false","false","false","false","{{IF=/""(A OR B) AND C/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{COND=/""C/"" FIELD=/""Contact.cm_Mailing_Same_as_Physical__c/"" IS=/""No/""}}{{ENDIF}}","false","false","false","false","false","1650.0","slide","true","false","false","false","","false","","","","a0qWD00000GSgUqYAL","a16WD000005UI84YAG","MappedSObjectScreenResource","","","42166612515054333","Contact",""
"a0qWD00000GSgiFYAT","false","Asset Schedule","","","a0sWD00000Xo7m5YAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42168779986426002","nRetail__Asset__c",""
"a0qWD00000GSgiGYAT","false","Details  - EO","","","a0sWD00000Xo7jrYAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42171004562563655","Contact",""
"a0qWD00000GSgiHYAT","false","Other","","","a0sWD00000Xo7lXYAR","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42173722568551682","LLC_BI__Loan__c",""
"a0qWD00000GSgiIYAT","false","Loan Products","","","a0sWD00000Xo7kEYAR","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","ReferenceFilteredHierarchyScreenResource","","","42173978708265941","Account",""
"a0qWD00000GSgLOYA1","false","SBL Contact Info - Existing Customer","","","a0sWD00000Xo7mEYAR","false","false","false","false","{{IF=""A OR B""}} {{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""1""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" IS=""Pass""}}{{ENDIF}}","false","false","false","false","false","25.0","slide","true","false","false","false","","false","","","","a0qWD00000GSgM9YAL","a16WD000005UIB1YAO","MappedSObjectScreenResource","","","42174106615144189","Contact",""
"a0qWD00000GSgLPYA1","false","SBA Form 912","","","a0sWD00000Xo7W6YAJ","false","false","false","false","","true","true","false","false","false","5.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42175519214780160","LLC_BI__Loan__c",""
"a0qWD00000GSgiJYAT","false","Package Information","","","a0sWD00000Xo7jyYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42180231544515211","LLC_BI__Product_Package__c",""
"a0qWD00000GSgLQYA1","false","Certifications and Agreements","","","a0sWD00000Xo7YWYAZ","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42182822890423877","LLC_BI__Loan__c",""
"a0qWD00000GSgiKYAT","false","Participations","","","a0sWD00000Xo7l7YAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42189721287104315","Account",""
"a0qWD00000GSgRuYAL","false","Contact for Others Involved MRF","","","a0sWD00000Xo7cPYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42190299371120616","Contact",""
"a0qWD00000GSgLRYA1","false","SBL Primary Identification - State ID","","","a0sWD00000Xo7mEYAR","false","false","false","false","{{IF=""A""}}{{COND=""A"" FIELD=""Contact.cs_Primary_ID_Type__c"" IS=""State ID""}}{{ENDIF}}","false","false","false","false","false","90.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgN4YAL","a16WD000005UI8GYAW","MappedSObjectScreenResource","","","42190771305316675","Contact",""
"a0qWD00000JHOB6YAP","false","DT1-Screen Section Name","","","a0sWD00000cQAM2YAO","false","false","false","false","Conditional Display Criteria DT1","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","a0qWD00000JHOB7YAP","","SObjectScreenResource","","","42193137957354162","Contact",""
"a0qWD00000GSgRvYAL","false","Add Asset","","","a0sWD00000Xo7cGYAR","false","false","false","false","","true","true","false","false","false","40.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42193487529003493","nRetail__Asset__c",""
"a0qWD00000GSgRwYAL","false","Interest Disposition","","","a0sWD00000Xo7chYAB","false","false","false","false","","true","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42195739363852861","LLC_BI__Deposit__c",""
"a0qWD00000GSgRxYAL","false","Connection for Others Involved MRF","","","a0sWD00000Xo7c7YAB","false","false","false","false","","false","false","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42196349756218043","LLC_BI__Connection__c",""
"a0qWD00000GSgRyYAL","false","Connection for Others Involved MRF","","","a0sWD00000Xo7cPYAR","false","false","false","false","","false","false","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42204291696112783","LLC_BI__Connection__c",""
"a0qWD00000GSgRzYAL","false","ACH Interest Information","","","a0sWD00000Xo7chYAB","false","false","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""LLC_BI__Deposit__c.LLC_BI__Interest_Payment_Method_Type__c/"" IS=/""Automatic Transfer (ACH)/""}}{{ENDIF}}","false","false","false","false","false","5.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgRwYAL","","MappedSObjectScreenResource","","","42210563823841615","LLC_BI__Deposit__c",""
"a0qWD00000GSgLSYA1","false","Application Details","","","a0sWD00000Xo7YYYAZ","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42212517916294954","LLC_BI__Loan__c",""
"a0qWD00000GSgLTYA1","false","Enhanced Fee Loan Aggregate Summary","","","a0sWD00000Xo7YkYAJ","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42214386578008389","LLC_BI__Fee_Loan_Aggregate__c",""
"a0qWD00000GSgLUYA1","false","SBL Mailing Address - Locked","","","a0sWD00000Xo7mEYAR","false","false","false","false","{{IF=""(A OR B) AND C""}}{{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""1""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" IS=""Pass""}}{{COND=""C"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}}{{ENDIF}}","false","false","false","false","false","45.0","slide","true","false","false","false","","false","","","","a0qWD00000GSgMfYAL","a16WD000005UI3iYAG","MappedSObjectScreenResource","","","42214999049766662","Contact",""
"a0qWD00000GSgVkYAL","false","Stage and Status","","","a0sWD00000Xo7eGYAR","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42218115221393366","LLC_BI__Loan__c",""
"a0qWD00000GSgVlYAL","false","Loan Details","","","a0sWD00000Xo7e6YAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42219873339312884","LLC_BI__Loan__c",""
"a0qWD00000GSgLVYA1","false","Borrowing Structure","","","a0sWD00000Xo7YlYAJ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","42221201585392729","LLC_BI__Loan__c",""
"a0qWD00000GSgVmYAL","false","Loan Details","","","a0sWD00000Xo7dqYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42221797483744759","LLC_BI__Loan__c",""
"a0qWD00000GSgLWYA1","false","Application","","","a0sWD00000Xo7WCYAZ","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42225875322597134","LLC_BI__Loan__c",""
"a0qWD00000GSgLXYA1","false","Special Programs","","","a0sWD00000Xo7VuYAJ","false","false","false","false","","true","true","false","false","false","13.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42226897204281840","LLC_BI__Loan__c",""
"a0qWD00000GSgiLYAT","false","Application Details","","","a0sWD00000Xo7lKYAR","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42227914325179779","LLC_BI__Loan__c",""
"a0qWD00000GSgiMYAT","false","Add Debt","","","a0sWD00000Xo7kHYAR","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","42228081408341778","LLC_BI__Debt__c",""
"a0qWD00000GSgiNYAT","false","SBL Personal SSN (Individual Other Involved)","","","a0sWD00000Xo7mGYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectListScreenResource","","","42230856585823188","Contact",""
"a0qWD00000GSgS0YAL","false","TestPa1","","","a0sWD00000Xo7dLYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","","42236638946990950","LLC_BI__Loan__c",""
"a0qWD00000GSgiOYAT","false","Loan Compliances (HMDA Effective-2017)","","","a0sWD00000Xo7klYAB","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","42237458710107066","LLC_BI__Loan__c",""
"a0qWD00000GSgVnYAL","false","Credit Officer","","","a0sWD00000Xo7dxYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","42239618673413998","LLC_BI__Loan__c",""
"a0qWD00000GSgiPYAT","false","Policy Exceptions","","","a0sWD00000Xo7lkYAB","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","a16WD000005UIe2YAG","MappedSObjectHierarchyScreenResource","","","42241147954126316","LLC_BI__Loan__c",""
