"Id","IsDeleted","Name","LastViewedDate","LastReferencedDate","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c"
"a0qWD00000GSgcCYAT","false","Property Location","","","a0sWD00000Xo7hHYAR","false","false","false","false","","false","false","false","false","false","30.0","slide","true","false","false","true","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000074bEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcDYAT","false","Other","","","a0sWD00000Xo7hHYAR","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000074gEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcEYAT","false","Letter of Credit","","","a0sWD00000Xo7hJYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F7500000007aqEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcFYAT","false","Letter of Credit","","","a0sWD00000Xo7hIYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","true","","0.0","","","","MappedSObjectScreenResource","","","a2F7500000007avEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcGYAT","false","Modification Reason","","","a0sWD00000Xo7hKYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007pxEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcHYAT","false","Additional Information","","","a0sWD00000Xo7fuYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007q2EAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcIYAT","false","Pricing & Payment Details","","","a0sWD00000Xo7fuYAB","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007q7EAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcJYAT","false","Application Information","","","a0sWD00000Xo7fuYAB","false","false","false","false","","false","true","false","false","false","40.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007qCEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcKYAT","false","Eligibility","","","a0sWD00000Xo7hNYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007qHEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcLYAT","false","Refinancing Information","","","a0sWD00000Xo7hPYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007qMEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcMYAT","false","Business Acquisition","","","a0sWD00000Xo7hQYAR","false","false","false","false","","false","true","false","false","false","80.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007qWEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcNYAT","false","EPCOC","","","a0sWD00000Xo7hRYAR","false","false","false","false","","false","true","false","false","false","90.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007qbEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcOYAT","false","Special Program","","","a0sWD00000Xo7hSYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007qgEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcPYAT","false","Account Info","","","a0sWD00000Xo7hTYAR","false","false","false","false","","false","true","false","false","false","110.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007qlEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcQYAT","false","Project Information","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007qmEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcRYAT","false","Modification Reason","","","a0sWD00000Xo7hLYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007qvEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcSYAT","false","Loan Program","","","a0sWD00000Xo7hSYAR","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007r5EAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcTYAT","false","Business Type","","","a0sWD00000Xo7hOYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007rAEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcUYAT","false","Modification Reason","","","a0sWD00000Xo7hMYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F7500000007rPEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcVYAT","false","Debt Refinancing","","","a0sWD00000Xo7hPYAR","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007y8EAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcWYAT","false","EWCP","","","a0sWD00000Xo7hVYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007yDEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcXYAT","false","Construction","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007yIEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcYYAT","false","Machinery and Equipment","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007ySEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcZYAT","false","Leasehold Improvements","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","40.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007yhEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcaYAD","false","Furniture and Fixtures","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","50.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007ymEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcbYAD","false","Payoff SBA Loan","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","60.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007ywEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgccYAD","false","Pay Notes Payable","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","70.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007z6EAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcdYAD","false","Pay Accounts Payable","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","80.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007zBEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgceYAD","false","Guaranty Fees","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","90.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007zGEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcfYAD","false","Other","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","100.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007zLEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcgYAD","false","Totals","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","110.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007zQEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgchYAD","false","Modifications","","","a0sWD00000Xo7hLYAR","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","true","","false","","","","","","MappedSObjectScreenResource","","","a2F7500000007zVEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgciYAD","false","Character Determination","","","a0sWD00000Xo7hUYAR","false","false","false","false","","false","true","false","false","false","120.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007zaEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcjYAD","false","Modifications","","","a0sWD00000Xo7hKYAR","false","false","false","false","","false","true","false","false","false","11.0","slide","true","false","false","true","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000007zkEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgckYAD","false","Modifications","","","a0sWD00000Xo7hMYAR","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","true","","false","","","","","","MappedSObjectScreenResource","","","a2F7500000007zpEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgclYAD","false","Post-Closing Change Memo","","","a0sWD00000Xo7hMYAR","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000080EEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcmYAD","false","Post-Closing Change Memo","","","a0sWD00000Xo7hKYAR","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F75000000080JEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcnYAD","false","Post-Closing Change Memo","","","a0sWD00000Xo7hLYAR","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F75000000080OEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcoYAD","false","Eligibility","","","a0sWD00000Xo7hWYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000081gEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcpYAD","false","Business Type","","","a0sWD00000Xo7hXYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000081lEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcqYAD","false","Refinancing Information","","","a0sWD00000Xo7hYYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000081qEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcrYAD","false","Debt Information","","","a0sWD00000Xo7hYYAR","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000081vEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcsYAD","false","Business Acquisition","","","a0sWD00000Xo7hZYAR","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000085xEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgctYAD","false","EPCOC","","","a0sWD00000Xo7haYAB","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000086REAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcuYAD","false","Account Info","","","a0sWD00000Xo7hbYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000086WEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgcvYAD","false","EWCP","","","a0sWD00000Xo7hcYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000086bEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcwYAD","false","Special Programs","","","a0sWD00000Xo7hdYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000086lEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcxYAD","false","Project Information","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000086qEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgcyYAD","false","Construction","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000870EAA","LLC_BI__Loan__c",""
"a0qWD00000GSgczYAD","false","Machinery and Equipment","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000875EAA","LLC_BI__Loan__c",""
"a0qWD00000GSgd0YAD","false","Leasehold Improvements","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","40.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000087AEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgd1YAD","false","Furniture and Fixtures","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","50.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000087BEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgd2YAD","false","Payoff SBA Loan","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","60.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000087FEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgd3YAD","false","Pay Notes Payable","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","70.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000087PEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgd4YAD","false","Pay Accounts Payable","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","80.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000087ZEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgd5YAD","false","Other","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","100.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000087aEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgd6YAD","false","Guaranty Fees","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","90.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000087eEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgd7YAD","false","Additional Information","","","a0sWD00000Xo7hAYAR","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000087fEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgd8YAD","false","Totals","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","110.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000087jEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgd9YAD","false","Character Determination","","","a0sWD00000Xo7heYAB","false","false","false","false","","false","true","false","false","false","120.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F75000000088vEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgdAYAT","false","Pricing & Payment Details","","","a0sWD00000Xo7hAYAR","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F7500000008AgEAI","LLC_BI__Loan__c",""
"a0qWD00000GSgdBYAT","false","Application Information","","","a0sWD00000Xo7hAYAR","false","false","false","false","","false","true","false","false","false","40.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F7500000008AqEAI","LLC_BI__Loan__c",""
"a0qWD00000GSgdCYAT","false","Finerv Onboarding","","","a0sWD00000Xo7hfYAB","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000008qHEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgdDYAT","false","Fiserv Onboarding","","","a0sWD00000Xo7hgYAB","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F7500000008qbEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgdEYAT","false","Construction","","","a0sWD00000Xo7glYAB","false","false","false","false","","false","true","false","false","false","40.0","slide","true","false","false","true","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000008qlEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgdFYAT","false","Boarding","","","a0sWD00000Xo7hhYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000008qvEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgdGYAT","false","Post-Closing QA","","","a0sWD00000Xo7hhYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000008r0EAA","LLC_BI__Loan__c",""
"a0qWD00000GSgdHYAT","false","Acceptance","","","a0sWD00000Xo7hiYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000009A3EAI","LLC_BI__Loan__c",""
"a0qWD00000GSgdIYAT","false","Acceptance","","","a0sWD00000Xo7hjYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F7500000009B1EAI","LLC_BI__Loan__c",""
"a0qWD00000GSgdJYAT","false","Final Review","","","a0sWD00000Xo7hkYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F7500000009LQEAY","LLC_BI__Loan__c",""
"a0qWD00000GSgdKYAT","false","Stressed Loan Modification","","","a0sWD00000Xo7hLYAR","false","false","false","false","","false","false","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000009TyEAI","LLC_BI__Loan__c",""
"a0qWD00000GSgdLYAT","false","Stressed Loan Modification","","","a0sWD00000Xo7hKYAR","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F7500000009U3EAI","LLC_BI__Loan__c",""
"a0qWD00000GSgdMYAT","false","Post-Closing QA","","","a0sWD00000Xo7hlYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F7500000009qvEAA","LLC_BI__Loan__c",""
"a0qWD00000GSgdNYAT","false","Boarding","","","a0sWD00000Xo7hlYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F7500000009sPEAQ","LLC_BI__Loan__c",""
"a0qWD00000GSgdOYAT","false","Servicing","","","a0sWD00000Xo7hmYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000A38EAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdPYAT","false","Servicing","","","a0sWD00000Xo7hnYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000A3NEAU","LLC_BI__Loan__c",""
"a0qWD00000GSgdQYAT","false","Stage and Status","","","a0sWD00000Xo7edYAB","false","false","false","false","","false","true","false","false","false","11.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000B8mEAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdRYAT","false","Stage and Status","","","a0sWD00000Xo7gSYAR","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BMbEAM","LLC_BI__Loan__c",""
"a0qWD00000GSgdSYAT","false","Stage and Status","","","a0sWD00000Xo7goYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BMcEAM","LLC_BI__Loan__c",""
"a0qWD00000GSgdTYAT","false","Stage and Status","","","a0sWD00000Xo7enYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000BMgEAM","LLC_BI__Product_Package__c",""
"a0qWD00000GSgdUYAT","false","Referral","","","a0sWD00000Xo7hoYAB","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000BblEAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdVYAT","false","Compliance Info","","","a0sWD00000Xo7hpYAB","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000BbqEAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdWYAT","false","Structure Info","","","a0sWD00000Xo7hpYAB","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000BbvEAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdXYAT","false","Seller/Partner Debt","","","a0sWD00000Xo7hqYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","10.0","","","","MappedSObjectHierarchyScreenResource","","","a2F750000000Bc0EAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdYYAT","false","SAG","","","a0sWD00000Xo7hrYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000Bc5EAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdZYAT","false","Modification Reason","","","a0sWD00000Xo7hsYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000BcAEAU","LLC_BI__Loan__c",""
"a0qWD00000GSgdaYAD","false","Modifications","","","a0sWD00000Xo7hsYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000BcFEAU","LLC_BI__Loan__c",""
"a0qWD00000GSgdbYAD","false","Stressed Loan Modification","","","a0sWD00000Xo7hsYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000BcKEAU","LLC_BI__Loan__c",""
"a0qWD00000GSgdcYAD","false","Post-Closing Change Memo","","","a0sWD00000Xo7hsYAB","false","false","false","false","","false","true","false","false","false","40.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000BcPEAU","LLC_BI__Loan__c",""
"a0qWD00000GSgddYAD","false","Final Review","","","a0sWD00000Xo7htYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000BcUEAU","LLC_BI__Loan__c",""
"a0qWD00000GSgdeYAD","false","Acceptance","","","a0sWD00000Xo7huYAB","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BcZEAU","LLC_BI__Loan__c",""
"a0qWD00000GSgdfYAD","false","Due Diligence","","","a0sWD00000Xo7hvYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BceEAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdgYAD","false","Insurance Review - To Be Completed By Insurance Specialist","","","a0sWD00000Xo7e1YAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BcjEAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdhYAD","false","Loan Summary","","","a0sWD00000Xo7hwYAB","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BckEAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdiYAD","false","Borrower Summary","","","a0sWD00000Xo7hwYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BcoEAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdjYAD","false","Deal Summary","","","a0sWD00000Xo7hwYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BctEAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdkYAD","false","Closing Review","","","a0sWD00000Xo7hxYAB","false","false","false","false","","false","true","false","false","false","31.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BcyEAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdlYAD","false","Construction","","","a0sWD00000Xo7hyYAB","false","false","false","false","","false","true","false","false","false","30.0","slide","true","false","false","true","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000Bd4EAE","LLC_BI__Loan__c",""
"a0qWD00000GSgdmYAD","false","Legal Time","","","a0sWD00000Xo7hyYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BdDEAU","LLC_BI__Loan__c",""
"a0qWD00000GSgdnYAD","false","Loan Information","","","a0sWD00000Xo7hyYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BdEEAU","LLC_BI__Loan__c",""
"a0qWD00000GSgdoYAD","false","Letter of Credit","","","a0sWD00000Xo7hzYAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2F750000000BdIEAU","LLC_BI__Loan__c",""
"a0qWD00000GSgdpYAD","false","Final Pricing","","","a0sWD00000Xo7i0YAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2F750000000BdNEAU","LLC_BI__Loan__c",""
"a0qWD00000GSgdqYAD","false","Pricing Options","","","a0sWD00000Xo7i1YAB","false","false","false","false","","false","true","false","false","false","10.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","a2F750000000BdSEAU","LLC_BI__Loan__c",""
