"Id","OwnerId","IsDeleted","Name","nFORCE__Address_Part__c","nFORCE__Alternate_Label__c","nFORCE__Autocomplete_Attribute_Value__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Value__c","nFORCE__Defined_Picklist_Values__c","nFORCE__Field_Hint__c","nFORCE__Field_Name__c","nFORCE__Filter_Criteria__c","nFORCE__Filter_Display_Name__c","nFORCE__Format_Description__c","nFORCE__Format_Enabled__c","nFORCE__Format_Expression__c","nFORCE__Format_Message__c","nFORCE__Is_Active__c","nFORCE__Is_Conditional_Lookup__c","nFORCE__Is_Editable__c","nFORCE__Is_Filter_Active__c","nFORCE__Is_Header__c","nFORCE__Is_Hidden__c","nFORCE__Is_Important__c","nFORCE__Is_Read_Only__c","nFORCE__Is_Required__c","nFORCE__Output_Expression__c","nFORCE__Route__c","nFORCE__SLDS_Column_Size__c","nFORCE__Screen_Section__c","nFORCE__Tooltip_Contents__c","nFORCE__Tooltip_Enabled__c","nFORCE__Tooltip_Text__c","nFORCE__lookupKey__c","nFORCE__sObject_Name__c"
"a0SWD000002Fme72AC","005al00000RVcKvAAL","false","FC-002002","","Is your mailing address the same as your physical address?","","","","","","cm_Mailing_Same_as_Physical__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyYYAQ","","","","false","","00271603130192869","Contact"
"a0SWD000002Fme82AC","005al00000RVcKvAAL","false","FC-002003","","Do you rent or own at your current address?","","","","","","cm_Rent_or_Own_Current_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyAYAQ","","","","false","","00651603129897217","Contact"
"a0SWD000002Fme92AC","005al00000RVcKvAAL","false","FC-002004","","ZIP","","","","","","Mailing_Zip_code_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","2.0","","","false","","00821598381727928","Contact"
"a0SWD000002FmeA2AS","005al00000RVcKvAAL","false","FC-002005","","","","","","","","LLC_BI__Home_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","","","","false","","02641598553324136","Contact"
"a0SWD000002FmeB2AS","005al00000RVcKvAAL","false","FC-002006","","","","","a1f4S000000g2cYQAQ","","","LLC_BI__Connection_Role__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","","","","false","","03521598553324137","LLC_BI__Connection__c"
"a0SWD000002FmeC2AS","005al00000RVcKvAAL","false","FC-002007","","Is your mailing address the same as your physical address?","","","","","","cm_Mailing_Same_as_Physical__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","","","","false","","03801598381727928","Contact"
"a0SWD000002FmeD2AS","005al00000RVcKvAAL","false","FC-002008","","","","","","","","cm_Passport_Number__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0rYAA","2.0","","","false","","03801666029076777","Contact"
"a0SWD000002FmeE2AS","005al00000RVcKvAAL","false","FC-002009","","","","","","","","LLC_BI__Employer_Name__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qvyGYAQ","2.0","","","false","","03891598381727932","Contact"
"a0SWD000002FmeF2AS","005al00000RVcKvAAL","false","FC-002010","","","","","","","","BirthDate","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","2.0","","","false","","04591598553324134","Contact"
"a0SWD000002Fmdf2AC","005al00000RVcKvAAL","false","FC-001974","","","","","","","","LLC_BI__Total_Direct_Exposure__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","","a0qWD00000JHNBiYAP","","false","","04891663700626156","Account"
"a0SWD000002FmeG2AS","005al00000RVcKvAAL","false","FC-002011","","Physical Address","","","","","","LLC_BI__Home_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyAYAQ","","","","false","","05671602078251634","Contact"
"a0SWD000002FmeH2AS","005al00000RVcKvAAL","false","FC-002012","","","","","Customer Reported","","","LLC_BI__Income_Source__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qvxwYAA","","","","false","","06241666029076781","LLC_BI__Income__c"
"a0SWD000002FmeI2AS","005al00000RVcKvAAL","false","FC-002013","","Physical Address","","","","","","MailingStreet","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0rYAA","","","","false","","06381666029076786","Contact"
"a0SWD000002FmeJ2AS","005al00000RVcKvAAL","false","FC-002014","","","","","","","","MobilePhone","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","2.0","","","false","","07051598553324131","Contact"
"a0SWD000002FmeK2AS","005al00000RVcKvAAL","false","FC-002015","","City","","","","","","LLC_BI__Home_City__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","","","","false","","08301598553324130","Contact"
"a0SWD000002FmeL2AS","005al00000RVcKvAAL","false","FC-002016","","","","","Rent- Reported via Online App","","","LLC_BI__Debt_Type__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qvyWYAQ","","","","false","","08991603129897219","LLC_BI__Debt__c"
"a0SWD000002FmeM2AS","005al00000RVcKvAAL","false","FC-002017","","","","","","","","LLC_BI__Product_Line__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","","a0qWD00000JHNDAYA5","","false","","09451701790671658","LLC_BI__Deposit__c"
"a0SWD000002FmeN2AS","005al00000RVcKvAAL","false","FC-002018","","","","","Monthly Rent- Reported via Online App","","","Name","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qvzpYAA","","","","false","","10101603130192870","LLC_BI__Debt__c"
"a0SWD000002FmeO2AS","005al00000RVcKvAAL","false","FC-002019","","Mobile Phone Number","","","","","","MobilePhone","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","2.0","","","false","","11111598381727933","Contact"
"a0SWD000002Fmjy2AC","005al00000RVcKvAAL","false","FC-002365","","","","","","","","Referral_Contact__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003qw3kYAA","","a0qWD00000JuTe6YAF","","false","","111234352324324","LLC_BI__Loan__c"
"a0SWD000002FmeP2AS","005al00000RVcKvAAL","false","FC-002020","","ZIP","","","","","","LLC_BI__Home_Zipcode__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","2.0","","","false","","13071598553324137","Contact"
"a0SWD000002FmeQ2AS","005al00000RVcKvAAL","false","FC-002021","","","","","","","","LLC_BI__Product_Type__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","","a0qWD00000JHNDAYA5","","false","","13071701790671659","LLC_BI__Deposit__c"
"a0SWD000002FmeR2AS","005al00000RVcKvAAL","false","FC-002022","","Are you applying with a co-applicant?","","","","","","cm_Applying_with_Co_Applicant__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw1JYAQ","","","","false","","13841603129897212","LLC_BI__Loan__c"
"a0SWD000002Fmdg2AC","005al00000RVcKvAAL","false","FC-001975","","","","","","Alimony Support|Gross Annual Income|Investment/Trust Income|Other Income|Rental Income","","LLC_BI__Income_Type__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000JHNC7YAP","","false","","14611666029076797","LLC_BI__Income__c"
"a0SWD000002FmeS2AS","005al00000RVcKvAAL","false","FC-002023","","City","","","","","","Mailing_City_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyYYAQ","","","","false","","15101603130192868","Contact"
"a0SWD000002FmeT2AS","005al00000RVcKvAAL","false","FC-002024","","Date of Birth","","","","","","BirthDate","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","2.0","","","false","","15121598381727930","Contact"
"a0SWD000002FmeU2AS","005al00000RVcKvAAL","false","FC-002025","","Physical Address","","","","","","LLC_BI__Home_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyYYAQ","","","","false","","16351603130192867","Contact"
"a0SWD000002FmeV2AS","005al00000RVcKvAAL","false","FC-002026","","","","","","","","LLC_BI__Country_of_Citizenship__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","2.0","","","false","","16681598553324136","Contact"
"a0SWD000002FmeW2AS","005al00000RVcKvAAL","false","FC-002027","","","","","Customer Reported","","","LLC_BI__Income_Source__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qvzJYAQ","","","","false","","16971603129897218","LLC_BI__Income__c"
"a0SWD000002FmeX2AS","005al00000RVcKvAAL","false","FC-002028","","ZIP","","","","","","MailingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0rYAA","2.0","","","false","","18121666029076795","Contact"
"a0SWD000002FmeY2AS","005al00000RVcKvAAL","false","FC-002029","","What industry does your business belong to?","","","","","","Industry","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyEYAQ","","","","false","","20081666029076781","Account"
"a0SWD000002FmeZ2AS","005al00000RVcKvAAL","false","FC-002030","","","","","","","","cm_State_ID_Expiration_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0rYAA","2.0","","","false","","20701666029076781","Contact"
"a0SWD000002Fmea2AC","005al00000RVcKvAAL","false","FC-002031","","ZIP","","","","","","ShippingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyEYAQ","2.0","","","false","","20781666029076776","Account"
"a0SWD000002Fmeb2AC","005al00000RVcKvAAL","false","FC-002032","","State","","","","","","BillingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyEYAQ","2.0","","","false","","21781666029076786","Account"
"a0SWD000002Fmec2AC","005al00000RVcKvAAL","false","FC-002033","","","","","","","","cm_Passport_Issue_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0rYAA","2.0","","","false","","23071666029076790","Contact"
"a0SWD000002Fmed2AC","005al00000RVcKvAAL","false","FC-002034","","Shipping Address","","","","","","ShippingStreet","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyEYAQ","","","","false","","23581666029076789","Account"
"a0SWD000002Fmee2AC","005al00000RVcKvAAL","false","FC-002035","","City","","","","","","Mailing_City_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","","","","false","","23731598381727933","Contact"
"a0SWD000002Fmef2AC","005al00000RVcKvAAL","false","FC-002036","","State","","","","","","Mailing_State_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","2.0","","","false","","25451598381727929","Contact"
"a0SWD000002Fmeg2AC","005al00000RVcKvAAL","false","FC-002037","","","","","","","","LLC_BI__Primary_ID_Issue_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","2.0","","","false","","25861598381727931","Contact"
"a0SWD000002Fmeh2AC","005al00000RVcKvAAL","false","FC-002038","","Mailing Address","","","","","","Mailing_Address_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","","","","false","","25901598553324133","Contact"
"a0SWD000002Fmei2AC","005al00000RVcKvAAL","false","FC-002039","","Are there additional business entities you need to add as Guarantors or Borrowers?","","","","","","cm_Additional_Businesses__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvy5YAA","","","","false","","26241666029076793","LLC_BI__Loan__c"
"a0SWD000002Fmej2AC","005al00000RVcKvAAL","false","FC-002040","","","","","","","","FirstName","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","2.0","","","false","","26691598553324134","Contact"
"a0SWD000002Fmek2AC","005al00000RVcKvAAL","false","FC-002041","","","","","Monthly Rent- Reported via Online App","","","Name","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qw0WYAQ","","","","false","","27361666029076784","LLC_BI__Debt__c"
"a0SWD000002Fmel2AC","005al00000RVcKvAAL","false","FC-002042","","City","","","","","","Mailing_City_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyYYAQ","","","","false","","27961602603021379","Contact"
"a0SWD000002Fmem2AC","005al00000RVcKvAAL","false","FC-002043","","","","","{{artifact}}","","","LLC_BI__Loan__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qvzpYAA","","","","false","","28291603130192869","LLC_BI__Debt__c"
"a0SWD000002Fmen2AC","005al00000RVcKvAAL","false","FC-002044","","","","","{{Contact}}","","","LLC_BI__Contact__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qw0sYAA","","","","false","","28901666029076775","LLC_BI__Debt__c"
"a0SWD000002Fmeo2AC","005al00000RVcKvAAL","false","FC-002045","","ZIP","","","","","","Mailing_Zip_code_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyYYAQ","2.0","","","false","","29291602603021380","Contact"
"a0SWD000002Fmep2AC","005al00000RVcKvAAL","false","FC-002046","","ZIP","","","","","","Mailing_Zip_code_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyAYAQ","2.0","","","false","","29851602078251662","Contact"
"a0SWD000002KF4z2AG","005al00000RVcKvAAL","false","FC-002649","","","","","","","","Referral_Company__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","","a0qWD00000JHNAlYAP","","false","","3.47623E+13","LLC_BI__Loan__c"
"a0SWD000002Fmeq2AC","005al00000RVcKvAAL","false","FC-002047","","","","","","","","cm_Driver_License_Expiration_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0rYAA","2.0","","","false","","30211666029076778","Contact"
"a0SWD000002Fmer2AC","005al00000RVcKvAAL","false","FC-002048","","City","","","","","","ShippingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyEYAQ","","","","false","","30241666029076780","Account"
"a0SWD000002Fmes2AC","005al00000RVcKvAAL","false","FC-002049","","","","","Customer Reported","","","LLC_BI__Income_Source__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qvzJYAQ","","","","false","","30481603130192863","LLC_BI__Income__c"
"a0SWD000002Fmet2AC","005al00000RVcKvAAL","false","FC-002050","","ZIP","","","","","","LLC_BI__Home_Zipcode__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","2.0","","","false","","30821598381727932","Contact"
"a0SWD000002Fmeu2AC","005al00000RVcKvAAL","false","FC-002051","","","","","{{individual}}","","","LLC_BI__Account__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qw0sYAA","","","","false","","31231666029076796","LLC_BI__Debt__c"
"a0SWD000002Fmev2AC","005al00000RVcKvAAL","false","FC-002052","","","","","Rent- Reported via Online App","","","LLC_BI__Debt_Type__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qvzpYAA","","","","false","","31311603130192872","LLC_BI__Debt__c"
"a0SWD000002Fmew2AC","005al00000RVcKvAAL","false","FC-002053","","Mailing Address","","","","","","Mailing_Address_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyYYAQ","","","","false","","31911603130192868","Contact"
"a0SWD000002Fmex2AC","005al00000RVcKvAAL","false","FC-002054","","","","","","","","cm_State_ID_Issue_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0rYAA","2.0","","","false","","32561666029076787","Contact"
"a0SWD000002Fmey2AC","005al00000RVcKvAAL","false","FC-002055","","State","","","","","","LLC_BI__Home_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyAYAQ","2.0","","","false","","32971602078251638","Contact"
"a0SWD000002Fmez2AC","005al00000RVcKvAAL","false","FC-002056","","Date of Birth","","","","","","Birthdate","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0rYAA","2.0","","","false","","33681666029076774","Contact"
"a0SWD000002Fmf02AC","005al00000RVcKvAAL","false","FC-002057","","Physical Address","","","","","","LLC_BI__Home_Address__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyYYAQ","","","","false","","34331602603021376","Contact"
"a0SWD000002Fmf12AC","005al00000RVcKvAAL","false","FC-002058","","State","","","","","","Mailing_State_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyAYAQ","2.0","","","false","","34481603129897216","Contact"
"a0SWD000002Fmf22AC","005al00000RVcKvAAL","false","FC-002059","","","","","Customer Reported","","","LLC_BI__Income_Source__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qvxwYAA","","","","false","","34611666029076770","LLC_BI__Income__c"
"a0SWD000002Fmf32AC","005al00000RVcKvAAL","false","FC-002060","","State","","","","","","LLC_BI__Home_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","2.0","","","false","","34671598553324135","Contact"
"a0SWD000002Fmjz2AC","005al00000RVcKvAAL","false","FC-002366","","","","","","","","Referral_Company__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003qvszYAA","","a0qWD00000JHNAlYAP","","false","","34762306576239","LLC_BI__Loan__c"
"a0SWD000002Fmf42AC","005al00000RVcKvAAL","false","FC-002061","","","","","","","","cm_Driver_License_Issue_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0rYAA","2.0","","","false","","35761666029076797","Contact"
"a0SWD000002Fmf52AC","005al00000RVcKvAAL","false","FC-002062","","ZIP","","","","","","BillingPostalCode","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyEYAQ","2.0","","","false","","35921666029076772","Account"
"a0SWD000002FmWD2A0","005al00000RVcKvAAL","false","FC-001512","","","","","","","","nFORCE__Field_Name__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qwGbYAI","","a0qWD00000JHNMfYAP","","false","","368ac54f-72bd-5c87-41c9-43d0c2c04e31","nFORCE__Field_Configuration__c"
"a0SWD000002Fmf62AC","005al00000RVcKvAAL","false","FC-002063","","City","","","","","","OtherCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0rYAA","","","","false","","37121666029076772","Contact"
"a0SWD000002Fmf72AC","005al00000RVcKvAAL","false","FC-002064","","","","","","","","cm_State_ID_Issuing_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0rYAA","2.0","","","false","","37231666029076785","Contact"
"a0SWD000002Fmf82AC","005al00000RVcKvAAL","false","FC-002065","","","","","{{artifact}}","","","LLC_BI__Loan__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qw0sYAA","","","","false","","37301666029076783","LLC_BI__Debt__c"
"a0SWD000002Fmf92AC","005al00000RVcKvAAL","false","FC-002066","","Mobile Phone Number","","","","","","MobilePhone","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyYYAQ","","","","false","","37681602603021376","Contact"
"a0SWD000002FmfA2AS","005al00000RVcKvAAL","false","FC-002067","","","","","{{Contact}}","","","LLC_BI__Contact__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qw0WYAQ","","","","false","","37951666029076775","LLC_BI__Debt__c"
"a0SWD000002FmfB2AS","005al00000RVcKvAAL","false","FC-002068","","Mobile Phone Number","","","","","","MobilePhone","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyAYAQ","","","","false","","39011602078251632","Contact"
"a0SWD000002FmfC2AS","005al00000RVcKvAAL","false","FC-002069","","","","","","","","LLC_BI__Primary_ID_Expiration_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","2.0","","","false","","40471598553324137","Contact"
"a0SWD000002FmfD2AS","005al00000RVcKvAAL","false","FC-002070","","Social Security Number (SSN)","","","","","","LLC_BI__Tax_Identification_Number__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyjYAA","","","","false","","41291598381727932","LLC_BI__Beneficiary__c"
"a0SWD000002FmfE2AS","005al00000RVcKvAAL","false","FC-002071","","Zip","","","","","","LLC_BI__Home_Zipcode__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyAYAQ","2.0","","","false","","41821603129897215","Contact"
"a0SWD000002Fmk02AC","005al00000RVcKvAAL","false","FC-002367","","","","","","","","cm_Referring_Vertical__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003qw1kYAA","","a0qWD00000JHNDsYAP","","false","","42005809039309821","LLC_BI__Loan__c"
"a0SWD000002Fmk12AC","005al00000RVcKvAAL","false","FC-002368","","","","","","","","cm_Referring_Loan_Officer__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003qw1kYAA","","a0qWD00000JHNDsYAP","","false","","42011403114485058","LLC_BI__Loan__c"
"a0SWD000002Fmdh2AC","005al00000RVcKvAAL","false","FC-001976","","","","","","Alimony Support|Gross Annual Income|Investment/Trust Income|Other Income|Rental Income","","LLC_BI__Income_Type__c","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000JHNAwYAP","","false","","42017678075385560","LLC_BI__Income__c"
"a0SWD000002FmfF2AS","005al00000RVcKvAAL","false","FC-002072","","State","","","","","","ShippingState","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvzjYAA","2.0","","","false","","42029879046397659","Account"
"a0SWD000002Fmln2AC","005al00000RVcKvAAL","false","FC-002478","","","","","","","","LLC_BI__HMDA_Reportable__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003qwDeYAI","","a0qWD00000JHNMaYAP","","false","","42030579773915075","LLC_BI__Loan__c"
"a0SWD000002FmfG2AS","005al00000RVcKvAAL","false","FC-002073","","Mailing Zip Code","","","","","","Mailing_Zip_code_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvz6YAA","","","","false","","42030675625400405","Contact"
"a0SWD000002FmfH2AS","005al00000RVcKvAAL","false","FC-002074","","","","","","","","cm_of_Ownership__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyZYAQ","3.0","","","false","","42043251698754216","Beneficial_Owner__c"
"a0SWD000002Fmdi2AC","005al00000RVcKvAAL","false","FC-001977","","","","","100","","","LLC_BI__Ownership_Percent__c","","","","false","","","false","false","false","false","false","true","false","false","false","","a0mWD000003qvztYAA","","a0qWD00000JHNAJYA5","","false","","42044963066399826","LLC_BI__Connection__c"
"a0SWD000002FmWE2A0","005al00000RVcKvAAL","false","FC-001513","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000JHNPoYAP","","false","","42048633114611653","LLC_BI__Legal_Entities__c"
"a0SWD000002Fmdj2AC","005al00000RVcKvAAL","false","FC-001978","","","","","","","All applicant emails must be unique and in correct email format 'name@example.com'","Email","","","","false","","","false","false","false","false","false","false","false","false","false","","","","a0qWD00000JHNAsYAP","The email address listed will be notified to log in and complete application... etc","false","","42056096975555324","Contact"
"a0SWD000002Fmk22AC","005al00000RVcKvAAL","false","FC-002369","","","","","","","","Referral_Company__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003qw1kYAA","","a0qWD00000JHNDsYAP","","false","","42059324596224584","LLC_BI__Loan__c"
"a0SWD000002FmfI2AS","005al00000RVcKvAAL","false","FC-002075","","","","","","","","cm_Driver_License_Issue_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","2.0","","","false","","42062079390615919","Contact"
"a0SWD000002FmfJ2AS","005al00000RVcKvAAL","false","FC-002076","","","","","","","","cm_Driver_License_Issuing_State__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qw0iYAA","2.0","","","false","","42062944705024908","Contact"
"a0SWD000002Fmlo2AC","005al00000RVcKvAAL","false","FC-002479","","","","","","","","LLC_BI__Reg_O_Loan__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003qwDeYAI","","a0qWD00000JHNMaYAP","","false","","42064980757766906","LLC_BI__Loan__c"
"a0SWD000002Fmdk2AC","005al00000RVcKvAAL","false","FC-001979","","","","","{{artifact}}","","","LLC_BI__Deposit__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","","a0qWD00000JHNAUYA5","","false","","42085915559474043","LLC_BI__Beneficiary__c"
"a0SWD000002FmfK2AS","005al00000RVcKvAAL","false","FC-002077","","","","","","","","cm_State_ID_Expiration_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","2.0","","","false","","42101867995863429","Contact"
"a0SWD000002FmfL2AS","005al00000RVcKvAAL","false","FC-002078","","","","","","","","LastName","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","2.0","","","false","","42103485638352626","Contact"
"a0SWD000002FmfM2AS","005al00000RVcKvAAL","false","FC-002079","","Mailing Zip Code","","","","","","Mailing_Zip_code_nCino__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvz1YAA","","","","false","","42104562907129732","Contact"
"a0SWD000002FmfN2AS","005al00000RVcKvAAL","false","FC-002080","","","","","","","","cm_Passport_Issue_Date__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","2.0","","","false","","42119686156327069","Contact"
"a0SWD000002FmfO2AS","005al00000RVcKvAAL","false","FC-002081","","Legal Entity Type","","","","","","Type","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvzjYAA","","","","false","","42122452621317299","Account"
"a0SWD000002FmfP2AS","005al00000RVcKvAAL","false","FC-002082","","","","","","","","LLC_BI__Account__c","","","","false","","","false","false","false","false","false","true","false","true","false","","","","a0qWD00000JHNCxYAP","","false","","42131868360334692","LLC_BI__Entity__r"
"a0SWD000002FmfQ2AS","005al00000RVcKvAAL","false","FC-002083","","City","","","","","","BillingCity","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvzjYAA","","","","false","","42136983569324498","Account"
"a0SWD000002FmfR2AS","005al00000RVcKvAAL","false","FC-002084","","Is this Owner also the Controlling Individual?","","","","","","Controlling_Individual__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyZYAQ","","","","false","","42138236032989596","Beneficial_Owner__c"
"a0SWD000002FmfS2AS","005al00000RVcKvAAL","false","FC-002085","","","","","","","","LLC_BI__Controlling_Individual__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyGYAQ","","","A controlling individual for beneficial ownership purposes is a single individual with significant responsibility to control, manage or direct the business. Examples include an executive officer or senior manager (Chief Executive Officer, Chief Financial Officer, Chief Operating Officer, President), or any other individual who regularly performs similar functions. One controlling individual must be identified for each legal entity customer.","true","What is this?","42140502656120424","LLC_BI__Connection__c"
"a0SWD000002Fmlp2AC","005al00000RVcKvAAL","false","FC-002480","","","","","","","","HVCRE_Reportable__c","","","","false","","","false","false","false","false","false","false","false","true","false","","a0mWD000003qwDeYAI","","a0qWD00000JuUMpYAN","","false","","42143663429075267","LLC_BI__Loan__c"
"a0SWD000002FmfT2AS","005al00000RVcKvAAL","false","FC-002086","","","","","","","","cs_Type_of_Account_ACH_Int__c","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvyMYAQ","2.0","","","false","","42144555292645515","LLC_BI__Deposit__c"
"a0SWD000002FmfU2AS","005al00000RVcKvAAL","false","FC-002087","","Business Type","","","","Association|Corporation|Limited Liability Company|Limited Partnership|Municipality|Partnership|Sole Proprietorship - Business","","Type","","","","false","","","false","false","false","false","false","false","false","false","false","","a0mWD000003qvzjYAA","","","","false","","42147191808062575","Account"
