"Id","OwnerId","IsDeleted","Name","nFORCE__Api_Key__c","nFORCE__Classification_Tag__c","nFORCE__Default_Text_Answer__c","nFORCE__Form_Type__c","nFORCE__Group__c","nFORCE__Help_Text__c","nFORCE__Is_Archived__c","nFORCE__Is_Required__c","nFORCE__Label__c","nFORCE__Maximum__c","nFORCE__Minimum__c","nFORCE__Order__c","nFORCE__Target_Answer_Field__c","nFORCE__lookupKey__c","nFORCE__Decimal_Scale__c"
"a0gWD000002Gz23YAC","005al00000RVcKvAAL","false","Q-001277","","","","Picklist","a0XWD000002hCCv2AM","","true","false","If any borrower, co-borrower, or guarantor of this loan is an employee of the bank or any affiliates, I certify I have indicated this is an ""Employee Loan"".","","","1.0","","a308c000000GIPlAAO",""
"a0gWD000002Gz24YAC","005al00000RVcKvAAL","false","Q-001278","","","","Picklist","a0XWD000002hCCv2AM","","true","false","I certify this loan has been marked as ""Reg O Reportable"".","","","2.0","","a308c000000GIPmAAO",""
"a0gWD000002Gz25YAC","005al00000RVcKvAAL","false","Q-001279","","","","Picklist","a0XWD000002hCCp2AM","","false","false","I certify that this loan has been marked HMDA Reportable and the applicable loan details have been populated.","","","4.0","","a308c000000GIPnAAO",""
"a0gWD000002Gz26YAC","005al00000RVcKvAAL","false","Q-001280","","","","Picklist","a0XWD000002hCCv2AM","","false","false","If any borrower, co-borrower, or guarantor of this loan is an employee of the bank or any affiliates, I certify I have indicated this is an ""Employee Loan"".","","","1.0","","a308c000000GIPoAAO",""
"a0gWD000002Gz27YAC","005al00000RVcKvAAL","false","Q-001281","","","","Picklist","a0XWD000002hCCv2AM","","false","false","I certify this loan has been marked as ""Reg O Reportable"".","","","2.0","","a308c000000GIPpAAO",""
"a0gWD000002Gz28YAC","005al00000RVcKvAAL","false","Q-001282","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan HMDA reportable?","","","0.0","","a308c000000GIPqAAO",""
"a0gWD000002Gz29YAC","005al00000RVcKvAAL","false","Q-001283","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan a renewal, extension or modification of a previously HMDA reportable file?","","","1.0","","a308c000000GIPrAAO",""
"a0gWD000002Gz2AYAS","005al00000RVcKvAAL","false","Q-001284","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan for business purposes?","","","2.0","","a308c000000GIPsAAO",""
"a0gWD000002Gz2BYAS","005al00000RVcKvAAL","false","Q-001285","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is the loan amount $1 Million or less?","","","3.0","","a308c000000GIPtAAO",""
"a0gWD000002Gz2CYAS","005al00000RVcKvAAL","false","Q-001286","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan an origination?","","","4.0","","a308c000000GIPuAAO",""
"a0gWD000002Gz2DYAS","005al00000RVcKvAAL","false","Q-001287","","","","Picklist","a0XWD000002hCD32AM","","false","false","I certify that this loan is CRA reportable?","","","6.0","","a308c000000GIPvAAO",""
"a0gWD000002Gz2EYAS","005al00000RVcKvAAL","false","Q-001288","","","","Picklist","a0XWD000002hCCm2AM","","false","true","Will this loan be used for construction of:","","","0.0","","a308c000000GIPwAAO",""
"a0gWD000002Gz2FYAS","005al00000RVcKvAAL","false","Q-001289","","","","Picklist","a0XWD000002hCCm2AM","","false","false","Is the LTV ratio less than or equal to the applicable maximum supervisory LTV ratio?","","","1.0","","a308c000000GIPxAAO",""
"a0gWD000002Gz2GYAS","005al00000RVcKvAAL","false","Q-001290","","","","Picklist","a0XWD000002hCCm2AM","","false","false","Has the borrower contributed capital to the project in the form of cash or unencumbered readily marketable assets (must contribute to the project) estate's appraised ""as completed"" value?","","","2.0","","a308c000000GIPyAAO",""
"a0gWD000002Gz2HYAS","005al00000RVcKvAAL","false","Q-001291","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The capital contributed by the borrower, or internally generated by the project, is contractually required to remain in the project throughout the life of the project?","","","4.0","","a308c000000GIPzAAO",""
"a0gWD000002Gz2IYAS","005al00000RVcKvAAL","false","Q-001292","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction has been indicated as a HVCRE reportable transaction?","","","5.0","","a308c000000GIQ0AAO",""
"a0gWD000002Gz2JYAS","005al00000RVcKvAAL","false","Q-001293","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual revenue?","","","0.0","","a308c000000GIQ1AAO",""
"a0gWD000002Gz2KYAS","005al00000RVcKvAAL","false","Q-001294","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual expenses?","","","1.0","","a308c000000GIQ2AAO",""
"a0gWD000002Gz2LYAS","005al00000RVcKvAAL","false","Q-001295","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do you expect to conduct international transactions?","","","2.0","","a308c000000GIQ3AAO",""
"a0gWD000002Gz2MYAS","005al00000RVcKvAAL","false","Q-001296","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How much will your business deposit in cash on a daily basis?","","","4.0","","a308c000000GIQ4AAO",""
"a0gWD000002Gz2NYAS","005al00000RVcKvAAL","false","Q-001297","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How long have you been in business?","","","5.0","","a308c000000GIQ5AAO",""
"a0gWD000002Gz2OYAS","005al00000RVcKvAAL","false","Q-001298","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What amount do you intend to maintain in this account?","","","6.0","","a308c000000GIQ6AAO",""
"a0gWD000002Gz2PYAS","005al00000RVcKvAAL","false","Q-001299","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How will you be using this account?","","","7.0","","a308c000000GIQ7AAO",""
"a0gWD000002Gz2QYAS","005al00000RVcKvAAL","false","Q-001300","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do any of the following apply to your business?","","","8.0","","a308c000000GIQ8AAO",""
"a0gWD000002Gz2RYAS","005al00000RVcKvAAL","false","Q-001301","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I ask you a few more questions to better understand your needs?","","","10.0","","a308c000000GIQ9AAO",""
"a0gWD000002Gz2SYAS","005al00000RVcKvAAL","false","Q-001302","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is the loan (not secured by residential dwelling) for the purpose of improving (repair, rehabilitation, or renovating) a residential dwelling AND the bank classified it as a home improvement loan?","","","2.0","","a308c000000GIQAAA4",""
"a0gWD000002Gz2TYAS","005al00000RVcKvAAL","false","Q-001303","","","","Picklist","a0XWD000002hCCp2AM","","false","false","I certify that this loan IS NOT HMDA Reportable.","","","5.0","","a308c000000GIQBAA4",""
"a0gWD000002Gz2UYAS","005al00000RVcKvAAL","false","Q-001304","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction is NOT HVCRE reportable","","","6.0","","a308c000000GIQCAA4",""
"a0gWD000002Gz2VYAS","005al00000RVcKvAAL","false","Q-001305","","","","Picklist","a0XWD000002hCD32AM","","false","false","I certify this loan is not CRA reportable?","","","5.0","","a308c000000GIQDAA4",""
"a0gWD000002Gz2WYAS","005al00000RVcKvAAL","false","Q-001306","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you prefer to monitor your account activity?","","","8.0","","a308c000000GIQEAA4",""
"a0gWD000002Gz2XYAS","005al00000RVcKvAAL","false","Q-001307","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically pay for purchases?","","","6.0","","a308c000000GIQFAA4",""
"a0gWD000002Gz2YYAS","005al00000RVcKvAAL","false","Q-001308","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically pay your monthly bills?","","","7.0","","a308c000000GIQGAA4",""
"a0gWD000002Gz2ZYAS","005al00000RVcKvAAL","false","Q-001309","","","","Picklist","a0XWD000002hCCr2AM","","true","false","How often do you send money out of the country?","","","0.0","","a308c000000GIQHAA4",""
"a0gWD000002Gz2aYAC","005al00000RVcKvAAL","false","Q-001310","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How much in cash are you typically depositing?","","","3.0","","a308c000000GIQIAA4",""
"a0gWD000002Gz2bYAC","005al00000RVcKvAAL","false","Q-001311","","","","Picklist","a0XWD000002hCCr2AM","","false","false","What type of automatic payments do you have coming out of your accounts?","","","5.0","","a308c000000GIQJAA4",""
"a0gWD000002Gz2cYAC","005al00000RVcKvAAL","false","Q-001312","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to move locally or relocate?","","","9.0","","a308c000000GIQKAA4",""
"a0gWD000002Gz2dYAC","005al00000RVcKvAAL","false","Q-001313","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to buy or sell any real estate?","","","10.0","","a308c000000GIQLAA4",""
"a0gWD000002Gz2eYAC","005al00000RVcKvAAL","false","Q-001314","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan reevaluate how you are planning for your retirement?","","","11.0","","a308c000000GIQMAA4",""
"a0gWD000002Gz2fYAC","005al00000RVcKvAAL","false","Q-001315","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How often do you expect to send money overseas?","","","3.0","","a308c000000GIQNAA4",""
"a0gWD000002Gz2gYAC","005al00000RVcKvAAL","false","Q-001316","","","","Picklist","a0XWD000002hCDE2A2","","true","false","How much will your business deposit in cash on a daily basis?","","","5.0","","a308c000000GIQOAA4",""
"a0gWD000002Gz2hYAC","005al00000RVcKvAAL","false","Q-001317","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Are you registered as a Money Service Business with the state in which you operate?","","","9.0","","a308c000000GIQPAA4",""
"a0gWD000002Gz2iYAC","005al00000RVcKvAAL","false","Q-001318","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I tell you more about our Treasury Services?","","","12.0","","a308c000000GIQQAA4",""
"a0gWD000002Gz2jYAC","005al00000RVcKvAAL","false","Q-001319","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What types of banking services do you typically use?","","","11.0","","a308c000000GIQRAA4",""
"a0gWD000002Gz2kYAC","005al00000RVcKvAAL","false","Q-001320","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to buy or sell any real estate?","","","14.0","","a308c000000GIQSAA4",""
"a0gWD000002Gz2lYAC","005al00000RVcKvAAL","false","Q-001321","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year, do you plan to add additional locations?","","","13.0","","a308c000000GIQTAA4",""
"a0gWD000002Gz2mYAC","005al00000RVcKvAAL","false","Q-001322","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to reevaluate retirement options for yourself or your employees?","","","15.0","","a308c000000GIQUAA4",""
"a0gWD000002Gz2nYAC","005al00000RVcKvAAL","false","Q-001323","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to purchase or refinance any business associated assets?","","","16.0","","a308c000000GIQVAA4",""
"a0gWD000002Gz2oYAC","005al00000RVcKvAAL","false","Q-001324","","","","Picklist","a0XWD000002hCD22AM","","false","false","Is any borrower, co-borrower, or guarantor company directly or indirectly controlled, sponsored, or advised by our bank?","","","0.0","","a308c000000GIQWAA4",""
"a0gWD000002Gz2pYAC","005al00000RVcKvAAL","false","Q-001325","","","","Picklist","a0XWD000002hCD22AM","","false","false","I certify that Reg W applies to this loan.","","","5.0","","a308c000000GIQXAA4",""
"a0gWD000002Gz2qYAC","005al00000RVcKvAAL","false","Q-001326","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction intend to support the purchase of assets from an affiliate?","","","2.0","","a308c000000GIQYAA4",""
"a0gWD000002Gz2rYAC","005al00000RVcKvAAL","false","Q-001327","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction contain a guarantee on behalf of an affiliate?","","","3.0","","a308c000000GIQZAA4",""
"a0gWD000002Gz2sYAC","005al00000RVcKvAAL","false","Q-001328","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction help to invest in securities issued by an affiliate?","","","1.0","","a308c000000GIQaAAO",""
"a0gWD000002Gz2tYAC","005al00000RVcKvAAL","false","Q-001329","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction utilize as collateral any securities issued by an affiliate?","","","4.0","","a308c000000GIQbAAO",""
"a0gWD000002Gz2uYAC","005al00000RVcKvAAL","false","Q-001330","","","","Text","a0XWD000002hCD22AM","","false","false","Please describe how the subject transaction is in compliance with market terms and arms length definitions as defined in Reg W.","","","6.0","","a308c000000GIQcAAO",""
"a0gWD000002Gz2vYAC","005al00000RVcKvAAL","false","Q-001331","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan a construction-only, bridge loan, or other temporary financing expected to be replaced with permanent financing?","","","3.0","","a30Ho000006ve8oIAA",""
"a0gWD000002Gz2wYAC","005al00000RVcKvAAL","false","Q-001332","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan secured by a residential dwelling including: 1-2 Family home (condominium) Manufactured housing (with or without land) Multi-family dwelling (five or more units)?","","","0.0","","a30Ho000006ve8pIAA",""
"a0gWD000002Gz2xYAC","005al00000RVcKvAAL","false","Q-001333","","","","Picklist","a0XWD000002hCCp2AM","","true","false","I certify that this loan has been marked HMDA Reportable and the applicable loan details have been populated.","","","4.0","","a30Ho000006ve8qIAA",""
"a0gWD000002Gz2yYAC","005al00000RVcKvAAL","false","Q-001334","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan purpose to purchase, improve, or refinance a dwelling?","","","1.0","","a30Ho000006ve8rIAA",""
"a0gWD000002Gz2zYAC","005al00000RVcKvAAL","false","Q-001335","","","","Picklist","a0XWD000002hCCp2AM","","true","false","Is the loan (not secured by residential dwelling) for the purpose of imporving (repair, rehabilitation, or renovating) a residential dwelling AND the bank classified it as a home improvement loan?","","","2.0","","a30Ho000006ve8sIAA",""
"a0gWD000002Gz30YAC","005al00000RVcKvAAL","false","Q-001336","","","","Picklist","a0XWD000002hCCp2AM","","true","false","I certify that this loan IS NOT HMDA Reportable.","","","4.0","","a30Ho000006ve8tIAA",""
"a0gWD000002Gz31YAC","005al00000RVcKvAAL","false","Q-001337","","","","Picklist","a0XWD000002hCCv2AM","","false","false","Is any borrower, co-borrower, or guarantor an executive officer, director, or principal shareholder of that bank, of a bank holding company of which the member bank is a subsidiary, and of any other subsidiary of that bank holding company?","","","0.0","","a30Ho000006ve8uIAA",""
"a0gWD000002Gz32YAC","005al00000RVcKvAAL","false","Q-001338","","","","Picklist","a0XWD000002hCCv2AM","","true","false","If any borrower, co-borrower, or guarantor of this loan is an employee of the bank or any affiliates, I certify I have indicated this is an ""Employee Loan"".","","","1.0","","a30Ho000006ve8vIAA",""
"a0gWD000002Gz33YAC","005al00000RVcKvAAL","false","Q-001339","","","","Picklist","a0XWD000002hCCv2AM","","true","false","I certify this loan has been marked as ""Reg O Reportable"".","","","2.0","","a30Ho000006ve8wIAA",""
"a0gWD000002Gz34YAC","005al00000RVcKvAAL","false","Q-001340","","","","Picklist","a0XWD000002hCCp2AM","","false","false","I certify that this loan has been marked HMDA Reportable and the applicable loan details have been populated.","","","4.0","","a30Ho000006ve8xIAA",""
"a0gWD000002Gz35YAC","005al00000RVcKvAAL","false","Q-001341","","","","Picklist","a0XWD000002hCCv2AM","","false","false","If any borrower, co-borrower, or guarantor of this loan is an employee of the bank or any affiliates, I certify I have indicated this is an ""Employee Loan"".","","","1.0","","a30Ho000006ve8yIAA",""
"a0gWD000002Gz36YAC","005al00000RVcKvAAL","false","Q-001342","","","","Picklist","a0XWD000002hCCv2AM","","false","false","I certify this loan has been marked as ""Reg O Reportable"".","","","2.0","","a30Ho000006ve8zIAA",""
"a0gWD000002Gz37YAC","005al00000RVcKvAAL","false","Q-001343","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan HMDA reportable?","","","0.0","","a30Ho000006ve90IAA",""
"a0gWD000002Gz38YAC","005al00000RVcKvAAL","false","Q-001344","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan a renewal, extension or modification of a previously HMDA reportable file?","","","1.0","","a30Ho000006ve91IAA",""
"a0gWD000002Gz39YAC","005al00000RVcKvAAL","false","Q-001345","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan for business purposes?","","","2.0","","a30Ho000006ve92IAA",""
"a0gWD000002Gz3AYAS","005al00000RVcKvAAL","false","Q-001346","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is the loan amount $1 Million or less?","","","3.0","","a30Ho000006ve93IAA",""
"a0gWD000002Gz3BYAS","005al00000RVcKvAAL","false","Q-001347","","","","Picklist","a0XWD000002hCD32AM","","false","false","Is this loan an origination?","","","4.0","","a30Ho000006ve94IAA",""
"a0gWD000002Gz3CYAS","005al00000RVcKvAAL","false","Q-001348","","","","Picklist","a0XWD000002hCD32AM","","false","false","I certify that this loan is CRA reportable?","","","6.0","","a30Ho000006ve95IAA",""
"a0gWD000002Gz3DYAS","005al00000RVcKvAAL","false","Q-001349","","","","Picklist","a0XWD000002hCCm2AM","","false","true","Will this loan be used for construction of:","","","0.0","","a30Ho000006ve96IAA",""
"a0gWD000002Gz3EYAS","005al00000RVcKvAAL","false","Q-001350","","","","Picklist","a0XWD000002hCCm2AM","","false","false","Is the LTV ratio less than or equal to the applicable maximum supervisory LTV ratio?","","","1.0","","a30Ho000006ve97IAA",""
"a0gWD000002Gz3FYAS","005al00000RVcKvAAL","false","Q-001351","","","","Picklist","a0XWD000002hCCm2AM","","false","false","Has the borrower contributed capital to the project in the form of cash or unencumbered readily marketable assets (must contribute to the project) estate's appraised ""as completed"" value?","","","2.0","","a30Ho000006ve98IAA",""
"a0gWD000002Gz3GYAS","005al00000RVcKvAAL","false","Q-001352","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The borrower contributed the amount of capital required, described above, prior to the bank advancing any funds under the credit facility?","","","3.0","","a30Ho000006ve99IAA",""
"a0gWD000002Gz3HYAS","005al00000RVcKvAAL","false","Q-001353","","","","Picklist","a0XWD000002hCCm2AM","","false","false","The capital contributed by the borrower, or internally generated by the project, is contractually required to remain in the project throughout the life of the project?","","","4.0","","a30Ho000006ve9AIAQ",""
"a0gWD000002Gz3IYAS","005al00000RVcKvAAL","false","Q-001354","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction has been indicated as a HVCRE reportable transaction?","","","5.0","","a30Ho000006ve9BIAQ",""
"a0gWD000002Gz3JYAS","005al00000RVcKvAAL","false","Q-001355","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual revenue?","","","0.0","","a30Ho000006ve9CIAQ",""
"a0gWD000002Gz3KYAS","005al00000RVcKvAAL","false","Q-001356","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What is your expected annual expenses?","","","1.0","","a30Ho000006ve9DIAQ",""
"a0gWD000002Gz3LYAS","005al00000RVcKvAAL","false","Q-001357","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do you expect to conduct international transactions?","","","2.0","","a30Ho000006ve9EIAQ",""
"a0gWD000002Gz3MYAS","005al00000RVcKvAAL","false","Q-001358","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How much will your business deposit in cash on a daily basis?","","","4.0","","a30Ho000006ve9FIAQ",""
"a0gWD000002Gz3NYAS","005al00000RVcKvAAL","false","Q-001359","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How long have you been in business?","","","5.0","","a30Ho000006ve9GIAQ",""
"a0gWD000002Gz3OYAS","005al00000RVcKvAAL","false","Q-001360","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What amount do you intend to maintain in this account?","","","6.0","","a30Ho000006ve9HIAQ",""
"a0gWD000002Gz3PYAS","005al00000RVcKvAAL","false","Q-001361","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How will you be using this account?","","","7.0","","a30Ho000006ve9IIAQ",""
"a0gWD000002Gz3QYAS","005al00000RVcKvAAL","false","Q-001362","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Do any of the following apply to your business?","","","8.0","","a30Ho000006ve9JIAQ",""
"a0gWD000002Gz3RYAS","005al00000RVcKvAAL","false","Q-001363","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I ask you a few more questions to better understand your needs?","","","10.0","","a30Ho000006ve9KIAQ",""
"a0gWD000002Gz3SYAS","005al00000RVcKvAAL","false","Q-001364","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is the loan (not secured by residential dwelling) for the purpose of improving (repair, rehabilitation, or renovating) a residential dwelling AND the bank classified it as a home improvement loan?","","","2.0","","a30Ho000006ve9LIAQ",""
"a0gWD000002Gz3TYAS","005al00000RVcKvAAL","false","Q-001365","","","","Picklist","a0XWD000002hCCp2AM","","false","false","I certify that this loan IS NOT HMDA Reportable.","","","5.0","","a30Ho000006ve9MIAQ",""
"a0gWD000002Gz3UYAS","005al00000RVcKvAAL","false","Q-001366","","","","Picklist","a0XWD000002hCCm2AM","","false","false","I certify this transaction is NOT HVCRE reportable","","","6.0","","a30Ho000006ve9NIAQ",""
"a0gWD000002Gz3VYAS","005al00000RVcKvAAL","false","Q-001367","","","","Picklist","a0XWD000002hCD32AM","","false","false","I certify this loan is not CRA reportable?","","","5.0","","a30Ho000006ve9OIAQ",""
"a0gWD000002Gz3WYAS","005al00000RVcKvAAL","false","Q-001368","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How often do you send money out of the country?","","","0.0","","a30Ho000006ve9PIAQ",""
"a0gWD000002Gz3XYAS","005al00000RVcKvAAL","false","Q-001369","","","","Picklist","a0XWD000002hCCr2AM","","false","false","May I ask you a few more questions to better understand your needs?","","","4.0","","a30Ho000006ve9QIAQ",""
"a0gWD000002Gz3YYAS","005al00000RVcKvAAL","false","Q-001370","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you prefer to monitor your account activity?","","","8.0","","a30Ho000006ve9RIAQ",""
"a0gWD000002Gz3ZYAS","005al00000RVcKvAAL","false","Q-001371","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically pay for purchases?","","","6.0","","a30Ho000006ve9SIAQ",""
"a0gWD000002Gz3aYAC","005al00000RVcKvAAL","false","Q-001372","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically pay your monthly bills?","","","7.0","","a30Ho000006ve9TIAQ",""
"a0gWD000002Gz3bYAC","005al00000RVcKvAAL","false","Q-001373","","","","Picklist","a0XWD000002hCCr2AM","","true","false","How often do you send money out of the country?","","","0.0","","a30Ho000006ve9UIAQ",""
"a0gWD000002Gz3cYAC","005al00000RVcKvAAL","false","Q-001374","","","","Picklist","a0XWD000002hCCr2AM","","false","false","Do you typically make cash deposits?","","","2.0","","a30Ho000006ve9VIAQ",""
"a0gWD000002Gz3dYAC","005al00000RVcKvAAL","false","Q-001375","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How much in cash are you typically depositing?","","","3.0","","a30Ho000006ve9WIAQ",""
"a0gWD000002Gz3eYAC","005al00000RVcKvAAL","false","Q-001376","","","","Picklist","a0XWD000002hCCr2AM","","false","false","How do you typically make your deposits?","","","1.0","","a30Ho000006ve9XIAQ",""
"a0gWD000002Gz3fYAC","005al00000RVcKvAAL","false","Q-001377","","","","Picklist","a0XWD000002hCCr2AM","","false","false","What type of automatic payments do you have coming out of your accounts?","","","5.0","","a30Ho000006ve9YIAQ",""
"a0gWD000002Gz3gYAC","005al00000RVcKvAAL","false","Q-001378","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to move locally or relocate?","","","9.0","","a30Ho000006ve9ZIAQ",""
"a0gWD000002Gz3hYAC","005al00000RVcKvAAL","false","Q-001379","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan to buy or sell any real estate?","","","10.0","","a30Ho000006ve9aIAA",""
"a0gWD000002Gz3iYAC","005al00000RVcKvAAL","false","Q-001380","","","","Picklist","a0XWD000002hCCr2AM","","false","false","In the next year, do you plan reevaluate how you are planning for your retirement?","","","11.0","","a30Ho000006ve9bIAA",""
"a0gWD000002Gz3jYAC","005al00000RVcKvAAL","false","Q-001381","","","","Picklist","a0XWD000002hCDE2A2","","false","false","How often do you expect to send money overseas?","","","3.0","","a30Ho000006ve9cIAA",""
"a0gWD000002Gz3kYAC","005al00000RVcKvAAL","false","Q-001382","","","","Picklist","a0XWD000002hCDE2A2","","true","false","How much will your business deposit in cash on a daily basis?","","","5.0","","a30Ho000006ve9dIAA",""
"a0gWD000002Gz3lYAC","005al00000RVcKvAAL","false","Q-001383","","","","Picklist","a0XWD000002hCDE2A2","","false","false","Are you registered as a Money Service Business with the state in which you operate?","","","9.0","","a30Ho000006ve9eIAA",""
"a0gWD000002Gz3mYAC","005al00000RVcKvAAL","false","Q-001384","","","","Picklist","a0XWD000002hCDE2A2","","false","false","May I tell you more about our Treasury Services?","","","12.0","","a30Ho000006ve9fIAA",""
"a0gWD000002Gz3nYAC","005al00000RVcKvAAL","false","Q-001385","","","","Picklist","a0XWD000002hCDE2A2","","false","false","What types of banking services do you typically use?","","","11.0","","a30Ho000006ve9gIAA",""
"a0gWD000002Gz3oYAC","005al00000RVcKvAAL","false","Q-001386","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to buy or sell any real estate?","","","14.0","","a30Ho000006ve9hIAA",""
"a0gWD000002Gz3pYAC","005al00000RVcKvAAL","false","Q-001387","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year, do you plan to add additional locations?","","","13.0","","a30Ho000006ve9iIAA",""
"a0gWD000002Gz3qYAC","005al00000RVcKvAAL","false","Q-001388","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to reevaluate retirement options for yourself or your employees?","","","15.0","","a30Ho000006ve9jIAA",""
"a0gWD000002Gz3rYAC","005al00000RVcKvAAL","false","Q-001389","","","","Picklist","a0XWD000002hCDE2A2","","false","false","In the next year do you plan to purchase or refinance any business associated assets?","","","16.0","","a30Ho000006ve9kIAA",""
"a0gWD000002Gz3sYAC","005al00000RVcKvAAL","false","Q-001390","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction contain a guarantee on behalf of an affiliate?","","","3.0","","a30Ho000006ve9lIAA",""
"a0gWD000002Gz3tYAC","005al00000RVcKvAAL","false","Q-001391","","","","Picklist","a0XWD000002hCD22AM","","false","false","Is any borrower, co-borrower, or guarantor company directly or indirectly controlled, sponsored, or advised by our bank?","","","0.0","","a30Ho000006ve9mIAA",""
"a0gWD000002Gz3uYAC","005al00000RVcKvAAL","false","Q-001392","","","","Picklist","a0XWD000002hCD22AM","","false","false","I certify that Reg W applies to this loan.","","","5.0","","a30Ho000006ve9nIAA",""
"a0gWD000002Gz3vYAC","005al00000RVcKvAAL","false","Q-001393","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction intend to support the purchase of assets from an affiliate?","","","2.0","","a30Ho000006ve9oIAA",""
"a0gWD000002Gz3wYAC","005al00000RVcKvAAL","false","Q-001394","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction help to invest in securities issued by an affiliate?","","","1.0","","a30Ho000006ve9pIAA",""
"a0gWD000002Gz3xYAC","005al00000RVcKvAAL","false","Q-001395","","","","Picklist","a0XWD000002hCD22AM","","false","false","Does this transaction utilize as collateral any securities issued by an affiliate?","","","4.0","","a30Ho000006ve9qIAA",""
"a0gWD000002Gz3yYAC","005al00000RVcKvAAL","false","Q-001396","","","","Text","a0XWD000002hCD22AM","","false","false","Please describe how the subject transaction is in compliance with market terms and arms length definitions as defined in Reg W.","","","6.0","","a30Ho000006ve9rIAA",""
"a0gWD000002Gz3zYAC","005al00000RVcKvAAL","false","Q-001397","","","","Picklist","a0XWD000002hCCp2AM","","false","false","Is this loan a construction-only, bridge loan, or other temporary financing expected to be replaced with permanent financing?","","","3.0","","a30Hu000005DZZuIAO",""
