"Id","IsDeleted","Name","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c"
"a0qal00000CdJdxAAF","false","Collateral Search Results","a0sal000004PdLSAA0","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42865362700638445","LLC_BI__Collateral__c",""
"a0qVx00000Gm4gCIAR","false","Bulk Pledge Details","a0sVx000002iIXMIA2","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","CustomSObjectListScreenResource","","42870706745356320","LLC_BI__Loan_Collateral2__c",""
"a0qal00000CdJdyAAF","false","Collateral Search Results","a0sal000004PdLcAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","4289077711468689","LLC_BI__Collateral__c",""
"a0qal00000CdJdzAAF","false","Bulk Pledge Details","a0sal000004PdLmAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","CustomSObjectListScreenResource","","42890787500455069","LLC_BI__Loan_Collateral2__c",""
"a0qal00000CdJkAAAV","false","Bulk Pledge Details","a0sal000004PdNWAA0","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","CustomSObjectListScreenResource","","42922597703739427","LLC_BI__Loan_Collateral2__c",""
"a0qal00000CdJe0AAF","false","Bulk Pledge Details","a0sal000004PdLjAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","CustomSObjectListScreenResource","","42925548671347554","LLC_BI__Loan_Collateral2__c",""
"a0qal00000CdJe1AAF","false","Collateral Search Results","a0sal000004PdLsAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42927034709879004","LLC_BI__Collateral__c",""
"a0qal00000CdJe2AAF","false","Collateral Search Results","a0sal000004PdLWAA0","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42927440148941693","LLC_BI__Collateral__c",""
"a0qal00000CdJe3AAF","false","Collateral Search Results","a0sal000004PdLeAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42931257077940933","LLC_BI__Collateral__c",""
"a0qal00000CdJe4AAF","false","Collateral Search Results","a0sal000004PdLfAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42938520474019178","LLC_BI__Collateral__c",""
"a0qal00000CdJe5AAF","false","Collateral Valuation","a0sal000004PdLmAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42942024594527494","LLC_BI__Collateral__c",""
"a0qal00000CdJe6AAF","false","Bulk Pledge Details","a0sal000004PdLWAA0","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","CustomSObjectListScreenResource","","42942025434103690","LLC_BI__Loan_Collateral2__c",""
"a0qal00000CdJe8AAF","false","Collateral Search Results","a0sal000004PdLtAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42954137051418988","LLC_BI__Collateral__c",""
"a0qVx00000Gm4ibIAB","false","Pledge Details","a0sal000004PdLcAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","true","","true","","","","MappedSObjectScreenResource","","42954666193102875","LLC_BI__Loan_Collateral2__c",""
"a0qal00000CdJe9AAF","false","Bulk Pledge Details","a0sal000004PdLrAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","CustomSObjectListScreenResource","","42960334219562572","LLC_BI__Loan_Collateral2__c",""
"a0qal00000CdJeAAAV","false","Collateral Valuation","a0sal000004PdLhAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42962545368564473","LLC_BI__Collateral__c",""
"a0qal00000CdJeBAAV","false","Collateral Valuation","a0sal000004PdLuAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42962546458428846","LLC_BI__Collateral__c",""
"a0qal00000CdJeCAAV","false","Collateral Valuation","a0sal000004PdLVAA0","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42967747533345043","LLC_BI__Collateral__c",""
"a0qal00000CdJeDAAV","false","Collateral Search Results","a0sal000004PdLkAAK","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42976588561781420","LLC_BI__Collateral__c",""
"a0qVx00000Gm4jxIAB","false","Collateral Valuation","a0sVx000002iIXfIAM","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","MappedSObjectScreenResource","","42999303671288413","LLC_BI__Collateral__c",""
"a0qVx00000Gm4kbIAB","false","3508 Review - Approved in Full","a0sVx000002iIP2IAM","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","ComparableScreenResource","","51406542060","LLC_BI__Loan__c",""
"a0qVx00000Gm4kyIAB","false","TEST_screensection-DT-276","a0sVx000002iIZXIA2","false","false","false","false","","false","false","false","false","false","105.0","slide","true","false","false","false","","false","","","a0qVx00000Gm4DoIAJ","SObjectScreenResource","","543268789132","LLC_BI__Review__c",""
