"Id","OwnerId","IsDeleted","Name","nFORCE__Category__c","nFORCE__Generator_Class__c","nFORCE__Layout_Description__c","nFORCE__Layout_Preview_Image__c","nFORCE__Visualforce_Page__c","nFORCE__lookupKey__c"
"a0bWE000001e625YAA","005al00000RVvFOAA1","false","TableLayout","","Html.Layouts.TableLayout","","","","42118223821834365"
"a0bWE000001e628YAA","005al00000RVvFOAA1","false","a2Cbn000002Vb6h","","Html.Layouts.NoLayout","","","","42120116585019477"
"a0bWE000001e629YAA","005al00000RVvFOAA1","false","TableLayout","","Html.Layouts.TableLayout","","","","42121038868915629"
"a0bWE000001e62AYAQ","005al00000RVvFOAA1","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","42121071968398104"
"a0bWE000001bbKAYAY","005al00000RVvFOAA1","false","NoLayout","","Html.Layouts.NoLayout","","","","42121105274579744"
"a0bWE000001e62BYAQ","005al00000RVvFOAA1","false","a2Cbn000002Vb6g","","Html.Layouts.NoLayout","","","","42121398336270499"
"a0bWE000001e62CYAQ","005al00000RVvFOAA1","false","NoLayout","","Html.Layouts.NoLayout","","","","42121925552001321"
"a0bWE000001bbJpYAI","005al00000RVvFOAA1","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","42122825360503074"
"a0bWE000001bbJzYAI","005al00000RVvFOAA1","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","42124524973539957"
"a0bWE000001e62FYAQ","005al00000RVvFOAA1","false","a2Cbn000002Vb78","","Html.Layouts.TableLayout","","","","42125069993049005"
"a0bWE000001e62JYAQ","005al00000RVvFOAA1","false","NoLayout","","Html.Layouts.NoLayout","","","","42126845955219114"
"a0bWE000001bbI5YAI","005al00000RVvFOAA1","false","NoLayout","","Html.Layouts.NoLayout","","","","42128384429632577"
"a0bWE000001e62OYAQ","005al00000RVvFOAA1","false","TableLayout","","Html.Layouts.TableLayout","","","","42128780304056361"
"a0bWE000001e62PYAQ","005al00000RVvFOAA1","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","42129234400875119"
"a0bWE000001e62QYAQ","005al00000RVvFOAA1","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","42129411687004277"
"a0bWE000001bbJxYAI","005al00000RVvFOAA1","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","42131145283009977"
"a0bWE000001e62XYAQ","005al00000RVvFOAA1","false","a2Cbn000002Vb26","","Html.Layouts.NoLayout","","","","42132174553340437"
"a0bWE000001bbIsYAI","005al00000RVvFOAA1","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","42132740410528679"
"a0bWE000001bbKSYAY","005al00000RVvFOAA1","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","42138412556312636"
"a0bWE000001bbKDYAY","005al00000RVvFOAA1","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","42142205537946280"
"a0bWE000001e62qYAA","005al00000RVvFOAA1","false","NoLayout","","Html.Layouts.NoLayout","","","","42142902591249498"
"a0bWE000001e62rYAA","005al00000RVvFOAA1","false","a2Cbn000002Vb78","","Html.Layouts.TableLayout","","","","42142906278495014"
"a0bWE000001e62tYAA","005al00000RVvFOAA1","false","a2Cbn000002Vb77","","Html.Layouts.TableLayout","","","","42143848440807859"
"a0bWE000001e62wYAA","005al00000RVvFOAA1","false","a2Cbn000002Vb5u","","Html.Layouts.NoLayout","","","","42144749106155151"
"a0bWE000001e62yYAA","005al00000RVvFOAA1","false","a2Cbn000002Vb78","","Html.Layouts.TableLayout","","","","42145221923760478"
"a0bWE000001e62zYAA","005al00000RVvFOAA1","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","42145399910126239"
