"Id","IsDeleted","Name","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c"
"a0qWD00000GWK3yYAH","false","Financial Analysis","a0sWD00000XpesEYAR","false","false","false","false","","false","false","false","false","false","120.0","slide","true","true","false","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKNzYQO","a02Dn0000010N79IAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK3zYAH","false","Background Analysis","a0sWD00000XpesEYAR","false","false","false","false","","false","false","false","false","false","110.0","slide","true","true","false","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKO0YQO","a02Dn0000010N7AIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK40YAH","false","Loan Team Narrative","a0sWD00000XpesEYAR","false","false","false","false","","false","false","false","false","false","71.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKO1YQO","a02Dn0000010N7BIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK41YAH","false","Third Party Report Narrative","a0sWD00000XpesEYAR","false","false","false","false","","false","false","false","false","false","81.0","slide","true","false","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKO2YQO","a02Dn0000010N7CIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ2qYAH","false","Rate Summary","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","13.0","slide","true","true","true","false","","false","","","","","a16WD000005UO4XYAW","MappedSObjectScreenResource","","","a02Dn0000010N7DIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK42YAH","false","Background Analysis","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","110.0","slide","true","true","false","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKO3YQO","a02Dn0000010N7EIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK43YAH","false","Loan Team Narrative","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","71.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKO4YQO","a02Dn0000010N7FIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ2rYAH","false","Fees","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","90.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4YYAW","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7GIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK44YAH","false","Third Party Report Narrative","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","81.0","slide","true","false","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKO5YQO","a02Dn0000010N7HIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK45YAH","false","Financial Analysis","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","120.0","slide","true","true","false","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKO6YQO","a02Dn0000010N7IIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ2sYAH","false","Summary","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","10.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4ZYAW","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7JIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK46YAH","false","Spreads Appendix","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","150.0","slide","true","false","false","false","","false","","","","","a16WD000005UNfKYAW","MappedSObjectHierarchyScreenResource","","a17WD0000BhJKO7YQO","a02Dn0000010N7KIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ2tYAH","false","Pricing Summary","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","12.0","slide","true","true","true","false","","false","","","","","a16WD000005UO4aYAG","MappedSObjectScreenResource","","","a02Dn0000010N7LIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK47YAH","false","Approval History","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","30.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKO8YQO","a02Dn0000010N7MIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ2uYAH","false","Related Exposure","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","a16WD000005UO4bYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7NIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK48YAH","false","Approval History Narrative","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","31.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKO9YQO","a02Dn0000010N7OIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK49YAH","false","Summary Narrative","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","14.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOAYQ4","a02Dn0000010N7PIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ2vYAH","false","Authorized Signer","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","21.0","slide","true","false","true","false","","false","","","","","a16WD000005UO4cYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7QIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ2wYAH","false","Borrower Structure","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","20.0","slide","true","false","false","false","","false","","","","","a16WD000005UO4dYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7RIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ2xYAH","false","Product Summary","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","11.0","slide","true","true","true","false","","false","","","","","a16WD000005UO4eYAG","MappedSObjectScreenResource","","","a02Dn0000010N7SIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4AYAX","false","Related Exposure Narrative","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","42.0","slide","true","true","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOBYQ4","a02Dn0000010N7TIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ2yYAH","false","Deposits","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","41.0","slide","true","true","true","false","","false","","","","","a16WD000005UO4fYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7UIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ2zYAH","false","Collateral Summary","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","50.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4gYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7VIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4BYAX","false","Borrower Structure Narrative","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","22.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOCYQ4","a02Dn0000010N7WIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ30YAH","false","Collateral Detail","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","51.0","slide","true","true","true","false","","false","","","","","a16WD000005UO4hYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7XIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4CYAX","false","Collateral Narrative","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","54.0","slide","true","false","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKODYQ4","a02Dn0000010N7YIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ31YAH","false","Participations","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","100.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4iYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7ZIAU","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4DYAX","false","Policy/Underwriting Exception Narrative","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","130.0","slide","true","true","false","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOEYQ4","a02Dn0000010N7aIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ32YAH","false","Covenants","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","60.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4jYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7bIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ33YAH","false","Third Party Reports","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","80.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4kYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7cIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4EYAX","false","Lender Recommendation","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","140.0","slide","true","true","false","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOFYQ4","a02Dn0000010N7dIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4FYAX","false","Fee Narrative","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","91.0","slide","true","true","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOGYQ4","a02Dn0000010N7eIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4GYAX","false","Covenant Narrative","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","61.0","slide","true","true","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOHYQ4","a02Dn0000010N7fIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4HYAX","false","Participation Narrative","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","101.0","slide","true","false","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOIYQ4","a02Dn0000010N7gIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ34YAH","false","Loan Team","a0sWD00000XpesDYAR","false","false","false","false","","false","false","false","false","false","70.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4lYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7hIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ35YAH","false","Review Details","a0sWD00000XpesCYAR","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a16WD000005UO4mYAG","MappedSObjectScreenResource","","","a02Dn0000010N7iIAE","LLC_BI__Review__c","","",""
"a0qWD00000GWJ36YAH","false","Loan Summary","a0sWD00000XpesCYAR","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","a16WD000005UO4nYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7jIAE","LLC_BI__Review__c","","",""
"a0qWD00000GWJ37YAH","false","Related Relationships","a0sWD00000XpesCYAR","false","false","false","false","","false","false","false","false","false","30.0","slide","true","false","false","false","","false","","","","","a16WD000005UO4oYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7kIAE","LLC_BI__Review__c","","",""
"a0qWD00000GWK4IYAX","false","Approval History","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOJYQ4","a02Dn0000010N7lIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ38YAH","false","Related Exposure","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","60.0","slide","true","false","false","false","","false","","","","","a16WD000005UOBQYA4","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7mIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4JYAX","false","Approval History Narrative","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","41.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOKYQ4","a02Dn0000010N7nIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4KYAX","false","Loan Summary Narrative","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","21.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOLYQ4","a02Dn0000010N7oIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ39YAH","false","Authorized Signer","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","31.0","slide","true","false","true","false","","false","","","","","a16WD000005UO4pYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7pIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3AYAX","false","Borrower Structure","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","30.0","slide","true","false","false","false","","false","","","","","a16WD000005UO4qYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7qIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3BYAX","false","Loan Summary","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","20.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4rYAG","MappedSObjectScreenResource","","","a02Dn0000010N7rIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4LYAX","false","Borrower Structure Narrative","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","32.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOMYQ4","a02Dn0000010N7sIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3CYAX","false","Collateral Summary","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","70.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4sYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7tIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4MYAX","false","Collateral Narrative","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","71.0","slide","true","false","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKONYQ4","a02Dn0000010N7uIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3DYAX","false","Participations","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","120.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4tYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7vIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4NYAX","false","Policy Exception Narrative","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","51.0","slide","true","true","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOOYQ4","a02Dn0000010N7wIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3EYAX","false","Covenants Summary","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","80.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4uYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7xIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3FYAX","false","Third Party Reports","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","100.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4vYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N7yIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4OYAX","false","Lender Recommendation","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","160.0","slide","true","true","false","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOPYQ4","a02Dn0000010N7zIAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4PYAX","false","Fee Narrative","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","111.0","slide","true","true","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOQYQ4","a02Dn0000010N80IAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4QYAX","false","Covenant Narrative","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","81.0","slide","true","true","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKORYQ4","a02Dn0000010N81IAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4RYAX","false","Participation Narrative","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","121.0","slide","true","false","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOSYQ4","a02Dn0000010N82IAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3GYAX","false","Loan Team","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","90.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4wYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N83IAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4SYAX","false","Financial Analysis","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","150.0","slide","true","true","false","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOTYQ4","a02Dn0000010N84IAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4TYAX","false","Background Analysis","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","130.0","slide","true","true","false","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOUYQ4","a02Dn0000010N85IAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4UYAX","false","Loan Team Narrative","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","91.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOVYQ4","a02Dn0000010N86IAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4VYAX","false","Product Package Narrative","a0sWD00000XpesBYAR","false","false","false","false","","false","false","false","false","false","21.0","slide","true","true","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOWYQ4","a02Dn0000010N87IAE","LLC_BI__Product_Package__c","","",""
"a0qWD00000GWJ3HYAX","false","Fees","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","110.0","slide","true","true","false","false","","false","","","","","a16WD000005UO4xYAG","MappedSObjectHierarchyScreenResource","","","a02Dn0000010N88IAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4WYAX","false","Third Party Report Narrative","a0sWD00000XpesAYAR","false","false","false","false","","false","false","false","false","false","101.0","slide","true","false","true","false","","true","","","","","","SObjectScreenResource","","a17WD0000BhJKOXYQ4","a02Dn0000010N89IAE","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3IYAX","false","Collateral Summary","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","56.0","slide","true","false","false","false","","false","","","","","a16WD000005UO4zYAG","MappedSObjectHierarchyScreenResource","","","a02Ho00001HX0toIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3JYAX","false","Collateral Description","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","57.0","slide","true","false","false","false","","false","","","","","a16WD000005UO50YAG","MappedSObjectHierarchyScreenResource","","","a02Ho00001HX0tpIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4XYAX","false","Background Analysis","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","60.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOYYQ4","a02Ho00001HX0tqIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3KYAX","false","Authorized Signers","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","true","false","","false","","","","","a16WD000005UO51YAG","SignersFScreenResource","","","a02Ho00001HX0trIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4YYAX","false","Financial Analysis","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","70.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOZYQ4","a02Ho00001HX0tsIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4ZYAX","false","Loan Pricing Narrative","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","25.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOaYQO","a02Ho00001HX0ttIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4aYAH","false","Lender Recommendation","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","100.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKObYQO","a02Ho00001HX0tuIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3LYAX","false","Covenants (Old)","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","110.0","slide","true","false","false","false","","false","","","","","a16WD000005UO52YAG","CovenantFScreenResource","","","a02Ho00001HX0tvIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4bYAH","false","Borrower Structure Narrative","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","45.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOcYQO","a02Ho00001HX0twIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4cYAH","false","Loan Covenants Narrative","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","115.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOdYQO","a02Ho00001HX0txIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3MYAX","false","Loan Collateral (Old)","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","50.0","slide","true","false","false","false","","false","","","","","a16WD000005UO53YAG","CollateralFScreenResource","","","a02Ho00001HX0tyIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4dYAH","false","Loan Collateral Narrative","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","55.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOeYQO","a02Ho00001HX0tzIAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4eYAH","false","Policy/Underwriting Exceptions","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","90.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOfYQO","a02Ho00001HX0u0IAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3NYAX","false","Loan Renewals","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","20.0","slide","true","false","true","false","","false","","","","","a16WD000005UO54YAG","LoanRenewalFScreenResource","","","a02Ho00001HX0u1IAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4fYAH","false","Debt Schedule","a0sWD00000XpesGYAR","false","false","false","false","","false","true","false","false","false","2000.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOgYQO","a02Ho00001HX0u2IAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4gYAH","false","Global Analysis","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","250.0","slide","false","false","true","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","a17WD0000BhJKOhYQO","a02Ho00001HX0u3IAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3OYAX","false","Fees","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","27.0","slide","true","false","false","false","","false","","","","","a16WD000005UO55YAG","MappedSObjectHierarchyScreenResource","","","a02Ho00001HX0u4IAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4hYAH","false","Approval History","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","120.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOiYQO","a02Ho00001HX0u5IAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4iYAH","false","Spreads Appendix","a0sWD00000XpesHYAR","false","false","false","false","","false","false","false","false","false","170.0","slide","true","false","false","false","","false","","","","","a16WD000005UNfLYAW","MappedSObjectHierarchyScreenResource","","a17WD0000BhJKOjYQO","a02Ho00001HX0u6IAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3PYAX","false","Related Exposure","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","46.0","slide","true","false","false","false","","false","","","","","a16WD000005UO56YAG","RelatedLoanListFScreenResource","","","a02Ho00001HX0u7IAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3QYAX","false","Related Deposits","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","47.0","slide","true","false","true","false","","false","","","","","a16WD000005UO57YAG","DepositFScreenResource","","","a02Ho00001HX0u8IAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWK4jYAH","false","Related Exposure Narrative","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","48.0","slide","true","false","true","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOkYQO","a02Ho00001HX0u9IAD","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3RYAX","false","Loan Pricing","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a16WD000005UO58YAG","LoanPricingFScreenResource","","","a02Ho00001HX0uAIAT","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3SYAX","false","Borrower Structure","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","30.0","slide","true","false","false","false","","false","","","","","a16WD000005UO59YAG","InvolvementsFScreenResource","","","a02Ho00001HX0uBIAT","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3TYAX","false","Covenants","a0sWD00000XpesGYAR","false","false","false","false","","false","false","false","false","false","110.0","slide","true","false","false","false","","false","","","","","a16WD000005UO5AYAW","Covenant2FScreenResource","","","a02Ho00001HX0uCIAT","LLC_BI__Loan__c","","",""
"a0qWD00000GWJ3UYAX","false","Review Details","a0sWD00000XpesIYAR","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a16WD000005UO5BYAW","MappedSObjectScreenResource","","","a02Ho00001HX0vDIAT","LLC_BI__Review__c","","",""
"a0qWD00000GWJ3VYAX","false","Loan Summary","a0sWD00000XpesIYAR","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","a16WD000005UO5CYAW","MappedSObjectHierarchyScreenResource","","","a02Ho00001HX0vEIAT","LLC_BI__Review__c","","",""
"a0qWD00000GWJ3WYAX","false","Related Relationships","a0sWD00000XpesIYAR","false","false","false","false","","false","false","false","false","false","30.0","slide","true","false","false","false","","false","","","","","a16WD000005UO5DYAW","MappedSObjectHierarchyScreenResource","","","a02Ho00001HX0vFIAT","LLC_BI__Review__c","","",""
"a0qWD00000GWK4kYAH","false","Approval History","a0sWD00000XpesHYAR","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","","SObjectScreenResource","","a17WD0000BhJKOlYQO","a02Ho00001HX0vGIAT","LLC_BI__Loan__c","","",""
