"Id","OwnerId","IsDeleted","Name","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Show_Link_To_Context_Object__c","nFORCE__lookupKey__c","nPortal__Add_Multi_Record_Display_Icon__c","nPortal__Maximum_Number_of_Records__c","nPortal__Minimum_Number_of_Records__c","nPortal__OA_Review_Multiple_Record_Entry_Label__c"
"a0sWD00000XpetCYAR","005al00000RVcKvAAL","false","Available Screen Sections","false","false","true","09873240987234590875324","","","",""
"a0sWD00000XpbKoYAJ","005al00000RVcKvAAL","false","Product Summary","false","false","true","09911567002550278","","","",""
"a0sWD00000XpbEiYAJ","005al00000RVcKvAAL","false","Change Memo","false","false","true","0F42650F61684307B53C2F05566A6A16","","","",""
"a0sWD00000XpetDYAR","005al00000RVcKvAAL","false","Loan Information","false","false","true","0b50504a-3610-e812","","","",""
"a0sWD00000XpetEYAR","005al00000RVcKvAAL","false","Collateral Owned","false","false","true","0c38cb4c-fb15-eab7","","","",""
"a0sWD00000XpetFYAR","005al00000RVcKvAAL","false","Borrowing Structure Information","false","false","true","0ea98dc7-1543-d180","","","",""
"a0sWD00000XpetGYAR","005al00000RVcKvAAL","false","Etran Review","false","false","true","1010289392874123","","","",""
"a0sWD00000XpetHYAR","005al00000RVcKvAAL","false","Secured Comm Eligibility","false","false","true","10181579293659455","","","",""
"a0sWD00000XpetIYAR","005al00000RVcKvAAL","false","Pricing","false","false","true","10411585311469500","","","",""
"a0sWD00000XpetJYAR","005al00000RVcKvAAL","false","Pricing","false","false","true","10621578346510229","","","",""
"a0sWD00000XpetKYAR","005al00000RVcKvAAL","false","SBA Express Loan Authorization","false","false","true","10691585311469510","","","",""
"a0sWD00000XpUSZYA3","005al00000RVcKvAAL","false","Narrative Booked","false","false","true","10941585604340854","","","",""
"a0sWD00000XpetLYAR","005al00000RVcKvAAL","false","Edit Equipment","false","false","true","109621646563293041","","","",""
"a0sWD00000XpbCiYAJ","005al00000RVcKvAAL","false","Adverse Actions/Counter Offers","false","false","true","11031663700624864","","","",""
"a0sWD00000XpetMYAR","005al00000RVcKvAAL","false","Loan Pledges","false","false","true","111b046f-2324-9876-801c-ebdf0f04743c","","","",""
"a0sWD00000XpetNYAR","005al00000RVcKvAAL","false","Adverse Actions","false","false","true","11381640791247587","","","",""
"a0sWD00000XpbLdYAJ","005al00000RVcKvAAL","false","Pricing Required Fields","false","false","true","11671619447514581","","","",""
"a0sWD00000XpbLfYAJ","005al00000RVcKvAAL","false","Draw History Screen","false","false","true","12061619447514587","","","",""
"a0sWD00000XpetOYAR","005al00000RVcKvAAL","false","Onboarding Conditional Screen","false","false","true","12091576590025974","","","",""
"a0sWD00000XpetPYAR","005al00000RVcKvAAL","false","EMEA Collateral Creation Screen","false","false","true","121356185612375173","","","",""
"a0sWD00000XpetQYAR","005al00000RVcKvAAL","false","EMEA Add Sub Screen","false","false","true","122901792722120281","","","",""
"a0sWD00000XpetRYAR","005al00000RVcKvAAL","false","Collateral Ownership UI","false","false","true","12341432143214","","","",""
"a0sWD00000XpetSYAR","005al00000RVcKvAAL","false","TestScreen","false","false","true","12345678","","","",""
"a0sWD00000XpetTYAR","005al00000RVcKvAAL","false","Construction Details","false","false","true","123801972398617092","","","",""
"a0sWD00000XpetUYAR","005al00000RVcKvAAL","false","Activities","false","false","true","123830498237480922","","","",""
"a0sWD00000XpetVYAR","005al00000RVcKvAAL","false","Fees","false","false","true","123980587220384039","","","",""
"a0sWD00000XpbLLYAZ","005al00000RVcKvAAL","false","HMDA Screen 1","false","false","true","12431619447514585","","","",""
"a0sWD00000XpetWYAR","005al00000RVcKvAAL","false","Lockbox - Change","false","false","true","12523624634","","","",""
"a0sWD00000XpbCjYAJ","005al00000RVcKvAAL","false","Secured RL Eligibility","false","false","true","12661602078251380","","","",""
"a0sWD00000XpetXYAR","005al00000RVcKvAAL","false","Associated Accounts","false","false","true","12761575852671843","","","",""
"a0sWD00000XpetYYAR","005al00000RVcKvAAL","false","Forgiveness Application Updates EZ","false","false","true","12893712873221230092","","","",""
"a0sWD00000XpetZYAR","005al00000RVcKvAAL","false","Deals","false","false","true","128974513578651386","","","",""
"a0sWD00000XpUSaYAN","005al00000RVcKvAAL","false","Adverse Action","false","false","true","131251514532143","","","",""
"a0sWD00000XpetaYAB","005al00000RVcKvAAL","false","Treasury","false","false","true","139865891867545516","","","",""
"a0sWD00000XpbCkYAJ","005al00000RVcKvAAL","false","Secured RL Personal (Individual Other Involved)","false","false","true","14111602603021209","","","",""
"a0sWD00000XpbEjYAJ","005al00000RVcKvAAL","false","Approved Details","false","false","true","144F7F73187E4234857D083E246F1E1B","","","",""
"a0sWD00000XpetbYAB","005al00000RVcKvAAL","false","Forgiveness Loan Detail","false","false","true","1473716","","","",""
"a0sWD00000XpetcYAB","005al00000RVcKvAAL","false","Forgiveness Loan Detail Loan","false","false","true","147371627632","","","",""
"a0sWD00000XpetdYAB","005al00000RVcKvAAL","false","Optional Demographic Information","false","false","true","147371638973793","","","",""
"a0sWD00000XpeteYAB","005al00000RVcKvAAL","false","Forgiveness Summary","false","false","true","147371683883","","","",""
"a0sWD00000XpbL6YAJ","005al00000RVcKvAAL","false","Budget Details","false","false","true","14841620937671564","","","",""
"a0sWD00000XpetfYAB","005al00000RVcKvAAL","false","Fees Summary","false","false","true","14871585311469496","","","",""
"a0sWD00000XpUSbYAN","005al00000RVcKvAAL","false","Memos Booked","false","false","true","15561585604340854","","","",""
"a0sWD00000XpUScYAN","005al00000RVcKvAAL","false","Memos","false","false","true","16221585604340856","","","",""
"a0sWD00000XpetgYAB","005al00000RVcKvAAL","false","Equipment","false","false","true","16261575852600761","","","",""
"a0sWD00000XpethYAB","005al00000RVcKvAAL","false","Equipment","false","false","true","16581575852542362","","","",""
"a0sWD00000XpetiYAB","005al00000RVcKvAAL","false","Associated Accounts","false","false","true","16721575852800820","","","",""
"a0sWD00000XpetjYAB","005al00000RVcKvAAL","false","Key Dates Approved","false","false","true","1717c4dd-4794-d223","","","",""
"a0sWD00000XpetkYAB","005al00000RVcKvAAL","false","Syndications Summary","false","false","true","17411585311469492","","","",""
"a0sWD00000XpetlYAB","005al00000RVcKvAAL","false","Associated Accounts","false","false","true","17461576590611197","","","",""
"a0sWD00000XpbClYAJ","005al00000RVcKvAAL","false","SBL Personal","false","false","true","17701666029074779","","","",""
"a0sWD00000XpbMgYAJ","005al00000RVcKvAAL","false","Loan Details","false","false","true","17781620937671564","","","",""
"a0sWD00000XpetmYAB","005al00000RVcKvAAL","false","Loans","false","false","true","17dc6810-17e8-8bd6","","","",""
"a0sWD00000XpetnYAB","005al00000RVcKvAAL","false","SBA Form 1920","false","false","true","17dfd962-d96e-924a","","","",""
"a0sWD00000XpetoYAB","005al00000RVcKvAAL","false","Onboarding","false","false","true","18621576590514261","","","",""
"a0sWD00000XpbM5YAJ","005al00000RVcKvAAL","false","Balance Details","false","false","true","18751585604340855","","","",""
"a0sWD00000XpetpYAB","005al00000RVcKvAAL","false","Rate Structure","false","false","true","18761585311469495","","","",""
"a0sWD00000XpbMAYAZ","005al00000RVcKvAAL","false","Deposit Products","false","false","true","18931562008881233","","","",""
"a0sWD00000XpetqYAB","005al00000RVcKvAAL","false","Approved Details","false","false","true","197ff365-b240-347d","","","",""
"a0sWD00000XpbLAYAZ","005al00000RVcKvAAL","false","Adverse Actions","false","false","true","19891585604340855","","","",""
"a0sWD00000XpetrYAB","005al00000RVcKvAAL","false","Annual Review","false","false","true","19951576590189623","","","",""
"a0sWD00000XpbMJYAZ","005al00000RVcKvAAL","false","Loan Dashboard Summary Screen","false","false","true","19961585604340855","","","",""
"a0sWD00000XpetsYAB","005al00000RVcKvAAL","false","Participations","false","false","true","1ab333ce-ece4-9cf1","","","",""
"a0sWD00000XpettYAB","005al00000RVcKvAAL","false","Loan Team Member Information","false","false","true","1ed427fa-e99f-593a","","","",""
"a0sWD00000XpetuYAB","005al00000RVcKvAAL","false","Compliance Info","false","false","true","1fe106d0-49a4-12a6","","","",""
"a0sWD00000XpeoPYAR","005al00000RVcKvAAL","false","Loan Credit Memo","false","false","true","2.451632678780457","","","",""
"a0sWD00000XpbLgYAJ","005al00000RVcKvAAL","false","Total Exposure Screen","false","false","true","20091562008947218","","","",""
"a0sWD00000XpbCmYAJ","005al00000RVcKvAAL","false","Supplementary Details","false","false","true","20091585311469503","","","",""
"a0sWD00000XpbCnYAJ","005al00000RVcKvAAL","false","Add Beneficial Owner OA","false","false","true","20221666029074782","","","",""
"a0sWD00000XpetvYAB","005al00000RVcKvAAL","false","Loan Application","false","false","true","20272b25-3bf1-d858","","","",""
"a0sWD00000XpetwYAB","005al00000RVcKvAAL","false","Onboarding","false","false","true","20341576590235086","","","",""
"a0sWD00000XpetxYAB","005al00000RVcKvAAL","false","Onboarding","false","false","true","20501575852671843","","","",""
"a0sWD00000XpetyYAB","005al00000RVcKvAAL","false","Onboarding Conditional Screen","false","false","true","20681576590189624","","","",""
"a0sWD00000XpetzYAB","005al00000RVcKvAAL","false","SBA Form 1920","false","false","true","20791585311469508","","","",""
"a0sWD00000Xpeu0YAB","005al00000RVcKvAAL","false","Schedule A","false","false","true","209089302872873832","","","",""
"a0sWD00000Xpeu1YAB","005al00000RVcKvAAL","false","Collateral Summary","false","false","true","21041592334965450","","","",""
"a0sWD00000Xpeu2YAB","005al00000RVcKvAAL","false","Loan Dashboard Summary Screen","false","false","true","21181578346510229","","","",""
"a0sWD00000XpbLbYAJ","005al00000RVcKvAAL","false","Third Party Reports","false","false","true","21441620937671561","","","",""
"a0sWD00000XpfShYAJ","005al00000RVcKvAAL","false","DEP Personal Info (business - sole prop)","false","false","true","21741640206777791","","","",""
"a0sWD00000Xpeu3YAB","005al00000RVcKvAAL","false","Other Information","false","false","true","219698645416511856","","","",""
"a0sWD00000Xpeu4YAB","005al00000RVcKvAAL","false","Contacts","false","false","true","21b4af07-1750-a1b5","","","",""
"a0sWD00000Xpeu5YAB","005al00000RVcKvAAL","false","Modification Category","false","false","true","22061585311469513","","","",""
"a0sWD00000XpbEkYAJ","005al00000RVcKvAAL","false","Entity Compliance Screen","false","false","true","2210644B070E4D569700756C6F054B54","","","",""
"a0sWD00000Xpeu6YAB","005al00000RVcKvAAL","false","Approved Details","false","false","true","22321575395465125","","","",""
"a0sWD00000Xpeu7YAB","005al00000RVcKvAAL","false","Authorized Administrators","false","false","true","22611576590368617","","","",""
"a0sWD00000XpfSiYAJ","005al00000RVcKvAAL","false","Consumer Loan - Personal Info (Primary Applicant)","false","false","true","22801641348179681","","","",""
"a0sWD00000Xpeu8YAB","005al00000RVcKvAAL","false","nCino UI Configuration Builder","false","false","true","230-49850-982345-0893245","","","",""
"a0sWD00000XpUSdYAN","005al00000RVcKvAAL","false","Key Dates","false","false","true","23001585604340855","","","",""
"a0sWD00000Xpeu9YAB","005al00000RVcKvAAL","false","SBL Business Info Forgive","false","false","true","23145364758","","","",""
"a0sWD00000XpfU3YAJ","005al00000RVcKvAAL","false","SBA Form 912","false","false","true","231C474204234D7F8272444770633413","","","",""
"a0sWD00000XpbElYAJ","005al00000RVcKvAAL","false","Ongoing Fees","false","false","true","23223443457734552","","","",""
"a0sWD00000XpeuAYAR","005al00000RVcKvAAL","false","Additional EZ Form Certifications","false","false","true","2328736478263123121","","","",""
"a0sWD00000XpeuBYAR","005al00000RVcKvAAL","false","Payroll Costs","false","false","true","2339238678364732721","","","",""
"a0sWD00000XpeuCYAR","005al00000RVcKvAAL","false","Narrative","false","false","true","234273948213498720","","","",""
"a0sWD00000XpeuDYAR","005al00000RVcKvAAL","false","SBL Forgiveness Details","false","false","true","234356457","","","",""
"a0sWD00000XpeuEYAR","005al00000RVcKvAAL","false","SBL Forgiveness Details New","false","false","true","2343564939357","","","",""
"a0sWD00000XpeuFYAR","005al00000RVcKvAAL","false","Covered Period & Payroll","false","false","true","23435649393571981","","","",""
"a0sWD00000XpeuGYAR","005al00000RVcKvAAL","false","SBL Forgiveness AlreadySubmitted","false","false","true","23437272756457","","","",""
"a0sWD00000XpeuHYAR","005al00000RVcKvAAL","false","SalaryAndEE","false","false","true","234678326473612","","","",""
"a0sWD00000XpbCoYAJ","005al00000RVcKvAAL","false","Loan Team Member Information","false","false","true","234892783649823492","","","",""
"a0sWD00000XpeuIYAR","005al00000RVcKvAAL","false","Approval Details","false","false","true","23611640791247590","","","",""
"a0sWD00000XpbCpYAJ","005al00000RVcKvAAL","false","Underwriting Details1","false","false","true","23681602764631366","","","",""
"a0sWD00000XpeuJYAR","005al00000RVcKvAAL","false","Enhanced Fees Management","false","false","true","23851640791247588","","","",""
"a0sWD00000XpeuKYAR","005al00000RVcKvAAL","false","Referral","false","false","true","23c4c0ca-42a0-ab98","","","",""
"a0sWD00000XpeuLYAR","005al00000RVcKvAAL","false","FI Details","false","false","true","24151fagafqf234324f","","","",""
"a0sWD00000XpeuMYAR","005al00000RVcKvAAL","false","Third Party Reports","false","false","true","24731585311469497","","","",""
"a0sWD00000XpbMvYAJ","005al00000RVcKvAAL","false","Rate & Payment Structure","false","false","true","24751619447514588","","","",""
"a0sWD00000XpeuNYAR","005al00000RVcKvAAL","false","Daily Limit Change","false","false","true","25081576590189623","","","",""
"a0sWD00000XpUSeYAN","005al00000RVcKvAAL","false","Risk Rating","false","false","true","25211620937671559","","","",""
"a0sWD00000XpbCqYAJ","005al00000RVcKvAAL","false","Qualification","false","false","true","25271585311469511","","","",""
"a0sWD00000XpfVFYAZ","005al00000RVcKvAAL","false","Balance Details Booked","false","false","true","25741585604340854","","","",""
"a0sWD00000XpbLUYAZ","005al00000RVcKvAAL","false","Enhanced Fees Management","false","false","true","25961619447514580","","","",""
"a0sWD00000XpeuOYAR","005al00000RVcKvAAL","false","Associated Accounts","false","false","true","26151575852542362","","","",""
"a0sWD00000XpeuPYAR","005al00000RVcKvAAL","false","Lockbox - Delete","false","false","true","262342342","","","",""
"a0sWD00000XpfU4YAJ","005al00000RVcKvAAL","false","SBA Form G845","false","false","true","265D2506221E427DBF4D423B5F523E6F","","","",""
"a0sWD00000XpbCrYAJ","005al00000RVcKvAAL","false","Other Expenses","false","false","true","26701666029074783","","","",""
"a0sWD00000XpbCsYAJ","005al00000RVcKvAAL","false","Approved Details","false","false","true","26911585311469497","","","",""
"a0sWD00000XpeuQYAR","005al00000RVcKvAAL","false","SBA PPP Boarding Sheet","false","false","true","26919292311469497","","","",""
"a0sWD00000XpeuRYAR","005al00000RVcKvAAL","false","PPP E-Consent","false","false","true","2726677386872","","","",""
"a0sWD00000XpbLVYAZ","005al00000RVcKvAAL","false","Guarantor Details","false","false","true","27381619447514539","","","",""
"a0sWD00000XpbN9YAJ","005al00000RVcKvAAL","false","Borrowing Structure Information","false","false","true","27381619447514580","","","",""
"a0sWD00000XpeuSYAR","005al00000RVcKvAAL","false","RL Personal","false","false","true","27521602078251383","","","",""
"a0sWD00000XpeuTYAR","005al00000RVcKvAAL","false","Associated Accounts","false","false","true","27711575853422664","","","",""
"a0sWD00000XpbLRYAZ","005al00000RVcKvAAL","false","Collateral2","false","false","true","27781619447514580","","","",""
"a0sWD00000XpeuUYAR","005al00000RVcKvAAL","false","SBL Forgiveness 3rd Party Payroll","false","false","true","27936487326233","","","",""
"a0sWD00000XpeuVYAR","005al00000RVcKvAAL","false","Onboarding","false","false","true","28341576590189623","","","",""
"a0sWD00000XpbMuYAJ","005al00000RVcKvAAL","false","Loan Details","false","false","true","28631620937671566","","","",""
"a0sWD00000XpbMfYAJ","005al00000RVcKvAAL","false","Enhanced Fees Management","false","false","true","28731620937671557","","","",""
"a0sWD00000XpbM1YAJ","005al00000RVcKvAAL","false","Loan Team Member Information","false","false","true","28761585604340855","","","",""
"a0sWD00000XpeuWYAR","005al00000RVcKvAAL","false","HMDA","false","false","true","28861592857387270","","","",""
"a0sWD00000XpeuXYAR","005al00000RVcKvAAL","false","Risk Rating Reviews","false","false","true","28c6e52c-e467-bb64","","","",""
"a0sWD00000XpbCtYAJ","005al00000RVcKvAAL","false","Enhanced Fees Management","false","false","true","29231663700624862","","","",""
"a0sWD00000XpUSfYAN","005al00000RVcKvAAL","false","Approved Details","false","false","true","29281620937671561","","","",""
"a0sWD00000XpeuYYAR","005al00000RVcKvAAL","false","Team Members","false","false","true","29531585311469496","","","",""
"a0sWD00000XpbMsYAJ","005al00000RVcKvAAL","false","Manage Budget Screen","false","false","true","29611620937671565","","","",""
"a0sWD00000XpeuZYAR","005al00000RVcKvAAL","false","Product Summary","false","false","true","29aaf9c4-0df0-0ab2","","","",""
"a0sWD00000XpeuaYAB","005al00000RVcKvAAL","false","Collateral Details","false","false","true","29b0a324-01f5-44ce","","","",""
"a0sWD00000XpfU5YAJ","005al00000RVcKvAAL","false","Change of Ownership","false","false","true","2B240A363B534000936F77304B595D4C","","","",""
"a0sWD00000XpbEmYAJ","005al00000RVcKvAAL","false","Third Party Management","false","false","true","2B2B014A53134A11A2713C6F251A0767","","","",""
"a0sWD00000XpeubYAB","005al00000RVcKvAAL","false","Key Dates - Editable","false","false","true","2b5865ca-b4e7-33f5","","","",""
"a0sWD00000XpeucYAB","005al00000RVcKvAAL","false","HMDA Screen 1","false","false","true","2ce6cdaf-5e0f-e35c","","","",""
"a0sWD00000XpeudYAB","005al00000RVcKvAAL","false","Participation","false","false","true","30341585311469492","","","",""
"a0sWD00000XpbLOYAZ","005al00000RVcKvAAL","false","Editable Fields","false","false","true","30481620937671566","","","",""
"a0sWD00000XpeueYAB","005al00000RVcKvAAL","false","Annual Review","false","false","true","30631576256669878","","","",""
"a0sWD00000XpbCuYAJ","005al00000RVcKvAAL","false","Underwriting Details1","false","false","true","31001663700624862","","","",""
"a0sWD00000XpbMxYAJ","005al00000RVcKvAAL","false","Balance Details","false","false","true","31161620937671562","","","",""
"a0sWD00000XpeufYAB","005al00000RVcKvAAL","false","Borrowing Structure Information","false","false","true","31301575395465123","","","",""
"a0sWD00000XpbMtYAJ","005al00000RVcKvAAL","false","Collateral2","false","false","true","31331620937671558","","","",""
"a0sWD00000XpeugYAB","005al00000RVcKvAAL","false","Collateral","false","false","true","313cf497-2591-b6c8","","","",""
"a0sWD00000XpUSgYAN","005al00000RVcKvAAL","false","Pricing Approved","false","false","true","31801620937671562","","","",""
"a0sWD00000XpeuhYAB","005al00000RVcKvAAL","false","Collateral12","false","false","true","32281560278867072","","","",""
"a0sWD00000XpUShYAN","005al00000RVcKvAAL","false","Collateral2","false","false","true","32281560278867079","","","",""
"a0sWD00000XpeuiYAB","005al00000RVcKvAAL","false","Collateral Ownership","false","false","true","323b016f-7767-3444-978c-ebdf0f04743c","","","",""
"a0sWD00000XpeujYAB","005al00000RVcKvAAL","false","Forgiveness Details","false","false","true","32452345182672","","","",""
"a0sWD00000XpeukYAB","005al00000RVcKvAAL","false","Loan Details","false","false","true","3245234532543","","","",""
"a0sWD00000XpeulYAB","005al00000RVcKvAAL","false","3rd Party Payroll Details","false","false","true","32459393875182672","","","",""
"a0sWD00000XpbCvYAJ","005al00000RVcKvAAL","false","Third Party Management","false","false","true","32571600720267875","","","",""
"a0sWD00000XpeumYAB","005al00000RVcKvAAL","false","EligibleForEZForm","false","false","true","327636276376323423","","","",""
"a0sWD00000XpeunYAB","005al00000RVcKvAAL","false","ReviewSubmitDeposit","false","false","false","32784779_5423_4348_B702_0A3978035931","","","",""
"a0sWD00000XpeuoYAB","005al00000RVcKvAAL","false","Missing Loan Funding Date","false","false","true","3314456450073716","","","",""
"a0sWD00000XpeupYAB","005al00000RVcKvAAL","false","Daily Limit Change","false","false","true","33171575852928002","","","",""
"a0sWD00000XpfU6YAJ","005al00000RVcKvAAL","false","SBA Form 1846","false","false","true","33197369583A441BB53C07554364354C","","","",""
"a0sWD00000XpeuqYAB","005al00000RVcKvAAL","false","Internal 3508EZ Data Entry","false","false","true","3332309320340832123","","","",""
"a0sWD00000XpeurYAB","005al00000RVcKvAAL","false","Onboarding","false","false","true","33331576590282640","","","",""
"a0sWD00000XpbEnYAJ","005al00000RVcKvAAL","false","Conditions","false","false","true","33335F031F73425B8B70461F365F7510","","","",""
"a0sWD00000XpbCwYAJ","005al00000RVcKvAAL","false","Enhanced Fees Management","false","false","true","33561585311469493","","","",""
"a0sWD00000XpUSiYAN","005al00000RVcKvAAL","false","CRA Screen","false","false","true","33681620937671563","","","",""
"a0sWD00000XpbLYYAZ","005al00000RVcKvAAL","false","Certifications","false","false","true","33961619447514579","","","",""
"a0sWD00000XpeusYAB","005al00000RVcKvAAL","false","3508 Review - Approved in Full","false","false","true","341535406464","","","",""
"a0sWD00000XpbLBYAZ","005al00000RVcKvAAL","false","Approved Details","false","false","true","34361585604340855","","","",""
"a0sWD00000XpUSjYAN","005al00000RVcKvAAL","false","SBA Boarding Sheet","false","false","true","345356742222","","","",""
"a0sWD00000XpUSkYAN","005al00000RVcKvAAL","false","Snapshot Loan","false","false","true","345356746789","","","",""
"a0sWD00000XpeutYAB","005al00000RVcKvAAL","false","Deposits - PP","false","false","true","345435435435354","","","",""
"a0sWD00000XpeuuYAB","005al00000RVcKvAAL","false","SBL OA Real Estate Screen","false","false","true","3456789643451","","","",""
"a0sWD00000XpeuvYAB","005al00000RVcKvAAL","false","Loan Products","false","false","true","34920b9d-ea65-2247","","","",""
"a0sWD00000XpeuwYAB","005al00000RVcKvAAL","false","Third Party Reports","false","false","true","34971578346510228","","","",""
"a0sWD00000XpeuxYAB","005al00000RVcKvAAL","false","Adverse Actions/Counter Offers","false","false","true","35151640791247591","","","",""
"a0sWD00000XpeuyYAB","005al00000RVcKvAAL","false","SBA Form 1920","false","false","true","3566b38d-396d-d17b","","","",""
"a0sWD00000XpeuzYAB","005al00000RVcKvAAL","false","Loan Information","false","false","true","358bd0df-ab28-202e","","","",""
"a0sWD00000XpbCxYAJ","005al00000RVcKvAAL","false","Pricing Required Fields","false","false","true","36601585311469494","","","",""
"a0sWD00000XpbLcYAJ","005al00000RVcKvAAL","false","Fees Approved","false","false","true","36611619447514582","","","",""
"a0sWD00000Xpev0YAB","005al00000RVcKvAAL","false","Onboarding","false","false","true","36631575852841140","","","",""
"a0sWD00000Xpev1YAB","005al00000RVcKvAAL","false","Memos Booked","false","false","true","36761575395465128","","","",""
