"Id","OwnerId","IsDeleted","Name","nFORCE__Api_Value__c","nFORCE__Is_Default__c","nFORCE__Label__c","nFORCE__Order__c","nFORCE__Question__c","nFORCE__lookupKey__c","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate"
"a0eWE000005K26XYAS","005al00000RVcKvAAL","false","O-002729","","false","Yes","1.0","a0gWE000001WJ7jYAG","a2t3g000000blewAAA","","","","","","",""
"a0eWE000005K26YYAS","005al00000RVcKvAAL","false","O-002730","","false","None of the above","4.0","a0gWE000001WJ7kYAG","a2t3g000000blexAAA","","","","","","",""
"a0eWE000005K26ZYAS","005al00000RVcKvAAL","false","O-002731","","false","No","2.0","a0gWE000001WJ7lYAG","a2t3g000000bleyAAA","","","","","","",""
"a0eWE000005K26aYAC","005al00000RVcKvAAL","false","O-002732","","false","No","2.0","a0gWE000001WJ7mYAG","a2t3g000000blezAAA","","","","","","",""
"a0eWE000005K26bYAC","005al00000RVcKvAAL","false","O-002733","","false","No","2.0","a0gWE000001WJ7nYAG","a2t3g000000blf0AAA","","","","","","",""
"a0eWE000005K26cYAC","005al00000RVcKvAAL","false","O-002734","","false","No","2.0","a0gWE000001WJ7oYAG","a2t3g000000blf1AAA","","","","","","",""
"a0eWE000005K26dYAC","005al00000RVcKvAAL","false","O-002735","","false","Yes, the loan is HVCRE reportable.","1.0","a0gWE000001WJ7pYAG","a2t3g000000blf2AAA","","","","","","",""
"a0eWE000005K26eYAC","005al00000RVcKvAAL","false","O-002736","","false","Less Than $3,000","1.0","a0gWE000001WJ7qYAG","a2t3g000000blf3AAA","","","","","","",""
"a0eWE000005K26fYAC","005al00000RVcKvAAL","false","O-002737","","false","Less than 1 year","1.0","a0gWE000001WJ6xYAG","a2t3g000000blf4AAA","","","","","","",""
"a0eWE000005K26gYAC","005al00000RVcKvAAL","false","O-002738","","false","Yes","1.0","a0gWE000001WJ6vYAG","a2t3g000000blf5AAA","","","","","","",""
"a0eWE000005K26hYAC","005al00000RVcKvAAL","false","O-002739","","false","1 - 3 a month","1.0","a0gWE000001WJ7rYAG","a2t3g000000blf6AAA","","","","","","",""
"a0eWE000005K26iYAC","005al00000RVcKvAAL","false","O-002740","","false","Yes","1.0","a0gWE000001WJ7dYAG","a2t3g000000blf7AAA","","","","","","",""
"a0eWE000005K26jYAC","005al00000RVcKvAAL","false","O-002741","","false","Yes","1.0","a0gWE000001WJ7fYAG","a2t3g000000blf8AAA","","","","","","",""
"a0eWE000005K26kYAC","005al00000RVcKvAAL","false","O-002742","","false","Yes","1.0","a0gWE000001WJ7gYAG","a2t3g000000blf9AAA","","","","","","",""
"a0eWE000005K26lYAC","005al00000RVcKvAAL","false","O-002743","","false","Business/Operating Expenses","1.0","a0gWE000001WJ7hYAG","a2t3g000000blfAAAQ","","","","","","",""
"a0eWE000005K26mYAC","005al00000RVcKvAAL","false","O-002744","","false","11-15","3.0","a0gWE000001WJ72YAG","a2t3g000000blfBAAQ","","","","","","",""
"a0eWE000005K26nYAC","005al00000RVcKvAAL","false","O-002745","","false","0-$5,000","1.0","a0gWE000001WJ7HYAW","a2t3g000000blfCAAQ","","","","","","",""
"a0eWE000005K26oYAC","005al00000RVcKvAAL","false","O-002746","","false","More than 15","4.0","a0gWE000001WJ72YAG","a2t3g000000blfDAAQ","","","","","","",""
"a0eWE000005K26pYAC","005al00000RVcKvAAL","false","O-002747","","false","Yes","1.0","a0gWE000001WJ6OYAW","a2t3g000000blfEAAQ","","","","","","",""
"a0eWE000005K26qYAC","005al00000RVcKvAAL","false","O-002748","","false","Yes","1.0","a0gWE000001WJ6PYAW","a2t3g000000blfFAAQ","","","","","","",""
"a0eWE000005K26rYAC","005al00000RVcKvAAL","false","O-002749","","false","No","2.0","a0gWE000001WJ6QYAW","a2t3g000000blfGAAQ","","","","","","",""
"a0eWE000005K26sYAC","005al00000RVcKvAAL","false","O-002750","","false","No","2.0","a0gWE000001WJ6RYAW","a2t3g000000blfHAAQ","","","","","","",""
"a0eWE000005K26tYAC","005al00000RVcKvAAL","false","O-002751","","false","No","2.0","a0gWE000001WJ6SYAW","a2t3g000000blfIAAQ","","","","","","",""
"a0eWE000005K26uYAC","005al00000RVcKvAAL","false","O-002752","","false","Yes","1.0","a0gWE000001WJ71YAG","a2t3g000000blfJAAQ","","","","","","",""
"a0eWE000005K26vYAC","005al00000RVcKvAAL","false","O-002753","","false","No","2.0","a0gWE000001WJ6oYAG","a2t3g000000blfKAAQ","","","","","","",""
"a0eWE000005K26wYAC","005al00000RVcKvAAL","false","O-002754","","false","No","2.0","a0gWE000001WJ6pYAG","a2t3g000000blfLAAQ","","","","","","",""
"a0eWE000005K26xYAC","005al00000RVcKvAAL","false","O-002755","","false","No","2.0","a0gWE000001WJ6qYAG","a2t3g000000blfMAAQ","","","","","","",""
"a0eWE000005K26yYAC","005al00000RVcKvAAL","false","O-002756","","false","No","2.0","a0gWE000001WJ7LYAW","a2t3g000000blfNAAQ","","","","","","",""
"a0eWE000005K26zYAC","005al00000RVcKvAAL","false","O-002757","","false","Yes","1.0","a0gWE000001WJ7vYAG","a2t3g000000blfOAAQ","","","","","","",""
"a0eWE000005K270YAC","005al00000RVcKvAAL","false","O-002758","","false","Yes","1.0","a0gWE000001WJ77YAG","a2t3g000000blfPAAQ","","","","","","",""
"a0eWE000005K271YAC","005al00000RVcKvAAL","false","O-002759","","false","Parent Company","1.0","a0gWE000001WJ7wYAG","a2t3g000000blfQAAQ","","","","","","",""
"a0eWE000005K272YAC","005al00000RVcKvAAL","false","O-002760","","false","Yes","1.0","a0gWE000001WJ7GYAW","a2t3g000000blfRAAQ","","","","","","",""
"a0eWE000005K273YAC","005al00000RVcKvAAL","false","O-002761","","false","No","2.0","a0gWE000001WJ6rYAG","a2t3g000000blfSAAQ","","","","","","",""
"a0eWE000005K274YAC","005al00000RVcKvAAL","false","O-002762","","false","Money Service Business","1.0","a0gWE000001WJ70YAG","a2t3g000000blfTAAQ","","","","","","",""
"a0eWE000005K275YAC","005al00000RVcKvAAL","false","O-002763","","false","None","5.0","a0gWE000001WJ7bYAG","a2t3g000000blfVAAQ","","","","","","",""
"a0eWE000005K276YAC","005al00000RVcKvAAL","false","O-002764","","false","Yes","1.0","a0gWE000001WJ6bYAG","a2t3g000000blfWAAQ","","","","","","",""
"a0eWE000005K277YAC","005al00000RVcKvAAL","false","O-002765","","false","Yes","1.0","a0gWE000001WJ6dYAG","a2t3g000000blfXAAQ","","","","","","",""
"a0eWE000005K278YAC","005al00000RVcKvAAL","false","O-002766","","false","Yes","1.0","a0gWE000001WJ82YAG","a2t3g000000blfYAAQ","","","","","","",""
"a0eWE000005K279YAC","005al00000RVcKvAAL","false","O-002767","","false","A 1-4 Family Residence","1.0","a0gWE000001WJ7kYAG","a2t3g000000blfZAAQ","","","","","","",""
"a0eWE000005K27AYAS","005al00000RVcKvAAL","false","O-002768","","false","A Community Development Project","2.0","a0gWE000001WJ7kYAG","a2t3g000000blfaAAA","","","","","","",""
"a0eWE000005K27BYAS","005al00000RVcKvAAL","false","O-002769","","false","Agricultural Land Purchased for Development","3.0","a0gWE000001WJ7kYAG","a2t3g000000blfbAAA","","","","","","",""
"a0eWE000005K27CYAS","005al00000RVcKvAAL","false","O-002770","","false","Yes","1.0","a0gWE000001WJ7lYAG","a2t3g000000blfcAAA","","","","","","",""
"a0eWE000005K27DYAS","005al00000RVcKvAAL","false","O-002771","","false","Yes","1.0","a0gWE000001WJ7mYAG","a2t3g000000blfdAAA","","","","","","",""
"a0eWE000005K27EYAS","005al00000RVcKvAAL","false","O-002772","","false","Yes","1.0","a0gWE000001WJ7nYAG","a2t3g000000blfeAAA","","","","","","",""
"a0eWE000005K27FYAS","005al00000RVcKvAAL","false","O-002773","","false","Yes","1.0","a0gWE000001WJ7oYAG","a2t3g000000blffAAA","","","","","","",""
"a0eWE000005K27GYAS","005al00000RVcKvAAL","false","O-002774","","false","No","2.0","a0gWE000001WJ6cYAG","a2t3g000000blfgAAA","","","","","","",""
"a0eWE000005K27HYAS","005al00000RVcKvAAL","false","O-002775","","false","No","2.0","a0gWE000001WJ82YAG","a2t3g000000blfhAAA","","","","","","",""
"a0eWE000005K27IYAS","005al00000RVcKvAAL","false","O-002776","","false","Yes","1.0","a0gWE000001WJ7sYAG","a2t3g000000blfiAAA","","","","","","",""
"a0eWE000005K27JYAS","005al00000RVcKvAAL","false","O-002777","","false","Yes","1.0","a0gWE000001WJ7BYAW","a2t3g000000blfjAAA","","","","","","",""
"a0eWE000005K27KYAS","005al00000RVcKvAAL","false","O-002778","","false","Government (local/state/federal)","2.0","a0gWE000001WJ7CYAW","a2t3g000000blfkAAA","","","","","","",""
"a0eWE000005K27LYAS","005al00000RVcKvAAL","false","O-002779","","false","Military","3.0","a0gWE000001WJ7CYAW","a2t3g000000blflAAA","","","","","","",""
"a0eWE000005K27MYAS","005al00000RVcKvAAL","false","O-002780","","false","Investment","2.0","a0gWE000001WJ7DYAW","a2t3g000000blfmAAA","","","","","","",""
"a0eWE000005K27NYAS","005al00000RVcKvAAL","false","O-002781","","false","Retirement/Pension","3.0","a0gWE000001WJ7DYAW","a2t3g000000blfnAAA","","","","","","",""
"a0eWE000005K27OYAS","005al00000RVcKvAAL","false","O-002782","","false","Government Benefits","4.0","a0gWE000001WJ7DYAW","a2t3g000000blfoAAA","","","","","","",""
"a0eWE000005K27PYAS","005al00000RVcKvAAL","false","O-002783","","false","Military Pay","5.0","a0gWE000001WJ7DYAW","a2t3g000000blfpAAA","","","","","","",""
"a0eWE000005K27QYAS","005al00000RVcKvAAL","false","O-002784","","false","$1-$25,000","1.0","a0gWE000001WJ7EYAW","a2t3g000000blfqAAA","","","","","","",""
"a0eWE000005K27RYAS","005al00000RVcKvAAL","false","O-002785","","false","$75,001-$100,000","4.0","a0gWE000001WJ7EYAW","a2t3g000000blfrAAA","","","","","","",""
"a0eWE000005K27SYAS","005al00000RVcKvAAL","false","O-002786","","false","No","2.0","a0gWE000001WJ7FYAW","a2t3g000000blfsAAA","","","","","","",""
"a0eWE000005K27TYAS","005al00000RVcKvAAL","false","O-002787","","false","Checked","1.0","a0gWE000001WJ85YAG","a2t3g000000blftAAA","","","","","","",""
"a0eWE000005K27UYAS","005al00000RVcKvAAL","false","O-002788","","false","Checked","1.0","a0gWE000001WJ86YAG","a2t3g000000blfuAAA","","","","","","",""
"a0eWE000005K27VYAS","005al00000RVcKvAAL","false","O-002789","","false","Checked","1.0","a0gWE000001WJ87YAG","a2t3g000000blfvAAA","","","","","","",""
"a0eWE000005K27WYAS","005al00000RVcKvAAL","false","O-002790","","false","Checked","1.0","a0gWE000001WJ88YAG","a2t3g000000blfwAAA","","","","","","",""
"a0eWE000005K27XYAS","005al00000RVcKvAAL","false","O-002791","","false","Yes","1.0","a0gWE000001WJ89YAG","a2t3g000000blfxAAA","","","","","","",""
"a0eWE000005K27YYAS","005al00000RVcKvAAL","false","O-002792","","false","No","2.0","a0gWE000001WJ89YAG","a2t3g000000blfyAAA","","","","","","",""
"a0eWE000005K27ZYAS","005al00000RVcKvAAL","false","O-002793","","false","Yes","1.0","a0gWE000001WJ8AYAW","a2t3g000000blfzAAA","","","","","","",""
"a0eWE000005K27aYAC","005al00000RVcKvAAL","false","O-002794","","false","No","2.0","a0gWE000001WJ8AYAW","a2t3g000000blg0AAA","","","","","","",""
"a0eWE000005K27bYAC","005al00000RVcKvAAL","false","O-002795","","false","4-7 a year","2.0","a0gWE000001WJ7MYAW","a2t3g000000blg1AAA","","","","","","",""
"a0eWE000005K27cYAC","005al00000RVcKvAAL","false","O-002796","","false","more than 7 a year","3.0","a0gWE000001WJ7MYAW","a2t3g000000blg2AAA","","","","","","",""
"a0eWE000005K27dYAC","005al00000RVcKvAAL","false","O-002797","","false","Yes","1.0","a0gWE000001WJ8BYAW","a2t3g000000blg3AAA","","","","","","",""
"a0eWE000005K27eYAC","005al00000RVcKvAAL","false","O-002798","","false","No","2.0","a0gWE000001WJ8BYAW","a2t3g000000blg4AAA","","","","","","",""
"a0eWE000005K27fYAC","005al00000RVcKvAAL","false","O-002799","","false","No","2.0","a0gWE000001WJ74YAG","a2t3g000000blg5AAA","","","","","","",""
"a0eWE000005K27gYAC","005al00000RVcKvAAL","false","O-002800","","false","Yes","1.0","a0gWE000001WJ75YAG","a2t3g000000blg6AAA","","","","","","",""
"a0eWE000005K27hYAC","005al00000RVcKvAAL","false","O-002801","","false","Yes","1.0","a0gWE000001WJ76YAG","a2t3g000000blg7AAA","","","","","","",""
"a0eWE000005K27iYAC","005al00000RVcKvAAL","false","O-002802","","false","Yes","1.0","a0gWE000001WJ78YAG","a2t3g000000blg8AAA","","","","","","",""
"a0eWE000005K27jYAC","005al00000RVcKvAAL","false","O-002803","","false","Yes","1.0","a0gWE000001WJ79YAG","a2t3g000000blg9AAA","","","","","","",""
"a0eWE000005K27kYAC","005al00000RVcKvAAL","false","O-002804","","false","No","2.0","a0gWE000001WJ7NYAW","a2t3g000000blgAAAQ","","","","","","",""
"a0eWE000005K27lYAC","005al00000RVcKvAAL","false","O-002805","","false","Yes","1.0","a0gWE000001WJ8CYAW","a2t3g000000blgBAAQ","","","","","","",""
"a0eWE000005K27mYAC","005al00000RVcKvAAL","false","O-002806","","false","No","2.0","a0gWE000001WJ8CYAW","a2t3g000000blgCAAQ","","","","","","",""
"a0eWE000005K27nYAC","005al00000RVcKvAAL","false","O-002807","","false","0-1","1.0","a0gWE000001WJ8DYAW","a2t3g000000blgDAAQ","","","","","","",""
"a0eWE000005K27oYAC","005al00000RVcKvAAL","false","O-002808","","false","2-4","2.0","a0gWE000001WJ8DYAW","a2t3g000000blgEAAQ","","","","","","",""
"a0eWE000005K27pYAC","005al00000RVcKvAAL","false","O-002809","","false","5+","3.0","a0gWE000001WJ8DYAW","a2t3g000000blgFAAQ","","","","","","",""
"a0eWE000005K27qYAC","005al00000RVcKvAAL","false","O-002810","","false","Yes","1.0","a0gWE000001WJ8EYAW","a2t3g000000blgGAAQ","","","","","","",""
"a0eWE000005K27rYAC","005al00000RVcKvAAL","false","O-002811","","false","No","2.0","a0gWE000001WJ8EYAW","a2t3g000000blgHAAQ","","","","","","",""
"a0eWE000005K27sYAC","005al00000RVcKvAAL","false","O-002812","","false","Yes","1.0","a0gWE000001WJ8FYAW","a2t3g000000blgIAAQ","","","","","","",""
"a0eWE000005K27tYAC","005al00000RVcKvAAL","false","O-002813","","false","No","2.0","a0gWE000001WJ8FYAW","a2t3g000000blgJAAQ","","","","","","",""
"a0eWE000005K27uYAC","005al00000RVcKvAAL","false","O-002814","","false","Yes","1.0","a0gWE000001WJ7KYAW","a2t3g000000blgKAAQ","","","","","","",""
"a0eWE000005K27vYAC","005al00000RVcKvAAL","false","O-002815","","false","Afghanistan","1.0","a0gWE000001WJ7OYAW","a2t3g000000blgLAAQ","","","","","","",""
"a0eWE000005K27wYAC","005al00000RVcKvAAL","false","O-002816","","false","Albania","2.0","a0gWE000001WJ7OYAW","a2t3g000000blgMAAQ","","","","","","",""
"a0eWE000005K27xYAC","005al00000RVcKvAAL","false","O-002817","","false","Algeria","3.0","a0gWE000001WJ7OYAW","a2t3g000000blgNAAQ","","","","","","",""
"a0eWE000005K27yYAC","005al00000RVcKvAAL","false","O-002818","","false","Andorra","4.0","a0gWE000001WJ7OYAW","a2t3g000000blgOAAQ","","","","","","",""
"a0eWE000005K27zYAC","005al00000RVcKvAAL","false","O-002819","","false","Angola","5.0","a0gWE000001WJ7OYAW","a2t3g000000blgPAAQ","","","","","","",""
"a0eWE000005K280YAC","005al00000RVcKvAAL","false","O-002820","","false","Anguilla","6.0","a0gWE000001WJ7OYAW","a2t3g000000blgQAAQ","","","","","","",""
"a0eWE000005K281YAC","005al00000RVcKvAAL","false","O-002821","","false","Antigua & Barbuda","7.0","a0gWE000001WJ7OYAW","a2t3g000000blgRAAQ","","","","","","",""
"a0eWE000005K282YAC","005al00000RVcKvAAL","false","O-002822","","false","Argentina","8.0","a0gWE000001WJ7OYAW","a2t3g000000blgSAAQ","","","","","","",""
"a0eWE000005K283YAC","005al00000RVcKvAAL","false","O-002823","","false","Armenia","9.0","a0gWE000001WJ7OYAW","a2t3g000000blgTAAQ","","","","","","",""
"a0eWE000005K284YAC","005al00000RVcKvAAL","false","O-002824","","false","Australia","10.0","a0gWE000001WJ7OYAW","a2t3g000000blgUAAQ","","","","","","",""
"a0eWE000005K285YAC","005al00000RVcKvAAL","false","O-002825","","false","Austria","11.0","a0gWE000001WJ7OYAW","a2t3g000000blgVAAQ","","","","","","",""
"a0eWE000005K286YAC","005al00000RVcKvAAL","false","O-002826","","false","Azerbaijan","12.0","a0gWE000001WJ7OYAW","a2t3g000000blgWAAQ","","","","","","",""
"a0eWE000005K287YAC","005al00000RVcKvAAL","false","O-002827","","false","Bahamas","13.0","a0gWE000001WJ7OYAW","a2t3g000000blgXAAQ","","","","","","",""
"a0eWE000005K288YAC","005al00000RVcKvAAL","false","O-002828","","false","Bahrain","14.0","a0gWE000001WJ7OYAW","a2t3g000000blgYAAQ","","","","","","",""
"a0eWE000005K289YAC","005al00000RVcKvAAL","false","O-002829","","false","Bangladesh","15.0","a0gWE000001WJ7OYAW","a2t3g000000blgZAAQ","","","","","","",""
"a0eWE000005K28AYAS","005al00000RVcKvAAL","false","O-002830","","false","Barbados","16.0","a0gWE000001WJ7OYAW","a2t3g000000blgaAAA","","","","","","",""
"a0eWE000005K28BYAS","005al00000RVcKvAAL","false","O-002831","","false","Belarus","17.0","a0gWE000001WJ7OYAW","a2t3g000000blgbAAA","","","","","","",""
"a0eWE000005K28CYAS","005al00000RVcKvAAL","false","O-002832","","false","Belgium","18.0","a0gWE000001WJ7OYAW","a2t3g000000blgcAAA","","","","","","",""
"a0eWE000005K28DYAS","005al00000RVcKvAAL","false","O-002833","","false","Belize","19.0","a0gWE000001WJ7OYAW","a2t3g000000blgdAAA","","","","","","",""
"a0eWE000005K28EYAS","005al00000RVcKvAAL","false","O-002834","","false","Benin","20.0","a0gWE000001WJ7OYAW","a2t3g000000blgeAAA","","","","","","",""
"a0eWE000005K28FYAS","005al00000RVcKvAAL","false","O-002835","","false","Bermuda","21.0","a0gWE000001WJ7OYAW","a2t3g000000blgfAAA","","","","","","",""
"a0eWE000005K28GYAS","005al00000RVcKvAAL","false","O-002836","","false","Bhutan","22.0","a0gWE000001WJ7OYAW","a2t3g000000blggAAA","","","","","","",""
"a0eWE000005K28HYAS","005al00000RVcKvAAL","false","O-002837","","false","Bolivia","23.0","a0gWE000001WJ7OYAW","a2t3g000000blghAAA","","","","","","",""
"a0eWE000005K28IYAS","005al00000RVcKvAAL","false","O-002838","","false","Bosnia & Herzegovina","24.0","a0gWE000001WJ7OYAW","a2t3g000000blgiAAA","","","","","","",""
"a0eWE000005K28JYAS","005al00000RVcKvAAL","false","O-002839","","false","Botswana","25.0","a0gWE000001WJ7OYAW","a2t3g000000blgjAAA","","","","","","",""
"a0eWE000005K28KYAS","005al00000RVcKvAAL","false","O-002840","","false","Brazil","26.0","a0gWE000001WJ7OYAW","a2t3g000000blgkAAA","","","","","","",""
"a0eWE000005K28LYAS","005al00000RVcKvAAL","false","O-002841","","false","Brunei Darussalam","27.0","a0gWE000001WJ7OYAW","a2t3g000000blglAAA","","","","","","",""
"a0eWE000005K28MYAS","005al00000RVcKvAAL","false","O-002842","","false","Bulgaria","28.0","a0gWE000001WJ7OYAW","a2t3g000000blgmAAA","","","","","","",""
"a0eWE000005K28NYAS","005al00000RVcKvAAL","false","O-002843","","false","Burkina Faso","29.0","a0gWE000001WJ7OYAW","a2t3g000000blgnAAA","","","","","","",""
"a0eWE000005K28OYAS","005al00000RVcKvAAL","false","O-002844","","false","Burundi","30.0","a0gWE000001WJ7OYAW","a2t3g000000blgoAAA","","","","","","",""
"a0eWE000005K28PYAS","005al00000RVcKvAAL","false","O-002845","","false","Cambodia","31.0","a0gWE000001WJ7OYAW","a2t3g000000blgpAAA","","","","","","",""
"a0eWE000005K28QYAS","005al00000RVcKvAAL","false","O-002846","","false","Cameroon","32.0","a0gWE000001WJ7OYAW","a2t3g000000blgqAAA","","","","","","",""
"a0eWE000005K28RYAS","005al00000RVcKvAAL","false","O-002847","","false","Cape Verde","34.0","a0gWE000001WJ7OYAW","a2t3g000000blgrAAA","","","","","","",""
"a0eWE000005K28SYAS","005al00000RVcKvAAL","false","O-002848","","false","Cayman Islands","35.0","a0gWE000001WJ7OYAW","a2t3g000000blgsAAA","","","","","","",""
"a0eWE000005K28TYAS","005al00000RVcKvAAL","false","O-002849","","false","Central African Republic","36.0","a0gWE000001WJ7OYAW","a2t3g000000blgtAAA","","","","","","",""
"a0eWE000005K28UYAS","005al00000RVcKvAAL","false","O-002850","","false","Chad","37.0","a0gWE000001WJ7OYAW","a2t3g000000blguAAA","","","","","","",""
"a0eWE000005K28VYAS","005al00000RVcKvAAL","false","O-002851","","false","Chile","38.0","a0gWE000001WJ7OYAW","a2t3g000000blgvAAA","","","","","","",""
"a0eWE000005K28WYAS","005al00000RVcKvAAL","false","O-002852","","false","China","39.0","a0gWE000001WJ7OYAW","a2t3g000000blgwAAA","","","","","","",""
"a0eWE000005K28XYAS","005al00000RVcKvAAL","false","O-002853","","false","China - Hong Kong / Macau","40.0","a0gWE000001WJ7OYAW","a2t3g000000blgxAAA","","","","","","",""
"a0eWE000005K28YYAS","005al00000RVcKvAAL","false","O-002854","","false","Colombia","41.0","a0gWE000001WJ7OYAW","a2t3g000000blgyAAA","","","","","","",""
"a0eWE000005K28ZYAS","005al00000RVcKvAAL","false","O-002855","","false","Comoros","42.0","a0gWE000001WJ7OYAW","a2t3g000000blgzAAA","","","","","","",""
"a0eWE000005K28aYAC","005al00000RVcKvAAL","false","O-002856","","false","Congo","43.0","a0gWE000001WJ7OYAW","a2t3g000000blh0AAA","","","","","","",""
"a0eWE000005K28bYAC","005al00000RVcKvAAL","false","O-002857","","false","Congo, Democratic Republic of (DRC)","44.0","a0gWE000001WJ7OYAW","a2t3g000000blh1AAA","","","","","","",""
"a0eWE000005K28cYAC","005al00000RVcKvAAL","false","O-002858","","false","Costa Rica","45.0","a0gWE000001WJ7OYAW","a2t3g000000blh2AAA","","","","","","",""
"a0eWE000005K28dYAC","005al00000RVcKvAAL","false","O-002859","","false","Croatia","46.0","a0gWE000001WJ7OYAW","a2t3g000000blh3AAA","","","","","","",""
"a0eWE000005K28eYAC","005al00000RVcKvAAL","false","O-002860","","false","Cuba","47.0","a0gWE000001WJ7OYAW","a2t3g000000blh4AAA","","","","","","",""
"a0eWE000005K28fYAC","005al00000RVcKvAAL","false","O-002861","","false","Cyprus","48.0","a0gWE000001WJ7OYAW","a2t3g000000blh5AAA","","","","","","",""
"a0eWE000005K28gYAC","005al00000RVcKvAAL","false","O-002862","","false","Czech Republic","49.0","a0gWE000001WJ7OYAW","a2t3g000000blh6AAA","","","","","","",""
"a0eWE000005K28hYAC","005al00000RVcKvAAL","false","O-002863","","false","Denmark","50.0","a0gWE000001WJ7OYAW","a2t3g000000blh7AAA","","","","","","",""
"a0eWE000005K28iYAC","005al00000RVcKvAAL","false","O-002864","","false","Djibouti","51.0","a0gWE000001WJ7OYAW","a2t3g000000blh8AAA","","","","","","",""
"a0eWE000005K28jYAC","005al00000RVcKvAAL","false","O-002865","","false","Dominica","52.0","a0gWE000001WJ7OYAW","a2t3g000000blh9AAA","","","","","","",""
"a0eWE000005K28kYAC","005al00000RVcKvAAL","false","O-002866","","false","Dominican Republic","53.0","a0gWE000001WJ7OYAW","a2t3g000000blhAAAQ","","","","","","",""
"a0eWE000005K28lYAC","005al00000RVcKvAAL","false","O-002867","","false","Ecuador","54.0","a0gWE000001WJ7OYAW","a2t3g000000blhBAAQ","","","","","","",""
"a0eWE000005K28mYAC","005al00000RVcKvAAL","false","O-002868","","false","Egypt","55.0","a0gWE000001WJ7OYAW","a2t3g000000blhCAAQ","","","","","","",""
"a0eWE000005K28nYAC","005al00000RVcKvAAL","false","O-002869","","false","El Salvador","56.0","a0gWE000001WJ7OYAW","a2t3g000000blhDAAQ","","","","","","",""
"a0eWE000005K28oYAC","005al00000RVcKvAAL","false","O-002870","","false","Equatorial Guinea","57.0","a0gWE000001WJ7OYAW","a2t3g000000blhEAAQ","","","","","","",""
"a0eWE000005K28pYAC","005al00000RVcKvAAL","false","O-002871","","false","Eritrea","58.0","a0gWE000001WJ7OYAW","a2t3g000000blhFAAQ","","","","","","",""
"a0eWE000005K28qYAC","005al00000RVcKvAAL","false","O-002872","","false","Estonia","59.0","a0gWE000001WJ7OYAW","a2t3g000000blhGAAQ","","","","","","",""
"a0eWE000005K28rYAC","005al00000RVcKvAAL","false","O-002873","","false","Ethiopia","60.0","a0gWE000001WJ7OYAW","a2t3g000000blhHAAQ","","","","","","",""
"a0eWE000005K28sYAC","005al00000RVcKvAAL","false","O-002874","","false","Fiji","61.0","a0gWE000001WJ7OYAW","a2t3g000000blhIAAQ","","","","","","",""
"a0eWE000005K28tYAC","005al00000RVcKvAAL","false","O-002875","","false","Finland","62.0","a0gWE000001WJ7OYAW","a2t3g000000blhJAAQ","","","","","","",""
"a0eWE000005K28uYAC","005al00000RVcKvAAL","false","O-002876","","false","France","63.0","a0gWE000001WJ7OYAW","a2t3g000000blhKAAQ","","","","","","",""
"a0eWE000005K28vYAC","005al00000RVcKvAAL","false","O-002877","","false","French Guiana","64.0","a0gWE000001WJ7OYAW","a2t3g000000blhLAAQ","","","","","","",""
"a0eWE000005K28wYAC","005al00000RVcKvAAL","false","O-002878","","false","Gabon","65.0","a0gWE000001WJ7OYAW","a2t3g000000blhMAAQ","","","","","","",""
"a0eWE000005K28xYAC","005al00000RVcKvAAL","false","O-002879","","false","Gambia","66.0","a0gWE000001WJ7OYAW","a2t3g000000blhNAAQ","","","","","","",""
"a0eWE000005K28yYAC","005al00000RVcKvAAL","false","O-002880","","false","Georgia","67.0","a0gWE000001WJ7OYAW","a2t3g000000blhOAAQ","","","","","","",""
"a0eWE000005K28zYAC","005al00000RVcKvAAL","false","O-002881","","false","Germany","68.0","a0gWE000001WJ7OYAW","a2t3g000000blhPAAQ","","","","","","",""
"a0eWE000005K290YAC","005al00000RVcKvAAL","false","O-002882","","false","Ghana","69.0","a0gWE000001WJ7OYAW","a2t3g000000blhQAAQ","","","","","","",""
"a0eWE000005K291YAC","005al00000RVcKvAAL","false","O-002883","","false","Great Britain","70.0","a0gWE000001WJ7OYAW","a2t3g000000blhRAAQ","","","","","","",""
"a0eWE000005K292YAC","005al00000RVcKvAAL","false","O-002884","","false","Greece","71.0","a0gWE000001WJ7OYAW","a2t3g000000blhSAAQ","","","","","","",""
"a0eWE000005K293YAC","005al00000RVcKvAAL","false","O-002885","","false","Grenada","72.0","a0gWE000001WJ7OYAW","a2t3g000000blhTAAQ","","","","","","",""
"a0eWE000005K294YAC","005al00000RVcKvAAL","false","O-002886","","false","Guadeloupe","73.0","a0gWE000001WJ7OYAW","a2t3g000000blhUAAQ","","","","","","",""
"a0eWE000005K295YAC","005al00000RVcKvAAL","false","O-002887","","false","Guatemala","74.0","a0gWE000001WJ7OYAW","a2t3g000000blhVAAQ","","","","","","",""
"a0eWE000005K296YAC","005al00000RVcKvAAL","false","O-002888","","false","Guinea","75.0","a0gWE000001WJ7OYAW","a2t3g000000blhWAAQ","","","","","","",""
"a0eWE000005K297YAC","005al00000RVcKvAAL","false","O-002889","","false","Guinea-Bissau","76.0","a0gWE000001WJ7OYAW","a2t3g000000blhXAAQ","","","","","","",""
"a0eWE000005K298YAC","005al00000RVcKvAAL","false","O-002890","","false","Guyana","77.0","a0gWE000001WJ7OYAW","a2t3g000000blhYAAQ","","","","","","",""
