"Id","OwnerId","IsDeleted","Name","nFORCE__Alternate_Label__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Value__c","nFORCE__Field_Hint__c","nFORCE__Field_Name__c","nFORCE__Format_Description__c","nFORCE__Format_Enabled__c","nFORCE__Format_Expression__c","nFORCE__Format_Message__c","nFORCE__Is_Hidden__c","nFORCE__Is_Read_Only__c","nFORCE__Is_Required__c","nFORCE__Output_Expression__c","nFORCE__Route__c","nFORCE__SLDS_Column_Size__c","nFORCE__Screen_Section__c","nFORCE__Tooltip_Contents__c","nFORCE__Tooltip_Enabled__c","nFORCE__Tooltip_Text__c","nFORCE__lookupKey__c","nFORCE__sObject_Name__c","nFORCE__Is_Editable__c","nFORCE__Address_Part__c","nFORCE__Is_Header__c","nFORCE__Is_Important__c","nFORCE__Filter_Criteria__c","nFORCE__Filter_Display_Name__c","nFORCE__Is_Active__c","nFORCE__Is_Filter_Active__c","nFORCE__Is_Conditional_Lookup__c","nFORCE__Defined_Picklist_Values__c","nFORCE__Autocomplete_Attribute_Value__c","AutorabitExtId__c"
"a3TKU0000008cHD2AY","0058c00000BxeO9AAJ","false","FC-006867","Country","","","","Country__c","","false","","","false","false","false","","a2EKU0000004otY2AQ","2.0","","","false","","a013g000000lHxIAAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHE2AY","0058c00000BxeO9AAJ","false","FC-006868","Issue Date","","01/01/2019","","Issue_Date_Text__c","","false","","","false","false","false","","a2EKU0000004otY2AQ","3.0","","","false","","a013g000000lHxJAAU","LLC_BI__Id_Document__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHF2AY","0058c00000BxeO9AAJ","false","FC-006869","ID Document Type","","a3w3g000000PC2mAAG","","LLC_BI__Id_Document_Type__c","","false","","","false","false","false","","a2EKU0000004otY2AQ","2.0","","","false","","a013g000000lHxKAAU","LLC_BI__Id_Document__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHG2AY","0058c00000BxeO9AAJ","false","FC-006870","Document Number","","000123000444","","LLC_BI__Number__c","","false","","","false","false","false","","a2EKU0000004otY2AQ","2.0","","","false","","a013g000000lHxLAAU","LLC_BI__Id_Document__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHH2AY","0058c00000BxeO9AAJ","false","FC-006871","Expiration Date","","06/17/2025","","Expiration_Date_Text__c","","false","","","false","false","false","","a2EKU0000004otY2AQ","3.0","","","false","","a013g000000lHxMAAU","LLC_BI__Id_Document__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHI2AY","0058c00000BxeO9AAJ","false","FC-006872","Ownership Percentage","","","","LLC_BI__Ownership_Percent__c","","false","","","false","false","false","","a2EKU0000004otY2AQ","2.0","","","false","","a013g000000lHxNAAU","LLC_BI__Connection__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHJ2AY","0058c00000BxeO9AAJ","false","FC-006873","Monthly Income","","","","LLC_BI__Monthly_Income__c","","false","","","false","false","false","","a2EKU0000004otY2AQ","2.0","","","false","","a013g000000lHxOAAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHK2AY","0058c00000BxeO9AAJ","false","FC-006874","Ownership","","","","Ownership__c","","false","","","false","false","false","","a2EKU0000004otY2AQ","2.0","","","false","","a013g000000lHxPAAU","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHL2AY","0058c00000BxeO9AAJ","false","FC-006875","Issue State","","NC","","LLC_BI__Issue_State__c","","false","","","false","false","false","","a2EKU0000004otY2AQ","3.0","","","false","","a013g000000lHxQAAU","LLC_BI__Id_Document__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHM2AY","0058c00000BxeO9AAJ","false","FC-006876","","","","","Status__c","","false","","","true","false","false","","a2EKU0000004otY2AQ","","","","false","","a013g000000lHxRAAU","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHN2AY","0058c00000BxeO9AAJ","false","FC-006877","Issue State","","New South Wales","","Issue_State_AUSTRALIA__c","","false","","","false","false","false","","a2EKU0000004ot32AA","2.0","","","false","","a013g000000lHxTAAU","LLC_BI__Id_Document__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHO2AY","0058c00000BxeO9AAJ","false","FC-006878","Issue State","","New South Wales","","Issue_State_AUSTRALIA__c","","false","","","false","false","false","","a2EKU0000004osC2AQ","2.0","","","false","","a013g000000lHxXAAU","LLC_BI__Id_Document__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHP2AY","0058c00000BxeO9AAJ","false","FC-006879","Issue Date","","01/01/2019","","LLC_BI__Issue_Date__c","","false","","","false","false","false","","a2EKU0000004ot32AA","2.0","","","false","","a013g000000lHxYAAU","LLC_BI__Id_Document__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHQ2AY","0058c00000BxeO9AAJ","false","FC-006880","Expiration Date","","06/06/2025","","LLC_BI__Expiration_Date__c","","false","","","false","false","false","","a2EKU0000004ot32AA","2.0","","","false","","a013g000000lHxaAAE","LLC_BI__Id_Document__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHR2AY","0058c00000BxeO9AAJ","false","FC-006881","Issue Date","","01/01/2019","","LLC_BI__Issue_Date__c","","false","","","false","false","false","","a2EKU0000004osC2AQ","2.0","","","false","","a013g000000lHxbAAE","LLC_BI__Id_Document__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cHS2AY","0058c00000BxeO9AAJ","false","FC-006882","Expiration Date","","06/06/2025","","LLC_BI__Expiration_Date__c","","false","","","false","false","false","","a2EKU0000004osC2AQ","2.0","","","false","","a013g000000lHxeAAE","LLC_BI__Id_Document__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cM72AI","0058c00000BxeO9AAJ","false","FC-007171","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T4S000000CblFUAS","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cM82AI","0058c00000BxeO9AAJ","false","FC-007172","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T4S000000CblGUAS","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cM92AI","0058c00000BxeO9AAJ","false","FC-007173","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T4S000000CblHUAS","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMA2AY","0058c00000BxeO9AAJ","false","FC-007174","","","","","LLC_BI__Tiers__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T4S000000CblIUAS","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMB2AY","0058c00000BxeO9AAJ","false","FC-007175","","","","","LLC_BI__Price__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T4S000000CblJUAS","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cGb2AI","0058c00000BxeO9AAJ","false","FC-006829","Social Security Number (SSN)","","","XXXXXXXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2EKU0000004ows2AA","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3T4S000000CbmFUAS","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cGc2AI","0058c00000BxeO9AAJ","false","FC-006830","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2EKU0000004ows2AA","","","","false","","a3T4S000000CbmGUAS","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cGd2AI","0058c00000BxeO9AAJ","false","FC-006831","","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2EKU0000004ows2AA","","","","false","","a3T4S000000CbmHUAS","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cGe2AI","0058c00000BxeO9AAJ","false","FC-006832","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2EKU0000004ows2AA","","","","false","","a3T4S000000CbmIUAS","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cGf2AI","0058c00000BxeO9AAJ","false","FC-006833","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2EKU0000004ows2AA","2.0","","","false","","a3T4S000000CbmJUAS","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cGg2AI","0058c00000BxeO9AAJ","false","FC-006834","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2EKU0000004ows2AA","2.0","","","false","","a3T4S000000CbmKUAS","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cGh2AI","0058c00000BxeO9AAJ","false","FC-006835","Mailing Address","","","","Mailing_Address_nCino__c","","false","","","false","false","false","","a2EKU0000004ows2AA","","","","false","","a3T4S000000CbmLUAS","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cGi2AI","0058c00000BxeO9AAJ","false","FC-006836","City","","","","Mailing_City_nCino__c","","false","","","false","false","false","","a2EKU0000004ows2AA","","","","false","","a3T4S000000CbmMUAS","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cGj2AI","0058c00000BxeO9AAJ","false","FC-006837","State","","","","Mailing_State_nCino__c","","false","","","false","false","false","","a2EKU0000004ows2AA","2.0","","","false","","a3T4S000000CbmNUAS","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cGk2AI","0058c00000BxeO9AAJ","false","FC-006838","ZIP","","","","Mailing_Zip_code_nCino__c","","false","","","false","false","false","","a2EKU0000004ows2AA","2.0","","","false","","a3T4S000000CbmOUAS","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMH2AY","0058c00000BxeO9AAJ","false","FC-007181","","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2EKU0000004ob92AA","","a2FKU0000004vo92AA","","false","","a3T4S000000ChRXUA0","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cM22AI","0058c00000BxeO9AAJ","false","FC-007166","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T4W000000q65HUAQ","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cM32AI","0058c00000BxeO9AAJ","false","FC-007167","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T4W000000q65IUAQ","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cM42AI","0058c00000BxeO9AAJ","false","FC-007168","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T4W000000q65JUAQ","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cM52AI","0058c00000BxeO9AAJ","false","FC-007169","","","","","LLC_BI__Tiers__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T4W000000q65KUAQ","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cM62AI","0058c00000BxeO9AAJ","false","FC-007170","","","","","LLC_BI__Price__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T4W000000q65LUAQ","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMr2AI","0058c00000BxeO9AAJ","false","FC-007217","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T4W000001JyxWUAS","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMs2AI","0058c00000BxeO9AAJ","false","FC-007218","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T4W000001JyxXUAS","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMt2AI","0058c00000BxeO9AAJ","false","FC-007219","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T4W000001JyxYUAS","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMu2AI","0058c00000BxeO9AAJ","false","FC-007220","","","","","LLC_BI__Tiers__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T4W000001JyxZUAS","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMv2AI","0058c00000BxeO9AAJ","false","FC-007221","","","","","LLC_BI__Price__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T4W000001JyxaUAC","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMm2AI","0058c00000BxeO9AAJ","false","FC-007212","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T5e0000004sGWEAY","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMn2AI","0058c00000BxeO9AAJ","false","FC-007213","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T5e0000004sGXEAY","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMo2AI","0058c00000BxeO9AAJ","false","FC-007214","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T5e0000004sGYEAY","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMp2AI","0058c00000BxeO9AAJ","false","FC-007215","","","","","LLC_BI__Tiers__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T5e0000004sGZEAY","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMq2AI","0058c00000BxeO9AAJ","false","FC-007216","","","","","LLC_BI__Price__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T5e0000004sGaEAI","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cOX2AY","0058c00000Dk4fdAAB","false","FC-007321","","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","","","a2FKU0000004vo92AA","","false","","a3T5f000000kOAdEAM","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cN12AI","0058c00000BxeO9AAJ","false","FC-007227","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T5g00000009dPEAQ","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cN22AI","0058c00000BxeO9AAJ","false","FC-007228","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T5g00000009dQEAQ","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cN32AI","0058c00000BxeO9AAJ","false","FC-007229","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T5g00000009dREAQ","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cN42AI","0058c00000BxeO9AAJ","false","FC-007230","","","","","LLC_BI__Tiers__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T5g00000009dSEAQ","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cN52AI","0058c00000BxeO9AAJ","false","FC-007231","","","","","LLC_BI__Price__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T5g00000009dTEAQ","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMh2AI","0058c00000BxeO9AAJ","false","FC-007207","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T5i000001HlrmEAC","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMi2AI","0058c00000BxeO9AAJ","false","FC-007208","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T5i000001HlrnEAC","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMj2AI","0058c00000BxeO9AAJ","false","FC-007209","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T5i000001HlroEAC","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMk2AI","0058c00000BxeO9AAJ","false","FC-007210","","","","","LLC_BI__Tiers__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T5i000001HlrpEAC","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cMl2AI","0058c00000BxeO9AAJ","false","FC-007211","","","","","LLC_BI__Price__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T5i000001HlrqEAC","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNL2AY","0058c00000BxeO9AAJ","false","FC-007247","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T8c000002MxvZEAS","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNM2AY","0058c00000BxeO9AAJ","false","FC-007248","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T8c000002MxvaEAC","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNN2AY","0058c00000BxeO9AAJ","false","FC-007249","","","","","nFORCE__Field_Name__c","","false","","","true","false","false","","","","a2FKU0000004vxl2AA","","false","","a3T8c000002MxvbEAC","nFORCE__Field_Configuration__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNO2AY","0058c00000BxeO9AAJ","false","FC-007250","","","","","LLC_BI__Tiers__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T8c000002MxvcEAC","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNP2AY","0058c00000BxeO9AAJ","false","FC-007251","","","","","LLC_BI__Price__c","","false","","","false","false","false","","","","a2FKU0000004vrG2AQ","","false","","a3T8c000002MxvdEAC","LLC_BI__Bill_Point__c","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNQ2AY","0058c00000BxeO9AAJ","false","FC-007252","Legal Business Name","","","","Name","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3T8c000002MxvfEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNR2AY","0058c00000BxeO9AAJ","false","FC-007253","Tax Identification Number (TIN)","","","XX-XXXXXXX","LLC_BI__Tax_Identification_Number__c","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","1.0","","As a federally regulated bank, we are required to know our customers. We use your TIN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3T8c000002MxvgEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNS2AY","0058c00000BxeO9AAJ","false","FC-007254","What industry does your business belong to?","","","","Industry","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3T8c000002MxvhEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNT2AY","0058c00000BxeO9AAJ","false","FC-007255","Number of employees","","","","NumberOfEmployees","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3T8c000002MxviEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNU2AY","0058c00000BxeO9AAJ","false","FC-007256","Legal Entity Type","","","","Type","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3T8c000002MxvjEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNV2AY","0058c00000BxeO9AAJ","false","FC-007257","Shipping Address","","","","ShippingStreet","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3T8c000002MxvkEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNW2AY","0058c00000BxeO9AAJ","false","FC-007258","City","","","","ShippingCity","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3T8c000002MxvlEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNX2AY","0058c00000BxeO9AAJ","false","FC-007259","State","","","","ShippingState","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","2.0","","","false","","a3T8c000002MxvmEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNY2AY","0058c00000BxeO9AAJ","false","FC-007260","ZIP","","","","ShippingPostalCode","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","2.0","","","false","","a3T8c000002MxvnEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNZ2AY","0058c00000BxeO9AAJ","false","FC-007261","Billing Address","","","","BillingStreet","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3T8c000002MxvoEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNa2AI","0058c00000BxeO9AAJ","false","FC-007262","City","","","","BillingCity","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","","","","false","","a3T8c000002MxvpEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNb2AI","0058c00000BxeO9AAJ","false","FC-007263","State","","","","BillingState","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","2.0","","","false","","a3T8c000002MxvqEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNc2AI","0058c00000BxeO9AAJ","false","FC-007264","ZIP","","","","BillingPostalCode","","false","","","false","false","false","","a2EKU0000004oeJ2AQ","2.0","","","false","","a3T8c000002MxvrEAC","Account","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNd2AI","0058c00000BxeO9AAJ","false","FC-007265","Social Security Number (SSN)","","","XXX-XX-XXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2EKU0000004oeK2AQ","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3T8c000002MxvsEAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNe2AI","0058c00000BxeO9AAJ","false","FC-007266","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2EKU0000004oeK2AQ","","","","false","","a3T8c000002MxvtEAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNf2AI","0058c00000BxeO9AAJ","false","FC-007267","Residential Address","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2EKU0000004oeK2AQ","","","","false","","a3T8c000002MxvuEAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNg2AI","0058c00000BxeO9AAJ","false","FC-007268","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2EKU0000004oeK2AQ","","","","false","","a3T8c000002MxvvEAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNh2AI","0058c00000BxeO9AAJ","false","FC-007269","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2EKU0000004oeK2AQ","2.0","","","false","","a3T8c000002MxvwEAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNi2AI","0058c00000BxeO9AAJ","false","FC-007270","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2EKU0000004oeK2AQ","2.0","","","false","","a3T8c000002MxvxEAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNj2AI","0058c00000BxeO9AAJ","false","FC-007271","Mailing Address","","","","MailingAddress","","false","","","false","false","false","","a2EKU0000004oeK2AQ","","","","false","","a3T8c000002MxvyEAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNk2AI","0058c00000BxeO9AAJ","false","FC-007272","City","","","","MailingCity","","false","","","false","false","false","","a2EKU0000004oeK2AQ","","","","false","","a3T8c000002MxvzEAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNl2AI","0058c00000BxeO9AAJ","false","FC-007273","State","","","","MailingState","","false","","","false","false","false","","a2EKU0000004oeK2AQ","2.0","","","false","","a3T8c000002Mxw0EAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNm2AI","0058c00000BxeO9AAJ","false","FC-007274","ZIP","","","","MailingPostalCode","","false","","","false","false","false","","a2EKU0000004oeK2AQ","2.0","","","false","","a3T8c000002Mxw1EAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNn2AI","0058c00000BxeO9AAJ","false","FC-007275","Social Security Number (SSN)","","","XXX-XX-XXXX","LLC_BI__SS__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","1.0","","As a federally regulated bank, we are required to know our customers. We use your SSN to pull your credit bureau data, which allows us to process your application.","true","Why do we need this?","a3T8c000002Mxw2EAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNo2AI","0058c00000BxeO9AAJ","false","FC-007276","Mobile Phone Number","","","","MobilePhone","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3T8c000002Mxw3EAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNp2AI","0058c00000BxeO9AAJ","false","FC-007277","Residential Address","","","","LLC_BI__Home_Address__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3T8c000002Mxw4EAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNq2AI","0058c00000BxeO9AAJ","false","FC-007278","City","","","","LLC_BI__Home_City__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3T8c000002Mxw5EAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNr2AI","0058c00000BxeO9AAJ","false","FC-007279","State","","","","LLC_BI__Home_State__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3T8c000002Mxw6EAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNs2AI","0058c00000BxeO9AAJ","false","FC-007280","ZIP","","","","LLC_BI__Home_Zipcode__c","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3T8c000002Mxw7EAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNt2AI","0058c00000BxeO9AAJ","false","FC-007281","Mailing Address","","","","MailingAddress","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3T8c000002Mxw8EAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNu2AI","0058c00000BxeO9AAJ","false","FC-007282","City","","","","MailingCity","","false","","","false","false","false","","a2EKU0000004oeR2AQ","","","","false","","a3T8c000002Mxw9EAC","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNv2AI","0058c00000BxeO9AAJ","false","FC-007283","State","","","","MailingState","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3T8c000002MxwAEAS","Contact","false","","false","false","","","false","false","false","","",""
"a3TKU0000008cNw2AI","0058c00000BxeO9AAJ","false","FC-007284","ZIP","","","","MailingPostalCode","","false","","","false","false","false","","a2EKU0000004oeR2AQ","2.0","","","false","","a3T8c000002MxwBEAS","Contact","false","","false","false","","","false","false","false","","",""
