"Id","IsDeleted","Name","nFORCE__Screen__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Section_Resource__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Parent_Screen_Section__c","nFORCE__Number_of_Columns__c","Custom_Code_in_Screen_Section__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Validation_Service__c","AutorabitExtId__c"
"a2FKU0000004vr62AA","false","Loan Team Members","a2GKU0000004WDW2A2","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","42612953565472471","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDi3MAG"
"a2FKU0000004vjx2AA","false","Applicant Details","a2GKU0000004W8t2AE","false","false","true","true","false","2.0","slide","true","false","true","false","","true","","MappedSObjectScreenResource","","42617609105801517","Contact","false","false","","","","","false","false","","a2FKa000000SDajMAG"
"a2FKU0000004vj12AA","false","Add Income","a2GKU0000004W8h2AE","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42617903108608703","LLC_BI__Income__c","false","false","","","","","false","false","","a2FKa000000SDZmMAO"
"a2FKU0000004vqi2AA","false","Loan Details - Doc Prep","a2GKU0000004W7z2AE","false","false","false","false","false","1.0","slide","true","false","true","false","","true","","MappedSObjectScreenResource","","42620344621902016","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDhfMAG"
"a2FKU0000004vko2AA","false","Asset Schedule","a2GKU0000004W8h2AE","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42625303025803058","nRetail__Asset__c","false","false","","","","","false","false","","a2FKa000000SDbaMAG"
"a2FKU0000004vk02AA","false","Applicant Details","a2GKU0000004WF72AM","false","false","true","true","false","2.0","slide","true","false","true","false","","true","","MappedSObjectScreenResource","","42627347521015930","Contact","false","false","","","","","false","false","","a2FKa000000SDamMAG"
"a2FKU0000004vty2AA","false","Participation","a2GKU0000004W8F2AU","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42627706191245153","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDkzMAG"
"a2FKU0000004vuq2AA","false","Property Location","a2GKU0000004W9m2AE","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42628081480538387","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDluMAG"
"a2FKU0000004vxU2AQ","false","UI Collateral Record Schedule","a2GKU0000004WEj2AM","false","false","false","false","false","","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42628520175581233","LLC_BI__Loan_Collateral2__c","false","false","","","","","false","false","","a2FKa000000SDodMAG"
"a2FKU0000004vwB2AQ","false","SBL Personal Contact (Individual)","a2GKU0000004W982AE","false","false","true","false","false","35.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42628652217822426","Contact","false","false","{{IF=""A AND B""}} {{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""0""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{ENDIF}}","a2FKU0000004vw22AA","","","false","false","","a2FKa000000SDnHMAW"
"a2FKU0000004vju2AA","false","Applicant Details","a2GKU0000004W8m2AE","false","false","true","true","false","2.0","slide","true","false","true","false","","true","","MappedSObjectScreenResource","","42629465227706594","Contact","false","false","","","","","false","false","","a2FKa000000SDagMAG"
"a2FKU0000004vqC2AQ","false","Level 2 Approval","a2GKU0000004W9K2AU","false","false","true","false","false","5.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42629650314980797","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDh9MAG"
"a2FKU0000004vmT2AQ","false","Construction Provisions","a2GKU0000004WKR2A2","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42632158874833306","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDdHMAW"
"a2FKU0000004vuz2AA","false","Rate Structure","a2GKU0000004W8L2AU","false","false","true","true","false","2.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","42632549908986914","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDm5MAG"
"a2FKU0000004vj92AA","false","Add Income","a2GKU0000004WD62AM","false","false","true","true","false","50.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42636439520290860","LLC_BI__Income__c","false","false","","","","","false","false","","a2FKa000000SDZuMAO"
"a2FKU0000004vyY2AQ","false","Income","a2GKU0000004WFN2A2","false","false","false","false","false","4.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42636977875480528","LLC_BI__Income__c","false","false","","","","","false","false","","a2FKa000000SJTQMA4"
"a2FKU0000004vv22AA","false","Rate Structure","a2GKU0000004WCq2AM","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","42641520088411847","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDm8MAG"
"a2FKU0000004vpG2AQ","false","Exposure Confirmation","a2GKU0000004WDH2A2","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42642258741948996","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDgDMAW"
"a2FKU0000004vxg2AA","false","UI Config Builder - Add a New Conditional Screen Section","a2GKU0000004WA52AM","false","false","true","true","false","900.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42647477791041417","nFORCE__Screen_Section__c","false","false","","","","","false","false","","a2FKa000000SDopMAG"
"a2FKU0000004vqE2AQ","false","Liens","a2GKU0000004WKS2A2","false","false","false","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","42655791485915146","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDhBMAW"
"a2FKU0000004vyz2AA","false","Mobile","a2GKU0000004WCy2AM","false","false","false","false","false","1625.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42657288834389118","Contact","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","a2FKU0000004vys2AA","","","false","false","","a2FKa000000Sj1CMAS"
"a2FKU0000004vnJ2AQ","false","Decision_Overview","a2GKU0000004W8u2AE","false","false","true","true","false","7.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42667886517547516","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDeCMAW"
"a2FKU0000004vl72AA","false","Authorized Users","a2GKU0000004W7y2AE","false","false","false","false","false","","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","42672781846789523","LLC_BI__Treasury_Service__c","false","false","","","2.0","","false","false","","a2FKa000000SDbtMAG"
"a2FKU0000004vm52AA","false","Change of Ownership","a2GKU0000004WKN2A2","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","42677046527488527","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDcrMAG"
"a2FKU0000004vkf2AA","false","Approval History","a2GKU0000004WK02AM","false","false","true","true","false","2.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42682391033551687","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDbRMAW"
"a2FKU0000004vxo2AA","false","UI Configuration","a2GKU0000004WA52AM","false","false","true","true","false","100.0","slide","true","false","false","false","","true","","MappedSObjectListScreenResource","","42682678238527482","nFORCE__Group__c","false","false","","","","","false","false","","a2FKa000000SDoxMAG"
"a2FKU0000004vnE2AQ","false","Decision_Overview","a2GKU0000004W8h2AE","false","false","true","true","false","6.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42687423297497510","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDe7MAG"
"a2FKU0000004vkO2AQ","false","Application Details","a2GKU0000004W8t2AE","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42689113716536398","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDbAMAW"
"a2FKU0000004vvR2AQ","false","Review Detail","a2GKU0000004W8c2AE","false","false","false","true","false","10.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42689391096569555","LLC_BI__Product_Package__c","false","false","","","","","false","false","","a2FKa000000SDmXMAW"
"a2FKU0000004vjk2AA","false","Analyzed Accounts","a2GKU0000004W842AE","false","false","false","true","false","1.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","42689589434240868","LLC_BI__Treasury_Service__c","false","false","","","","","false","false","","a2FKa000000SDaWMAW"
"a2FKU0000004vkl2AA","false","Approver 2 Details","a2GKU0000004WDH2A2","false","false","true","false","false","30.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42690346092289065","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDbXMAW"
"a2FKU0000004vky2AA","false","Asset Schedule","a2GKU0000004WF82AM","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42693958414794617","nRetail__Asset__c","false","false","","","","","false","false","","a2FKa000000SDbkMAG"
"a2FKU0000004vuR2AQ","false","Pricing","a2GKU0000004W8K2AU","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42695358678995837","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDlVMAW"
"a2FKU0000004vyh2AA","false","Contact Info - Existing Customer - Business Application","a2GKU0000004WCy2AM","false","false","false","false","false","1600.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","42695688694385803","Contact","false","false","{{IF=/""A OR B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{ENDIF}}","a2FKU0000004vys2AA","","","false","false","","a2FKa000000SizMMAS"
"a2FKU0000004vyi2AA","false","Personal Information","a2GKU0000004WCz2AM","false","false","false","false","false","1690.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42698500571509118","Contact","false","false","{{IF=/""A AND B/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","a2FKU0000004vyo2AA","","","false","false","","a2FKa000000SizOMAS"
"a2FKU0000004viM2AQ","false","Account Info","a2GKU0000004WKL2A2","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","42698537770473469","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDZ7MAO"
"a2FKU0000004vlp2AA","false","Business Acquisition","a2GKU0000004WKI2A2","false","false","true","true","false","11.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42701205957246375","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDcbMAG"
"a2FKU0000004vo82AA","false","Details  - Business EO Part 2 -Citizenship/Residency","a2GKU0000004W9Y2AU","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42703083729219026","Contact","false","false","","","","","false","false","","a2FKa000000SDf1MAG"
"a2FKU0000004vk52AA","false","Applicants","a2GKU0000004W8k2AE","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42704245439344521","LLC_BI__Legal_Entities__c","false","false","","","","","false","false","","a2FKa000000SDarMAG"
"a2FKU0000004vuf2AA","false","Primary Account","a2GKU0000004WK92AM","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","42704719980720257","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDljMAG"
"a2FKU0000004vq32AA","false","Interest Only","a2GKU0000004WKX2A2","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42704908100654796","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDh0MAG"
"a2FKU0000004voG2AQ","false","Draw History Summary","a2GKU0000004WAI2A2","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42712323861170381","LLC_BI__Budget__c","false","false","","","","","false","false","","a2FKa000000SDf9MAG"
"a2FKU0000004viV2AQ","false","Add Analyzed Account","a2GKU0000004W842AE","false","false","false","true","false","4.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","42719103663981335","LLC_BI__Analyzed_Account__c","false","false","","","","","false","false","","a2FKa000000SDZGMA4"
"a2FKU0000004vi72AA","false","Rate Structure Details Fixed","a2GKU0000004W9R2AU","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","42721620155334185","LLC_BI__Pricing_Rate_Component__c","false","false","","","","","false","false","","a2F8c00000434myEAA"
"a2FKU0000004vj42AA","false","Add Income","a2GKU0000004W8n2AE","false","false","true","true","false","5.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","4272402514198693","LLC_BI__Income__c","false","false","","","","","false","false","","a2FKa000000SDZpMAO"
"a2FKU0000004vyb2AA","false","RL Personal Contact (Individual Other Involved)","a2GKU0000004WFO2A2","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","MappedSObjectListScreenResource","","42727313453761109","Contact","false","false","","","","","false","false","","a2FKa000000SJTXMA4"
"a2FKU0000004vjs2AA","false","Applicant Details","a2GKU0000004W8i2AE","false","false","true","true","false","2.0","slide","true","false","true","false","","true","","MappedSObjectScreenResource","","42728246216454440","Contact","false","false","","","","","false","false","","a2FKa000000SDaeMAG"
"a2FKU0000004vo62AA","false","Details","a2GKU0000004WBZ2A2","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","4273014772823349","Contact","false","false","","","","","false","false","","a2FKa000000SDezMAG"
"a2FKU0000004vwb2AA","false","Secured SBL Eligibility Business","a2GKU0000004W972AE","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","MappedSObjectListScreenResource","","42730317530165989","Account","false","false","","","","","false","false","","a2FKa000000SDnkMAG"
"a2FKU0000004vy02AA","false","UI Related Pledged Collateral Schedule","a2GKU0000004WEj2AM","false","false","false","false","false","","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42730345274820468","LLC_BI__Loan_Collateral2__c","false","false","","","","","false","false","","a2FKa000000SDp9MAG"
"a2FKU0000004vz02AA","false","DEP Primary Identification - Driver License","a2GKU0000004WCz2AM","false","false","false","false","false","2000.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42730713263945171","Contact","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""Driver License/""}}{{ENDIF}}","a2FKU0000004vmy2AA","","","false","false","","a2FKa000000Sj1LMAS"
"a2FKU0000004vz12AA","false","DEP Primary Identification - Driver License","a2GKU0000004WCy2AM","false","false","false","false","false","2000.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42730874292575573","Contact","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""Driver License/""}}{{ENDIF}}","a2FKU0000004vmx2AA","","","false","false","","a2FKa000000Sj1MMAS"
"a2FKU0000004vjC2AQ","false","Add Income","a2GKU0000004WF82AM","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42732972439382507","LLC_BI__Income__c","false","false","","","","","false","false","","a2FKa000000SDZxMAO"
"a2FKU0000004vjy2AA","false","Applicant Details","a2GKU0000004W8t2AE","false","false","true","true","false","3.0","slide","true","false","true","false","","true","","MappedSObjectScreenResource","","42736002867927777","Account","false","false","","","","","false","false","","a2FKa000000SDakMAG"
"a2FKU0000004vik2AA","false","Add Authorized User","a2GKU0000004W842AE","false","false","false","true","false","3.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","42736865211576868","LLC_BI__Authorized_User__c","false","false","","","","","false","false","","a2FKa000000SDZVMA4"
"a2FKU0000004vlg2AA","false","Budget Details","a2GKU0000004WA42AM","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42737262622630319","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDcSMAW"
"a2FKU0000004vvL2AQ","false","Rental Expense","a2GKU0000004WDM2A2","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42743285209030347","LLC_BI__Debt__c","false","false","","","","","false","false","","a2FKa000000SDmRMAW"
"a2FKU0000004vkD2AQ","false","Applicants","a2GKU0000004WF72AM","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42745644587053797","LLC_BI__Legal_Entities__c","false","false","","","","","false","false","","a2FKa000000SDazMAG"
"a2FKU0000004vqI2AQ","false","Loan Compliances (HMDA Effective-2017)","a2GKU0000004W8U2AU","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","42750869020719701","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDhFMAW"
"a2FKU0000004vkW2AQ","false","Application Information","a2GKU0000004WK22AM","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42751389600092735","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDbIMAW"
"a2FKU0000004vmq2AA","false","DEP Business Info- Sole Props","a2GKU0000004WCt2AM","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42762845247736982","Account","false","false","{{IF=/""A/""}}
{{COND=/""A/"" FIELD=/""Account.Type/"" IS=/""Sole Proprietorship - Business/""}}
{{ENDIF}}","a2FKU0000004vnR2AQ","","","false","false","","a2FKa000000SDdeMAG"
"a2FKU0000004vp02AA","false","Entity Involvement for Others Involved MRF","a2GKU0000004WDd2AM","false","false","false","false","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42764413431186450","LLC_BI__Legal_Entities__c","false","false","","","","","false","false","","a2FKa000000SDfvMAG"
"a2FKU0000004vwy2AA","false","Team Members","a2GKU0000004W9W2AU","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","42765723717857930","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDo7MAG"
"a2FKU0000004vkI2AQ","false","Application Details","a2GKU0000004WDV2A2","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","42767612614932431","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDb4MAG"
"a2FKU0000004vqK2AQ","false","Loan Compliances (HMDA Effective-2018)","a2GKU0000004W8W2AU","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","42769490542780298","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDhHMAW"
"a2FKU0000004voQ2AQ","false","EO - business Mailing Address Fields","a2GKU0000004WBZ2A2","false","false","true","true","false","3.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42769758017032363","Contact","false","false","{{IF=""A""}} {{COND=""A"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}} {{ENDIF}}","a2FKU0000004voE2AQ","","","false","false","","a2FKa000000SDfJMAW"
"a2FKU0000004voq2AA","false","Entity Compliance","a2GKU0000004W8T2AU","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectHierarchyScreenResource","","42770210918329890","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDflMAG"
"a2FKU0000004voE2AQ","false","Details- business eo","a2GKU0000004W9Y2AU","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42776490295674158","Contact","false","false","","","","","false","false","","a2FKa000000SDf7MAG"
"a2FKU0000004vul2AA","false","Product Package Total Exposure Summary","a2GKU0000004W8I2AU","false","false","false","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42777889548352619","LLC_BI__Product_Package__c","false","false","","","6.0","","false","false","","a2FKa000000SDlpMAG"
"a2FKU0000004vz22AA","false","DEP Primary Identification - State ID","a2GKU0000004WCy2AM","false","false","false","false","false","2200.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42779831868827679","Contact","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""State ID/""}}{{ENDIF}}","a2FKU0000004vmx2AA","","","false","false","","a2FKa000000Sj1TMAS"
"a2FKU0000004vk12AA","false","Applicant Details","a2GKU0000004WF92AM","false","false","true","true","false","2.0","slide","true","false","true","false","","true","","MappedSObjectScreenResource","","42785481667431358","Contact","false","false","","","","","false","false","","a2FKa000000SDanMAG"
"a2FKU0000004vyd2AA","false","RL Personal SSN (Individual Other Involved)","a2GKU0000004WFO2A2","false","false","false","false","false","0.0","slide","true","false","false","false","","true","","MappedSObjectListScreenResource","","42785883854783823","Contact","false","false","","","","","false","false","","a2FKa000000SJTZMA4"
"a2FKU0000004vqh2AA","false","Loan Details - Credit Underwriting","a2GKU0000004W7z2AE","false","false","false","false","false","1.0","slide","true","false","true","false","","true","","MappedSObjectScreenResource","","42787478178767207","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDheMAG"
"a2FKU0000004vxS2AQ","false","UI Collateral Record Schedule","a2GKU0000004WD42AM","false","false","true","true","false","10.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42789210101779601","LLC_BI__Loan_Collateral2__c","false","false","","","","","false","false","","a2FKa000000SDobMAG"
"a2FKU0000004vnI2AQ","false","Decision_Overview","a2GKU0000004W8r2AE","false","false","true","true","false","7.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42792170939295486","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDeBMAW"
"a2FKU0000004vy52AA","false","Underwriting_Overview","a2GKU0000004W8j2AE","false","false","true","true","false","5.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42794792125497229","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDpEMAW"
"a2FKU0000004vwS2AQ","false","SBL Shipping Address","a2GKU0000004W972AE","false","false","false","false","false","3.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42795047344318050","Account","false","false","{{IF=""A""}}{{COND=""A"" FIELD=""Account.Business_Mailing_Address_Same_as_Physica__c"" IS=""No""}}{{SHOW_ROUTE}}{{ENDIF}}","a2FKU0000004vwZ2AQ","","","false","false","","a2FKa000000SDnYMAW"
"a2FKU0000004vk82AA","false","Applicants","a2GKU0000004W8t2AE","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42795918269083899","LLC_BI__Legal_Entities__c","false","false","","","","","false","false","","a2FKa000000SDauMAG"
"a2FKU0000004vkN2AQ","false","Application Details","a2GKU0000004W8s2AE","false","false","true","true","false","1.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42796924069615646","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDb9MAG"
"a2FKU0000004vqm2AA","false","Loan Information","a2GKU0000004W8R2AU","false","false","true","true","false","0.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42801463920777890","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDhjMAG"
"a2FKU0000004vmm2AA","false","Credit Authorization/Joint Intent","a2GKU0000004WDE2A2","false","false","true","false","false","10.0","slide","true","false","false","false","","true","","MappedSObjectHierarchyScreenResource","","42801907679328248","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDdaMAG"
"a2FKU0000004voc2AA","false","Employment Information","a2GKU0000004WDJ2A2","false","false","false","false","false","5.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42803243285654300","LLC_BI__Income__c","false","false","{{IF=/""A OR B/""}}
{{COND=/""A/"" FIELD=/""LLC_BI__Income__c.LLC_BI__Income_Type__c/"" IS=/""Gross Annual Income/""}}
{{COND=/""B/"" FIELD=/""LLC_BI__Income__c.LLC_BI__Income_Type__c/"" IS=/""Other Income/""}}
{{ENDIF}}","a2FKU0000004vtd2AA","","","false","false","","a2FKa000000SDfVMAW"
"a2FKU0000004vi92AA","false","Payment Structure Details","a2GKU0000004W9S2AU","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","42805755083993993","LLC_BI__Pricing_Payment_Component__c","false","false","","","","","false","false","","a2F8c00000434n0EAA"
"a2FKU0000004vz32AA","false","DEP Primary Identification - State ID","a2GKU0000004WCz2AM","false","false","false","false","false","2200.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42807904716291767","Contact","false","false","{{IF=/""A/""}}{{COND=/""A/"" FIELD=/""Contact.cs_Primary_ID_Type__c/"" IS=/""State ID/""}}{{ENDIF}}","a2FKU0000004vmx2AA","","","false","false","","a2FKa000000Sj1VMAS"
"a2FKU0000004vz42AA","false","Contact Info - Existing Customer - Business Application","a2GKU0000004WCz2AM","false","false","false","false","false","1600.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","42810964535220080","Contact","false","false","{{IF=/""A OR B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""1/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" IS=/""Pass/""}}{{ENDIF}}","a2FKU0000004vyo2AA","","","false","false","","a2FKa000000Sj1WMAS"
"a2FKU0000004vwJ2AQ","false","SBL Primary Identification","a2GKU0000004W982AE","false","false","false","false","false","60.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42814111992497407","Contact","false","false","","","","","false","false","","a2FKa000000SDnPMAW"
"a2FKU0000004vqt2AA","false","Loan Information","a2GKU0000004WK02AM","false","false","false","true","false","0.0","slide","true","false","false","false","","false","","MappedSObjectScreenResource","","42816616526113773","LLC_BI__Loan__c","false","false","","","","","false","false","","a2FKa000000SDhqMAG"
"a2FKU0000004voC2AQ","false","Details - biz connected","a2GKU0000004W9Z2AU","false","false","true","true","false","20.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42817683450087382","Account","false","false","","","","","false","false","","a2FKa000000SDf5MAG"
"a2FKU0000004viY2AQ","false","Add Asset","a2GKU0000004W8l2AE","false","false","true","true","false","4.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42817964623608171","nRetail__Asset__c","false","false","","","","","false","false","","a2FKa000000SDZJMA4"
"a2FKU0000004vxi2AA","false","UI Config Builder - Add a New Route Group","a2GKU0000004WA52AM","false","false","true","true","false","300.0","slide","true","false","false","false","","true","","MappedSObjectScreenResource","","42821053932478183","nFORCE__Route_Group__c","false","false","","","","","false","false","","a2FKa000000SDorMAG"
