"Id","OwnerId","IsDeleted","Name","nFORCE__App__c","nFORCE__lookupKey__c","nFORCE__Default_Collapse_Parent_Navigation__c","nFORCE__Is_Archived__c","nFORCE__Is_Questionnaire__c","nFORCE__Parent_Group__c","nFORCE__Screen__c","nFORCE__Taxonomy_Id__c","nFORCE__Category__c","nFORCE__Layout__c","nFORCE__Answer_Context__c","Description_Custom__c","nFORCE__Description__c","AutorabitExtId__c"
"a2BKU0000009wwu2AA","0058c00000BxeO9AAJ","false","Residential Mortgage Purchase","res-mtg-purchs","42660392346979059","false","false","false","","","","","","","","",""
"a2BKU0000009wvL2AQ","0058c00000BxeO9AAJ","false","Loan Gold Questions","","42662481910622078","false","false","true","","","","","","","","",""
"a2BKU0000009wvD2AQ","0058c00000BxeO9AAJ","false","Deposit Application (Individual) - Additional Owner","portal-perdep-owner-odao","42668082779579811","false","false","false","a2BKU0000009wvC2AQ","","portal-perdep-owner-odao","Online Application","a2CKU0000009qBz2AI","","","",""
"a2BKU0000009wvH2AQ","0058c00000BxeO9AAJ","false","DAO- Individual-Account Due Diligence","dao-ind-add","42677444022408553","false","false","true","","","dao-ind-add","null","","Deposit","null","null",""
"a2BKU0000009wx12AA","0058c00000BxeO9AAJ","false","Unsecured Line of Credit","loc1","42679299595156119","false","false","false","","","","","","","","",""
"a2BKU0000009wvd2AA","0058c00000BxeO9AAJ","false","Add Product Verification","","42679652685732093","false","false","true","","","","","","","","",""
"a2BKU0000009wxv2AA","0058c00000BxeO9AAJ","false","LOE-Loan-Booked-SBA-Conventional","loe-loanbooked","42691508030600874","false","false","false","","","","","","","","",""
"a2BKU0000009wvE2AQ","0058c00000BxeO9AAJ","false","Deposit Application (Business)","portal-dep-bus","42693416628638679","false","false","false","","","portal-dep-bus","Online Application","a2CKU0000009qBz2AI","","","",""
"a2BKU0000009wwA2AQ","0058c00000BxeO9AAJ","false","Account Analysis Statement","tmmg-AccountAnalysisStatement01-00","42715393892623243","false","false","false","","a2GKU0000004WE12AM","","","","","","",""
"a2BKU0000009wvY2AQ","0058c00000BxeO9AAJ","false","Q1","","42718787324244555","false","false","true","","","","","","","","",""
"a2BKU0000009wwo2AA","0058c00000BxeO9AAJ","false","Forced Wire Transfer Wd","tmmg-ForcedWireTransferWd00-00","42739838105768423","false","false","false","","a2GKU0000004WEg2AM","","","","","","",""
"a2BKU0000009wxS2AQ","0058c00000BxeO9AAJ","false","Credit Card Online Application","credit-card-application-online-app","42743914440976539","false","false","false","","","","Online Application","","Loan","","",""
"a2BKU0000009wwr2AA","0058c00000BxeO9AAJ","false","Deposit Application (Individual) - Additional Owner","portal-perdep-owner","42747180529059436","false","false","false","a2BKU0000009wvn2AA","","","Online Application","a2CKU0000009qC02AI","","","",""
"a2BKU0000009wuv2AA","0058c00000BxeO9AAJ","false","Deposit Customer Creation Individual","dep-cc-ind","42753016822525984","false","false","false","","","dep-cc-ind","","","","","",""
"a2BKU0000009wus2AA","0058c00000BxeO9AAJ","false","MASTER-Product Package Details","m-pp-details","42754447670500511","false","false","false","","","m-pp-details","","","","","",""
"a2BKU0000009wwM2AQ","0058c00000BxeO9AAJ","false","Coin and Currency","tmmg-CoinandCurrency00-00","42764696581352067","false","false","false","","a2GKU0000004WEE2A2","","","","","","",""
"a2BKU0000009wwy2AA","0058c00000BxeO9AAJ","false","Deposit Wall","deposit-wall","42769676550390565","false","false","false","","","","","","","","",""
"a2BKU0000009wwc2AA","0058c00000BxeO9AAJ","false","OB Stop Payment","tmmg-OBStopPayment00-00","42776404962862342","false","false","false","","a2GKU0000004WEU2A2","","","","","","",""
"a2BKU0000009wwz2AA","0058c00000BxeO9AAJ","false","HELOC Loan","heloc-loan-grp1","42784148414399005","false","false","false","","","","","","","","",""
"a2BKU0000009wvB2AQ","0058c00000BxeO9AAJ","false","QuesMeeta","","42787560250831539","false","false","true","","","","","","","","",""
"a2BKU0000009wvJ2AQ","0058c00000BxeO9AAJ","false","Deposit Booking UI","deposit-booking","42788024293596456","false","false","false","","","deposit-booking","","","","","",""
"a2BKU0000009ww82AA","0058c00000BxeO9AAJ","false","ARP Full","tmmg-ARPFull00-00","42788061816231401","false","false","false","","a2GKU0000004WDz2AM","","","","","","",""
"a2BKU0000009wuZ2AQ","0058c00000BxeO9AAJ","false","Deposit Ownership and Roles Maintenance","dep-pm-structure-and-roles","42792102819560802","false","false","false","","","dep-pm-structure-and-roles","","","","","",""
"a2BKU0000009wvg2AA","0058c00000BxeO9AAJ","false","SNC","","42799096368321312","false","false","true","","","","","","","","",""
"a2BKU0000009wv52AA","0058c00000BxeO9AAJ","false","a2B79000000trJe","","42799308258248044","false","false","false","","","","","","","","",""
"a2BKU0000009wx32AA","0058c00000BxeO9AAJ","false","Covenant Mgmt","llc-bi--covenant2","42800643343195458","false","false","false","","","","","","","","",""
"a2BKU0000009wuL2AQ","0058c00000BxeO9AAJ","false","Small Business Loan Workflow","sbl-group","42806046586701337","false","false","false","","","sbl-group","","","","","",""
"a2BKU0000009wwV2AQ","0058c00000BxeO9AAJ","false","Return Deposited Item","tmmg-ReturnDepositedItem00-00","42808642688529097","false","false","false","","a2GKU0000004WEN2A2","","","","","","",""
"a2BKU0000009wwF2AQ","0058c00000BxeO9AAJ","false","Direct Deposit","tmmg-DirectDeposit00-00","42814953076653538","false","false","false","","a2GKU0000004WE62AM","","","","","","",""
"a2BKU0000009wwn2AA","0058c00000BxeO9AAJ","false","Wire Notification","tmmg-WireNotification00-00","42815272644690869","false","false","false","","a2GKU0000004WEf2AM","","","","","","",""
"a2BKU0000009ww62AA","0058c00000BxeO9AAJ","false","Account Analysis Statement","tmmg-AccountAnalysisStatement00-00","42837017047787376","false","false","false","","a2GKU0000004WDx2AM","","","","","","",""
"a2BKU0000009wub2AA","0058c00000BxeO9AAJ","false","CD Renewal","dep-pm-renew-cd","42837111203817960","false","false","false","","","dep-pm-renew-cd","","","","","",""
"a2BKU0000009wwq2AA","0058c00000BxeO9AAJ","false","Leasing Group","Leasing-retail1","42843662834659469","false","false","false","","","","","","","","",""
"a2BKU0000009wx22AA","0058c00000BxeO9AAJ","false","Unsecured Term Loan","term1","42844470492818289","false","false","false","","","","","","","","",""
"a2BKU0000009wvM2AQ","0058c00000BxeO9AAJ","false","Productized Retail Lending","productized-retail-lending","42845150078169205","false","false","false","","","productized-retail-lending","","","","","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.",""
"a2BKU0000009wx42AA","0058c00000BxeO9AAJ","false","Application","llc-bi--application","42848229011907454","false","false","false","","","","","","","","",""
"a2BKU0000009wwa2AA","0058c00000BxeO9AAJ","false","Sweep","tmmg-Sweep00-00","42859800291646632","false","false","false","","a2GKU0000004WES2A2","","","","","","",""
"a2BKU0000009wuV2AQ","0058c00000BxeO9AAJ","false","Loan","loan","42873438710069149","false","false","false","","","loan","","","","","",""
"a2BKU0000009wux2AA","0058c00000BxeO9AAJ","false","Loan Customer Creation Individual","loan-cc-ind","42874089776727817","false","false","false","","","loan-cc-ind","","","","","",""
"a2BKU0000009wwl2AA","0058c00000BxeO9AAJ","false","OB Bundle","tmmg-OBBundle00-00","42876938326776748","false","false","false","","a2GKU0000004WEd2AM","","","","","","",""
"a2BKU0000009wuE2AQ","0058c00000BxeO9AAJ","false","Small Business Loan Application","portal-sbloan","42877593676380574","false","false","false","","","portal-sbloan","Online Application","","","","",""
"a2BKU0000009wvS2AQ","0058c00000BxeO9AAJ","false","Secured Retail Loan Application (Individual Other Involved)","portal-rl-secured-other","42884066139848024","false","false","false","a2BKU0000009wvR2AQ","","portal-rl-secured-other","","","","","",""
"a2BKU0000009wvF2AQ","0058c00000BxeO9AAJ","false","Deposit Application (Business) Additional Owner","portal-dep-owner","42884073905355528","false","false","false","a2BKU0000009wvE2AQ","","portal-dep-owner","Online Application","a2CKU0000009qBz2AI","","","",""
"a2BKU0000009wxT2AQ","0058c00000BxeO9AAJ","false","a2B780000001mvt","","42886989060141023","false","false","false","","","","","","","","",""
"a2BKU0000009wwC2AQ","0058c00000BxeO9AAJ","false","ARP Partial","tmmg-ARPPartial00-00","42891193703210100","false","false","false","","a2GKU0000004WE32AM","","","","","","",""
"a2BKU0000009wwS2AQ","0058c00000BxeO9AAJ","false","Business Debit Card","tmmg-BusinessDebitCard01-00","42899443307354903","false","false","false","","a2GKU0000004WEK2A2","","","","","","",""
"a2BKU0000009wuM2AQ","0058c00000BxeO9AAJ","false","Unsecured Small Business Loan Workflow","sbl-unsec-group","42903851954541033","false","false","false","","","sbl-unsec-group","","","","","",""
"a2BKU0000009wxE2AQ","0058c00000BxeO9AAJ","false","Loan - Commercial","loan1","42912109734307319","false","false","false","","a2GKU0000004WEi2AM","","","","","","",""
"a2BKU0000009wuf2AA","0058c00000BxeO9AAJ","false","DocuSign - Default","docusign-default","42921740115752574","false","false","false","","","docusign-default","","","","","",""
"a2BKU0000009wxM2AQ","0058c00000BxeO9AAJ","false","Business Questionnaire (Button Group)","business-questionnaire-button","42922192505793972","false","false","false","","","","","","","","",""
"a2BKU0000009wvq2AA","0058c00000BxeO9AAJ","false","Unsecured Small Business Loan Workflow","sbl-unsec-group1","42926721888755667","false","false","false","","","","","","","","",""
"a2BKU0000009wuT2AQ","0058c00000BxeO9AAJ","false","Test 2","tmmg-Test200-00","42929089401890532","false","false","false","","a2GKU0000004W862AE","tmmg-Test200-00","","","","","",""
"a2BKU0000009wwL2AQ","0058c00000BxeO9AAJ","false","ACH Credit","tmmg-ACHCredit00-00","42939241993680442","false","false","false","","a2GKU0000004WED2A2","","","","","","",""
"a2BKU0000009wwB2AQ","0058c00000BxeO9AAJ","false","Account Reconciliation Services","tmmg-AccountReconciliationServices00-00","42939322020636023","false","false","false","","a2GKU0000004WE22AM","","","","","","",""
"a2BKU0000009wu82AA","0058c00000BxeO9AAJ","false","Business KYC","bus-kyc","42940369988812827","false","false","true","","","","","","","","",""
"a2BKU0000009wud2AA","0058c00000BxeO9AAJ","false","Relationship - Default","relationship-default","42943134305184229","false","false","false","","","relationship-default","","","","","",""
"a2BKU0000009wut2AA","0058c00000BxeO9AAJ","false","nCino Administration","admin","42945668722646292","false","false","false","","","admin","","","","","",""
"a2BKU0000009wwO2AQ","0058c00000BxeO9AAJ","false","Research","tmmg-Research00-00","42953266095278948","false","false","false","","a2GKU0000004WEG2A2","","","","","","",""
"a2BKU0000009wuF2AQ","0058c00000BxeO9AAJ","false","Small Business Loan Application (Individual Other Involved)","portal-sbl-ind-other","42963370448176169","false","false","false","a2BKU0000009wuE2AQ","","portal-sbl-ind-other","","","","","",""
"a2BKU0000009wuo2AA","0058c00000BxeO9AAJ","false","New Loan Product","new-loan","42964014987709751","false","false","false","","","new-loan","","","","","",""
"a2BKU0000009wxN2AQ","0058c00000BxeO9AAJ","false","Individual Questionnaire (Button Group)","individual-questionnaire-button","42968451330376803","false","false","false","","","","","","","","",""
"a2BKU0000009wwN2AQ","0058c00000BxeO9AAJ","false","Controlled Disbursement","tmmg-ControlledDisbursement00-00","42994799597081279","false","false","false","","a2GKU0000004WEF2A2","","","","","","",""
"a2BKU0000009wvh2AA","0058c00000BxeO9AAJ","false","KYC Onboarding","","42997644533406082","false","true","true","","","","","","","","",""
"a2BKU0000009wve2AA","0058c00000BxeO9AAJ","false","AML/KYC Questionnaire - Business","","42999629887234975","false","false","true","","","","","","Loan","","",""
"a2BKU0000009wuK2AQ","0058c00000BxeO9AAJ","false","Retail Loan","retail-loan","46461560278745196","false","false","false","","","retail-loan","","","","","",""
"a2BKU0000009wxY2AQ","0058c00000BxeO9AAJ","false","Reg O Loan Questionnaire","","495D11641D15481EAF65046837694C2D","false","false","true","","","","","","","","",""
"a2BKU0000009wv32AA","0058c00000BxeO9AAJ","false","MASTER Loan Booked","m-loan-booked","49741620937669910","false","false","false","","","m-loan-booked","","","","test","",""
"a2BKU0000009wxe2AA","0058c00000BxeO9AAJ","false","Business KYC","","51174A2B04174F48BC4E7B383871201C","false","false","true","","","","","","","","",""
"a2BKU0000009wvX2AQ","0058c00000BxeO9AAJ","false","Unsecured Retail Loan Online Application (Individual Other Involved)","unsecured-retail-loan-online-application--individual-other-involved","51611603130192527","false","false","false","a2BKU0000009wvW2AQ","","unsecured-retail-loan-online-application--individual-other-involved","Online Application","a2CKU0000009qBz2AI","Loan","","",""
"a2BKU0000009wvU2AQ","0058c00000BxeO9AAJ","false","Secured Retail Loan Online Application (Individual Other Involved)","secured-retail-loan-online-application--individual-other-involved","56841602603006905","false","false","false","a2BKU0000009wvT2AQ","","secured-retail-loan-online-application--individual-other-involved","Online Application","a2CKU0000009qBz2AI","Loan","","",""
"a2BKU0000009wvW2AQ","0058c00000BxeO9AAJ","false","Unsecured Retail Loan Online Application","unsecured-retail-loan-online-application","60411603129896006","false","false","false","","","unsecured-retail-loan-online-application","Online Application","a2CKU0000009qBz2AI","Loan","","",""
"a2BKU0000009wxs2AA","0058c00000BxeO9AAJ","false","LOB-SBA-Paycheck","lob-sba-paycheck","64182C3C563742558122286F3A310A51","false","false","false","","","","","","","","",""
"a2BKU0000009wx92AA","0058c00000BxeO9AAJ","false","Loan - Residential Mortgage Purchase - APAC","apac-res-mtg-purchase","661A5471073A49118B14037E561B610A","false","false","false","","","","","","","","",""
"a2BKU0000009wv22AA","0058c00000BxeO9AAJ","false","MASTER Loan Post Approval","m-loan-post-approval","66341619447512452","false","false","false","","","m-loan-post-approval","","","","","",""
"a2BKU0000009wxZ2AQ","0058c00000BxeO9AAJ","false","Reg W","","7459046C4536495BB95D35126F1E4F60","false","false","true","","","","","","","","",""
"a2BKU0000009wxa2AA","0058c00000BxeO9AAJ","false","HVCRE","","794F2F0C57694D199104622D0E1F3033","false","false","true","","","","","","","","",""
"a2BKU0000009wxp2AA","0058c00000BxeO9AAJ","false","lobloanbooked","lobloanbooked","7E560B786D584970AE52394141683224","false","false","false","","","","","","","","",""
"a2BKU0000009wuN2AQ","0058c00000BxeO9AAJ","false","MASTER-Loan - Retail","m-retail","80561560278865441","false","false","false","","","m-retail","","","","","",""
"a2BKU0000009wxQ2AQ","0058c00000BxeO9AAJ","false","Small Business Loan Post Approval UI","small-business-loan-post-approval-ui","88091663700612060","false","false","false","","","retail-loan-ui","","","","","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.",""
"a2BKU0000009wvV2AQ","0058c00000BxeO9AAJ","false","Retail Loan- Post Approval UI","retail-loan--post-approval-ui","89621602764612697","false","false","false","","","retail-loan--post-approval-ui","","","","","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.",""
"a2BKU0000009wvO2AQ","0058c00000BxeO9AAJ","false","Small Business Loan UI","small-business-loan-ui","91991600720340913","false","false","false","","","small-business-loan-ui","","","","","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.",""
"a2BKU0000009wxf2AA","0058c00000BxeO9AAJ","false","SBA-Paycheck","sba-paycheck","92721585311454918","false","false","false","","","","","","","","",""
"a2BKU0000009wxg2AA","0058c00000BxeO9AAJ","false","Second Draw Forgiveness","second-draw-forgiveness","95161613054558756","false","false","false","","","","","","","","",""
"a2BKU0000009wvT2AQ","0058c00000BxeO9AAJ","false","Secured Retail Loan Online Application","secured-retail-loan-online-application","95231602078250452","false","false","false","","","secured-retail-loan-online-application","Online Application","a2CKU0000009qBz2AI","Loan","","",""
"a2BKU0000009wuR2AQ","0058c00000BxeO9AAJ","false","MASTER-Treasury Services","master-treasury-services","95821567002558847","false","false","false","","","master-treasury-services","","","","","",""
"a2BKU0000009wvN2AQ","0058c00000BxeO9AAJ","false","Retail Loan UI","retail-loan-ui","96991600720267323","false","false","false","","","retail-loan-ui","","","","","The productized route group includes the retail route templates required for a faster configuration and implementation  experience. Users must clone this group as needed for each loan product type as this specific route group is template-only.",""
"a2BKU0000009wuJ2AQ","0058c00000BxeO9AAJ","false","Session (MASTER) - HELOC Loan","heloc-loan-grp","NotHelocSpecific-UseforAllRetail","false","false","false","","","heloc-loan-grp","","","","Packaged - This is 1 of 4 packaged Groups used for Retail.  As a Gold Standard, this is the baseline to clone and begin configuration.  The other 3 Session Groups are not maintained at this time (Summer 19)","",""
"a2BKU0000009wxw2AA","0058c00000BxeO9AAJ","false","LOE-LoanPre-SBA-Conventional","loe-loanpre","PreLOEConventional","false","false","false","","","","","","","","",""
"a2BKU0000009wxV2AQ","0058c00000BxeO9AAJ","false","Reg O Loan Questionnaire_DL","oan.questionnaire-rego","a2B3k000002eimBEAQ","false","false","true","","","","","","","","",""
"a2BKU0000009wxW2AQ","0058c00000BxeO9AAJ","false","HVCRE_DL","loan.questionnaire-hvcre","a2B3k000002eimDEAQ","false","false","true","","","","","","","","",""
"a2BKU0000009wxX2AQ","0058c00000BxeO9AAJ","false","CRA_DL","loan.questionnaire-cra","a2B3k000002eimEEAQ","false","false","true","","","","","","","","",""
"a2BKU0000009wxk2AA","0058c00000BxeO9AAJ","false","Product Package Details LOB PWC","pp-details-lob-pwc","a2B3k000002eimFEAQ","false","false","false","","","","","","","","",""
"a2BKU0000009wxl2AA","0058c00000BxeO9AAJ","false","SBA-Loan-Pre-LOB-PWC","sba-loanpre-lob-pwc","a2B3k000002eimhEAA","false","false","false","","","","","","","","",""
"a2BKU0000009wxn2AA","0058c00000BxeO9AAJ","false","lobloanbooked-LOB-PWC","lobloanbooked-lob-pwc","a2B3k000002eimxEAA","false","false","false","","","","","","","","",""
"a2BKU0000009wxm2AA","0058c00000BxeO9AAJ","false","SBA-Loan-Post-LOB-PWC","sba-loanpost-lob-pwc","a2B3k000002eimyEAA","false","false","false","","","","","","","","",""
"a2BKU0000009wty2AA","0058c00000BxeO9AAJ","false","Deal Management Workspace: Loan","dmw-group-loan","dmwui-42926525468","false","false","false","","","","","","","","",""
"a2BKU0000009wtz2AA","0058c00000BxeO9AAJ","false","Deal Management Workspace: Treasury","dmw-group-treasury","dmwui-42947458925","false","false","false","","","","","","","","",""
"a2BKU0000009wxx2AA","0058c00000BxeO9AAJ","false","LOE-Loan-SBA-Conventional","loe.loan","loeSBAandConventional","false","false","false","","","","","","","","",""
"a2BKU0000009wuP2AQ","0058c00000BxeO9AAJ","false","New Relationship","new-relationship","new-relationship","false","false","false","","","new-relationship","","","","","",""
"a2BKU0000009wuU2AQ","0058c00000BxeO9AAJ","false","Relationship Loans Treegrid","relationship-loans-treegrid","rcaui-42318683902","false","false","false","","","relationship-loans-treegrid","","","","","",""
"a2BKU0000009wxO2AQ","0058c00000BxeO9AAJ","false","Small Business Loan - Business - KYC","small-business-loan-bus-kyc","small-business-loan-bus-kyc","false","false","true","","","","Online Application","","Loan","","",""
"a2BKU0000009wxP2AQ","0058c00000BxeO9AAJ","false","Small Business Loan Application (Individual Other Involved)","small-business-loan-individual-online-application-other-involved","small-business-loan-individual-online-application-other-involved","false","false","false","a2BKU0000009wuE2AQ","","portal-sbl-ind-other","Online Application","","","","",""
