"Id","IsDeleted","Name","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c","AutorabitExtId__c","nFORCE__Screen_View__c","nFORCE__Widget__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c"
"a0qWD00000GT98DYAT","false","Primary Account","a0sWD00000XoC5bYAF","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7PEAU","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98EYAT","false","Primary Account","a0sWD00000XoC5lYAF","false","false","false","false","","true","true","false","false","false","16.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7QEAU","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98FYAT","false","Primary Account","a0sWD00000XoC5VYAV","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7REAU","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98GYAT","false","Prior Government Guaranteed Loans","a0sWD00000XoC5ZYAV","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7SEAU","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98HYAT","false","Product Packages","a0sWD00000XoC5LYAV","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7TEAU","Account","","","","","",""
"a0qWD00000GT98IYAT","false","Product Summary","a0sWD00000XoC6FYAV","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7VEAU","LLC_BI__Treasury_Service__c","","","","","",""
"a0qWD00000GT98JYAT","false","Property Location","a0sWD00000XoC5uYAF","false","false","false","false","","true","false","false","false","false","3.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7XEAU","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98KYAT","false","Property Location","a0sWD00000XoC5vYAF","false","false","false","false","","true","false","false","false","false","3.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7ZEAU","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98LYAT","false","Referral","a0sWD00000XoC6GYAV","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7aEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98MYAT","false","Referral Information","a0sWD00000XoC5xYAF","false","false","false","false","","true","false","false","false","false","2.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7cEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98NYAT","false","Referrals","a0sWD00000XoC5MYAV","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7dEAE","Account","","","","","",""
"a0qWD00000GT98OYAT","false","Refinancing Information","a0sWD00000XoC5fYAF","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7eEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98PYAT","false","Relationship Summary","a0sWD00000XoC6HYAV","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7fEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98QYAT","false","Risk Rating Reviews","a0sWD00000XoC5NYAV","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7gEAE","Account","","","","","",""
"a0qWD00000GT98RYAT","false","SBA Form 10","a0sWD00000XoC5UYAV","false","false","false","false","","true","true","false","false","false","14.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7iEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98SYAT","false","SBA Form 1846","a0sWD00000XoC5WYAV","false","false","false","false","","true","true","false","false","false","15.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7jEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98TYAT","false","SBA Form 1919","a0sWD00000XoC5XYAV","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7kEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98UYAT","false","SBA Form 1920","a0sWD00000XoC5cYAF","false","false","false","false","","true","true","false","false","false","7.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7lEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98VYAT","false","SBA Form 1920Contacts","a0sWD00000XoC6IYAV","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7mEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98WYAT","false","SBA Form 912","a0sWD00000XoC5RYAV","false","false","false","false","","true","true","false","false","false","5.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7nEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98XYAT","false","Service Requests","a0sWD00000XoC5OYAV","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7oEAE","Account","","","","","",""
"a0qWD00000GT98YYAT","false","Site Visits","a0sWD00000XoC5PYAV","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7pEAE","Account","","","","","",""
"a0qWD00000GT98ZYAT","false","Special Programs","a0sWD00000XoC5iYAF","false","false","false","false","","true","true","false","false","false","13.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7qEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98aYAD","false","Tasks","a0sWD00000XoC56YAF","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7sEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98bYAD","false","Treasury","a0sWD00000XoC5QYAV","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","","","","ReferenceFilteredHierarchyScreenResource","","a2F5g0000000G7uEAE","Account","","","","","",""
"a0qWD00000GT98cYAD","false","Type of Business","a0sWD00000XoC5YYAV","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000G7vEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98dYAD","false","Use of Proceeds","a0sWD00000XoC5sYAF","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000G7wEAE","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTA7dYAH","false","Relationship Summary Narrative","a0sWD00000XoBiCYAV","false","false","false","false","","false","false","false","false","false","11.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GAcEAM","LLC_BI__Product_Package__c","","","","","",""
"a0qWD00000GTA7eYAH","false","Collateral Narrative","a0sWD00000XoBiCYAV","false","false","false","false","","false","false","false","false","false","41.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GAdEAM","LLC_BI__Product_Package__c","","","","","",""
"a0qWD00000GTA7fYAH","false","Covenant Narrative","a0sWD00000XoBiCYAV","false","false","false","false","","false","false","false","false","false","51.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GAeEAM","LLC_BI__Product_Package__c","","","","","",""
"a0qWD00000GTA7gYAH","false","Recommendation Summary","a0sWD00000XoBiCYAV","false","false","false","false","","false","false","false","false","false","80.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GAfEAM","LLC_BI__Product_Package__c","","","","","",""
"a0qWD00000GT98eYAD","false","Relationship Summary","a0sWD00000XoBiBYAV","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GAgEAM","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GTA7hYAH","false","Relationship Summary Narrative","a0sWD00000XoBiBYAV","false","false","false","false","","false","false","false","false","false","11.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GAhEAM","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98fYAD","false","Policy Exceptions","a0sWD00000XoBiBYAV","false","false","false","false","","false","false","false","false","false","50.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GAiEAM","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98gYAD","false","Relationship Summary","a0sWD00000XoBiDYAV","false","false","false","false","","false","false","false","false","false","20.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GAjEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GTA7iYAH","false","Relationship Summary Narrative","a0sWD00000XoBiDYAV","false","false","false","false","","false","false","false","false","false","21.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GAkEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GT98hYAD","false","Collateral Summary","a0sWD00000XoBiDYAV","false","false","false","false","","false","false","false","false","false","50.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GAlEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GTA7jYAH","false","Collateral Narrative","a0sWD00000XoBiDYAV","false","false","false","false","","false","false","false","false","false","51.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GAmEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GT98iYAD","false","Covenant Summary","a0sWD00000XoBiDYAV","false","false","false","false","","false","false","false","false","false","60.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GAnEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GTA7kYAH","false","Covenant Narrative","a0sWD00000XoBiDYAV","false","false","false","false","","false","false","false","false","false","61.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GAoEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GTA7lYAH","false","Review Summary","a0sWD00000XoBiDYAV","false","false","false","false","","false","false","false","false","false","70.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GApEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GT98jYAD","false","Review Details","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","MappedSObjectScreenResource","","a2F5g0000000GAqEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GT98kYAD","false","Relationship Summary","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","20.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GArEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GTA7mYAH","false","Relationship Summary Narrative","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","21.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GAsEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GT98lYAD","false","Product Package Details","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","30.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GAtEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GTA7nYAH","false","Product Package Details Narrative","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","31.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GAuEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GT98mYAD","false","Related Relationships","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","40.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GAvEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GT98nYAD","false","Loan Summary","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","50.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GAwEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GT98oYAD","false","Collateral Summary","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","60.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GAxEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GTA7oYAH","false","Collateral Narrative","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","61.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GAyEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GT98pYAD","false","Covenant Summary","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","70.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GAzEAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GTA7pYAH","false","Collateral Narrative","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","71.0","slide","true","false","true","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GB0EAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GTA7qYAH","false","Review Summary","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","80.0","slide","true","false","false","false","","false","","","","","SObjectScreenResource","","a2F5g0000000GB1EAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GT98qYAD","false","Product Package Team Members","a0sWD00000XoBj6YAF","false","false","false","false","","false","false","false","false","false","90.0","slide","true","false","false","false","","false","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GB2EAM","LLC_BI__Review__c","","","","","",""
"a0qWD00000GT98rYAD","false","Adverse Action","a0sWD00000XoC4sYAF","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GB9EAM","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98sYAD","false","Attorney Info","a0sWD00000XoC4tYAF","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000GBBEA2","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98tYAD","false","Compliance Info","a0sWD00000XoC4uYAF","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000GBEEA2","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98uYAD","false","Construction Info","a0sWD00000XoC4vYAF","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000GBFEA2","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98vYAD","false","Fees","a0sWD00000XoC54YAF","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GBHEA2","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98wYAD","false","Participations","a0sWD00000XoC6JYAV","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GBIEA2","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98xYAD","false","Risk Rating Review","a0sWD00000XoC4wYAF","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectHierarchyScreenResource","","a2F5g0000000GBLEA2","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98yYAD","false","Secondary Market","a0sWD00000XoC4xYAF","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000GBMEA2","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT98zYAD","false","Structure Info","a0sWD00000XoC4yYAF","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","MappedSObjectScreenResource","","a2F5g0000000GBNEA2","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT990YAD","false","Attorney Info Approved","a0sWD00000XoC4zYAF","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","MappedSObjectScreenResource","","a2F5g0000000GBPEA2","LLC_BI__Loan__c","","","","","",""
"a0qWD00000GT991YAD","false","Loan Details Approved","a0sWD00000XoC50YAF","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","MappedSObjectScreenResource","","a2F5g0000000GBREA2","LLC_BI__Loan__c","","","","","",""
