"Id","IsDeleted","Name","LLC_BI__Product_Type__c","LLC_BI__Product_Feature__c","LLC_BI__RealEstate_Type__c","LLC_BI__RealEstate__c","LLC_BI__lookupKey__c","LLC_BI__Classification__c","LLC_BI__Description__c","LLC_BI__Learn_More__c","LLC_BI__Order__c","LLC_BI__Enabled_Experiences__c","LLC_BI__Product_Display_Name__c","nPortal__Can_Pledge_Multiple_Collateral__c","nPortal__External_Name__c","nPortal__OA_Approval_Next_Steps__c","nPortal__OA_Auto_Decision_Enabled__c","LLC_BI__Product_Line_Name__c","LLC_BI__Product_Type_Name__c","LLC_BI__Default_App__c","LLC_BI__Screen_Section__c","LLC_BI__Deposit_Rate_Structure__c","LLC_BI__Maintenance_App__c","nPortal__OA_Collapsed_Offer_Card_Summary__c","nPortal__OA_Collateral_Required__c","nPortal__OA_Deposit_Funding_Failure_Next_Steps__c","nPortal__OA_Deposit_Funding_Next_Steps__c","nPortal__OA_Expanded_Offer_Summary_Card__c","nPortal__OA_Is_Hidden__c","nPortal__OA_Not_Approved_Next_Steps__c","LLC_BI__Maximum_Funding_Amount__c","LLC_BI__Minimum_Funding_Amount__c","nPortal__OA_Offers_Accepted_Next_Steps__c","nPortal__OA_Offers_Enabled__c","nPortal__OA_Product_Image__c","LLC_BI__Disable_Id_Document_Save__c","LLC_BI__Other_Disclosures_Description__c","LLC_BI__Other_Disclosures_Received__c","nPortal__Online_Application_AS_Screen__c","nPortal__Online_Application_Enabled__c","nPortal__Online_Application_Group__c","nPortal__Online_Application_Header_Text__c","LLC_BI__Maintenance_Screen_Section__c","nPortal__Online_Application_Subheader_Text__c","nPortal__Online_Application_Topbar_Fieldset__c","nPortal__Online_Application_Topbar_Text__c","nPortal__Online_Application_Type__c","nPortal__Online_Application_Your_Account_Fieldset__c","nPortal__Product_Marketing__c","nPortal__Suggested_Collateral_Enabled__c","nPortal__Your_Products_Component_Field_Set__c","cm_Days_to_Close__c","cm_Gross_Annual_Micro_Bus_Revenue_Cap__c","cm_Gross_Annual_Small_Bus_Revenue_Cap__c","cm_Maximum_Micro_Business_Loan_Amount__c","cm_Maximum_Small_Business_Loan_Amount__c","cm_Product_Validation__c","cm_Static_Name__c","cm_Display_Account_Options_Online__c"
"a0ubn000004s5f9AAA","","ODP","a0tbn000008f3QUAAY","a0nbn000003YMFLAA4","","","PR-ODP08577629713","","","","","","","false","ODP","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","Online Loan Application","","","false","","","","","","","","ODP","false"
"a0ubn000004s5fAAAQ","","Credit Card","a0tbn000008f3QVAAY","a0nbn000003YMFMAA4","","","PR-Platinu0204672","","","","","","","false","Credit Card","","false","","","","","","","cm_OA_Credit_Card_Collapsed","false","","","","false","","","","<p><span style=""color: rgb(62, 62, 60);"">You&#39;ll receive and sign documents electronically, then receive your funds.</span></p>","true","","false","","false","","true","","Let's Get Started!","","The application typically takes about 10-15 minutes.","","Your Credit Card Application","Online Loan Application","","","false","","","","","","","","Credit Card","false"
"a0ubn000004s5epAAA","","Platinum Checking","a0tbn000008f3QLAAY","a0nbn000003YMF3AAO","","","PR-Platinu0586222","","","","","","","false","Platinum Checking","","false","","","","a2Fbn000000Dtt7EAC","","","","false","We weren&#39;t able to begin the account funding process online. Please contact Customer Service at xxx.xxx.xxxx for assistance. ","","","false","","500.0","1.0","","false","","false","","false","","true","","Your Platinum Checking Account","","This application should only take 5 minutes.","ODAO_Topbar_Fieldset","Your Platinum Checking Application","Online Deposit Application","ODAO_YourAccountFieldset","","false","nPortal__Your_Products_Deposit","","","","","","","Platinum Checking","true"
"a0ubn000004dcxkAAA","","Purchase","a0tbn000007pcYfAAI","","","","PR-Purchas0945231","","","","","","","false","","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","","","","false","","","","","","","","","false"
"a0ubn000004s5f3AAA","","Recreational Vehicle/Travel Trailer","a0tbn000008f3QTAAY","a0nbn000003YMFEAA4","","","PR-Recreat0379881","","","","","","","false","Recreational Vehicle/Travel Trailer","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","Online Loan Application","","","false","","","","","","","","Recreational Vehicle/Travel Trailer","false"
"a0ubn000004dcxuAAA","","Residential","a0tbn000007pcYnAAI","a0nbn0000034pzSAAQ","","","PR-Residen0153775","","","","","","","false","","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","","","","false","","","","","","","","","false"
"a0ubn000004ktIaAAI","","Revolving Line of Credit","a0tbn000008H0TdAAK","a0nbn000003Jb3nAAC","","","PR-Revolvi0271389","","","","","","","true","Unsecured - Revolving LOC","<ul><li><code>We&#39;ll email you when it&#39;s time to <strong>upload documents</strong>, such as tax returns. After you&#39;ve uploaded, we can generate an official offer.</code></li><li><code>When your offer is ready, we&#39;ll send you an email. After you tell us you&#39;d like to move forward, you&#39;ll <strong>sign some closing documents</strong> to make it official.</code></li></ul>","true","","","","","","","nPortal__OA_Collapsed_Offer_Card_Summary","false","","","SBL_OA_Expanded_Offer_Card","false","","","","Congratulations! Now that you have accepted an offer, let&#39;s talk about the next steps.","true","","false","","false","","true","a2Bbn000000KMCWEA4","","","","","","Online Loan Application","","","true","nPortal__Your_Products_Loan","","1000000.0","1000000.0","25000.0","50000.0","Small BusinessUnsecuredRevolving Line of Credit","Revolving Line of Credit","false"
"a0ubn000004ktIeAAI","","Revolving Line of Credit","a0tbn000008H0TeAAK","a0nbn000003JaHZAA0","","","PR-Revolvi0293397","","","","","","","true","Non Real Estate - Revolving LOC","<ul><li><code>We&#39;ll email you when it&#39;s time to <strong>upload documents</strong>, such as tax returns. After you&#39;ve uploaded, we can generate an official offer.</code></li><li><code>When your offer is ready, we&#39;ll send you an email. After you tell us you&#39;d like to move forward, you&#39;ll <strong>sign some closing documents</strong> to make it official.</code></li></ul>","true","","","","","","","nPortal__OA_Collapsed_Offer_Card_Summary","false","","","SBL_OA_Expanded_Offer_Card","false","","","","Congratulations! Now that you have accepted an offer, let&#39;s talk about the next steps.","true","","false","","false","","true","a2Bbn000000KMCWEA4","","","","","","Online Loan Application","","","false","nPortal__Your_Products_Loan","","1000000.0","1000000.0","50000.0","100000.0","Small BusinessNon Real EstateRevolving Line of Credit","Revolving Line of Credit","false"
"a0ubn000004dcy0AAA","","Revolving Line of Credit","a0tbn000007pcYfAAI","a0nbn0000034pzYAAQ","","","PR-Revolvi0301484","","","","","","","false","","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","","","","false","","","","","","","","","false"
"a0ubn000004dcxpAAA","","Revolving Line of Credit","a0tbn000007pcYlAAI","a0nbn0000034pzNAAQ","","","PR-Revolvi0406946","","","","","","","false","","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","","","","false","","","","","","","","","false"
"a0ubn000004dcxnAAA","","Revolving Line of Credit","a0tbn000007pcYhAAI","a0nbn0000034pzKAAQ","","","PR-Revolvi0456513","","","","","","","false","","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","","","","false","","","","","","","","","false"
"a0ubn000004dcxrAAA","","Revolving Line of Credit","a0tbn000007pcYmAAI","a0nbn0000034pzPAAQ","","","PR-Revolvi0502232","","","","","","","false","","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","","","","false","","","","","","","","","false"
"a0ubn000004ktIcAAI","","Revolving Line of Credit","a0tbn000008H0TfAAK","a0nbn000003JaHaAAK","","","PR-Revolvi0973827","","","","","","","true","Real Estate - Revolving LOC","<ul><li><code>We&#39;ll email you when it&#39;s time to <strong>upload documents</strong>, such as tax returns. After you&#39;ve uploaded, we can generate an official offer.</code></li><li><code>When your offer is ready, we&#39;ll send you an email. After you tell us you&#39;d like to move forward, you&#39;ll <strong>sign some closing documents</strong> to make it official.</code></li></ul>","true","","","","","","","nPortal__OA_Collapsed_Offer_Card_Summary","false","","","SBL_OA_Expanded_Offer_Card","false","","","","Congratulations! Now that you have accepted an offer, let&#39;s talk about the next steps.","true","","false","","false","","true","a2Bbn000000KMCWEA4","","","","","","Online Loan Application","","","true","nPortal__Your_Products_Loan","","1000000.0","1000000.0","0.0","250000.0","Small BusinessReal EstateRevolving Line of Credit","Revolving Line of Credit","false"
"a0ubn000004s5ezAAA","","Roth Fixed IRA","a0tbn000008f3QSAAY","a0nbn000003YMFOAA4","","","PR-RothFix0899240","","","","","","","false","","","false","","","","a2Fbn000000DttEEAS","a3ybn0000002k0lAAA","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","","","","false","","","","","","","","Roth Fixed IRA","true"
"a0ubn000004s5euAAA","","Fundamental Checking","a0tbn000008f3QPAAY","a0nbn000003YMF8AAO","","","PR-SBDDA014035799","","","","","","","false","Business Fundamental Checking","","false","","","","a2Fbn000000DttBEAS","","","","false","","","","false","","","","","false","","false","","false","","true","","Open a Business Fundamental Checking Account Today!","","","ODAO_Topbar_Fieldset","Your Business Fundamental Checking Account","Online Deposit Application","ODAO_YourAccountFieldset","","false","nPortal__Your_Products_Deposit","","","","","","","Fundamental Checking","false"
"a0ubn000004s5evAAA","","Money Market Savings","a0tbn000008f3QPAAY","a0nbn000003YMF9AAO","","","PR-SBMoney0109850","","","","","","","false","Business Money Market Savings","","false","","","","a2Fbn000000DttCEAS","a3ybn0000002k0jAAA","","","false","","","","false","","","","","false","","false","","false","","true","","Your Business Money Market Account","","","ODAO_Topbar_Fieldset","Your Business Money Market Savings Account","Online Deposit Application","ODAO_YourAccountFieldset","","false","nPortal__Your_Products_Deposit","","","","","","","Money Market Savings","false"
"a0ubn000004s5etAAA","","Advantage Savings","a0tbn000008f3QQAAY","a0nbn000003YMF7AAO","","","PR-SBSavin0890913","","","","","","","false","Business Advantage Savings","","false","","","","a2Fbn000000DttAEAS","a3ybn0000002k0iAAA","","","false","We weren&#39;t able to begin the account funding process online. Please contact Customer Service at xxx.xxx.xxxx for assistance. ","","","false","","","","","false","","false","","false","","true","","Open a Business Advantage Savings Account Today!","","","ODAO_Topbar_Fieldset","Your Business Advantage Savings Account","Online Deposit Application","ODAO_YourAccountFieldset","Start saving for your Small Business today.","false","nPortal__Your_Products_Deposit","","","","","","","Advantage Savings","false"
"a0ubn000004s5eoAAA","","Silver Checking","a0tbn000008f3QLAAY","a0nbn000003YMF2AAO","","","PR-SilverC0388335","","","","","","","false","Silver Checking","","false","","","","a2Fbn000000Dtt7EAC","","","","false","We weren&#39;t able to begin the account funding process online. Please contact Customer Service at xxx.xxx.xxxx for assistance. ","","","false","","500.0","1.0","","false","","false","","false","","true","","Your Silver Checking Account","","This application should only take 5 minutes.","ODAO_Topbar_Fieldset","Your Silver Checking Application","Online Deposit Application","ODAO_YourAccountFieldset","","false","nPortal__Your_Products_Deposit","","","","","","","Silver Checking","true"
"a0ubn000004s5eqAAA","","Silver Savings","a0tbn000008f3QOAAY","a0nbn000003YMF4AAO","","","PR-SilverS0368659","","","","","","","false","Silver Savings","","false","","","","a2Fbn000000Dtt9EAC","a3ybn0000002k0fAAA","","","false","We weren&#39;t able to begin the account funding process online. Please contact Customer Service at xxx.xxx.xxxx for assistance. ","","","false","","500.0","1.0","","false","","false","","false","","true","","Your Silver Savings Account","","This application should only take 5 minutes.","ODAO_Topbar_Fieldset","Your Silver Savings Application","Online Deposit Application","ODAO_YourAccountFieldset","","false","nPortal__Your_Products_Deposit","","","","","","","Silver Savings","true"
"a0ubn000004s5f5AAA","","Stock Secured","a0tbn000008f3QTAAY","a0nbn000003YMFGAA4","","","PR-StockSe0584370","","","","","","","false","Stock Secured","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","Online Loan Application","","","false","","","","","","","","Stock Secured","false"
"a0ubn000004dcxcAAA","","Sub Limit","a0tbn000007pcYfAAI","a0nbn0000034pzEAAQ","","","PR-SubLimi0147783","","","","","","","false","","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","","","","false","","","","","","","","","false"
"a0ubn000004s5exAAA","","Tax Favored Account Plan","a0tbn000008f3QRAAY","a0nbn000003YMFAAA4","","","PR-TaxFavo0040460","","","","","","","false","","","false","","","","a2Fbn000000DttDEAS","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","","","","false","","","","","","","","Tax Favored Account Plan","true"
"a0ubn000004dcxtAAA","","Term","a0tbn000007pcYmAAI","a0nbn0000034pzRAAQ","","","PR-Term0127848065","","","","","","","false","","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","","","","false","","","","","","","","","false"
"a0ubn000004dcxoAAA","","Term","a0tbn000007pcYlAAI","a0nbn0000034pzMAAQ","","","PR-Term0228585123","","","","","","","false","","","false","","","","","","","","false","","","","false","","","","","false","","false","","false","","false","","","","","","","","","","false","","","","","","","","","false"
