"Id","IsDeleted","LLC_BI__Color__c","LLC_BI__Debit__c","LLC_BI__Global_Analysis_Type__c","LLC_BI__Group_Type__c","LLC_BI__Hide_All_Records__c","LLC_BI__Hide_Column_Totals__c","LLC_BI__Hide_Currency_Symbol__c","LLC_BI__Include_In_Total__c","LLC_BI__Is_Balance_Check__c","LLC_BI__Is_Grand_Total__c","LLC_BI__Is_Summary_Group__c","LLC_BI__KPI_Type__c","LLC_BI__Publish_On_Init_Event__c","LLC_BI__Publish_On_Update_Event__c","LLC_BI__Row_Number__c","LLC_BI__Show_Math__c","LLC_BI__Source_Group__c","LLC_BI__Spread_Statement_Type__c","LLC_BI__Title__c","LLC_BI__Total_Type__c","LLC_BI__lookupKey__c","Name"
"a16DV000006R4PdYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","17.5","false","","a19DV000002qH1yYAE","Schedule M-1 Group 2","Standard","42142690982458951","Schedule M-1 Group 2"
"a16DV000006IRrGYAW","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","470.0","false","","a19DV000002V1o0YAC","(A) EBITDA / P + I","Standard","42142969208585560","(A) EBITDA / P + I"
"a16DV000006IRpgYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","40.0","false","","a19DV000002V1nwYAC","Current Liabilities","Standard","42143174481146676","Total Current Liabilities"
"a16DV000006R4WqYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","31.0","false","","a19DV000002V1oOYAS","Cash Paid for Operating Costs","Standard","42145171332049809","Cash Paid for Operating Costs"
"a16DV000006R4N0YAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","20.0","false","","a19DV000002qH1hYAE","Intermediate Assets","Standard","42145825360752545","Total Intermediate Assets"
"a16DV000006R4QVYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","10.0","false","","a19DV000002qH26YAE","Recurring Farm Income","Standard","42149543493732939","Recurring Farm Income"
"a16DV000006IRj9YAG","false","","true","None","Financial","false","false","false","true","false","false","false","","","","23.0","false","","a19DV000002V1ncYAC","Cost of Good Sold","Standard","42150017744850534","Total Cost of Sales/Revenue"
"a16DV000006R4RGYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","61.0","false","","a19DV000002qH2CYAU","Taxes Paid","Standard","42150054264829104","Taxes Paid"
"a16DV000006IRnMYAW","false","","false","None","Financial","false","false","false","false","false","false","false","","","","52.25","false","","a19DV000002V1nkYAC","(A) CAPEX Income Stmt inputs","Standard","42150171178618542","(A) CAPEX Income Stmt inputs"
"a16DV000006IRl6YAG","false","","false","None","Percentage","false","false","false","false","false","false","false","","","","280.0","false","","a19DV000002V1nhYAC","Operating Profit Margin (plus Depr)","Standard","42150214049891337","Operating Profit Margin (plus Depr)"
"a16DV000006IRlDYAW","false","","false","None","Financial","false","true","false","true","false","false","false","","","","360.0","false","","a19DV000002V1nhYAC","PROFITABILITY","Standard","42150583108974695","PROFITABILITY"
"a16DV000006IRieYAG","false","","false","None","Decimal","false","false","false","true","false","false","false","","","","160.0","false","","a19DV000002V1naYAC","Historical Cash Flow Coverage","Standard","42150787751442154","Historical Cash Flow Coverage"
"a16DV000006IRiWYAW","false","","false","None","Financial","false","false","false","true","false","false","true","","","","18.0","false","","a19DV000002V1nZYAS","Unexplained Difference","Standard","42151449959762272","Total Unexplained Difference"
"a16DV000006IRj7YAG","false","","false","None","Financial","false","false","false","true","false","false","true","","","","199.84375","false","","a19DV000002V1nbYAC","Balance Check","Standard","42151563744317331","Unexplained Difference"
"a16DV000006R4XqYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","10.0","false","","a19DV000002V1oUYAS","Other Current Assets","Standard","42152089077242861","Total Other Current Assets"
"a16DV000006R4QhYAK","false","","false","None","Financial","true","false","false","true","false","false","false","","","","50.0","false","","a19DV000002qH29YAE","Cash After Operations","Standard","42153786092146624","Cash After Operations"
"a16DV000006IRmmYAG","false","","false","None","Financial","false","false","false","false","false","false","false","","","","24.25","false","","a19DV000002V1nkYAC","Borrowed Funds","Standard","42153839517929484","Borrowed Funds"
"a16DV000006R4POYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","60.0","false","","a19DV000002qH1xYAE","Other Income/(Expense)","Standard","42154335002621319","Total Other Income/(Expense)"
"a16DV000006R4V9YAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","10.0","false","","a19DV000002V1oFYAS","Cash Collected from Sales","Standard","42154883257577151","Total Cash Collected from Sales"
"a16DV000006IRpZYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","130.0","false","","a19DV000002V1nuYAC","Net Income","Standard","42155209968555950","Net Income"
"a16DV000006IRfqYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","4000.0","false","","a19DV000002V1nQYAS","Operating Expenses","Standard","42155554878480098","Total Operating Expenses"
"a16DV000006IRg4YAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","6000.0","false","","a19DV000002V1nRYAS","Excess  Cash Flow","Standard","42155574117733181","Excess  Cash Flow"
"a16DV000006IRkBYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","50.0","false","","a19DV000002V1ndYAC","Non-Current Liabilities","Standard","42156194026003257","Total Non-Current Liabilities"
"a16DV000006R4U9YAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","60.0","false","","a19DV000002V1o5YAC","Adjustments to Net Worth","Standard","42156245030630951","Total Adjustments to NW"
"a16DV000006R4TAYA0","false","","false","None","Financial","true","false","false","true","false","false","false","","","","30.0","false","","a19DV000002qH2MYAU","Gross Profit","Standard","42156568959405116","Gross Profit"
"a16DV000006R4YCYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","120.0","false","","a19DV000002V1oTYAS","Net Profit","Standard","42158289182914011","Net Profit"
"a16DV000006R4PQYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","90.0","false","","a19DV000002qH1xYAE","Cash Paid for Int. & Div.","Standard","42158610570432566","Total Cash Paid for Int. & Div."
"a16DV000006IRjLYAW","false","","false","None","Financial","false","false","false","false","false","false","false","","","","205.75","false","","a19DV000002V1ncYAC","Depr. and Amort. Expense","Standard","42159582234289740","Depreciation and Amortization"
"a16DV000006IRgLYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","5000.0","false","","a19DV000002V1nOYAS","Net Operating Income","Standard","42160205936798665","Net Operating Income"
"a16DV000006IRotYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","266.0","false","","a19DV000002V1npYAC","Balance Check","Standard","42160247066984136","Unexplained Difference"
"a16DV000006R4WRYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","91.0","false","","a19DV000002V1oLYAS","Balance Check","Standard","42160649616917997","Unexplained Difference"
"a16DV000006IRgnYAG","false","","false","None","Financial","false","true","true","true","false","false","true","","","","9.0","false","","a19DV000002V1nTYAS","Ratios","Standard","42161298012826425","Ratios"
"a16DV000006IRoLYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","31.0","false","","a19DV000002V1npYAC","Other Receivables","Standard","42161469571610521","Total Other Receivables"
"a16DV000006R4WMYA0","false","","false","None","Financial","true","false","false","true","false","false","false","","","","41.0","false","","a19DV000002V1oLYAS","Cash Used in Investing","Standard","42163020430467326","Net Cash Used in Investing"
"a16DV000006IRpCYAW","false","","true","None","Financial","false","false","false","true","false","false","false","","","","4.0","false","","a19DV000002V1nrYAC","Deductions","Standard","42164119166640001","Total Deductions"
"a16DV000006R4RBYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","11.0","false","","a19DV000002qH2CYAU","Cash Paid to Suppliers","Standard","42164667940728665","Cash Paid to Suppliers"
"a16DV000006R4RCYA0","false","","false","None","Financial","true","false","false","true","false","false","false","","","","21.0","false","","a19DV000002qH2CYAU","Cash From Trading Activities","Standard","42165854536552831","CASH FROM TRADING ACTIVITIES"
"a16DV000006IRrMYAW","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","530.0","false","","a19DV000002V1o0YAC","(A) Business CF / Projected DS","Standard","42166109215061776","(A) Business CF / Projected DS"
"a16DV000006R4VWYA0","false","","false","None","Financial","false","false","false","true","true","false","false","","","","230.0","false","","a19DV000002V1oFYAS","Unexplained Balance","Standard","42166907798044234","Total Unexplained Balance"
"a16DV000006IRfyYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","12000.0","false","","a19DV000002V1nQYAS","Max Loan @ Policy DSCR","Standard","42167549793202098","Max Loan @ Policy DSCR"
"a16DV000006R4P2YAK","false","","false","None","Decimal","false","true","false","true","false","false","false","","","","90.0","false","","a19DV000002qH1uYAE","Activity","Standard","42167654295356047","Activity"
"a16DV000006IRhDYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","145.0","false","","a19DV000002V1nXYAS","NET CASH INCOME","Standard","42171573391654397","NET CASH INCOME"
"a16DV000006R4SsYAK","false","","false","Total Equity","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002qH2JYAU","Net Worth","Standard","42172275148917744","Total Net Worth"
"a16DV000006R4WuYAK","false","","false","None","Financial","true","false","false","true","false","false","false","","","","71.0","false","","a19DV000002V1oOYAS","Net Cash After Operations","Standard","42172695089125823","NET CASH AFTER OPERATIONS"
"a16DV000006IRgUYAW","false","","false","Total Equity","Financial","false","false","false","true","false","false","false","","","","3.0","false","","a19DV000002V1nMYAS","Stated Net Worth (subtotal)","Standard","42172852134260285","Total Stated Net Worth (subT)"
"a16DV000006IRkWYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","80.0","false","","a19DV000002V1nfYAC","Net Cash After Operations","Standard","42173796519768301","Net Cash After Operations"
"a16DV000006R4S1YAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002qH2GYAU","Other Income","Standard","42174437106146777","Total Other Income"
"a16DV000006IRqSYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","60.0","false","","a19DV000002V1nzYAC","Historical Excess CF","Standard","42174906455134898","Total Historical Excess CF"
"a16DV000006R4UlYAK","false","","false","None","Financial","false","true","false","true","false","false","false","","","","20.0","false","","a19DV000002V1oCYAS","Prior Period Values","Standard","42175115071991507","Prior Period Values"
"a16DV000006R4TUYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","150.0","false","","a19DV000002qH2NYAU","Chg. Net Intangibles","Standard","42175732226192308","Chg. Net Intangibles"
"a16DV000006R4S2YAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","75.0","false","","a19DV000002qH2GYAU","Other Expense","Standard","42176043670564262","Total Other Expense"
"a16DV000006IRk8YAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","20.0","false","","a19DV000002V1ndYAC","Non-Current Assets","Standard","42177246612121052","Total Non-Current Assets"
"a16DV000006IRqWYAW","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","10.0","false","","a19DV000002V1o0YAC","Partial Year Adjustment","Standard","42177530900728466","Partial Year Adjustment"
"a16DV000006IRkYYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","100.0","false","","a19DV000002V1nfYAC","Net Cash Income","Standard","42177862777478066","Net Cash Income"
"a16DV000006R4UJYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","60.0","false","","a19DV000002V1o6YAC","Schedule K-1 Income","Standard","42179153534564018","Schedule K-1 Income"
"a16DV000006IRq3YAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","40.0","false","","a19DV000002V1nyYAC","Cash Paid for Operating Costs","Standard","42179550684340700","Cash Paid for Operating Costs"
"a16DV000006IRpTYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","130.0","false","","a19DV000002V1ntYAC","Net Profit or (loss)","Standard","42180023156617351","Net Profit or (loss)"
"a16DV000006R4TFYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","80.0","false","","a19DV000002qH2MYAU","Provision for Taxes","Standard","42181058518175866","Total Provision for Taxes"
"a16DV000006IRq0YAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","10.0","false","","a19DV000002V1nyYAC","Cash Collected from Sales","Standard","42183269198484036","Cash Collected from Sales"
"a16DV000006IRkRYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","30.0","false","","a19DV000002V1nfYAC","Cash From Trading Activities","Standard","42183918189139117","Cash from Trading Activities"
"a16DV000006R4SZYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","20.0","false","","a19DV000002qH2IYAU","Effect. Gross Income","Standard","42184216674960368","Effective Gross Income"
"a16DV000006R4SDYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","8.75","false","","a19DV000002qH2HYAU","Inventory","Standard","42184234684629310","Total Inventory"
"a16DV000006IRg5YAG","false","","false","None","Decimal","false","false","false","true","false","false","false","","","","7000.0","false","","a19DV000002V1nRYAS","Debt Service Coverage Ratio","Standard","42185049881075278","DSCR"
"a16DV000006IRlSYAW","false","","false","None","Financial","false","false","false","false","false","false","false","","","","580.0","false","","a19DV000002V1nhYAC","(A) UCA CFC (CP CPLTD) Denom","Standard","42185552274158798","(A) UCA CFC (CP CPLTD) Denom"
"a16DV000006R4QyYAK","false","","false","Debt Service","Financial","false","false","false","true","false","false","false","","","","31.0","false","","a19DV000002qH2BYAU","Pro Forma Debt Service","Standard","42185727366359012","Pro Forma Debt Service"
"a16DV000006R4QnYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","110.0","false","","a19DV000002qH29YAE","Debt Amortization","Standard","42186841304986091","Cash Effect Debt Amortization"
"a16DV000006R4XnYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","5.0","false","","a19DV000002V1oUYAS","Cash and Equivalents","Standard","42187373901056001","Total Cash and Equivalents"
"a16DV000006R4NKYA0","false","","false","","Financial","false","false","false","false","false","false","false","","","","75.0","false","","a19DV000002qH1iYAE","Total Financing","Standard","42189241952941798","Total Financing"
"a16DV000006IRgxYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","125.0","false","","a19DV000002V1nVYAS","Income or Loss From Partnerships and S Corporations","Standard","42190429942219464","Income or Loss From Partnerships and S Corporations"
"a16DV000006R4QiYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","60.0","false","","a19DV000002qH29YAE","Other Income/(Expense)","Standard","42190927125039198","Total Other Income/(Expense)"
"a16DV000006IRjhYAG","false","","false","Total Assets","Financial","true","false","false","true","false","false","false","","","","131.0","false","","a19DV000002V1nNYAS","TOTAL ASSETS","Standard","42191262998705944","TOTAL ASSETS"
"a16DV000006IRflYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","11000.0","false","","a19DV000002V1nPYAS","Max Annual Payment @ Policy DSCR","Standard","42194164324280222","Max Annual Payment @ Policy DSCR"
"a16DV000006IRfdYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","3000.0","false","","a19DV000002V1nPYAS","Effective Gross Income","Standard","42194499724207640","Effective Gross Income"
"a16DV000006IRgAYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","12000.0","false","","a19DV000002V1nRYAS","Max Loan @ Policy DSCR","Standard","42195478331851531","Max Loan @ Policy DSCR"
"a16DV000006IRmNYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","165.0","false","","a19DV000002V1njYAC","CASH AFTER DEBT AMORT","Standard","42196423629663585","CASH AFTER DEBT AMORT"
"a16DV000006R4ScYAK","false","","false","None","Financial","true","false","false","true","false","false","false","","","","50.0","false","","a19DV000002qH2IYAU","NOI","Standard","42197102125200638","Net Operating Income"
"a16DV000006R4QZYA0","false","","false","Cash Flow","Financial","false","false","false","true","false","false","false","","","","10.0","false","","a19DV000002qH28YAE","Adjusted EBITDA","Standard","42197104013956610","CF Available to Service Debt"
"a16DV000006IRorYAG","false","","false","None","Financial","true","false","false","true","false","false","false","","","","256.0","false","","a19DV000002V1npYAC","Calc Net Worth","Standard","4219889143461087","Calc Net Worth"
"a16DV000006IRmJYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","125.0","false","","a19DV000002V1njYAC","NET CASH AFTER OPERATIONS","Standard","42199756451227841","NET CASH AFTER OPERATIONS"
"a16DV000006IRkDYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002V1ndYAC","Net Worth","Standard","42200000789930958","Total Net Worth"
"a16DV000006IRjxYAG","false","","false","None","Financial","false","false","false","false","false","false","false","","","","241.0","false","","a19DV000002V1nNYAS","Minority Interest","Standard","42200307436779322","Minority Interest"
"a16DV000006R4UHYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","80.0","false","","a19DV000002V1o6YAC","Adjustments to Cash Flow","Standard","42201672186017906","Total Adjustments to CF"
"a16DV000006IRqlYAG","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","160.0","false","","a19DV000002V1o0YAC","Total Sr. Liabilities / Eff. TNW","Standard","42203250073732074","Total Sr. Liabilities / Eff. TWN"
"a16DV000006R4SRYA0","false","","false","Total Liabilities","Financial","true","false","false","true","false","false","false","","","","60.0","false","","a19DV000002qH2HYAU","Total Liabilities","Standard","42203413685198598","Total Liabilities"
"a16DV000006IRqYYAW","false","","false","None","Financial","false","false","false","false","false","false","false","","","","30.0","false","","a19DV000002V1o0YAC","Deannualized CP CPLTD","Standard","42204836794590645","Deannualized CP CPLTD"
"a16DV000006IRfjYAG","false","","false","None","Percentage","false","false","false","true","false","false","false","","","","9000.0","false","","a19DV000002V1nPYAS","Loan to Value","Standard","42205019385197477","Loan to Value"
"a16DV000006R4XhYAK","false","","false","None","Financial","true","false","false","true","false","false","false","","","","50.0","false","","a19DV000002V1oTYAS","Operating Profit","Standard","42205776482241762","Net Operating Profit"
"a16DV000006IRiiYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","192.5","false","","a19DV000002V1nbYAC","Change in Net Fixed Assets","Standard","42207191896552547","Change in Net Fixed Assets"
"a16DV000006R4OeYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","35.0","false","","a19DV000002qH1rYAE","Schedule F Cash Flow","Standard","42208076716512424","Total Schedule F Cash Flow"
"a16DV000006IRkCYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","60.0","false","","a19DV000002V1ndYAC","Total Liabilities (SubT)","Standard","42209817457160306","Total Liabilities"
"a16DV000006IRkGYAW","false","","false","None","Financial","false","true","false","true","false","false","false","","","","140.0","false","","a19DV000002V1neYAC","Unexplained Adj to R/E","Standard","42211470551083661","Unexplained Adj to R/E"
"a16DV000006R4OxYAK","false","","false","None","Financial","false","true","false","true","false","false","false","","","","40.0","false","","a19DV000002qH1uYAE","Liquidity","Standard","42212174202362670","Liquidity"
"a16DV000006R4QKYA0","false","","false","None","Financial","true","false","false","true","false","false","false","","","","30.0","false","","a19DV000002qH24YAE","Gross Profit","Standard","42217377418441541","Gross Profit"
"a16DV000006R4R3YAK","false","","false","None","Financial","true","false","false","true","false","false","false","","","","220.0","false","","a19DV000002qH29YAE","Cash After Financing","Standard","42217396676233586","Cash After Financing"
"a16DV000006IRgIYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","2000.0","false","","a19DV000002V1nOYAS","Hotel Departmental Expenses","Standard","42218421148771595","Total Departmental Expenses"
"a16DV000006IRp3YAG","false","","false","Total Equity","Financial","false","false","false","true","false","false","false","","","","3.0","false","","a19DV000002V1nqYAC","Stated Net Worth (subtotal)","Standard","42220259956018258","Total Stated Net Worth (subT)"
"a16DV000006R4XiYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002V1oTYAS","Other Income","Standard","42222278769183804","Total Other Income"
"a16DV000006R4QWYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","20.0","false","","a19DV000002qH26YAE","Farm Expenses","Standard","42223108255259844","Total Farm Expenses"
"a16DV000006R4TSYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","100.0","false","","a19DV000002qH2NYAU","Net Cash Income","Standard","42224105843316198","Net Cash Income"
"a16DV000006IRnnYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","170.0","false","","a19DV000002V1nmYAC","Pro Forma Excess Cash Flow","Standard","42224361586314552","Pro Forma Excess Cash Flow"
"a16DV000006R4OmYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","10.0","false","","a19DV000002qH1tYAE","Current Assets","Standard","42225746695761596","Total Current Assets"
"a16DV000006IRoZYAW","false","","false","Total Assets","Financial","true","false","false","true","false","false","false","","","","131.0","false","","a19DV000002V1npYAC","TOTAL ASSETS","Standard","42226863148526238","TOTAL ASSETS"
"a16DV000006R4RfYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","21.0","false","","a19DV000002qH2EYAU","Change in Equity Accounts","Standard","42229033843109331","Total Changes in Equity Accounts"
"a16DV000006IRjyYAG","false","","true","Total Equity","Financial","false","false","false","true","false","false","false","","","","251.0","false","","a19DV000002V1nNYAS","Shareholders Equity","Standard","42229126804797966","Total Shareholders Equity"
"a16DV000006R4S6YAK","false","","false","None","Financial","true","false","false","true","false","false","false","","","","100.0","false","","a19DV000002qH2GYAU","Profit Before Extraordinary Items","Standard","42231334851458297","Profit Before Extraordinary Items"
"a16DV000006R4TbYAK","false","","false","None","Financial","false","false","false","true","true","false","false","","","","230.0","false","","a19DV000002qH2NYAU","Unexplained Balance","Standard","42231419447829744","Total Unexplained Balance"
"a16DV000006R4TmYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","35.0","false","","a19DV000002qH2PYAU","Self-Employment","Standard","42232190239369882","Self-Employment"
"a16DV000006R4RmYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","1.0","false","","a19DV000002qH2FYAU","Cash from Operations","Standard","42232209378873435","Net Cash from Operations"
"a16DV000006IRffYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","5000.0","false","","a19DV000002V1nPYAS","Net Operating Income","Standard","42233659695025504","Net Operating Income"
"a16DV000006IRl2YAG","false","","false","None","Financial","false","false","false","false","false","false","false","","","","210.0","false","","a19DV000002V1nhYAC","EBITDA","Standard","42233828083401398","EBITDA"
"a16DV000006IRh6YAG","false","","false","None","Financial","true","false","false","true","false","false","false","","","","84.0","false","","a19DV000002V1nXYAS","CASH FROM TRADING ACTIVITIES","Standard","42234040225075718","CASH FROM TRADING ACTIVITIES"
"a16DV000006R4W0YAK","false","","false","None","Financial","false","true","false","true","false","false","false","","","","6.0","false","","a19DV000002V1oIYAS","Prior Period Values","Standard","42234252987373706","Prior Period Values"
"a16DV000006R4X6YAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","191.0","false","","a19DV000002V1oOYAS","Change in Other Funding","Standard","42234464494614769","Net Change in Other Funding"
"a16DV000006R4N2YAK","false","","false","","Financial","false","false","false","true","false","false","false","","","","45.0","false","","a19DV000002qH1hYAE","Personal Assets","Standard","42234978068278039","Total Personal Assets"
"a16DV000006IRjsYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","216.0","false","","a19DV000002V1nNYAS","Due to Related Parties LT","Standard","42235108810112279","Due to Related Parties LT"
"a16DV000006IRptYAG","false","","false","None","Financial","true","false","false","true","false","false","false","","","","80.0","false","","a19DV000002V1nxYAC","Profit Before Taxes","Standard","42235471892757509","Profit Before Taxes"
"a16DV000006IRjZYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","65.0","false","","a19DV000002V1nNYAS","Fixed Assets","Standard","42236418690919961","Gross Fixed Assets"
"a16DV000006IRmnYAG","false","","false","None","Financial","false","false","false","false","false","false","false","","","","24.375","false","","a19DV000002V1nkYAC","Debt to Capital denom.","Standard","42237758505393048","Debt to Capital denom."
"a16DV000006IRhLYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","208.0","false","","a19DV000002V1nXYAS","FINANCING SURPLUS (REQMNTS)","Standard","42238814141183539","FINANCING SURPLUS (REQMNTS)"
"a16DV000006R4XeYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","20.0","false","","a19DV000002V1oTYAS","Cost of Goods Sold","Standard","42239081380320385","Total Cost of Sales/Revenue"
"a16DV000006R4PcYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","15.0","false","","a19DV000002qH1yYAE","Schedule M-1 Group 1","Standard","42239159756795713","Schedule M-1 Group 1"
"a16DV000006R4W8YAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","1.0","false","","a19DV000002V1oJYAS","Beginning Net Worth","Standard","42239603915309751","Beginning Net Worth"
"a16DV000006IRobYAG","false","","true","None","Financial","false","false","false","true","false","false","false","","","","161.0","false","","a19DV000002V1npYAC","Current Portion Long Term Debt","Standard","42240860508413681","Total CPLTD"
"a16DV000006IRl7YAG","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","290.0","false","","a19DV000002V1nhYAC","Depr. + Amort. / Net Sales/Rev.","Standard","42241020570146214","Depr. + Amort. / Net Sales/Rev."
"a16DV000006R4VNYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","150.0","false","","a19DV000002V1oFYAS","Chg. Net Intangibles","Standard","42241988624576652","Chg. Net Intangibles"
"a16DV000006R4PaYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","210.0","false","","a19DV000002qH1xYAE","Cash from Funding","Standard","42244305405005309","Net Cash from Funding"
"a16DV000006R4WcYAK","false","","false","None","Financial","true","false","false","true","false","false","false","","","","120.0","false","","a19DV000002V1oMYAS","Net Profit","Standard","42245232065954477","Net Profit"
"a16DV000006IRh8YAG","false","","false","None","Financial","true","false","false","true","false","false","false","","","","104.0","false","","a19DV000002V1nXYAS","CASH AFTER OPERATIONS","Standard","42246234074992074","CASH AFTER OPERATIONS"
"a16DV000006IRopYAG","false","","false","None","Financial","false","false","false","false","false","false","false","","","","241.0","false","","a19DV000002V1npYAC","Minority Interest","Standard","42247076946503556","Minority Interest"
"a16DV000006IRomYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","223.5","false","","a19DV000002V1npYAC","Non Operating Non Current Liabilities","Standard","42249143881950570","Non Operating Non Current Liabilities"
"a16DV000006IRiGYAW","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","52.625","false","","a19DV000002V1nYYAS","(A) CAPEX / Depreciation","Standard","42250087404240200","(A) CAPEX / Depreciation"
"a16DV000006R4UpYAK","false","","false","None","Financial","false","true","false","true","false","false","false","","","","60.0","false","","a19DV000002V1oCYAS","Profitability","Standard","42251349938815550","Profitability"
"a16DV000006IRhdYAG","false","","false","None","Decimal","false","false","true","false","false","false","false","","","","24.0","false","","a19DV000002V1nYYAS","Debt Less Sub Debt/ Eff. TNW","Standard","42251465846995705","Debt Less Sub Debt/ Eff. TNW"
"a16DV000006IRq9YAG","false","","false","None","Financial","true","false","false","true","false","false","false","","","","100.0","false","","a19DV000002V1nyYAC","Net Cash Income","Standard","42251940836478677","Net Cash Income"
"a16DV000006R4U5YAK","false","","false","Adjusted Total Equity","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002V1o5YAC","Total Adjusted Net Worth","Standard","42253821709162236","Total Adjusted Net Worth"
"a16DV000006IRmDYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","74.0","false","","a19DV000002V1njYAC","Cash Paid to Suppliers","Standard","42254933199628692","Cash Paid to Suppliers"
"a16DV000006R4PAYA0","false","","false","None","Financial","true","false","false","true","false","false","false","","","","50.0","false","","a19DV000002qH1vYAE","Ordinary Business Income","Standard","42255433577048715","Ordinary Business Income"
"a16DV000006R4TOYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","60.0","false","","a19DV000002qH2NYAU","Other Income/(Expense)","Standard","42256704173366948","Total Other Income/(Expense)"
