"Id","IsDeleted","LLC_BI__Color__c","LLC_BI__Debit__c","LLC_BI__Global_Analysis_Type__c","LLC_BI__Group_Type__c","LLC_BI__Hide_All_Records__c","LLC_BI__Hide_Column_Totals__c","LLC_BI__Hide_Currency_Symbol__c","LLC_BI__Include_In_Total__c","LLC_BI__Is_Balance_Check__c","LLC_BI__Is_Grand_Total__c","LLC_BI__Is_Summary_Group__c","LLC_BI__KPI_Type__c","LLC_BI__Publish_On_Init_Event__c","LLC_BI__Publish_On_Update_Event__c","LLC_BI__Row_Number__c","LLC_BI__Show_Math__c","LLC_BI__Source_Group__c","LLC_BI__Spread_Statement_Type__c","LLC_BI__Title__c","LLC_BI__Total_Type__c","LLC_BI__lookupKey__c","Name"
"a16DV000006R4NbYAK","false","","false","","Financial","false","false","false","true","false","false","false","","","","8.75","false","","a19DV000002qH1jYAE","Growing Crops Change","Standard","016d2a8e-3f2d-4544-9f3f-3f28825f9603","Growing Crops - Total Adj."
"a16DV000006IRlwYAG","false","","false","None","Financial","false","false","false","false","false","false","false","","","","595.0","false","","a19DV000002V1nhYAC","(A) UCA CFC (PP CPLTD) Denom","Standard","030cb269-8379-425d-8c69-4e4dd54d91ed","(A) UCA CFC (PP CPLTD) Denom"
"a16DV000006IRkyYAG","false","","false","None","Financial","false","true","false","true","false","false","false","","","","130.0","false","","a19DV000002V1neYAC","Profitability:","Standard","05008c24-3ea9-4960-9e73-e711d5809724","Profitability:"
"a16DV000006IRlsYAG","false","","false","None","Financial","false","true","false","true","false","false","false","","","","120.0","false","","a19DV000002V1nhYAC","LIQUIDITY","Standard","056360c4-bf7f-4c3a-b12a-37a28b33edda","LIQUIDITY"
"a16DV000006R4NdYAK","false","","false","","Financial","false","false","false","true","false","false","false","","","","9.6875","false","","a19DV000002qH1jYAE","Livestock Inventory Change","Standard","08a5945f-4709-433b-b1ec-56425a7efa3b","Livestock Inventory - Total Adj."
"a16DV000006IRkoYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","50.0","false","","a19DV000002V1ngYAC","Pro Forma Debt Service","Standard","0f010e3f-47af-4ae4-bb86-24b2be2de1e3","Total Pro Forma DS"
"a16DV000006IRkvYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","90.0","false","","a19DV000002V1neYAC","Provision for Taxes","Standard","115a9ea3-c319-4d24-9835-27982152a289","Total Provision for Taxes"
"a16DV000006IRm6YAG","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","650.0","false","","a19DV000002V1nhYAC","(A) Accounts Payable Days","Standard","1ca3630d-ef7c-4297-a058-70a5287c3495","(A) Accounts Payable Days"
"a16DV000006R4OAYA0","false","","false","","Financial","false","false","false","true","false","false","false","","","","9.990234375","false","","a19DV000002qH1jYAE","Accounts Payable Change","Standard","27517c44-e256-4580-9e53-d2b1920e0317","Accounts Payable - Total Adjust"
"a16DV000006IRk6YAG","false","","false","None","Financial","false","true","false","true","false","false","true","","","","610.0","false","","a19DV000002V1nNYAS","Net Worth Values","Standard","2926faff-840a-433a-a4c5-435c9fe07347","Net Worth Values"
"a16DV000006IRkqYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","80.0","false","","a19DV000002V1ngYAC","Pro Forma Excess CF","Standard","2c9a174b-076d-4970-8cc0-ca2e6d8ee35c","Total Pro Forma Excess CF"
"a16DV000006R4PbYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","220.0","false","","a19DV000002qH1xYAE","Cash After Financing","Standard","3.423068353313185","Cash After Financing"
"a16DV000006IRmBYAW","false","","false","None","Percentage","false","false","false","false","false","false","false","","","","420.0","false","","a19DV000002V1nhYAC","(A) Net Profit Growth","Standard","317d8397-2042-46fe-97eb-c33e36fa02a7","(A) Net Profit Growth"
"a16DV000006R4OBYA0","false","","false","","Financial","false","false","false","true","false","false","false","","","","9.9951171875","false","","a19DV000002qH1jYAE","Income Taxes Payable Change","Standard","32f979dd-ebaf-473b-a113-653d10211ff7","Income Taxes Payable - Total Adjust"
"a16DV000006IRlvYAG","false","","false","None","Percentage","false","false","false","false","false","false","false","","","","270.0","false","","a19DV000002V1nhYAC","Operating Profit Margin","Standard","374dcba5-1f07-430c-892b-b32553027805","Operating Profit Margin"
"a16DV000006IRkuYAG","false","","false","None","Financial","true","false","false","true","false","false","false","","","","80.0","false","","a19DV000002V1neYAC","Profit Before Taxes","Standard","3d0c2f52-5024-4652-a130-c3c37610d093","Profit Before Taxes"
"a16DV000006IRltYAG","false","","false","None","Financial","false","true","false","true","false","false","false","","","","430.0","false","","a19DV000002V1nhYAC","GROWTH (%)","Standard","3dbd58ca-7613-45ce-be4f-e50ca87fe72f","GROWTH (%)"
"a16DV000006IRl0YAG","false","","false","None","Decimal","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002V1ngYAC","Historical CF Coverage","Standard","3e8452fc-97f7-415f-bf86-fb79e0e3dd83","Total Historical CF Coverage"
"a16DV000006R4OCYA0","false","","false","","Financial","false","false","false","true","false","false","false","","","","9.99755859375","false","","a19DV000002qH1jYAE","Other Current Liabilities Change","Standard","3ecd0f86-6c20-4755-83f8-0b3483bf1c87","Other Current Liabilities - Total Adjust"
"a16DV000006IRm3YAG","false","","false","None","Financial","false","false","false","false","false","false","false","","","","30.0","false","","a19DV000002V1nhYAC","Deannualized CP CPLTD","Standard","407da64b-b23c-4a25-b583-731bc1676daf","Deannualized CP CPLTD"
"a16DV000006R4PvYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","60.0","false","","a19DV000002qH20YAE","Book Other Income (Expense)","Standard","42001515854377996","Book Other Income (Expense)"
"a16DV000006R4WJYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","11.0","false","","a19DV000002V1oLYAS","Change in Net Fixed Assets","Standard","42001865691724166","Change in Net Fixed Assets"
"a16DV000006IRi9YAG","false","","false","None","Financial","false","true","false","true","false","false","false","","","","45.5","false","","a19DV000002V1nYYAS","PROFITABILITY","Standard","42002211514599091","PROFITABILITY"
"a16DV000006IRp9YAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","3.0","false","","a19DV000002V1nrYAC","Schedule E Cash Flow","Standard","42003093302736509","Total Schedule E Cash Flow"
"a16DV000006R4U6YAK","false","","false","Total Equity","Financial","true","false","false","true","false","false","false","","","","50.0","false","","a19DV000002V1o5YAC","Stated Net Worth (Subtotal)","Standard","42003406963362553","Total Stated Net Worth (subT)"
"a16DV000006R4UkYAK","false","","false","None","Decimal","false","false","false","true","false","false","false","","","","10.0","false","","a19DV000002V1oCYAS","Partial Year Adjustment","Standard","42005280418166961","Partial Year Adjustment"
"a16DV000006IRlTYAW","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","590.0","false","","a19DV000002V1nhYAC","(A) UCA CFC (CP CPLTD)","Standard","42006661528956110","(A) UCA CFC (CP CPLTD)"
"a16DV000006IRhZYAW","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","-0.5","false","","a19DV000002V1nYYAS","(A) Net Sales / Working Capital","Standard","42007337578511036","(A) Net Sales / Working Capital"
"a16DV000006R4W4YAK","false","","false","None","Decimal","false","true","false","true","false","false","false","","","","41.0","false","","a19DV000002V1oIYAS","Coverage","Standard","42009109441138057","Coverage"
"a16DV000006IRrAYAW","false","","false","None","Percentage","false","false","false","false","false","false","false","","","","410.0","false","","a19DV000002V1o0YAC","(A) Operating Profit Growth","Standard","42009799055117021","(A) Operating Profit Growth"
"a16DV000006IRkVYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002V1nfYAC","Taxes","Standard","42010251094040902","Taxes Paid"
"a16DV000006IRgvYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","110.0","false","","a19DV000002V1nVYAS","Income","Standard","42012202186244393","Total Income"
"a16DV000006IRhTYAW","false","","false","None","Financial","false","false","false","false","false","false","false","","","","-11.75","false","","a19DV000002V1nYYAS","Deannualized CP CPLTD","Standard","42012740926920051","Deannualized CP CPLTD"
"a16DV000006R4UjYAK","false","","false","None","Financial","false","false","false","true","true","false","false","","","","80.0","false","","a19DV000002V1oBYAS","Balance Check","Standard","42013467159291865","Unexplained Difference"
"a16DV000006IRhbYAG","false","","false","None","Decimal","false","false","true","false","false","false","false","","","","22.0","false","","a19DV000002V1nYYAS","Debt / Worth","Standard","42014360407445917","Debt / Worth"
"a16DV000006IRp7YAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","2.0","false","","a19DV000002V1nrYAC","Schedule C Cash Flow","Standard","42014412581433599","Total Schedule C Cash Flow"
"a16DV000006IRgTYAW","false","","true","Total Liabilities","Financial","false","false","false","true","false","false","false","","","","2.0","false","","a19DV000002V1nMYAS","Liabilities","Standard","42014417299283654","Total Liabilities"
"a16DV000006R4WVYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","40.0","false","","a19DV000002V1oMYAS","Operating Expense","Standard","42014494498503595","Total Operating Expense"
"a16DV000006IRlrYAG","false","","false","None","Financial","false","false","false","false","false","false","false","","","","190.0","false","","a19DV000002V1nhYAC","EBT","Standard","42014728667603505","EBT"
"a16DV000006IRrVYAW","false","","false","None","Financial","false","true","false","true","false","false","false","","","","620.0","false","","a19DV000002V1o0YAC","COVERAGE","Standard","42014847357080186","COVERAGE"
"a16DV000006IRhFYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","165.0","false","","a19DV000002V1nXYAS","CASH AFTER DEBT AMORT","Standard","42015097176335861","CASH AFTER DEBT AMORT"
"a16DV000006IRmWYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","243.0","false","","a19DV000002V1njYAC","Cash from Funding","Standard","42016299666091132","Net Cash from Funding"
"a16DV000006R4V7YAK","false","","false","Debt Service","Financial","false","false","false","true","false","false","false","","","","30.0","false","","a19DV000002V1oEYAS","Pro Forma Debt Service","Standard","42017108418753674","Total Pro Forma DS"
"a16DV000006R4NTYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002qH1jYAE","Farm Income","Standard","42020288825167884","Net Farm Income"
"a16DV000006R4RtYAK","false","","false","None","Financial","true","false","false","true","false","false","false","","","","71.0","false","","a19DV000002qH2FYAU","Cash Provided by Financing","Standard","42020311423315643","Net Cash Provided by Financing"
"a16DV000006R4X2YAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","141.0","false","","a19DV000002V1oOYAS","Change in Net Intangibles","Standard","42020686727650154","Change in Net Intangibles"
"a16DV000006IRfuYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","8000.0","false","","a19DV000002V1nQYAS","Estimated Value","Standard","42020776820091236","Estimated Value"
"a16DV000006R4UMYA0","false","","false","None","Financial","true","false","false","true","false","false","false","","","","70.0","false","","a19DV000002V1o7YAC","Net Profit/(Loss)","Standard","42020912471766237","Net Profit/(Loss)"
"a16DV000006R4VIYA0","false","","false","None","Financial","true","false","false","true","false","false","false","","","","100.0","false","","a19DV000002V1oFYAS","Net Cash Income","Standard","42021911595128920","Net Cash Income"
"a16DV000006R4TGYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","85.0","false","","a19DV000002qH2MYAU","Taxes Paid","Standard","42022446136432261","Total Taxes Paid"
"a16DV000006IRqxYAG","false","","false","None","Percentage","false","false","false","false","false","false","false","","","","280.0","false","","a19DV000002V1o0YAC","Operating Profit Margin (plus Depr)","Standard","42023242149814926","Operating Profit Margin (plus Depr)"
"a16DV000006R4SHYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","20.0","false","","a19DV000002qH2HYAU","Other Non-Current Assets","Standard","42024311777662746","Total Other Non-Current Assets"
"a16DV000006IRmHYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","114.0","false","","a19DV000002V1njYAC","Other Income (Expense)","Standard","42025086200787127","Total Other Income (Expense)"
"a16DV000006R4QTYA0","false","","false","None","Financial","false","false","false","false","false","false","false","","","","50.0","false","","a19DV000002qH25YAE","Income/(Loss) from Real Estate Mortgage Investment Conduits","Standard","42026303096664249","Income/(Loss) from REMICS"
"a16DV000006R4RqYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","31.0","false","","a19DV000002qH2FYAU","Change in Net Intangibles","Standard","42026397997138926","Change in Net Intangibles"
"a16DV000006IRmgYAG","false","","false","None","Decimal","false","false","true","false","false","false","false","","","","-3.0","false","","a19DV000002V1nkYAC","Quick Ratio","Standard","42027266694694152","Quick Ratio"
"a16DV000006R4PjYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","30.0","false","","a19DV000002qH1zYAE","Deductions","Standard","42027631129189426","Deductions"
"a16DV000006IRjGYAW","false","","false","None","Financial","true","false","false","true","false","false","false","","","","164.0","false","","a19DV000002V1ncYAC","Profit Before Taxes","Standard","42027662936391898","Profit Before Taxes"
"a16DV000006R4PyYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","10.0","false","","a19DV000002qH21YAE","Rental Real Estate Income","Standard","42028102407887780","Rental Real Estate Income"
"a16DV000006IRjHYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","184.0","false","","a19DV000002V1ncYAC","Provision for Taxes","Standard","42028372939241844","Total Provision for Taxes"
"a16DV000006IRqXYAW","false","","false","None","Financial","false","false","false","false","false","false","false","","","","20.0","false","","a19DV000002V1o0YAC","Annualized Net Sales/Revenue","Standard","42029299647707972","Annualized Net Sales/Revenue"
"a16DV000006R4NXYA0","false","","false","","Financial","false","false","false","true","false","false","false","","","","97.5","false","","a19DV000002qH1jYAE","Accrual Debt Service","Standard","42031230089226123","Accrual Debt Service"
"a16DV000006R4OrYAK","false","","false","Total Liabilities","Financial","true","false","false","true","false","false","false","","","","60.0","false","","a19DV000002qH1tYAE","Total Liabilities (SubT)","Standard","42031530976963424","Total Liabilities"
"a16DV000006R4OiYAK","false","","false","Cash Flow","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002qH1rYAE","Gross Cash Flow (Subtotal)","Standard","42031917807374217","Gross Cash Flow (subT)"
"a16DV000006IRlXYAW","false","","false","None","Financial","false","true","false","true","false","false","false","","","","680.0","false","","a19DV000002V1nhYAC","ACTIVITY","Standard","42032731582247880","ACTIVITY"
"a16DV000006IRlQYAW","false","","false","None","Financial","false","false","false","false","false","false","false","","","","540.0","false","","a19DV000002V1nhYAC","(A) Business CF / Historical Cash Uses Denom","Standard","42033257297099012","(A) Business CF / Historical Cash Uses Denom"
"a16DV000006R4U4YAK","false","","false","Total Assets","Financial","true","false","false","true","false","false","false","","","","30.0","false","","a19DV000002V1o5YAC","Total Assets","Standard","42033736906888553","Total Assets"
"a16DV000006IRqJYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","200.0","false","","a19DV000002V1nyYAC","Change in Other Funding","Standard","42034800089248971","Net Change in Other Funding"
"a16DV000006IRhXYAW","false","","false","None","Decimal","false","false","true","false","false","false","false","","","","-5.0","false","","a19DV000002V1nYYAS","Current Ratio","Standard","42034981554575734","Current Ratio"
"a16DV000006R4U7YAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","20.0","false","","a19DV000002V1o5YAC","Other Assets","Standard","42035581648098537","Total Other Assets"
"a16DV000006IRgfYAG","false","","false","Cash Flow","Financial","false","false","false","true","false","false","false","","","","8.0","false","","a19DV000002V1nSYAS","Gross Cash Flow (subtotal)","Standard","42035636162275797","Gross Cash Flow (subT)"
"a16DV000006IRplYAG","false","","false","None","Financial","true","false","false","true","false","false","false","","","","90.0","false","","a19DV000002V1nwYAC","Balance Check","Standard","42036036037563517","Difference"
"a16DV000006R4SeYAK","false","","false","None","Financial","false","true","false","true","false","false","false","","","","70.0","false","","a19DV000002qH2IYAU","Cash Flow","Standard","42036165618102399","Cash Flow"
"a16DV000006IRl4YAG","false","","false","None","Percentage","false","false","false","false","false","false","false","","","","250.0","false","","a19DV000002V1nhYAC","Gross Margin","Standard","42037155161491259","Gross Margin"
"a16DV000006R4XsYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","13.75","false","","a19DV000002V1oUYAS","Gross Fixed Assets","Standard","42037235039626120","Gross Fixed Assets"
"a16DV000006IRpbYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","120.0","false","","a19DV000002V1nvYAC","Farm Expenses","Standard","42038089629287439","Total Farm Expenses"
"a16DV000006IRlcYAG","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","60.0","false","","a19DV000002V1nhYAC","Quick Ratio","Standard","42038180732668968","Quick Ratio"
"a16DV000006R4VsYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","161.0","false","","a19DV000002V1oHYAS","Extraordinary and Non-Cash Items","Standard","42038260923002367","Extraordinary and Non-Cash Items"
"a16DV000006IRhgYAG","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","24.4375","false","","a19DV000002V1nYYAS","Debt to Capital","Standard","42038448773298193","Debt to Capital"
"a16DV000006R4WDYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","51.0","false","","a19DV000002V1oJYAS","Unexplained Difference","Standard","42039520825157807","Unexplained Difference"
"a16DV000006R4TJYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","10.0","false","","a19DV000002qH2NYAU","Cash Collected from Sales","Standard","42039838499007529","Total Cash Collected from Sales"
"a16DV000006R4QzYAK","false","","false","None","Financial","false","true","false","true","false","false","false","","","","41.0","false","","a19DV000002qH2BYAU","Cash Flow Coverage","Standard","42041699086251785","Cash Flow Coverage"
"a16DV000006R4RwYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","10.0","false","","a19DV000002qH2GYAU","Sales","Standard","42041846286779299","Net/Sales/Revenue"
"a16DV000006IRg1YAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","3000.0","false","","a19DV000002V1nRYAS","Effective Gross Income","Standard","42042373976708451","Effective Gross Income"
"a16DV000006R4VqYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","141.0","false","","a19DV000002V1oHYAS","Change in Net Intangibles","Standard","42042805586749591","Change in Net Intangibles"
"a16DV000006IRq8YAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","90.0","false","","a19DV000002V1nyYAC","Cash Paid for Int. & Div.","Standard","42042956344019239","Cash Paid for Int. & Div."
"a16DV000006R4PoYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002qH1zYAE","Shareholder Pro Rata Share Items","Standard","42043758080970147","Shareholder Pro Rata Share Items"
"a16DV000006R4UZYA0","false","","false","None","Financial","true","false","false","true","false","false","false","","","","30.0","false","","a19DV000002V1o9YAC","Net Farm Income/(Loss)","Standard","42043783317622273","Net Farm Income/(Loss)"
"a16DV000006R4XIYA0","false","","false","None","Decimal","false","true","false","true","false","false","false","","","","61.0","false","","a19DV000002V1oPYAS","Activity","Standard","42043971898039451","Activity"
"a16DV000006R4WyYAK","false","","false","None","Financial","true","false","false","true","false","false","false","","","","111.0","false","","a19DV000002V1oOYAS","Cash After Debt Amort","Standard","42044466318799150","CASH AFTER DEBT AMORT"
"a16DV000006R4WaYAK","false","","false","None","Financial","true","false","false","true","false","false","false","","","","100.0","false","","a19DV000002V1oMYAS","Profit Before Extraordinary Items","Standard","42044775931922490","Profit Before Extraordinary Items"
"a16DV000006IRqoYAG","false","","false","None","Financial","false","false","false","false","false","false","false","","","","190.0","false","","a19DV000002V1o0YAC","EBT","Standard","42045219599370539","EBT"
"a16DV000006IRhnYAG","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","27.75","false","","a19DV000002V1nYYAS","(A) NI+Depr+Amort-Divs/CPLTD PP","Standard","42045311734742421","(A) NI+Depr+Amort-Divs/CPLTD PP"
"a16DV000006R4TxYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002qH2QYAU","Book Income Taxes","Standard","42045339232913156","Book Income Taxes"
"a16DV000006R4W7YAK","false","","false","None","Percentage","false","true","false","true","false","false","false","","","","71.0","false","","a19DV000002V1oIYAS","Growth (%)","Standard","42045770598728661","Growth (%)"
"a16DV000006R4QdYAK","false","","false","None","Financial","false","true","false","true","false","false","false","","","","40.0","false","","a19DV000002qH28YAE","Cash Flow Coverage","Standard","42045998388581972","Cash Flow Coverage"
"a16DV000006R4VfYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","61.0","false","","a19DV000002V1oHYAS","Taxes Paid","Standard","42046252363911252","Taxes Paid"
"a16DV000006R4WjYAK","false","","false","Total Equity","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002V1oNYAS","EQUITY","Standard","42046740833139189","Total Shareholders Equity"
"a16DV000006R4SYYA0","false","","false","None","Percentage","false","true","false","true","false","false","false","","","","15.0","false","","a19DV000002qH2IYAU","Vacancy Amount","Standard","42046740887284265","Total Vacancy"
"a16DV000006R4OyYAK","false","","false","None","Financial","false","true","false","true","false","false","false","","","","50.0","false","","a19DV000002qH1uYAE","Leverage","Standard","42048261040793549","Leverage"
"a16DV000006IRgkYAG","false","","false","None","Decimal","false","false","true","true","false","false","false","","","","7.0","false","","a19DV000002V1nTYAS","Debt to Stated Worth","Standard","42048629033046803","Ratio.  Debt: Worth"
"a16DV000006R4R2YAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","210.0","false","","a19DV000002qH29YAE","Cash from Funding","Standard","42049042469228401","Net Cash from Funding"
"a16DV000006R4QxYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","21.0","false","","a19DV000002qH2BYAU","Historical Debt Service","Standard","42050526769431370","Historical Debt Service"
"a16DV000006IRhlYAG","false","","false","None","Financial","false","false","true","false","false","false","false","","","","27.0","false","","a19DV000002V1nYYAS","Net Income+Depr+Amort-Divs","Standard","42051038707083063","Net Income+Depr+Amort-Divs"
"a16DV000006IRhAYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","124.0","false","","a19DV000002V1nXYAS","Taxes Paid","Standard","42051371793489102","Taxes Paid"
"a16DV000006IRqPYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","30.0","false","","a19DV000002V1nzYAC","Adjusted EBITDA","Standard","42051547255659190","CF Available to Service Debt"
"a16DV000006R4QeYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","10.0","false","","a19DV000002qH29YAE","Cash Collected from Sales","Standard","42053977794890033","Total Cash Collected from Sales"
"a16DV000006R4VJYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","110.0","false","","a19DV000002V1oFYAS","Debt Amortization","Standard","42054360948296131","Cash Effect Debt Amortization"
"a16DV000006IRoFYAW","false","","false","None","Financial","false","false","false","false","false","false","false","","","","226.0","false","","a19DV000002V1noYAC","Calc. EBITDA","Standard","42054760684369937","EBITDA"
"a16DV000006R4RyYAK","false","","false","None","Financial","true","false","false","true","false","false","false","","","","30.0","false","","a19DV000002qH2GYAU","Gross Profit","Standard","42055668142317345","Gross Profit"
"a16DV000006IRgsYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","120.0","false","","a19DV000002V1nUYAS","Expenses","Standard","42056058357535481","Total Expenses"
"a16DV000006R4WhYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","50.0","false","","a19DV000002V1oNYAS","NON-CURRENT LIABILITIES","Standard","42056250032197753","Total Non-Current Liabilities"
"a16DV000006IRraYAG","false","","false","None","Decimal","false","false","false","false","false","false","false","","","","670.0","false","","a19DV000002V1o0YAC","(A) Total Assets / Net Sales/Rev.","Standard","42056475605095828","(A) Total Assets / Net Sales/Rev."
"a16DV000006R4SOYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","40.0","false","","a19DV000002qH2HYAU","Other Current Liabilities","Standard","42060337680222585","Total Other Current Liabilities"
"a16DV000006R4WNYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","51.0","false","","a19DV000002V1oLYAS","Change in Borrowing","Standard","42060390475032798","Net Change in Borrowing"
"a16DV000006R4QtYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","170.0","false","","a19DV000002qH29YAE","Extraordinary & Non-Cash Items","Standard","42060446102752023","Total Extraordinary & Non-Cash Items"
"a16DV000006R4UaYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","20.0","false","","a19DV000002V1o9YAC","Farm Expenses","Standard","42060554277573406","Total Farm Expenses"
"a16DV000006R4UrYAK","false","","false","None","Financial","false","true","false","true","false","false","false","","","","80.0","false","","a19DV000002V1oCYAS","Coverage","Standard","42060616215433002","Coverage"
"a16DV000006IRkUYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","60.0","false","","a19DV000002V1nfYAC","Other Income/(Expense)","Standard","42062810326896025","Other Income/(Expense)"
"a16DV000006IRqiYAG","false","","false","None","Financial","false","false","false","false","false","false","false","","","","130.0","false","","a19DV000002V1o0YAC","Tangible Net Worth - Actual","Standard","42063238337438553","Tangible Net Worth - Actual"
"a16DV000006IRo9YAG","false","","false","None","Financial","true","false","false","true","false","false","false","","","","189.0","false","","a19DV000002V1noYAC","Profit Before Extraordinary Items","Standard","42063450454405185","Profit Before Extraordinary Items"
"a16DV000006R4XMYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","31.0","false","","a19DV000002V1oQYAS","Adjustments to Net Worth","Standard","42063510840686859","Total Adjustments to Net Worth"
"a16DV000006R4QvYAK","false","","false","None","Financial","false","false","false","true","false","false","false","","","","30.0","false","","a19DV000002qH2AYAU","Changes in Equity Accounts","Standard","42063657807280141","Total Changes in Equity Accounts"
"a16DV000006R4UQYA0","false","","false","None","Financial","false","false","false","true","false","false","false","","","","20.0","false","","a19DV000002V1o7YAC","Cost of Goods Sold","Standard","42065286762229107","Total Cost of Goods Sold"
"a16DV000006IRgOYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","8000.0","false","","a19DV000002V1nOYAS","Depreciation & Amortization","Standard","42066129644917193","Depreciation & Amortization"
"a16DV000006IRnZYAW","false","","false","None","Financial","false","false","false","true","false","false","false","","","","-9.0","false","","a19DV000002V1nlYAC","Beginning Net Worth","Standard","42067258026672862","Beginning Net Worth"
"a16DV000006IRr1YAG","false","","false","None","Percentage","false","false","false","false","false","false","false","","","","320.0","false","","a19DV000002V1o0YAC","EBITDA Margin","Standard","42067423558637831","EBITDA Margin"
"a16DV000006IRh2YAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","120.0","false","","a19DV000002V1nWYAS","Farm Expenses","Standard","42068135773762902","Total Farm Expenses"
"a16DV000006R4NqYAK","false","","false","None","Financial","false","true","false","true","false","false","false","","","","50.0","false","","a19DV000002qH1lYAE","Leverage","Standard","42068181686069055","Leverage"
"a16DV000006IRjbYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","75.0","false","","a19DV000002V1nNYAS","Non-Current Receivables","Standard","42068280300996742","Total Non-Current Receivables"
"a16DV000006IRpEYAW","false","","false","Cash Flow","Financial","false","false","false","true","false","false","false","","","","8.0","false","","a19DV000002V1nrYAC","Gross Cash Flow (subtotal)","Standard","42068656356235747","Gross Cash Flow (subT)"
"a16DV000006R4SSYA0","false","","false","Total Equity","Financial","false","false","false","true","false","false","false","","","","70.0","false","","a19DV000002qH2HYAU","Equity","Standard","42068863604086693","Total Shareholders Equity"
"a16DV000006R4Y8YAK","false","","false","Adjusted Total Equity","Financial","false","true","false","true","false","false","false","","","","85.0","false","","a19DV000002V1oUYAS","Net Worth Calcs","Standard","42069066714241818","Net Worth Calcs"
"a16DV000006IRnaYAG","false","","false","None","Financial","false","false","false","true","false","false","false","","","","1.0","false","","a19DV000002V1nlYAC","Changes in Retained Earnings","Standard","42069288991215149","Total Changes in Retained Earnings"
"a16DV000006IRl5YAG","false","","false","None","Percentage","false","false","false","false","false","false","false","","","","260.0","false","","a19DV000002V1nhYAC","Operating Expense","Standard","42069418183426887","Operating Expense"
