"Id","IsDeleted","LLC_BI__Category__c","LLC_BI__lookupKey__c","Name","OwnerId"
"a3YDV000000vXIW2A2","false","Accounting Grid (Balance Sheet)","Other_AccountsNotes_Rec_LTP_ACCTGRD","Other Accounts/Notes Rec - LTP","0058c00000Dk4fdAAB"
"a3YDV000000vXHi2AM","false","Accounting Grid (Balance Sheet)","Other_Accounts_Payable_ACCTGRD","Other Accounts Payable","0058c00000Dk4fdAAB"
"a3YDV000000vXGm2AM","false","Accounting Grid (Balance Sheet)","Other_Accounts_Receivable_CP_ACCTGRD","Other Accounts Receivable - CP","0058c00000Dk4fdAAB"
"a3YDV000000vXH02AM","false","Accounting Grid (Balance Sheet)","Other_Accruals_ACCTGRD","Other Accruals","0058c00000Dk4fdAAB"
"a3YDV000000vXIf2AM","false","Accounting Grid (Balance Sheet)","Other_Cash_Equivalents_ACCTGRD","Other Cash & Equivalents","0058c00000Dk4fdAAB"
"a3YDV000000vXI62AM","false","Accounting Grid (Balance Sheet)","Other_Due_from_Related_Co_LTP_ACCTGRD","Other Due from Related Co - LTP","0058c00000Dk4fdAAB"
"a3YDV000000vXG52AM","false","Accounting Grid (Balance Sheet)","Other_Equity_ACCTGRD","Other Equity","0058c00000Dk4fdAAB"
"a3YDV000000vXFv2AM","false","Accounting Grid (Income Statement)","Other_Expense_ACCTGRD","Other Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXIS2A2","false","Accounting Grid (Income Statement)","Other_Extraordinary_Item_ACCTGRD","Other Extraordinary Item","0058c00000Dk4fdAAB"
"a3YDV000000vXFk2AM","false","Accounting Grid (Cash Accounting)","Other_Farm_Income_ACCTGRD","Other Farm Income","0058c00000Dk4fdAAB"
"a3YDV000000vXDx2AM","false","Accounting Grid (Balance Sheet)","Other_Fixed_Assets_ACCTGRD","Other Fixed Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXI22AM","false","Accounting Grid (Income Statement)","Other_Gen_Admin_Expense_ACCTGRD","Other Gen & Admin Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXEq2AM","false","Accounting Grid (Income Statement)","Other_Income_ACCTGRD","Other Income","0058c00000Dk4fdAAB"
"a3YDV000000vXDw2AM","false","Accounting Grid (Balance Sheet)","Other_Investments_ACCTGRD","Other Investments","0058c00000Dk4fdAAB"
"a3YDV000000vXGt2AM","false","Accounting Grid (Balance Sheet)","Other_NonOp_Current_Assets_ACCTGRD","Other Non-Op Current Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXHT2A2","false","Accounting Grid (Balance Sheet)","Other_NonOp_Current_Liabs_ACCTGRD","Other Non-Op Current Liabs","0058c00000Dk4fdAAB"
"a3YDV000000vXFX2A2","false","Accounting Grid (Balance Sheet)","Other_NonOp_NonCur_Assets_ACCTGRD","Other Non-Op Non-Cur Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXFd2AM","false","Accounting Grid (Balance Sheet)","Other_NonOp_NonCur_Liabs_ACCTGRD","Other Non-Op Non-Cur Liabs","0058c00000Dk4fdAAB"
"a3YDV000000vXIs2AM","false","NOI Statement","Other_NonRecurring_Expenses","Other Non-Recurring Expenses","0058c00000Dk4fdAAB"
"a3YDV000000vXGo2AM","false","Accounting Grid (Balance Sheet)","Other_Operating_Current_Assets_ACCTGRD","Other Operating Current Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXEF2A2","false","Accounting Grid (Balance Sheet)","Other_Operating_Current_Liabs_ACCTGRD","Other Operating Current Liabs","0058c00000Dk4fdAAB"
"a3YDV000000vXFm2AM","false","Accounting Grid (Income Statement)","Other_Operating_Expense_ACCTGRD","Other Operating Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXDv2AM","false","Accounting Grid (Balance Sheet)","Other_Operating_NonCur_Assets_ACCTGRD","Other Operating Non-Cur Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXEH2A2","false","Accounting Grid (Balance Sheet)","Other_Operating_NonCur_Liabs_ACCTGRD","Other Operating Non-Cur Liabs","0058c00000Dk4fdAAB"
"a3YDV000000vXHa2AM","false","Accounting Grid (Balance Sheet)","Other_Receivables_CP_ACCTGRD","Other Receivables - CP","0058c00000Dk4fdAAB"
"a3YDV000000vXIq2AM","false","NOI Statement","Other_Recurring_Expenses","Other Recurring Expenses","0058c00000Dk4fdAAB"
"a3YDV000000vXId2AM","false","Accounting Grid (Balance Sheet)","Other_Reserves_ACCTGRD","Other Reserves","0058c00000Dk4fdAAB"
"a3YDV000000vXHw2AM","false","Accounting Grid (Balance Sheet)","Other_Taxes_Payable_ACCTGRD","Other Taxes Payable","0058c00000Dk4fdAAB"
"a3YDV000000vXH62AM","false","Accounting Grid (Balance Sheet)","Overdrafts_Book_ACCTGRD","Overdrafts - Book","0058c00000Dk4fdAAB"
"a3YDV000000vXHR2A2","false","Accounting Grid (Balance Sheet)","Overdrafts_Financing_ACCTGRD","Overdrafts - Financing","0058c00000Dk4fdAAB"
"a3YDV000000vXJc2AM","false","Accounting Grid (Cash Accounting)","Owner_Withdrawal_ACCTGRD","Owner Withdrawal","0058c00000Dk4fdAAB"
"a3YDV000000vXGA2A2","false","Accounting Grid (Individual)","PFS_Adj_to_Net_Worth_ACCTGRD","PFS - Adjustments to Net Worth","0058c00000Dk4fdAAB"
"a3YDV000000vXG92AM","false","Accounting Grid (Individual)","PFS_Liabilities_ACCTGRD","PFS - Liabilities","0058c00000Dk4fdAAB"
"a3YDV000000vXG72AM","false","Accounting Grid (Individual)","PFS_Liquid_Assets_ACCTGRD","PFS - Liquid Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXG82AM","false","Accounting Grid (Individual)","PFS_Non_Liquid_Assets_ACCTGRD","PFS - Non-Liquid Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXK92AM","false","Accounting Grid (Individual)","PFS_Total_Assets_ACCTGRD","PFS - Total Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXFY2A2","false","Accounting Grid (AG Owner Operator)","PFS_Total_Current_Assets_ACCTGRD","PFS - Total Current Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXFe2AM","false","Accounting Grid (AG Owner Operator)","PFS_Total_Current_Liabilities_ACCTGRD","PFS - Total Current Liabilities","0058c00000Dk4fdAAB"
"a3YDV000000vXFZ2A2","false","Accounting Grid (AG Owner Operator)","PFS_Total_Intermediate_Assets_ACCTGRD","PFS - Total Intermediate Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXFf2AM","false","Accounting Grid (AG Owner Operator)","PFS_Total_Intermediate_Liabs_ACCTGRD","PFS - Total Intermediate Liabs","0058c00000Dk4fdAAB"
"a3YDV000000vXFa2AM","false","Accounting Grid (AG Owner Operator)","PFS_Total_Long_Term_Assets_ACCTGRD","PFS - Total Long Term Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXFg2AM","false","Accounting Grid (Individual)","PFS_Total_Long_Term_Liabs_ACCTGRD","PFS - Total Long Term Liabilities","0058c00000Dk4fdAAB"
"a3YDV000000vXHI2A2","false","Accounting Grid (Balance Sheet)","Paid_In_Capital_ACCTGRD","Paid In Capital","0058c00000Dk4fdAAB"
"a3YDV000000vXIt2AM","false","NOI Statement","Payroll_And_Benefits","Payroll And Benefits","0058c00000Dk4fdAAB"
"a3YDV000000vXH42AM","false","Accounting Grid (Income Statement)","Personnel_Expense_ACCTGRD","Personnel Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXHJ2A2","false","Accounting Grid (Balance Sheet)","Preferred_Stock_ACCTGRD","Preferred Stock","0058c00000Dk4fdAAB"
"a3YDV000000vXFT2A2","false","Accounting Grid (Balance Sheet)","PrepaidsDeferreds_CP_ACCTGRD","Prepaids/Deferreds - CP","0058c00000Dk4fdAAB"
"a3YDV000000vXHP2A2","false","Accounting Grid (Balance Sheet)","PrepaidsDeferreds_LTP_ACCTGRD","Prepaids/Deferreds - LTP","0058c00000Dk4fdAAB"
"a3YDV000000vXEK2A2","false","Accounting Grid (Balance Sheet)","Prior_Period_CPLTD_Total_ACCTGRD","Prior Period CPLTD Total","0058c00000Dk4fdAAB"
"a3YDV000000vXFC2A2","false","Accounting Grid (AG Owner Operator)","Prior_Period_Farm_EBIT_ACCTGRD","Prior Period Farm EBIT","0058c00000Dk4fdAAB"
"a3YDV000000vXEQ2A2","false","Accounting Grid (Income Statement)","Prior_Period_Net_Profit_ACCTGRD","Prior Period Net Profit","0058c00000Dk4fdAAB"
"a3YDV000000vXEN2A2","false","Accounting Grid (Balance Sheet)","Prior_Period_Net_Worth_ACCTGRD","Prior Period Net Worth","0058c00000Dk4fdAAB"
"a3YDV000000vXEP2A2","false","Accounting Grid (Income Statement)","Prior_Period_Operating_Profit_ACCTGRD","Prior Period Operating Profit","0058c00000Dk4fdAAB"
"a3YDV000000vXEL2A2","false","Accounting Grid (Balance Sheet)","Prior_Period_Total_Assets_ACCTGRD","Prior Period Total Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXFD2A2","false","Accounting Grid (AG Owner Operator)","Prior_Period_Total_Farm_Assets_ACCTGRD","Prior Period Total Farm Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXFE2A2","false","Accounting Grid (AG Owner Operator)","Prior_Period_Total_Farm_Equity_ACCTGRD","Prior Period Total Farm Equity","0058c00000Dk4fdAAB"
"a3YDV000000vXEM2A2","false","Accounting Grid (Balance Sheet)","Prior_Period_Total_Liabilities_ACCTGRD","Prior Period Total Liabilities","0058c00000Dk4fdAAB"
"a3YDV000000vXEO2A2","false","Accounting Grid (Income Statement)","Prior_Period_Total_Sales_ACCTGRD","Prior Period Total Sales","0058c00000Dk4fdAAB"
"a3YDV000000vXHl2AM","false","Accounting Grid (Balance Sheet)","Profit_Sharing_Plan_Contribution_ACCTGRD","Profit Sharing Plan Contribution","0058c00000Dk4fdAAB"
"a3YDV000000vXHv2AM","false","Accounting Grid (Ratios/Stats)","Proforma_CFC_TCF_ACCTGRD","Proforma CFC (TCF)","0058c00000Dk4fdAAB"
"a3YDV000000vXIj2AM","false","NOI Statement","Property_Taxes","Property Taxes","0058c00000Dk4fdAAB"
"a3YDV000000vXFW2A2","false","Accounting Grid (AG Owner Operator)","Purchased_Breeding_Stock_ACCTGRD","Purchased Breeding Stock","0058c00000Dk4fdAAB"
"a3YDV000000vXEu2AM","false","Accounting Grid (AG Owner Operator)","Purchases_BreedingLivestock_ACCTGRD","Purchases - Breeding Livestock","0058c00000Dk4fdAAB"
"a3YDV000000vXF22AM","false","Accounting Grid (AG Owner Operator)","Purchases_OtherCapitalAssets_ACCTGRD","Purchases - Other Capital Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXEX2A2","false","Accounting Grid (Ratios/Stats)","Quick_Ratio_ACCTGRD","Quick Ratio","0058c00000Dk4fdAAB"
"a3YDV000000vXFV2A2","false","Accounting Grid (AG Owner Operator)","Raised_Breeding_Stock_ACCTGRD","Raised Breeding Stock","0058c00000Dk4fdAAB"
"a3YDV000000vXHW2A2","false","Accounting Grid (Balance Sheet)","Raw_Materials_ACCTGRD","Raw Materials","0058c00000Dk4fdAAB"
"a3YDV000000vXFA2A2","false","Accounting Grid (AG Owner Operator)","RealEstate_AppreciationorDepreciation_ACCTGRD","Real Estate - Appreciation/Depreciation","0058c00000Dk4fdAAB"
"a3YDV000000vXJC2A2","false","NOI Statement","Reconciled Value","Reconciled Value","0058c00000Dk4fdAAB"
"a3YDV000000vXIn2AM","false","NOI Statement","Repairs_And_Maintenance","Repairs and Maintenance","0058c00000Dk4fdAAB"
"a3YDV000000vXIg2AM","false","NOI Statement","Res_Vacancy_Rate","Residential Vacancy Rate","0058c00000Dk4fdAAB"
"a3YDV000000vWfb2AE","false","CCMIS Spread Export","RetainedEarnings","RetainedEarnings","0058c00000BxeO9AAJ"
"a3YDV000000vXHL2A2","false","Accounting Grid (Balance Sheet)","Retained_Earnings_ACCTGRD","Retained Earnings","0058c00000Dk4fdAAB"
"a3YDV000000vXEj2AM","false","Accounting Grid (Ratios/Stats)","Return_on_Assets_ACCTGRD","Return on Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXEi2AM","false","Accounting Grid (Ratios/Stats)","Return_on_Equity_ACCTGRD","Return on Equity","0058c00000Dk4fdAAB"
"a3YDV000000vXJN2A2","false","Accounting Grid (Income Statement)","Returns_Allowances_ACCTGRD","Returns & Allowances","0058c00000Dk4fdAAB"
"a3YDV000000vXH52AM","false","Accounting Grid (Balance Sheet)","Revolving_Line_of_Credit_ACCTGRD","Revolving Line of Credit","0058c00000Dk4fdAAB"
"a3YDV000000vXHA2A2","false","Accounting Grid (Balance Sheet)","ST_Loans_PayableBank_ACCTGRD","ST Loans Payable-Bank","0058c00000Dk4fdAAB"
"a3YDV000000vXFb2AM","false","Accounting Grid (Balance Sheet)","ST_Loans_PayableOther_ACCTGRD","ST Loans Payable-Other","0058c00000Dk4fdAAB"
"a3YDV000000vXFc2AM","false","Accounting Grid (Balance Sheet)","ST_Notes_Payable_ACCTGRD","ST Notes Payable","0058c00000Dk4fdAAB"
"a3YDV000000vXFz2AM","false","Accounting Grid (Income Statement)","SalesRevenues_ACCTGRD","Sales/Revenues","0058c00000Dk4fdAAB"
"a3YDV000000vXFB2A2","false","Accounting Grid (AG Owner Operator)","Sales_OtherCapitalAssets_ACCTGRD","Sales - Other Capital Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXJj2AM","false","Accounting Grid (Individual)","Sch_C_Amortization_Expense_ACCTGRD","Sch. C - Amortization Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXGN2A2","false","Accounting Grid (Individual)","Sch_C_COGS_ACCTGRD","Sch. C - COGS","0058c00000Dk4fdAAB"
"a3YDV000000vXJp2AM","false","Accounting Grid (Individual)","Sch_C_COGS_Depreciation_ACCTGRD","Sch. C - COGS Depreciation","0058c00000Dk4fdAAB"
"a3YDV000000vXGV2A2","false","Accounting Grid (Individual)","Sch_C_Cash_Flow_Adj_ACCTGRD","Sch. C - Cash Flow Adjustments","0058c00000Dk4fdAAB"
"a3YDV000000vXGO2A2","false","Accounting Grid (Individual)","Sch_C_Depreciation_Expense_ACCTGRD","Sch. C - Depreciation Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXGE2A2","false","Accounting Grid (Individual)","Sch_C_Expenses_ACCTGRD","Sch. C - Expenses","0058c00000Dk4fdAAB"
"a3YDV000000vXGF2A2","false","Accounting Grid (Individual)","Sch_C_Expenses_for_Primary_Residence_ACCTGRD","Sch. C - Expenses for Primary Residence","0058c00000Dk4fdAAB"
"a3YDV000000vXJn2AM","false","Accounting Grid (Individual)","Sch_C_Gross_Sales_ACCTGRD","Sch. C - Gross Sales","0058c00000Dk4fdAAB"
"a3YDV000000vXJr2AM","false","Accounting Grid (Individual)","Sch_C_Interest_Expense_ACCTGRD","Sch. C - Interest Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXJq2AM","false","Accounting Grid (Individual)","Sch_C_Other_Income_ACCTGRD","Sch. C - Other Income","0058c00000Dk4fdAAB"
"a3YDV000000vXJs2AM","false","Accounting Grid (Individual)","Sch_C_Other_Interest_Expense_ACCTGRD","Sch. C - Other Interest Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXJo2AM","false","Accounting Grid (Individual)","Sch_C_Returns_Allowances_ACCTGRD","Sch. C - Returns & Allowances","0058c00000Dk4fdAAB"
"a3YDV000000vXJm2AM","false","Accounting Grid (Individual)","Sch_E_ Amortization_ACCTGRD","Sch. E - Amortization","0058c00000Dk4fdAAB"
"a3YDV000000vXGJ2A2","false","Accounting Grid (Individual)","Sch_E_ Depreciation_ACCTGRD","Sch. E - Depreciation","0058c00000Dk4fdAAB"
"a3YDV000000vXGI2A2","false","Accounting Grid (Individual)","Sch_E_ Mortgage_Interest_Expense_ACCTGRD","Sch. E - Mortgage Interest Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXJl2AM","false","Accounting Grid (Individual)","Sch_E_ Other_Interest_Expense_ACCTGRD","Sch. E - Other Interest Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXGG2A2","false","Accounting Grid (Individual)","Sch_E_ Rents_Received _ACCTGRD","Sch. E - Rents Received","0058c00000Dk4fdAAB"
"a3YDV000000vXGH2A2","false","Accounting Grid (Individual)","Sch_E_ Royalties_Received _ACCTGRD","Sch. E - Royalties Received","0058c00000Dk4fdAAB"
"a3YDV000000vXGT2A2","false","Accounting Grid (Individual)","Sch_E_Cash_Flow_Adj_ACCTGRD","Sch. E - Cash Flow Adjustments","0058c00000Dk4fdAAB"
"a3YDV000000vXJk2AM","false","Accounting Grid (Individual)","Sch_E_Expenses_ACCTGRD","Sch. E - Expenses","0058c00000Dk4fdAAB"
"a3YDV000000vXGP2A2","false","Accounting Grid (Individual)","Sch_E_Income_from_Estates_and_Trusts_ACCTGRD","Sch. E - Income from Estates & Trusts","0058c00000Dk4fdAAB"
"a3YDV000000vXGR2A2","false","Accounting Grid (Individual)","Sch_E_Income_from_Mortgage_Inv_Conduits_ACCTGRD","Sch. E - Income from Mortgage Inv. Conduits","0058c00000Dk4fdAAB"
"a3YDV000000vXGK2A2","false","Accounting Grid (Individual)","Sch_E_Income_from_Partn_and_S_Corps_ACCTGRD","Sch. E - Income from Partnerships & S Corps","0058c00000Dk4fdAAB"
"a3YDV000000vXJi2AM","false","Accounting Grid (Individual)","Sch_F_Amortization_Expense_ACCTGRD","Sch. F - Amortization Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXJu2AM","false","Accounting Grid (Individual)","Sch_F_Cash_Flow_Adj_ACCTGRD","Sch. F - Cash Flow Adjustments","0058c00000Dk4fdAAB"
"a3YDV000000vXGQ2A2","false","Accounting Grid (Individual)","Sch_F_Cost_of_Livestock_ACCTGRD","Sch. F - Cost of Livestock","0058c00000Dk4fdAAB"
"a3YDV000000vXGC2A2","false","Accounting Grid (Individual)","Sch_F_Depreciation_Expense_ACCTGRD","Sch. F - Depreciation Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXGD2A2","false","Accounting Grid (Individual)","Sch_F_Expenses_ACCTGRD","Sch. F - Expenses","0058c00000Dk4fdAAB"
"a3YDV000000vXJg2AM","false","Accounting Grid (Individual)","Sch_F_Interest_Expense_ACCTGRD","Sch. F - Interest Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXJt2AM","false","Accounting Grid (Individual)","Sch_F_Other_Income_ACCTGRD","Sch. F - Other Income","0058c00000Dk4fdAAB"
"a3YDV000000vXJh2AM","false","Accounting Grid (Individual)","Sch_F_Other_Interest_Expense_ACCTGRD","Sch. F - Other Interest Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXGS2A2","false","Accounting Grid (Individual)","Sch_F_Sales_of_Livestock_ACCTGRD","Sch. F - Sales of Livestock","0058c00000Dk4fdAAB"
"a3YDV000000vXIa2AM","false","Accounting Grid (Balance Sheet)","Securities_Avail_for_Sale_ACCTGRD","Securities Avail for Sale","0058c00000Dk4fdAAB"
"a3YDV000000vXIk2AM","false","NOI Statement","Security_And_Alarm_Services","Security And Alarm Services","0058c00000Dk4fdAAB"
"a3YDV000000vXGx2AM","false","Accounting Grid (Income Statement)","Selling_Expense_ACCTGRD","Selling Expense","0058c00000Dk4fdAAB"
"a3YDV000000vXIm2AM","false","NOI Statement","Snow_Removal","Snow Removal","0058c00000Dk4fdAAB"
"a3YDV000000vXIc2AM","false","Accounting Grid (Balance Sheet)","Stock_Warrants_ACCTGRD","Stock Warrants","0058c00000Dk4fdAAB"
"a3YDV000000vXIJ2A2","false","Accounting Grid (Balance Sheet)","Subord_Deferred_DebtLiab_ACCTGRD","Subord Deferred Debt-Liab","0058c00000Dk4fdAAB"
"a3YDV000000vXIO2A2","false","Accounting Grid (Balance Sheet)","Subordinated_DebtEquity_ACCTGRD","Subordinated Debt-Equity","0058c00000Dk4fdAAB"
"a3YDV000000vXHF2A2","false","Accounting Grid (Balance Sheet)","Subordinated_DebtLiab_ACCTGRD","Subordinated Debt-Liab","0058c00000Dk4fdAAB"
"a3YDV000000vXK02AM","false","Accounting Grid (Ratios/Stats)","Sustainable_Growth_ACCTGRD","Sustainable Growth","0058c00000Dk4fdAAB"
"a3YDV000000vXJw2AM","false","Accounting Grid (Individual)","TCF_Adj_ACCTGRD","TCF - Adjustments","0058c00000Dk4fdAAB"
"a3YDV000000vXGc2AM","false","Accounting Grid (Cash Flows)","TCF_Contributions_ACCTGRD","(TCF) Contributions","0058c00000Dk4fdAAB"
"a3YDV000000vXGU2A2","false","Accounting Grid (Individual)","TCF_Deductions_ACCTGRD","TCF - Deductions","0058c00000Dk4fdAAB"
"a3YDV000000vXHe2AM","false","Accounting Grid (Cash Flows)","TCF_Manual_Adjust_CF_Available_To_Service_Debt_ACCTGRD","(TCF) Manual Adjust - CF Available To Service Debt","0058c00000Dk4fdAAB"
"a3YDV000000vXJR2A2","false","Accounting Grid (Cash Flows)","TCF_Manual_Adjust_Historical_Debt_Service_ACCTGRD","(TCF) Manual Adjust - Historical Debt Service","0058c00000Dk4fdAAB"
"a3YDV000000vXHf2AM","false","Accounting Grid (Cash Flows)","TCF_Manual_Adjust_Pro_Forma_Debt_Service_ACCTGRD","(TCF) Manual Adjust - Pro Forma Debt Service","0058c00000Dk4fdAAB"
"a3YDV000000vXFL2A2","false","Accounting Grid (Individual)","TCF_Net_Cash_Flow_ACCTGRD","TCF - Net Cash Flow","0058c00000Dk4fdAAB"
"a3YDV000000vXGB2A2","false","Accounting Grid (Individual)","TCF_Personal_Income_ACCTGRD","TCF - Personal Income","0058c00000Dk4fdAAB"
"a3YDV000000vXGd2AM","false","Accounting Grid (Cash Flows)","TCF_RentLease_Add_Back_ACCTGRD","(TCF) Rent/Lease Add Back","0058c00000Dk4fdAAB"
"a3YDV000000vXEa2AM","false","Accounting Grid (Ratios/Stats)","Tangible_Net_Worth_Actual_ACCTGRD","Tangible Net Worth Actual","0058c00000Dk4fdAAB"
"a3YDV000000vXFr2AM","false","Accounting Grid (Cash Accounting)","Term_Interest_ACCTGRD","Term Interest","0058c00000Dk4fdAAB"
"a3YDV000000vXFs2AM","false","Accounting Grid (Cash Accounting)","Term_Principal_Payment_ACCTGRD","Term Principal Payment","0058c00000Dk4fdAAB"
"a3YDV000000vXIe2AM","false","Accounting Grid (Balance Sheet)","Time_Deposits_ACCTGRD","Time Deposits","0058c00000Dk4fdAAB"
"a3YDV000000vWfd2AE","false","CCMIS Spread Export","TotalAssets","TotalAssets","0058c00000BxeO9AAJ"
"a3YDV000000vXK82AM","false","Accounting Grid (Balance Sheet)","Total_Assets_ACCTGRD","Total Assets","0058c00000Dk4fdAAB"
"a3YDV000000vXEp2AM","false","Accounting Grid (Ratios/Stats)","Total_Assets_Growth_ACCTGRD","Total Assets Growth","0058c00000Dk4fdAAB"
"a3YDV000000vXJJ2A2","false","Accounting Grid (Ratios/Stats)","Total_Assets_to_Net_Sales_ACCTGRD","Total Assets to Net Sales","0058c00000Dk4fdAAB"
"a3YDV000000vXFw2AM","false","Accounting Grid (Cash Accounting)","Total_Cash_ Outflows_ACCTGRD","Total Cash Outflows","0058c00000Dk4fdAAB"
"a3YDV000000vXFx2AM","false","Accounting Grid (Cash Accounting)","Total_Cash_Inflows_ACCTGRD","Total Cash Inflows","0058c00000Dk4fdAAB"
"a3YDV000000vXKB2A2","false","Accounting Grid (AG Owner Operator)","Total_Gross_Revenue_ACCTGRD","Total Gross Revenue","0058c00000Dk4fdAAB"
"a3YDV000000vXEk2AM","false","Accounting Grid (Ratios/Stats)","Total_Liabilities_Growth_ACCTGRD","Total Liabilities Growth","0058c00000Dk4fdAAB"
"a3YDV000000vXKA2A2","false","Accounting Grid (Income Statement)","Total_Net_SalesRevenue_ACCTGRD","Total Net Sales/Revenue","0058c00000Dk4fdAAB"
"a3YDV000000vXJa2AM","false","Accounting Grid (Balance Sheet)","Transportation_Equipment_ACCTGRD","Transportation Equipment","0058c00000Dk4fdAAB"
"a3YDV000000vXHK2A2","false","Accounting Grid (Balance Sheet)","Treasury_Stock_ACCTGRD","Treasury Stock","0058c00000Dk4fdAAB"
"a3YDV000000vXGy2AM","false","Accounting Grid (Ratios/Stats)","UCA_CFC_PP_CPLTD_ACCTGRD","UCA CFC (PP CPLTD)","0058c00000Dk4fdAAB"
"a3YDV000000vXHs2AM","false","Accounting Grid (Ratios/Stats)","UCA_Cash_Flow_Coverage_ACCTGRD","UCA Cash Flow Coverage","0058c00000Dk4fdAAB"
"a3YDV000000vXK62AM","false","NOI Statement","Utilities","Utilities","0058c00000Dk4fdAAB"
"a3YDV000000vXHk2AM","false","Accounting Grid (Balance Sheet)","WagesSalaries_Payable_ACCTGRD","Wages/Salaries Payable","0058c00000Dk4fdAAB"
"a3YDV000000vXHX2A2","false","Accounting Grid (Balance Sheet)","Work_in_Process_ACCTGRD","Work in Process","0058c00000Dk4fdAAB"
"a3YDV000000vXEU2A2","false","Accounting Grid (Ratios/Stats)","Working_Capital_ACCTGRD","Working Capital","0058c00000Dk4fdAAB"
"a3YDV000000vWfR2AU","false","Non Accounting","accounting_tag_not_required","Accounting Tag Not Required","0058c00000Dk4fdAAB"
"a3YDV000000vWfE2AU","false","RMA Benchmarking","accumulated_amortization","Accumulated Amortization","0058c00000Dk4fdAAB"
"a3YDV000000vWf92AE","false","RMA Benchmarking","accumulated_depreciation","Accumulated Depreciation","0058c00000Dk4fdAAB"
"a3YDV000000vWfK2AU","false","RMA Benchmarking","amortization","Amortization","0058c00000Dk4fdAAB"
"a3YDV000000vWfD2AU","false","RMA Benchmarking","buildings","Buildings","0058c00000Dk4fdAAB"
"a3YDV000000vWfT2AU","false","NOI Statement","cap_rate","Cap Rate","0058c00000Dk4fdAAB"
"a3YDV000000vWf42AE","false","RMA Benchmarking","cash","Cash","0058c00000Dk4fdAAB"
"a3YDV000000vXIx2AM","false","NOI Statement","cash_flow_after_debt_service","Cash Flow After Debt Service","0058c00000Dk4fdAAB"
"a3YDV000000vWes2AE","false","RMA Benchmarking","cost_of_sales","Cost of Sales","0058c00000Dk4fdAAB"
"a3YDV000000vWfF2AU","false","RMA Benchmarking","current_portion_of_long_term_debt","Current Portion of Long Term Debt","0058c00000Dk4fdAAB"
"a3YDV000000vWfS2AU","false","NOI Statement","debt_service","Debt Service","0058c00000Dk4fdAAB"
"a3YDV000000vWfQ2AU","false","RMA Benchmarking","deferred_taxes","Deferred Taxes","0058c00000Dk4fdAAB"
"a3YDV000000vWez2AE","false","Income Statement","depletion","Depletion","0058c00000BxeO9AAJ"
"a3YDV000000vWew2AE","false","RMA Benchmarking","depreciation","Depreciation","0058c00000Dk4fdAAB"
"a3YDV000000vXIy2AM","false","NOI Statement","dscr","Debt Service Coverage Ratio","0058c00000Dk4fdAAB"
"a3YDV000000vXJD2A2","false","NOI Statement","estimated_value","Estimated Value","0058c00000Dk4fdAAB"
"a3YDV000000vWfA2AU","false","Asset","fixed_assets_net","Fixed Assets (net)","0058c00000BxeO9AAJ"
"a3YDV000000vWfL2AU","false","RMA Benchmarking","income_taxes","Income Taxes","0058c00000Dk4fdAAB"
"a3YDV000000vWfP2AU","false","RMA Benchmarking","income_taxes_payable","Income Taxes Payable","0058c00000Dk4fdAAB"
"a3YDV000000vWfN2AU","false","RMA Benchmarking","intangibles_gross","Intangibles (gross)","0058c00000Dk4fdAAB"
"a3YDV000000vWfC2AU","false","RMA Benchmarking","intangibles_net","Intangibles (net)","0058c00000Dk4fdAAB"
"a3YDV000000vWex2AE","false","RMA Benchmarking","interest_expense","Interest Expense","0058c00000Dk4fdAAB"
"a3YDV000000vWf62AE","false","RMA Benchmarking","inventory","Inventory","0058c00000Dk4fdAAB"
"a3YDV000000vWfI2AU","false","RMA Benchmarking","land","Land","0058c00000Dk4fdAAB"
