"Id","IsDeleted","LLC_BI__Category__c","LLC_BI__lookupKey__c","Name","OwnerId"
"a3YDV000000vWf02AE","false","RMA Benchmarking","long_term_debt","Long Term Debt","0058c00000Dk4fdAAB"
"a3YDV000000vXJF2A2","false","NOI Statement","ltv","Loan to Value","0058c00000Dk4fdAAB"
"a3YDV000000vXK72AM","false","NOI Statement","management_fees","Management Fees","0058c00000Dk4fdAAB"
"a3YDV000000vWfM2AU","false","RMA Benchmarking","marketable_securities","Marketable Securities","0058c00000Dk4fdAAB"
"a3YDV000000vXJH2A2","false","NOI Statement","max_annual_payment_given_policy_dscr","Max Annual Payment Given Policy DSCR","0058c00000Dk4fdAAB"
"a3YDV000000vXJG2A2","false","NOI Statement","max_loan_policy_dscr","Max Loan Policy DSCR","0058c00000Dk4fdAAB"
"a3YDV000000vWfO2AU","false","RMA Benchmarking","notes_payable_short_term","Notes Payable - Short Term","0058c00000Dk4fdAAB"
"a3YDV000000vWev2AE","false","RMA Benchmarking","officers_directors_owners_compensation","Officers', Directors', Owners' Compensation","0058c00000Dk4fdAAB"
"a3YDV000000vWfa2AE","false","NOI Statement","operating_expenses","CRE Operating Expenses","0058c00000Dk4fdAAB"
"a3YDV000000vWf82AE","false","RMA Benchmarking","other_current_assets","Other Current Assets","0058c00000Dk4fdAAB"
"a3YDV000000vWfG2AU","false","RMA Benchmarking","other_current_liabilities","Other Current Liabilities","0058c00000Dk4fdAAB"
"a3YDV000000vWf22AE","false","RMA Benchmarking","other_equity","Other Equity","0058c00000Dk4fdAAB"
"a3YDV000000vWfZ2AU","false","NOI Statement","other_income","Other Income","0058c00000Dk4fdAAB"
"a3YDV000000vWet2AE","false","RMA Benchmarking","other_income_and_expense","Other Income and Expense","0058c00000Dk4fdAAB"
"a3YDV000000vWf72AE","false","RMA Benchmarking","other_liquid_assets","Other Liquid Assets","0058c00000Dk4fdAAB"
"a3YDV000000vWfB2AU","false","RMA Benchmarking","other_non_current_assets","Other Non-Current Assets","0058c00000Dk4fdAAB"
"a3YDV000000vWf12AE","false","RMA Benchmarking","other_non_current_liabilities","Other Non-current Liabilities","0058c00000Dk4fdAAB"
"a3YDV000000vWeu2AE","false","RMA Benchmarking","other_operating_expenses","Other Operating Expenses","0058c00000Dk4fdAAB"
"a3YDV000000vWey2AE","false","RMA Benchmarking","paid_in_capital","Paid-in Capital","0058c00000Dk4fdAAB"
"a3YDV000000vXIi2AM","false","NOI Statement","potential_gross_income","Potential Gross Income","0058c00000Dk4fdAAB"
"a3YDV000000vWfJ2AU","false","RMA Benchmarking","property_plant_equipment","Property, Plant, & Equipment","0058c00000Dk4fdAAB"
"a3YDV000000vWfY2AU","false","NOI Statement","rental_income","Rental Income","0058c00000Dk4fdAAB"
"a3YDV000000vXIv2AM","false","NOI Statement","replacement reserves","Replacement Reserves","0058c00000Dk4fdAAB"
"a3YDV000000vWf32AE","false","RMA Benchmarking","retained_earnings","Retained Earnings","0058c00000Dk4fdAAB"
"a3YDV000000vWfX2AU","false","NOI Statement","room_revenue","Room Revenue","0058c00000Dk4fdAAB"
"a3YDV000000vWer2AE","false","RMA Benchmarking","sales_net","Sales (net)","0058c00000Dk4fdAAB"
"a3YDV000000vWfW2AU","false","NOI Statement","total_available_rooms","Total Available Rooms","0058c00000Dk4fdAAB"
"a3YDV000000vWfV2AU","false","NOI Statement","total_vacancy_amount","Total Vacancy Amount","0058c00000Dk4fdAAB"
"a3YDV000000vWfH2AU","false","RMA Benchmarking","trade_payables","Trade Payables","0058c00000Dk4fdAAB"
"a3YDV000000vWf52AE","false","RMA Benchmarking","trade_receivables_net","Trade Receivables (net)","0058c00000Dk4fdAAB"
"a3YDV000000vWfU2AU","false","NOI Statement","vacancy_rate","Vacancy Rate","0058c00000Dk4fdAAB"
