"Id","IsDeleted","Name","OwnerId","nFORCE__Address_Part__c","nFORCE__Alternate_Label__c","nFORCE__Autocomplete_Attribute_Value__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Value__c","nFORCE__Defined_Picklist_Values__c","nFORCE__Field_Hint__c","nFORCE__Field_Name__c","nFORCE__Filter_Criteria__c","nFORCE__Filter_Display_Name__c","nFORCE__Format_Description__c","nFORCE__Format_Enabled__c","nFORCE__Format_Expression__c","nFORCE__Format_Message__c","nFORCE__Is_Active__c","nFORCE__Is_Conditional_Lookup__c","nFORCE__Is_Editable__c","nFORCE__Is_Filter_Active__c","nFORCE__Is_Header__c","nFORCE__Is_Hidden__c","nFORCE__Is_Important__c","nFORCE__Is_Read_Only__c","nFORCE__Is_Required__c","nFORCE__Output_Expression__c","nFORCE__SLDS_Column_Size__c","nFORCE__Screen_Section__c","nFORCE__Tooltip_Contents__c","nFORCE__Tooltip_Enabled__c","nFORCE__Tooltip_Text__c","nFORCE__lookupKey__c","nFORCE__sObject_Name__c","nPortal__Picklist_Buttons_Enabled__c"
"a0SWD000002Fm2c2AC","false","FC-001977","005al00000RVcKvAAL","","","","","100","","","LLC_BI__Ownership_Percent__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","a0qWD00000JHKcHYAX","","false","","42044963066399826","LLC_BI__Connection__c",""
"a0SWD000002Flv82AC","false","FC-001513","005al00000RVcKvAAL","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000JHKrmYAH","","false","","42048633114611653","LLC_BI__Legal_Entities__c",""
"a0SWD000002Fm2d2AC","false","FC-001978","005al00000RVcKvAAL","","","","","","","All applicant emails must be unique and in correct email format 'name@example.com'","Email","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000JHKcqYAH","The email address listed will be notified to log in and complete application... etc","false","","42056096975555324","Contact",""
"a0SWD000002Fm8w2AC","false","FC-002369","005al00000RVcKvAAL","","","","","","","","Referral_Company__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000JHKfqYAH","","false","","42059324596224584","LLC_BI__Loan__c",""
"a0SWD000002FmAi2AK","false","FC-002479","005al00000RVcKvAAL","","","","","","","","LLC_BI__Reg_O_Loan__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000JHKoYYAX","","false","","42064980757766906","LLC_BI__Loan__c",""
"a0SWD000002Fm2e2AC","false","FC-001979","005al00000RVcKvAAL","","","","","{{artifact}}","","","LLC_BI__Deposit__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","a0qWD00000JHKcSYAX","","false","","42085915559474043","LLC_BI__Beneficiary__c",""
"a0SWD000002Fm4J2AS","false","FC-002082","005al00000RVcKvAAL","","","","","","","","LLC_BI__Account__c","","","","false","","","false","false","false","false","false","true","false","true","false","","","a0qWD00000JHKevYAH","","false","","42131868360334692","LLC_BI__Entity__r",""
"a0SWD000002Fm4P2AS","false","FC-002088","005al00000RVcKvAAL","","","","","","","","LLC_BI__Borrower_Type__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000JHKcfYAH","","false","","42149372608275315","LLC_BI__Legal_Entities__c",""
"a0SWD000002Fm8x2AC","false","FC-002370","005al00000RVcKvAAL","","","","","","","","Referral_Fee_Type__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000JHKfqYAH","","false","","42173044214036834","LLC_BI__Loan__c",""
"a0SWD000002FmAk2AK","false","FC-002481","005al00000RVcKvAAL","","","","","","","","LLC_BI__Allocated_Facility_Amount__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000JHKoZYAX","","false","","42182148697712431","LLC_BI__Loan__c",""
"a0SWD000002Flv92AC","false","FC-001514","005al00000RVcKvAAL","","","","","","","","Paid_Defaults_2k__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000JHKoXYAX","","false","","42182148697712435","LLC_BI__Loan__c",""
"a0SWD000002FlvA2AS","false","FC-001515","005al00000RVcKvAAL","","","","","","","","LLC_BI__InterestRate__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000JHKpPYAX","","false","","42182148697712436","LLC_BI__Loan__c",""
"a0SWD000002FlvB2AS","false","FC-001516","005al00000RVcKvAAL","","","","","","","","LLC_BI__Amount__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000JHKpPYAX","","false","","42182148697712437","LLC_BI__Loan__c",""
"a0SWD000002FlvC2AS","false","FC-001517","005al00000RVcKvAAL","","","","","","","","LLC_BI__Monthly_Payment__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000JHKpPYAX","","false","","42182148697712438","LLC_BI__Loan__c",""
"a0SWD000002FlvD2AS","false","FC-001518","005al00000RVcKvAAL","","","","","","","","LLC_BI__Payment_Schedule__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000JHKpPYAX","","false","","42182148697712439","LLC_BI__Loan__c",""
"a0SWD000002FlvE2AS","false","FC-001519","005al00000RVcKvAAL","","","","","","","","LLC_BI__Term_Months__c","","","","false","","","false","false","false","false","false","false","false","false","true","","","a0qWD00000JHKpPYAX","","false","","42182148697712440","LLC_BI__Loan__c",""
"a0SWD000002Fm8y2AC","false","FC-002371","005al00000RVcKvAAL","","","","","","","","nSBA__Is_Agent_Involved__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000JHKfqYAH","","false","","42202600021058784","LLC_BI__Loan__c.LLC_BI__Application__c",""
"a0SWD000002Fm8z2AC","false","FC-002372","005al00000RVcKvAAL","","","","","","","","Most_Recent_Approval_Date__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000JHKjmYAH","","false","","42235122483005548","LLC_BI__Product_Package__c",""
"a0SWD000002FlvF2AS","false","FC-001520","005al00000RVcKvAAL","","","","","","","","Name","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000JHKXTYA5","","false","","42242293480412932","LLC_BI__Credit_Memo_Modifcation__c",""
"a0SWD000002Fm2f2AC","false","FC-001980","005al00000RVcKvAAL","","","","","","","","FirstName","","","","false","","","false","false","false","false","false","false","false","false","false","","2.0","a0qWD00000JHKcqYAH","","false","","42274058602214080","Contact",""
"a0SWD000002FlvG2AS","false","FC-001521","005al00000RVcKvAAL","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000JHKWyYAP","","false","","42284339143491482","LLC_BI__Legal_Entities__c",""
"a0SWD000002Fm902AC","false","FC-002373","005al00000RVcKvAAL","","","","","","","","LLC_BI__Stage__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000JHKfpYAH","","false","","42285572135810069","LLC_BI__Loan__c",""
"a0SWD000002Fm912AC","false","FC-002374","005al00000RVcKvAAL","","","","","","","","LLC_BI__Stage__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000JHKgCYAX","","false","","42286909285396963","LLC_BI__Product_Package__c",""
"a0SWD000002Fm2g2AC","false","FC-001981","005al00000RVcKvAAL","","","","","a1f4S000000g2cYQAQ","","","LLC_BI__Connection_Role__c","","","","false","","","false","false","false","false","false","true","false","false","false","","","a0qWD00000JHKc0YAH","","false","","42333834396384937","LLC_BI__Connection__c",""
"a0SWD000002Fm922AC","false","FC-002375","005al00000RVcKvAAL","","","","","","","","LLC_BI__Stage__c","","","","false","","","false","false","false","false","false","false","false","true","false","","","a0qWD00000JHKg7YAH","","false","","42338945786402186","LLC_BI__Loan__c",""
"a0SWD000002Fm4q2AC","false","FC-002115","005al00000RVcKvAAL","","Doing Business As","","","","","","LLC_BI__Doing_Business_As__r.Name","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000JHKeOYAX","","false","","42351442277867026","LLC_BI__Legal_Entities__c",""
"a0SWD000002Fm2h2AC","false","FC-001982","005al00000RVcKvAAL","","","","","","","","Pa1test1","","","","false","","","false","false","false","false","false","false","false","false","false","","","a0qWD00000JHKbvYAH","","false","","42372324732844981","LLC_BI_Loan__c",""
