"Id","OwnerId","IsDeleted","Name","LLC_BI__Category__c","LLC_BI__lookupKey__c"
"a3Ybn0000004xE1EAI","005bn000003k2JdAAI","","Other Curr. Assets - Manual Adjust","Accounting Grid (Cash Accounting)","OtherCurrAssets_ManualAdjust_ACCTGRD"
"a3Ybn0000004xE6EAI","005bn000003k2JdAAI","","Other Curr. Liabs - Manual Adj.","Accounting Grid (Cash Accounting)","OtherCurrLiabs_ManualAdjust_ACCTGRD"
"a3Ybn0000004xMvEAI","005bn000003k2JdAAI","","Other Current Assets Total Adjust.","Accounting Grid (AG Owner Operator)","OtherCurrentAssets_TotalAdjust_ACCTGRD"
"a3Ybn0000004xN0EAI","005bn000003k2JdAAI","","Other Current Liabs Total Adjust.","Accounting Grid (AG Owner Operator)","OtherCurrentLiabs_Total Adjust_ACCTGRD"
"a3Ybn0000004xImEAI","005bn000003k2JdAAI","","Other Accounts/Notes Rec - LTP","Accounting Grid (Balance Sheet)","Other_AccountsNotes_Rec_LTP_ACCTGRD"
"a3Ybn0000004xHvEAI","005bn000003k2JdAAI","","Other Accounts Payable","Accounting Grid (Balance Sheet)","Other_Accounts_Payable_ACCTGRD"
"a3Ybn0000004xGpEAI","005bn000003k2JdAAI","","Other Accounts Receivable - CP","Accounting Grid (Balance Sheet)","Other_Accounts_Receivable_CP_ACCTGRD"
"a3Ybn0000004xH6EAI","005bn000003k2JdAAI","","Other Accruals","Accounting Grid (Balance Sheet)","Other_Accruals_ACCTGRD"
"a3Ybn0000004xIvEAI","005bn000003k2JdAAI","","Other Cash & Equivalents","Accounting Grid (Balance Sheet)","Other_Cash_Equivalents_ACCTGRD"
"a3Ybn0000004xIJEAY","005bn000003k2JdAAI","","Other Due from Related Co - LTP","Accounting Grid (Balance Sheet)","Other_Due_from_Related_Co_LTP_ACCTGRD"
"a3Ybn0000004xG1EAI","005bn000003k2JdAAI","","Other Equity","Accounting Grid (Balance Sheet)","Other_Equity_ACCTGRD"
"a3Ybn0000004xFrEAI","005bn000003k2JdAAI","","Other Expense","Accounting Grid (Income Statement)","Other_Expense_ACCTGRD"
"a3Ybn0000004xIhEAI","005bn000003k2JdAAI","","Other Extraordinary Item","Accounting Grid (Income Statement)","Other_Extraordinary_Item_ACCTGRD"
"a3Ybn0000004xFgEAI","005bn000003k2JdAAI","","Other Farm Income","Accounting Grid (Cash Accounting)","Other_Farm_Income_ACCTGRD"
"a3Ybn0000004xCsEAI","005bn000003k2JdAAI","","Other Fixed Assets","Accounting Grid (Balance Sheet)","Other_Fixed_Assets_ACCTGRD"
"a3Ybn0000004xIFEAY","005bn000003k2JdAAI","","Other Gen & Admin Expense","Accounting Grid (Income Statement)","Other_Gen_Admin_Expense_ACCTGRD"
"a3Ybn0000004xDyEAI","005bn000003k2JdAAI","","Other Income","Accounting Grid (Income Statement)","Other_Income_ACCTGRD"
"a3Ybn0000004xCqEAI","005bn000003k2JdAAI","","Other Investments","Accounting Grid (Balance Sheet)","Other_Investments_ACCTGRD"
"a3Ybn0000004xGxEAI","005bn000003k2JdAAI","","Other Non-Op Current Assets","Accounting Grid (Balance Sheet)","Other_NonOp_Current_Assets_ACCTGRD"
"a3Ybn0000004xHeEAI","005bn000003k2JdAAI","","Other Non-Op Current Liabs","Accounting Grid (Balance Sheet)","Other_NonOp_Current_Liabs_ACCTGRD"
"a3Ybn0000004xFTEAY","005bn000003k2JdAAI","","Other Non-Op Non-Cur Assets","Accounting Grid (Balance Sheet)","Other_NonOp_NonCur_Assets_ACCTGRD"
"a3Ybn0000004xFZEAY","005bn000003k2JdAAI","","Other Non-Op Non-Cur Liabs","Accounting Grid (Balance Sheet)","Other_NonOp_NonCur_Liabs_ACCTGRD"
"a3Ybn0000004xJAEAY","005bn000003k2JdAAI","","Other Non-Recurring Expenses","NOI Statement","Other_NonRecurring_Expenses"
"a3Ybn0000004xGrEAI","005bn000003k2JdAAI","","Other Operating Current Assets","Accounting Grid (Balance Sheet)","Other_Operating_Current_Assets_ACCTGRD"
"a3Ybn0000004xDGEAY","005bn000003k2JdAAI","","Other Operating Current Liabs","Accounting Grid (Balance Sheet)","Other_Operating_Current_Liabs_ACCTGRD"
"a3Ybn0000004xFiEAI","005bn000003k2JdAAI","","Other Operating Expense","Accounting Grid (Income Statement)","Other_Operating_Expense_ACCTGRD"
"a3Ybn0000004xCpEAI","005bn000003k2JdAAI","","Other Operating Non-Cur Assets","Accounting Grid (Balance Sheet)","Other_Operating_NonCur_Assets_ACCTGRD"
"a3Ybn0000004xDJEAY","005bn000003k2JdAAI","","Other Operating Non-Cur Liabs","Accounting Grid (Balance Sheet)","Other_Operating_NonCur_Liabs_ACCTGRD"
"a3Ybn0000004xHlEAI","005bn000003k2JdAAI","","Other Receivables - CP","Accounting Grid (Balance Sheet)","Other_Receivables_CP_ACCTGRD"
"a3Ybn0000004xJ8EAI","005bn000003k2JdAAI","","Other Recurring Expenses","NOI Statement","Other_Recurring_Expenses"
"a3Ybn0000004xItEAI","005bn000003k2JdAAI","","Other Reserves","Accounting Grid (Balance Sheet)","Other_Reserves_ACCTGRD"
"a3Ybn0000004xI9EAI","005bn000003k2JdAAI","","Other Taxes Payable","Accounting Grid (Balance Sheet)","Other_Taxes_Payable_ACCTGRD"
"a3Ybn0000004xHEEAY","005bn000003k2JdAAI","","Overdrafts - Book","Accounting Grid (Balance Sheet)","Overdrafts_Book_ACCTGRD"
"a3Ybn0000004xHcEAI","005bn000003k2JdAAI","","Overdrafts - Financing","Accounting Grid (Balance Sheet)","Overdrafts_Financing_ACCTGRD"
"a3Ybn0000004xJyEAI","005bn000003k2JdAAI","","Owner Withdrawal","Accounting Grid (Cash Accounting)","Owner_Withdrawal_ACCTGRD"
"a3Ybn0000004xG8EAI","005bn000003k2JdAAI","","PFS - Adjustments to Net Worth","Accounting Grid (Individual)","PFS_Adj_to_Net_Worth_ACCTGRD"
"a3Ybn0000004xLxEAI","005bn000003k2JdAAI","","PFS - Adjusted Net Worth","Accounting Grid (Individual)","PFS_Adjusted_Net_Worth_ACCTGRD"
"a3Ybn0000004xG7EAI","005bn000003k2JdAAI","","PFS - Liabilities","Accounting Grid (Individual)","PFS_Liabilities_ACCTGRD"
"a3Ybn0000004xG5EAI","005bn000003k2JdAAI","","PFS - Liquid Assets","Accounting Grid (Individual)","PFS_Liquid_Assets_ACCTGRD"
"a3Ybn0000004xG6EAI","005bn000003k2JdAAI","","PFS - Non-Liquid Assets","Accounting Grid (Individual)","PFS_Non_Liquid_Assets_ACCTGRD"
"a3Ybn0000004xLvEAI","005bn000003k2JdAAI","","PFS - Stated Net Worth","Accounting Grid (Individual)","PFS_Stated_Net_Worth_ACCTGRD"
"a3Ybn0000004xKmEAI","005bn000003k2JdAAI","","PFS - Total Assets","Accounting Grid (Individual)","PFS_Total_Assets_ACCTGRD"
"a3Ybn0000004xFUEAY","005bn000003k2JdAAI","","PFS - Total Current Assets","Accounting Grid (AG Owner Operator)","PFS_Total_Current_Assets_ACCTGRD"
"a3Ybn0000004xFaEAI","005bn000003k2JdAAI","","PFS - Total Current Liabilities","Accounting Grid (AG Owner Operator)","PFS_Total_Current_Liabilities_ACCTGRD"
"a3Ybn0000004xFVEAY","005bn000003k2JdAAI","","PFS - Total Intermediate Assets","Accounting Grid (AG Owner Operator)","PFS_Total_Intermediate_Assets_ACCTGRD"
"a3Ybn0000004xFbEAI","005bn000003k2JdAAI","","PFS - Total Intermediate Liabs","Accounting Grid (AG Owner Operator)","PFS_Total_Intermediate_Liabs_ACCTGRD"
"a3Ybn0000004xKtEAI","005bn000003k2JdAAI","","PFS - Total Liabilities","Accounting Grid (Individual)","PFS_Total_Liabilities_ACCTGRD"
"a3Ybn0000004xFWEAY","005bn000003k2JdAAI","","PFS - Total Long Term Assets","Accounting Grid (AG Owner Operator)","PFS_Total_Long_Term_Assets_ACCTGRD"
"a3Ybn0000004xFcEAI","005bn000003k2JdAAI","","PFS - Total Long Term Liabilities","Accounting Grid (Individual)","PFS_Total_Long_Term_Liabs_ACCTGRD"
"a3Ybn0000004xHREAY","005bn000003k2JdAAI","","Paid In Capital","Accounting Grid (Balance Sheet)","Paid_In_Capital_ACCTGRD"
"a3Ybn0000004xKgEAI","005bn000003k2JdAAI","","Partial Year Adjustment","Accounting Grid (Other)","Partial_Year_Adjustment_ACCTGRD"
"a3Ybn0000004xDMEAY","005bn000003k2JdAAI","","Partners Capital Accounts","Accounting Grid (Balance Sheet)","Partners_Capital_Accounts_ACCTGRD"
"a3Ybn0000004xJBEAY","005bn000003k2JdAAI","","Payroll And Benefits","NOI Statement","Payroll_And_Benefits"
"a3Ybn0000004xHBEAY","005bn000003k2JdAAI","","Personnel Expense","Accounting Grid (Income Statement)","Personnel_Expense_ACCTGRD"
"a3Ybn0000004xHTEAY","005bn000003k2JdAAI","","Preferred Stock","Accounting Grid (Balance Sheet)","Preferred_Stock_ACCTGRD"
"a3Ybn0000004xMzEAI","005bn000003k2JdAAI","","Prepaid Exp Total Adjust.","Accounting Grid (AG Owner Operator)","PrepaidExp_TotalAdjust_ACCTGRD"
"a3Ybn0000004xFPEAY","005bn000003k2JdAAI","","Prepaids/Deferreds - CP","Accounting Grid (Balance Sheet)","PrepaidsDeferreds_CP_ACCTGRD"
"a3Ybn0000004xHaEAI","005bn000003k2JdAAI","","Prepaids/Deferreds - LTP","Accounting Grid (Balance Sheet)","PrepaidsDeferreds_LTP_ACCTGRD"
"a3Ybn0000004xE5EAI","005bn000003k2JdAAI","","Prepaids/Deferreds - Manual Adjust","Accounting Grid (Cash Accounting)","PrepaidsDeferreds_ManualAdjust_ACCTGRD"
"a3Ybn0000004xDPEAY","005bn000003k2JdAAI","","Prior Period CPLTD Total","Accounting Grid (Balance Sheet)","Prior_Period_CPLTD_Total_ACCTGRD"
"a3Ybn0000004xF8EAI","005bn000003k2JdAAI","","Prior Period Farm EBIT","Accounting Grid (AG Owner Operator)","Prior_Period_Farm_EBIT_ACCTGRD"
"a3Ybn0000004xDVEAY","005bn000003k2JdAAI","","Prior Period Net Profit","Accounting Grid (Income Statement)","Prior_Period_Net_Profit_ACCTGRD"
"a3Ybn0000004xDSEAY","005bn000003k2JdAAI","","Prior Period Net Worth","Accounting Grid (Balance Sheet)","Prior_Period_Net_Worth_ACCTGRD"
"a3Ybn0000004xDUEAY","005bn000003k2JdAAI","","Prior Period Operating Profit","Accounting Grid (Income Statement)","Prior_Period_Operating_Profit_ACCTGRD"
"a3Ybn0000004xDQEAY","005bn000003k2JdAAI","","Prior Period Total Assets","Accounting Grid (Balance Sheet)","Prior_Period_Total_Assets_ACCTGRD"
"a3Ybn0000004xF9EAI","005bn000003k2JdAAI","","Prior Period Total Farm Assets","Accounting Grid (AG Owner Operator)","Prior_Period_Total_Farm_Assets_ACCTGRD"
"a3Ybn0000004xFAEAY","005bn000003k2JdAAI","","Prior Period Total Farm Equity","Accounting Grid (AG Owner Operator)","Prior_Period_Total_Farm_Equity_ACCTGRD"
"a3Ybn0000004xDREAY","005bn000003k2JdAAI","","Prior Period Total Liabilities","Accounting Grid (Balance Sheet)","Prior_Period_Total_Liabilities_ACCTGRD"
"a3Ybn0000004xDTEAY","005bn000003k2JdAAI","","Prior Period Total Sales","Accounting Grid (Income Statement)","Prior_Period_Total_Sales_ACCTGRD"
"a3Ybn0000004xMDEAY","005bn000003k2JdAAI","","Profit Before Extraordinary Items","Accounting Grid (Income Statement)","Profit_Before_Extraordinary_Items_ACCTGRD"
"a3Ybn0000004xLQEAY","005bn000003k2JdAAI","","Profit Before Taxes","Accounting Grid (Income Statement)","Profit_Before_Taxes_ACCTGRD"
"a3Ybn0000004xHyEAI","005bn000003k2JdAAI","","Profit Sharing Plan Contribution","Accounting Grid (Balance Sheet)","Profit_Sharing_Plan_Contribution_ACCTGRD"
"a3Ybn0000004xI8EAI","005bn000003k2JdAAI","","Proforma CFC (TCF)","Accounting Grid (Ratios/Stats)","Proforma_CFC_TCF_ACCTGRD"
"a3Ybn0000004xJ1EAI","005bn000003k2JdAAI","","Property Taxes","NOI Statement","Property_Taxes"
"a3Ybn0000004xFSEAY","005bn000003k2JdAAI","","Purchased Breeding Stock","Accounting Grid (AG Owner Operator)","Purchased_Breeding_Stock_ACCTGRD"
"a3Ybn0000004xEqEAI","005bn000003k2JdAAI","","Purchases - Breeding Livestock","Accounting Grid (AG Owner Operator)","Purchases_BreedingLivestock_ACCTGRD"
"a3Ybn0000004xEjEAI","005bn000003k2JdAAI","","Purchases - Machinery","Accounting Grid (AG Owner Operator)","Purchases_Machinery_ACCTGRD"
"a3Ybn0000004xEyEAI","005bn000003k2JdAAI","","Purchases - Other Capital Assets","Accounting Grid (AG Owner Operator)","Purchases_OtherCapitalAssets_ACCTGRD"
"a3Ybn0000004xEYEAY","005bn000003k2JdAAI","","Purchases - Real Estate","Accounting Grid (AG Owner Operator)","Purchases_RealEstate_ACCTGRD"
"a3Ybn0000004xDcEAI","005bn000003k2JdAAI","","Quick Ratio","Accounting Grid (Ratios/Stats)","Quick_Ratio_ACCTGRD"
"a3Ybn0000004xFREAY","005bn000003k2JdAAI","","Raised Breeding Stock","Accounting Grid (AG Owner Operator)","Raised_Breeding_Stock_ACCTGRD"
"a3Ybn0000004xHhEAI","005bn000003k2JdAAI","","Raw Materials","Accounting Grid (Balance Sheet)","Raw_Materials_ACCTGRD"
"a3Ybn0000004xF6EAI","005bn000003k2JdAAI","","Real Estate - Appreciation/Depreciation","Accounting Grid (AG Owner Operator)","RealEstate_AppreciationorDepreciation_ACCTGRD"
"a3Ybn0000004xJVEAY","005bn000003k2JdAAI","","Reconciled Value","NOI Statement","Reconciled Value"
"a3Ybn0000004xJ5EAI","005bn000003k2JdAAI","","Repairs and Maintenance","NOI Statement","Repairs_And_Maintenance"
"a3Ybn0000004xESEAY","005bn000003k2JdAAI","","Reported Ending Net Worth - Cost Basis","Accounting Grid (AG Owner Operator)","ReportedEnding_NetWorth_CostBasis_ACCTGRD"
"a3Ybn0000004xIwEAI","005bn000003k2JdAAI","","Residential Vacancy Rate","NOI Statement","Res_Vacancy_Rate"
"a3Ybn0000004xMoEAI","005bn000003k2JdAAI","","Residential Potential Gross Income","NOI Statement","Residential_Potential_Gross_Income"
"a3Ybn0000004xHVEAY","005bn000003k2JdAAI","","Retained Earnings","Accounting Grid (Balance Sheet)","Retained_Earnings_ACCTGRD"
"a3Ybn0000004xDqEAI","005bn000003k2JdAAI","","Return on Assets","Accounting Grid (Ratios/Stats)","Return_on_Assets_ACCTGRD"
"a3Ybn0000004xDpEAI","005bn000003k2JdAAI","","Return on Equity","Accounting Grid (Ratios/Stats)","Return_on_Equity_ACCTGRD"
"a3Ybn0000004xJhEAI","005bn000003k2JdAAI","","Returns & Allowances","Accounting Grid (Income Statement)","Returns_Allowances_ACCTGRD"
"a3Ybn0000004xHCEAY","005bn000003k2JdAAI","","Revolving Line of Credit","Accounting Grid (Balance Sheet)","Revolving_Line_of_Credit_ACCTGRD"
"a3Ybn0000004xHIEAY","005bn000003k2JdAAI","","ST Loans Payable-Bank","Accounting Grid (Balance Sheet)","ST_Loans_PayableBank_ACCTGRD"
"a3Ybn0000004xFXEAY","005bn000003k2JdAAI","","ST Loans Payable-Other","Accounting Grid (Balance Sheet)","ST_Loans_PayableOther_ACCTGRD"
"a3Ybn0000004xFYEAY","005bn000003k2JdAAI","","ST Notes Payable","Accounting Grid (Balance Sheet)","ST_Notes_Payable_ACCTGRD"
"a3Ybn0000004xFvEAI","005bn000003k2JdAAI","","Sales/Revenues","Accounting Grid (Income Statement)","SalesRevenues_ACCTGRD"
"a3Ybn0000004xEZEAY","005bn000003k2JdAAI","","Sales - Breeding Livestock","Accounting Grid (AG Owner Operator)","Sales_Livestock_ACCTGRD"
"a3Ybn0000004xEiEAI","005bn000003k2JdAAI","","Sales - Machinery","Accounting Grid (AG Owner Operator)","Sales_Machinery_ACCTGRD"
"a3Ybn0000004xF7EAI","005bn000003k2JdAAI","","Sales - Other Capital Assets","Accounting Grid (AG Owner Operator)","Sales_OtherCapitalAssets_ACCTGRD"
"a3Ybn0000004xEaEAI","005bn000003k2JdAAI","","Sales - Real Estate","Accounting Grid (AG Owner Operator)","Sales_RealEstate_ACCTGRD"
"a3Ybn0000004xK6EAI","005bn000003k2JdAAI","","Sch. C - Amortization Expense","Accounting Grid (Individual)","Sch_C_Amortization_Expense_ACCTGRD"
"a3Ybn0000004xGLEAY","005bn000003k2JdAAI","","Sch. C - COGS","Accounting Grid (Individual)","Sch_C_COGS_ACCTGRD"
"a3Ybn0000004xKCEAY","005bn000003k2JdAAI","","Sch. C - COGS Depreciation","Accounting Grid (Individual)","Sch_C_COGS_Depreciation_ACCTGRD"
"a3Ybn0000004xGTEAY","005bn000003k2JdAAI","","Sch. C - Cash Flow Adjustments","Accounting Grid (Individual)","Sch_C_Cash_Flow_Adj_ACCTGRD"
"a3Ybn0000004xGMEAY","005bn000003k2JdAAI","","Sch. C - Depreciation Expense","Accounting Grid (Individual)","Sch_C_Depreciation_Expense_ACCTGRD"
"a3Ybn0000004xGCEAY","005bn000003k2JdAAI","","Sch. C - Expenses","Accounting Grid (Individual)","Sch_C_Expenses_ACCTGRD"
"a3Ybn0000004xGDEAY","005bn000003k2JdAAI","","Sch. C - Expenses for Primary Residence","Accounting Grid (Individual)","Sch_C_Expenses_for_Primary_Residence_ACCTGRD"
"a3Ybn0000004xM4EAI","005bn000003k2JdAAI","","Sch. C - Gross Income","Accounting Grid (Individual)","Sch_C_Gross_Income_ACCTGRD"
"a3Ybn0000004xM3EAI","005bn000003k2JdAAI","","Sch. C - Gross Profit","Accounting Grid (Individual)","Sch_C_Gross_Profit_ACCTGRD"
"a3Ybn0000004xKAEAY","005bn000003k2JdAAI","","Sch. C - Gross Sales","Accounting Grid (Individual)","Sch_C_Gross_Sales_ACCTGRD"
"a3Ybn0000004xKEEAY","005bn000003k2JdAAI","","Sch. C - Interest Expense","Accounting Grid (Individual)","Sch_C_Interest_Expense_ACCTGRD"
"a3Ybn0000004xM6EAI","005bn000003k2JdAAI","","Sch. C - Net Profit (Loss)","Accounting Grid (Individual)","Sch_C_Net_Profit_Loss_ACCTGRD"
"a3Ybn0000004xM2EAI","005bn000003k2JdAAI","","Sch. C - Net Sales","Accounting Grid (Individual)","Sch_C_Net_Sales_ACCTGRD"
"a3Ybn0000004xKDEAY","005bn000003k2JdAAI","","Sch. C - Other Income","Accounting Grid (Individual)","Sch_C_Other_Income_ACCTGRD"
"a3Ybn0000004xKFEAY","005bn000003k2JdAAI","","Sch. C - Other Interest Expense","Accounting Grid (Individual)","Sch_C_Other_Interest_Expense_ACCTGRD"
"a3Ybn0000004xKBEAY","005bn000003k2JdAAI","","Sch. C - Returns & Allowances","Accounting Grid (Individual)","Sch_C_Returns_Allowances_ACCTGRD"
"a3Ybn0000004xLwEAI","005bn000003k2JdAAI","","Sch. C - Total Cash Flow","Accounting Grid (Individual)","Sch_C_Total_Cash_Flow_ACCTGRD"
"a3Ybn0000004xM5EAI","005bn000003k2JdAAI","","Sch. C - Total Expenses","Accounting Grid (Individual)","Sch_C_Total_Expenses_ACCTGRD"
"a3Ybn0000004xK9EAI","005bn000003k2JdAAI","","Sch. E - Amortization","Accounting Grid (Individual)","Sch_E_ Amortization_ACCTGRD"
"a3Ybn0000004xGHEAY","005bn000003k2JdAAI","","Sch. E - Depreciation","Accounting Grid (Individual)","Sch_E_ Depreciation_ACCTGRD"
"a3Ybn0000004xGGEAY","005bn000003k2JdAAI","","Sch. E - Mortgage Interest Expense","Accounting Grid (Individual)","Sch_E_ Mortgage_Interest_Expense_ACCTGRD"
"a3Ybn0000004xK8EAI","005bn000003k2JdAAI","","Sch. E - Other Interest Expense","Accounting Grid (Individual)","Sch_E_ Other_Interest_Expense_ACCTGRD"
"a3Ybn0000004xGEEAY","005bn000003k2JdAAI","","Sch. E - Rents Received","Accounting Grid (Individual)","Sch_E_ Rents_Received _ACCTGRD"
"a3Ybn0000004xGFEAY","005bn000003k2JdAAI","","Sch. E - Royalties Received","Accounting Grid (Individual)","Sch_E_ Royalties_Received _ACCTGRD"
"a3Ybn0000004xGREAY","005bn000003k2JdAAI","","Sch. E - Cash Flow Adjustments","Accounting Grid (Individual)","Sch_E_Cash_Flow_Adj_ACCTGRD"
"a3Ybn0000004xK7EAI","005bn000003k2JdAAI","","Sch. E - Expenses","Accounting Grid (Individual)","Sch_E_Expenses_ACCTGRD"
"a3Ybn0000004xGNEAY","005bn000003k2JdAAI","","Sch. E - Income from Estates & Trusts","Accounting Grid (Individual)","Sch_E_Income_from_Estates_and_Trusts_ACCTGRD"
"a3Ybn0000004xGPEAY","005bn000003k2JdAAI","","Sch. E - Income from Mortgage Inv. Conduits","Accounting Grid (Individual)","Sch_E_Income_from_Mortgage_Inv_Conduits_ACCTGRD"
"a3Ybn0000004xGIEAY","005bn000003k2JdAAI","","Sch. E - Income from Partnerships & S Corps","Accounting Grid (Individual)","Sch_E_Income_from_Partn_and_S_Corps_ACCTGRD"
"a3Ybn0000004xM9EAI","005bn000003k2JdAAI","","Sch. E - Net Income","Accounting Grid (Individual)","Sch_E_Net_Income_ACCTGRD"
"a3Ybn0000004xLyEAI","005bn000003k2JdAAI","","Sch. E - Total Cash Flow","Accounting Grid (Individual)","Sch_E_Total_Cash_Flow_ACCTGRD"
"a3Ybn0000004xM8EAI","005bn000003k2JdAAI","","Sch. E - Total Expenses","Accounting Grid (Individual)","Sch_E_Total_Expenses_ACCTGRD"
"a3Ybn0000004xM7EAI","005bn000003k2JdAAI","","Sch. E - Total Income","Accounting Grid (Individual)","Sch_E_Total_Income_ACCTGRD"
"a3Ybn0000004xK5EAI","005bn000003k2JdAAI","","Sch. F - Amortization Expense","Accounting Grid (Individual)","Sch_F_Amortization_Expense_ACCTGRD"
"a3Ybn0000004xKHEAY","005bn000003k2JdAAI","","Sch. F - Cash Flow Adjustments","Accounting Grid (Individual)","Sch_F_Cash_Flow_Adj_ACCTGRD"
"a3Ybn0000004xGOEAY","005bn000003k2JdAAI","","Sch. F - Cost of Livestock","Accounting Grid (Individual)","Sch_F_Cost_of_Livestock_ACCTGRD"
"a3Ybn0000004xGAEAY","005bn000003k2JdAAI","","Sch. F - Depreciation Expense","Accounting Grid (Individual)","Sch_F_Depreciation_Expense_ACCTGRD"
"a3Ybn0000004xGBEAY","005bn000003k2JdAAI","","Sch. F - Expenses","Accounting Grid (Individual)","Sch_F_Expenses_ACCTGRD"
"a3Ybn0000004xK3EAI","005bn000003k2JdAAI","","Sch. F - Interest Expense","Accounting Grid (Individual)","Sch_F_Interest_Expense_ACCTGRD"
"a3Ybn0000004xMCEAY","005bn000003k2JdAAI","","Sch. F - Net Farm Income","Accounting Grid (Individual)","Sch_F_Net_Farm_Income_ACCTGRD"
"a3Ybn0000004xKGEAY","005bn000003k2JdAAI","","Sch. F - Other Income","Accounting Grid (Individual)","Sch_F_Other_Income_ACCTGRD"
"a3Ybn0000004xK4EAI","005bn000003k2JdAAI","","Sch. F - Other Interest Expense","Accounting Grid (Individual)","Sch_F_Other_Interest_Expense_ACCTGRD"
"a3Ybn0000004xMAEAY","005bn000003k2JdAAI","","Sch. F - Recurring Farm Income","Accounting Grid (Individual)","Sch_F_Recurring_Farm_Income_ACCTGRD"
"a3Ybn0000004xGQEAY","005bn000003k2JdAAI","","Sch. F - Sales of Livestock","Accounting Grid (Individual)","Sch_F_Sales_of_Livestock_ACCTGRD"
"a3Ybn0000004xLzEAI","005bn000003k2JdAAI","","Sch. F - Total Cash Flow","Accounting Grid (Individual)","Sch_F_Total_Cash_Flow_ACCTGRD"
"a3Ybn0000004xMBEAY","005bn000003k2JdAAI","","Sch. F - Total Expenses","Accounting Grid (Individual)","Sch_F_Total_Expenses_ACCTGRD"
"a3Ybn0000004xIqEAI","005bn000003k2JdAAI","","Securities Avail for Sale","Accounting Grid (Balance Sheet)","Securities_Avail_for_Sale_ACCTGRD"
"a3Ybn0000004xJ2EAI","005bn000003k2JdAAI","","Security And Alarm Services","NOI Statement","Security_And_Alarm_Services"
"a3Ybn0000004xH2EAI","005bn000003k2JdAAI","","Selling Expense","Accounting Grid (Income Statement)","Selling_Expense_ACCTGRD"
"a3Ybn0000004xJ4EAI","005bn000003k2JdAAI","","Snow Removal","NOI Statement","Snow_Removal"
"a3Ybn0000004xIsEAI","005bn000003k2JdAAI","","Stock Warrants","Accounting Grid (Balance Sheet)","Stock_Warrants_ACCTGRD"
"a3Ybn0000004xIXEAY","005bn000003k2JdAAI","","Subord Deferred Debt-Liab","Accounting Grid (Balance Sheet)","Subord_Deferred_DebtLiab_ACCTGRD"
"a3Ybn0000004xIdEAI","005bn000003k2JdAAI","","Subordinated Debt-Equity","Accounting Grid (Balance Sheet)","Subordinated_DebtEquity_ACCTGRD"
"a3Ybn0000004xHOEAY","005bn000003k2JdAAI","","Subordinated Debt-Liab","Accounting Grid (Balance Sheet)","Subordinated_DebtLiab_ACCTGRD"
"a3Ybn0000004xKNEAY","005bn000003k2JdAAI","","Sustainable Growth","Accounting Grid (Ratios/Stats)","Sustainable_Growth_ACCTGRD"
"a3Ybn0000004xKJEAY","005bn000003k2JdAAI","","TCF - Adjustments","Accounting Grid (Individual)","TCF_Adj_ACCTGRD"
"a3Ybn0000004xLCEAY","005bn000003k2JdAAI","","(TCF) Cash Flow Available to Service Debt","Accounting Grid (Cash Flows)","TCF_Cash_Flow_Available_to_Service_Debt_ACCTGRD"
"a3Ybn0000004xGbEAI","005bn000003k2JdAAI","","(TCF) Contributions","Accounting Grid (Cash Flows)","TCF_Contributions_ACCTGRD"
"a3Ybn0000004xGSEAY","005bn000003k2JdAAI","","TCF - Deductions","Accounting Grid (Individual)","TCF_Deductions_ACCTGRD"
"a3Ybn0000004xM0EAI","005bn000003k2JdAAI","","TCF - Gross Cash Flow","Accounting Grid (Individual)","TCF_Gross_Cash_Flow_ACCTGRD"
"a3Ybn0000004xLUEAY","005bn000003k2JdAAI","","(TCF) Historical Debt Service","Accounting Grid (Cash Flows)","TCF_Historical_Debt_Service_ACCTGRD"
"a3Ybn0000004xHpEAI","005bn000003k2JdAAI","","(TCF) Manual Adjust - CF Available To Service Debt","Accounting Grid (Cash Flows)","TCF_Manual_Adjust_CF_Available_To_Service_Debt_ACCTGRD"
"a3Ybn0000004xJmEAI","005bn000003k2JdAAI","","(TCF) Manual Adjust - Historical Debt Service","Accounting Grid (Cash Flows)","TCF_Manual_Adjust_Historical_Debt_Service_ACCTGRD"
"a3Ybn0000004xHqEAI","005bn000003k2JdAAI","","(TCF) Manual Adjust - Pro Forma Debt Service","Accounting Grid (Cash Flows)","TCF_Manual_Adjust_Pro_Forma_Debt_Service_ACCTGRD"
"a3Ybn0000004xFHEAY","005bn000003k2JdAAI","","TCF - Net Cash Flow","Accounting Grid (Individual)","TCF_Net_Cash_Flow_ACCTGRD"
"a3Ybn0000004xG9EAI","005bn000003k2JdAAI","","TCF - Personal Income","Accounting Grid (Individual)","TCF_Personal_Income_ACCTGRD"
"a3Ybn0000004xLDEAY","005bn000003k2JdAAI","","(TCF) Pro Forma Debt Service","Accounting Grid (Cash Flows)","TCF_Pro_Forma_Debt_Service_ACCTGRD"
"a3Ybn0000004xGcEAI","005bn000003k2JdAAI","","(TCF) Rent/Lease Add Back","Accounting Grid (Cash Flows)","TCF_RentLease_Add_Back_ACCTGRD"
"a3Ybn0000004xLVEAY","005bn000003k2JdAAI","","Total Pro Forma Sensitized DS","Accounting Grid (Cash Flows)","TCF_Total_Pro_Forma_Sensitized_DS_ACCTGRD"
"a3Ybn0000004xDhEAI","005bn000003k2JdAAI","","Tangible Net Worth Actual","Accounting Grid (Ratios/Stats)","Tangible_Net_Worth_Actual_ACCTGRD"
