"Id","OwnerId","IsDeleted","Name","LLC_BI__Category__c","LLC_BI__lookupKey__c"
"a3Ybn0000004xHkEAI","005bn000003k2JdAAI","","Due from Related Co - CP","Accounting Grid (Balance Sheet)","Due_from_Related_Co_CP_ACCTGRD"
"a3Ybn0000004xIoEAI","005bn000003k2JdAAI","","Due from Related Co - LTP","Accounting Grid (Balance Sheet)","Due_from_Related_Co_LTP_ACCTGRD"
"a3Ybn0000004xINEAY","005bn000003k2JdAAI","","Due to Officers/Stkhlders - LTP","Accounting Grid (Balance Sheet)","Due_to_OfficersStkhlders_LTP_ACCTGRD"
"a3Ybn0000004xILEAY","005bn000003k2JdAAI","","Due to Officers/Stkhldrs - CP","Accounting Grid (Balance Sheet)","Due_to_OfficersStkhldrs_CP_ACCTGRD"
"a3Ybn0000004xIKEAY","005bn000003k2JdAAI","","Due to Related Co - CP","Accounting Grid (Balance Sheet)","Due_to_Related_Co_CP_ACCTGRD"
"a3Ybn0000004xIMEAY","005bn000003k2JdAAI","","Due to Related Co LT","Accounting Grid (Balance Sheet)","Due_to_Related_Co_LT_ACCTGRD"
"a3Ybn0000004xDnEAI","005bn000003k2JdAAI","","EBIDA","Accounting Grid (Ratios/Stats)","EBIDA_ACCTGRD"
"a3Ybn0000004xDmEAI","005bn000003k2JdAAI","","EBITDAR","Accounting Grid (Ratios/Stats)","EBITDAR_ACCTGRD"
"a3Ybn0000004xDjEAI","005bn000003k2JdAAI","","EBITDA","Accounting Grid (Ratios/Stats)","EBITDA_ACCTGRD"
"a3Ybn0000004xDXEAY","005bn000003k2JdAAI","","EBITDA - Annualized","Accounting Grid (Ratios/Stats)","EBITDA_Annualized_ACCTGRD"
"a3Ybn0000004xIAEAY","005bn000003k2JdAAI","","EBITDA / Int Exp + CP CPLTD","Accounting Grid (Ratios/Stats)","EBITDA_Int_Exp__CP_CPLTD_ACCTGRD"
"a3Ybn0000004xI6EAI","005bn000003k2JdAAI","","EBITDA / Int Exp + PP CPLTD","Accounting Grid (Ratios/Stats)","EBITDA_Int_Exp__PP_CPLTD_ACCTGRD"
"a3Ybn0000004xDlEAI","005bn000003k2JdAAI","","EBIT","Accounting Grid (Ratios/Stats)","EBIT_ACCTGRD"
"a3Ybn0000004xFFEAY","005bn000003k2JdAAI","","EBIT - Farm","Accounting Grid (AG Owner Operator)","EBIT_Farm_ACCTGRD"
"a3Ybn0000004xDkEAI","005bn000003k2JdAAI","","EBT","Accounting Grid (Ratios/Stats)","EBT_ACCTGRD"
"a3Ybn0000004xDgEAI","005bn000003k2JdAAI","","Eff Tangible Net Worth Actual","Accounting Grid (Ratios/Stats)","Eff_Tangible_Net_Worth_Actual_ACCTGRD"
"a3Ybn0000004xEzEAI","005bn000003k2JdAAI","","Ending Net Worth - Computed - Market Basis","Accounting Grid (AG Owner Operator)","EndingNetWorth_Computed_MarketBasis_ACCTGRD"
"a3Ybn0000004xF4EAI","005bn000003k2JdAAI","","Ending Net Worth - Reported - Market Basis","Accounting Grid (AG Owner Operator)","EndingNetWorth_Reported_MarketBasis_ACCTGRD"
"a3Ybn0000004xEvEAI","005bn000003k2JdAAI","","Ending Value - Calculated - Breeding Livestock","Accounting Grid (AG Owner Operator)","EndingValue_Calculated_BreedingLivestock_ACCTGRD"
"a3Ybn0000004xElEAI","005bn000003k2JdAAI","","Ending Value - Calculated - Machinery","Accounting Grid (AG Owner Operator)","EndingValue_Calculated_Machinery_ACCTGRD"
"a3Ybn0000004xF3EAI","005bn000003k2JdAAI","","Ending Value - Calculated - Other Capital Assets","Accounting Grid (AG Owner Operator)","EndingValue_Calculated_OtherCapitalAssets_ACCTGRD"
"a3Ybn0000004xEdEAI","005bn000003k2JdAAI","","Ending Value - Calculated - Real Estate","Accounting Grid (AG Owner Operator)","EndingValue_Calculated_RealEstate_ACCTGRD"
"a3Ybn0000004xEwEAI","005bn000003k2JdAAI","","Ending Value - Reported - Breeding Livestock","Accounting Grid (AG Owner Operator)","EndingValue_Reported_BreedingLivestock_ACCTGRD"
"a3Ybn0000004xEmEAI","005bn000003k2JdAAI","","Ending Value - Reported - Machinery","Accounting Grid (AG Owner Operator)","EndingValue_Reported_Machinery_ACCTGRD"
"a3Ybn0000004xF2EAI","005bn000003k2JdAAI","","Ending Value - Reported - Other Capital Assets","Accounting Grid (AG Owner Operator)","EndingValue_Reported_OtherCapitalAssets_ACCTGRD"
"a3Ybn0000004xEfEAI","005bn000003k2JdAAI","","Ending Value - Reported - Real Estate","Accounting Grid (AG Owner Operator)","EndingValue_Reported_RealEstate_ACCTGRD"
"a3Ybn0000004xK1EAI","005bn000003k2JdAAI","","Estimated Tax Penalty","Accounting Grid (Income Statement)","Estimated_Tax_Penalty_ACCTGRD"
"a3Ybn0000004xGaEAI","005bn000003k2JdAAI","","Extraordinary Gain","Accounting Grid (Income Statement)","Extraordinary_Gain_ACCTGRD"
"a3Ybn0000004xGZEAY","005bn000003k2JdAAI","","Extraordinary Loss","Accounting Grid (Income Statement)","Extraordinary_Loss_ACCTGRD"
"a3Ybn0000004xFDEAY","005bn000003k2JdAAI","","Farm Size - Acres","Accounting Grid (AG Owner Operator)","Farm_Size_Acres_ACCTGRD"
"a3Ybn0000004xDzEAI","005bn000003k2JdAAI","","Feed Expenses","Accounting Grid (AG Other)","Feed_Expenses_ACCTGRD"
"a3Ybn0000004xHjEAI","005bn000003k2JdAAI","","Finished Goods","Accounting Grid (Balance Sheet)","Finished_Goods_ACCTGRD"
"a3Ybn0000004xI7EAI","005bn000003k2JdAAI","","Fixed Charge Coverage","Accounting Grid (Ratios/Stats)","Fixed_Charge_Coverage_ACCTGRD"
"a3Ybn0000004xHZEAY","005bn000003k2JdAAI","","Furniture & Fixtures","Accounting Grid (Balance Sheet)","Furniture_Fixtures_ACCTGRD"
"a3Ybn0000004xGUEAY","005bn000003k2JdAAI","","Gain on Asset Sale","Accounting Grid (Income Statement)","Gain_on_Asset_Sale_ACCTGRD"
"a3Ybn0000004xFjEAI","005bn000003k2JdAAI","","General & Admin Expense","Accounting Grid (Income Statement)","General_Admin_Expense_ACCTGRD"
"a3Ybn0000004xKSEAY","005bn000003k2JdAAI","","General And Administrative","NOI Statement","General_And_Administrative"
"a3Ybn0000004xEOEAY","005bn000003k2JdAAI","","Gifts, Inheritance, or Foregiveness of Debt","Accounting Grid (AG Owner Operator)","Gifts_Inheritance_ForegivenessofDebt_ACCTGRD"
"a3Ybn0000004xFfEAI","005bn000003k2JdAAI","","Government Payments","Accounting Grid (Cash Accounting)","Government_Payments_ACCTGRD"
"a3Ybn0000004xFQEAY","005bn000003k2JdAAI","","Grain Inventory","Accounting Grid (AG Owner Operator)","Grain_Inventory_ACCTGRD"
"a3Ybn0000004xDfEAI","005bn000003k2JdAAI","","Grain Inventory Manual Adjust","Accounting Grid (AG Owner Operator)","Grain_Inventory_Manual_Adjust_ACCTGRD"
"a3Ybn0000004xKfEAI","005bn000003k2JdAAI","","Grain Inventory Total Adjust","Accounting Grid (AG Owner Operator)","Grain_Inventory_Total_Adjust_ACCTGRD"
"a3Ybn0000004xMdEAI","005bn000003k2JdAAI","","Gross Fixed Assets","Accounting Grid (Balance Sheet)","Gross_Fixed_Assets_ACCTGRD"
"a3Ybn0000004xJvEAI","005bn000003k2JdAAI","","Gross Margin","Accounting Grid (Ratios/Stats)","Gross_Margin_ACCTGRD"
"a3Ybn0000004xKvEAI","005bn000003k2JdAAI","","Gross Profit","Accounting Grid (Income Statement)","Gross_Profit_ACCTGRD"
"a3Ybn0000004xJCEAY","005bn000003k2JdAAI","","Ground Rent","NOI Statement","Ground_Rent"
"a3Ybn0000004xKcEAI","005bn000003k2JdAAI","","Growing Crops Total Adjust.","Accounting Grid (AG Owner Operator)","GrowingCrops_TotalAdjust_ACCTGRD"
"a3Ybn0000004xFNEAY","005bn000003k2JdAAI","","Growing Crops","Accounting Grid (AG Owner Operator)","Growing_Crops_ACCTGRD"
"a3Ybn0000004xELEAY","005bn000003k2JdAAI","","Growing Crop - Manual Adjust","Accounting Grid (Cash Accounting)","Growing_Crops_ManualAdjust_ACCTGRD"
"a3Ybn0000004xJnEAI","005bn000003k2JdAAI","","Historical CFC (TCF)","Accounting Grid (Ratios/Stats)","Historical_CFC_TCF_ACCTGRD"
"a3Ybn0000004xMVEAY","005bn000003k2JdAAI","","(ICF) Change in Cash & Equivalents","Accounting Grid (Cash Flows)","ICF_Change_in_Cash_Equivalents_ACCTGRD"
"a3Ybn0000004xMPEAY","005bn000003k2JdAAI","","(ICF) Change in Investments","Accounting Grid (Cash Flows)","ICF_Change_in_Investments_ACCTGRD"
"a3Ybn0000004xMOEAY","005bn000003k2JdAAI","","(ICF) Change in Net Fixed Assets","Accounting Grid (Cash Flows)","ICF_Change_in_Net_Fixed_Assets_ACCTGRD"
"a3Ybn0000004xMQEAY","005bn000003k2JdAAI","","(ICF) Change in Net Intangibles","Accounting Grid (Cash Flows)","ICF_Change_in_Net_Intangibles_ACCTGRD"
"a3Ybn0000004xMUEAY","005bn000003k2JdAAI","","(ICF) Net Cash Provided by Financing","Accounting Grid (Cash Flows)","ICF_Net_Cash_Provided_by_Financing_ACCTGRD"
"a3Ybn0000004xMREAY","005bn000003k2JdAAI","","(ICF) Net Cash Used in Investing","Accounting Grid (Cash Flows)","ICF_Net_Cash_Used_in_Investing_ACCTGRD"
"a3Ybn0000004xMNEAY","005bn000003k2JdAAI","","(ICF) Net Cash from Operations","Accounting Grid (Cash Flows)","ICF_Net_Cash_from_Operations_ACCTGRD"
"a3Ybn0000004xMSEAY","005bn000003k2JdAAI","","(ICF) Net Change in Borrowing","Accounting Grid (Cash Flows)","ICF_Net_Change_in_Borrowing_ACCTGRD"
"a3Ybn0000004xMTEAY","005bn000003k2JdAAI","","(ICF) Net Change in Other Funding","Accounting Grid (Cash Flows)","ICF_Net_Change_in_Other_Funding_ACCTGRD"
"a3Ybn0000004xErEAI","005bn000003k2JdAAI","","Improvements - Breeding Livestock","Accounting Grid (AG Owner Operator)","Improvements_BreedingLivestock_ACCTGTD"
"a3Ybn0000004xEgEAI","005bn000003k2JdAAI","","Improvements - Machinery","Accounting Grid (AG Owner Operator)","Improvements_Machinery_ACCTGRD"
"a3Ybn0000004xF0EAI","005bn000003k2JdAAI","","Improvements - Other Capital Assets","Accounting Grid (AG Owner Operator)","Improvements_OtherCapitalAssets_ACCTGRD"
"a3Ybn0000004xEbEAI","005bn000003k2JdAAI","","Improvements - Real Estate","Accounting Grid (AG Owner Operator)","Improvements_RealEstate_ACCTGRD"
"a3Ybn0000004xMwEAI","005bn000003k2JdAAI","","Income Taxes Payable Total Adjust.","Accounting Grid (AG Owner Operator)","IncomeTaxesPayable_TotalAdjust_ACCTGRD"
"a3Ybn0000004xE9EAI","005bn000003k2JdAAI","","Income Taxes Payable - Manual Adj","Accounting Grid (Cash Accounting)","IncomeTaxes_Payable_ManualAdjust_ACCTGRD"
"a3Ybn0000004xGuEAI","005bn000003k2JdAAI","","Income Tax Receivable","Accounting Grid (Balance Sheet)","Income_Tax_Receivable_ACCTGRD"
"a3Ybn0000004xHJEAY","005bn000003k2JdAAI","","Income Taxes Payable","Accounting Grid (Balance Sheet)","Income_Taxes_Payable_ACCTGRD"
"a3Ybn0000004xIaEAI","005bn000003k2JdAAI","","Income from Subs/Joint Ventures","Accounting Grid (Income Statement)","Income_from_SubsJoint_Ventures_ACCTGRD"
"a3Ybn0000004xEUEAY","005bn000003k2JdAAI","","Inconsistency in Valuing Assets or Listing Liabilities","Accounting Grid (AG Owner Operator)","Inconsistency_in_Valuing_Assets_or_Listing_Liabilities_ACCTGRD"
"a3Ybn0000004xKTEAY","005bn000003k2JdAAI","","Insurance","NOI Statement","Insurance"
"a3Ybn0000004xIWEAY","005bn000003k2JdAAI","","Intangibles - Due From Related","Accounting Grid (Balance Sheet)","Intangibles_Due_From_Related_ACCTGRD"
"a3Ybn0000004xITEAY","005bn000003k2JdAAI","","Intangibles - Goodwill","Accounting Grid (Balance Sheet)","Intangibles_Goodwill_ACCTGRD"
"a3Ybn0000004xIVEAY","005bn000003k2JdAAI","","Intangibles - Other","Accounting Grid (Balance Sheet)","Intangibles_Other_ACCTGRD"
"a3Ybn0000004xKOEAY","005bn000003k2JdAAI","","Interest Coverage","Accounting Grid (Ratios/Stats)","Interest_Coverage_ACCTGRD"
"a3Ybn0000004xIYEAY","005bn000003k2JdAAI","","Interest Expense","Accounting Grid (Income Statement)","Interest_Expense_ACCTGRD"
"a3Ybn0000004xKMEAY","005bn000003k2JdAAI","","Interest Income","Accounting Grid (Income Statement)","Interest_Income_ACCTGRD"
"a3Ybn0000004xHdEAI","005bn000003k2JdAAI","","Interest Payable","Accounting Grid (Balance Sheet)","Interest_Payable_ACCTGRD"
"a3Ybn0000004xJNEAY","005bn000003k2JdAAI","","Interest Rate 2","Accounting Grid (Other)","Interest_Rate_2_ACCTGRD"
"a3Ybn0000004xJIEAY","005bn000003k2JdAAI","","Interest Rate 2nd Mortgage","Accounting Grid (Other)","Interest_Rate_2nd_Mortgage"
"a3Ybn0000004xJTEAY","005bn000003k2JdAAI","","Interest Rate 3","Accounting Grid (Other)","Interest_Rate_3_ACCTGRD"
"a3Ybn0000004xGsEAI","005bn000003k2JdAAI","","Inventory","Accounting Grid (Balance Sheet)","Inventory_ACCTGRD"
"a3Ybn0000004xJeEAI","005bn000003k2JdAAI","","Inventory Days on Hand","Accounting Grid (Ratios/Stats)","Inventory_Days_on_Hand_ACCTGRD"
"a3Ybn0000004xIREAY","005bn000003k2JdAAI","","Investment in Subsidiaries","Accounting Grid (Balance Sheet)","Investment_in_Subsidiaries_ACCTGRD"
"a3Ybn0000004xJ3EAI","005bn000003k2JdAAI","","Janitorial Services","NOI Statement","Janitorial_Services"
"a3Ybn0000004xD9EAI","005bn000003k2JdAAI","","K1 Foreign Taxes","Accounting Grid (Other)","K1_Foreign_Taxes_ACCTGRD"
"a3Ybn0000004xKIEAY","005bn000003k2JdAAI","","K-1 Income","Accounting Grid (Individual)","K1_Income_ACCTGRD"
"a3Ybn0000004xD7EAI","005bn000003k2JdAAI","","K1 Section 179 Deduction","Accounting Grid (Other)","K1_Section_179_Deduction_ACCTGRD"
"a3Ybn0000004xHgEAI","005bn000003k2JdAAI","","LIFO Reserve","Accounting Grid (Balance Sheet)","LIFO_Reserve_ACCTGRD"
"a3Ybn0000004xJYEAY","005bn000003k2JdAAI","","LTV Reconciled Value","NOI Statement","LTV Reconciled Value"
"a3Ybn0000004xGyEAI","005bn000003k2JdAAI","","Land","Accounting Grid (Balance Sheet)","Land_ACCTGRD"
"a3Ybn0000004xJ7EAI","005bn000003k2JdAAI","","Landscaping","NOI Statement","Landscaping"
"a3Ybn0000004xFlEAI","005bn000003k2JdAAI","","Lease/Rent Expense","Accounting Grid (Income Statement)","LeaseRent_Expense_ACCTGRD"
"a3Ybn0000004xIjEAI","005bn000003k2JdAAI","","Leasehold Improvements","Accounting Grid (Balance Sheet)","Leasehold_Improvements_ACCTGRD"
"a3Ybn0000004xJ6EAI","005bn000003k2JdAAI","","Legal And Professional Fees","NOI Statement","Legal_And_Professional_Fees"
"a3Ybn0000004xKeEAI","005bn000003k2JdAAI","","Livestock Products Total Adjust.","Accounting Grid (AG Owner Operator)","LivestockProducts_TotalAdjust_ACCTGRD"
"a3Ybn0000004xFdEAI","005bn000003k2JdAAI","","Livestock Product Sales","Accounting Grid (Cash Accounting)","Livestock_Product_Sales_ACCTGRD"
"a3Ybn0000004xFMEAY","005bn000003k2JdAAI","","Livestock Products","Accounting Grid (AG Owner Operator)","Livestock_Products_ACCTGRD"
"a3Ybn0000004xDxEAI","005bn000003k2JdAAI","","Livestock Products - Manual Adjust","Accounting Grid (Cash Accounting)","Livestock_Products_ManualAdjust_ACCTGRD"
"a3Ybn0000004xFuEAI","005bn000003k2JdAAI","","LoC Balance","Accounting Grid (Cash Accounting)","LoC_Balance_ACCTGRD"
"a3Ybn0000004xJOEAY","005bn000003k2JdAAI","","Loan Amount 2","Accounting Grid (Other)","Loan_Amount_2_ACCTGRD"
"a3Ybn0000004xJJEAY","005bn000003k2JdAAI","","Loan Amount 2nd Mortgage","Accounting Grid (Other)","Loan_Amount_2nd_Mortgage_ACCTGRD"
"a3Ybn0000004xJSEAY","005bn000003k2JdAAI","","Loan Amount 3","Accounting Grid (Other)","Loan_Amount_3_ACCTGRD"
"a3Ybn0000004xDDEAY","005bn000003k2JdAAI","","Loans from Related Co - CP","Accounting Grid (Balance Sheet)","Loans_from_Related_Co_CP_ACCTGRD"
"a3Ybn0000004xDLEAY","005bn000003k2JdAAI","","Loans from Related Co - LTP","Accounting Grid (Balance Sheet)","Loans_from_Related_Co_LTP_ACCTGRD"
"a3Ybn0000004xGqEAI","005bn000003k2JdAAI","","Loans to Related Co - CP","Accounting Grid (Balance Sheet)","Loans_to_Related_Co_CP_ACCTGRD"
"a3Ybn0000004xFzEAI","005bn000003k2JdAAI","","Loans to Related Co - LTP","Accounting Grid (Balance Sheet)","Loans_to_Related_Co_LTP_ACCTGRD"
"a3Ybn0000004xDIEAY","005bn000003k2JdAAI","","Long Term Debt-Bank","Accounting Grid (Balance Sheet)","Long_Term_DebtBank_ACCTGRD"
"a3Ybn0000004xHQEAY","005bn000003k2JdAAI","","Long Term Debt-Other Sec","Accounting Grid (Balance Sheet)","Long_Term_DebtOther_Sec_ACCTGRD"
"a3Ybn0000004xHPEAY","005bn000003k2JdAAI","","Long Term Debt-Other Unsec","Accounting Grid (Balance Sheet)","Long_Term_DebtOther_Unsec_ACCTGRD"
"a3Ybn0000004xGWEAY","005bn000003k2JdAAI","","Loss on Asset Sale","Accounting Grid (Income Statement)","Loss_on_Asset_Sale_ACCTGRD"
"a3Ybn0000004xD1EAI","005bn000003k2JdAAI","","M1 2 Income incl in SchK","Accounting Grid (Other)","M1_2_Income_incl_in_SchK_ACCTGRD"
"a3Ybn0000004xCzEAI","005bn000003k2JdAAI","","M1 3 Expenses","Accounting Grid (Other)","M1_3_Expenses_ACCTGRD"
"a3Ybn0000004xD2EAI","005bn000003k2JdAAI","","M1 3a Depreciation","Accounting Grid (Other)","M1_3a_Depreciation_ACCTGRD"
"a3Ybn0000004xD4EAI","005bn000003k2JdAAI","","M1 5 Income recorded","Accounting Grid (Other)","M1_5_Income_recorded_ACCTGRD"
"a3Ybn0000004xD5EAI","005bn000003k2JdAAI","","M1 6 Deductions","Accounting Grid (Other)","M1_6_Deductions_ACCTGRD"
"a3Ybn0000004xJqEAI","005bn000003k2JdAAI","","M1 6a Depreciation","Accounting Grid (Other)","M1_6a_Depreciation_ACCTGRD"
"a3Ybn0000004xD3EAI","005bn000003k2JdAAI","","M1 Guaranteed Payments","Accounting Grid (Other)","M1_Guaranteed_Payments_ACCTGRD"
"a3Ybn0000004xD0EAI","005bn000003k2JdAAI","","M1 Net Income per book","Accounting Grid (Other)","M1_Net_Income_per_book_ACCTGRD"
"a3Ybn0000004xD6EAI","005bn000003k2JdAAI","","M2 Net Income","Accounting Grid (Other)","M2_Net_Income"
"a3Ybn0000004xMtEAI","005bn000003k2JdAAI","","M3 Reconciliation Total","Accounting Grid (Other)","M3_Reconciliation_Total_ACCTGRD"
"a3Ybn0000004xEhEAI","005bn000003k2JdAAI","","Machinery - Appreciation/Depreciation","Accounting Grid (AG Owner Operator)","Machinery_AppreciationorDepreciation_ACCTGRD"
"a3Ybn0000004xH0EAI","005bn000003k2JdAAI","","Machinery & Equipment","Accounting Grid (Balance Sheet)","Machinery_Equipment_ACCTGRD"
"a3Ybn0000004xGdEAI","005bn000003k2JdAAI","","Manual Input - PFY Net Worth","Accounting Grid (Other)","Manual_Input_PFY_Net_Worth_ACCTGRD"
"a3Ybn0000004xL0EAI","005bn000003k2JdAAI","","Margin After Debt Servicing","Accounting Grid (AG Owner Operator)","Margin_After_DebtServicing_ACCTGRD"
"a3Ybn0000004xFJEAY","005bn000003k2JdAAI","","Market Livestock & Poultry","Accounting Grid (AG Owner Operator)","MarketLivestock_andPoultry_ACCTGRD"
"a3Ybn0000004xFkEAI","005bn000003k2JdAAI","","Mkt Livestock & Poultry - Manual Adjust","Accounting Grid (Cash Accounting)","MarketLivestock_andPoultry_ManualAdjust_ACCTGRD"
"a3Ybn0000004xEBEAY","005bn000003k2JdAAI","","Market Lvstk/Poultry Sales","Accounting Grid (Cash Accounting)","Market_LvstkPoultry_Sales_ACCTGRD"
"a3Ybn0000004xGlEAI","005bn000003k2JdAAI","","Marketable Securities","Accounting Grid (Balance Sheet)","Marketable_Securities_ACCTGRD"
"a3Ybn0000004xIrEAI","005bn000003k2JdAAI","","Minority Interest-Equity","Accounting Grid (Balance Sheet)","Minority_InterestEquity_ACCTGRD"
"a3Ybn0000004xIPEAY","005bn000003k2JdAAI","","Minority Interest-Liab","Accounting Grid (Balance Sheet)","Minority_InterestLiab_ACCTGRD"
"a3Ybn0000004xIgEAI","005bn000003k2JdAAI","","Minority Interest","Accounting Grid (Income Statement)","Minority_Interest_ACCTGRD"
"a3Ybn0000004xKaEAI","005bn000003k2JdAAI","","Mkt Livestock & Poultry Total Adjust.","Accounting Grid (AG Owner Operator)","MtkLivestockandPoultry_TotalAdjust_ACCTRD"
"a3Ybn0000004xJcEAI","005bn000003k2JdAAI","","NCF DSCR","NOI Statement","NCF DSCR"
"a3Ybn0000004xI4EAI","005bn000003k2JdAAI","","NI+Depr+Amort-Divs / CP CPLTD","Accounting Grid (Ratios/Stats)","NIDeprAmortDivs_CP_CPLTD_ACCTGRD"
"a3Ybn0000004xI2EAI","005bn000003k2JdAAI","","NI+Depr+Amort-Divs / PP CPLTD","Accounting Grid (Ratios/Stats)","NIDeprAmortDivs_PP_CPLTD_ACCTGRD"
"a3Ybn0000004xL7EAI","005bn000003k2JdAAI","","Net Farm Income","Accounting Grid (AG Owner Operator)","NetFarmIncome_ACCTGRD"
"a3Ybn0000004xL6EAI","005bn000003k2JdAAI","","Net Farm Income from Oper.","Accounting Grid (AG Owner Operator)","NetFarmIncome_from_Operations_ACCTGRD"
"a3Ybn0000004xL9EAI","005bn000003k2JdAAI","","Net Income After Owner Withdrawals","Accounting Grid (AG Owner Operator)","NetIncome_AfterOwnerWithdrawals_ACCTGRD"
"a3Ybn0000004xICEAY","005bn000003k2JdAAI","","Net Accounts Receivable Days","Accounting Grid (Ratios/Stats)","Net_Accounts_Receivable_Days_ACCTGRD"
"a3Ybn0000004xJEEAY","005bn000003k2JdAAI","","Net Cash Flow","NOI Statement","Net_Cash_Flow"
"a3Ybn0000004xL1EAI","005bn000003k2JdAAI","","Net Cash Flow","Accounting Grid (Cash Accounting)","Net_Cash_Flow_ACCTGRD"
"a3Ybn0000004xMeEAI","005bn000003k2JdAAI","","Net Fixed Assets","Accounting Grid (Balance Sheet)","Net_Fixed_Assets_ACCTGRD"
"a3Ybn0000004xMhEAI","005bn000003k2JdAAI","","Net Intangible Assets","Accounting Grid (Balance Sheet)","Net_Intangible_Assets_ACCTGRD"
"a3Ybn0000004xKQEAY","005bn000003k2JdAAI","","Net Margin","Accounting Grid (Ratios/Stats)","Net_Margin_ACCTGRD"
"a3Ybn0000004xKyEAI","005bn000003k2JdAAI","","Net Operating Income","Accounting Grid (Cash Accounting)","Net_Operating_Income_ACCTGRD"
"a3Ybn0000004xLREAY","005bn000003k2JdAAI","","Net Operating Profit","Accounting Grid (Income Statement)","Net_Operating_Profit_ACCTGRD"
"a3Ybn0000004xL8EAI","005bn000003k2JdAAI","","Net Profit","Accounting Grid (Income Statement)","Net_Profit_ACCTGRD"
"a3Ybn0000004xDuEAI","005bn000003k2JdAAI","","Net Profit Growth","Accounting Grid (Ratios/Stats)","Net_Profit_Growth_ACCTGRD"
"a3Ybn0000004xDsEAI","005bn000003k2JdAAI","","Net Sales Growth","Accounting Grid (Ratios/Stats)","Net_Sales_Growth_ACCTGRD"
"a3Ybn0000004xDbEAI","005bn000003k2JdAAI","","Net Sales/ Working Capital","Accounting Grid (Ratios/Stats)","Net_Sales_Working_Capital_ACCTGRD"
"a3Ybn0000004xMaEAI","005bn000003k2JdAAI","","Net Trade Receivables","Accounting Grid (Balance Sheet)","Net_Trade_Receivables_ACCTGRD"
"a3Ybn0000004xDiEAI","005bn000003k2JdAAI","","Net Worth Actual","Accounting Grid (Balance Sheet)","Net_WorthActual_ACCTGRD"
"a3Ybn0000004xLOEAY","005bn000003k2JdAAI","","Net Worth","Accounting Grid (Balance Sheet)","Net_Worth_ACCTGRD"
"a3Ybn0000004xDvEAI","005bn000003k2JdAAI","","Net Worth Growth","Accounting Grid (Ratios/Stats)","Net_Worth_Growth_ACCTGRD"
"a3Ybn0000004xCvEAI","005bn000003k2JdAAI","","Non-Accounting","Accounting Grid (Other)","NonAccounting_ACCTGRD"
"a3Ybn0000004xKLEAY","005bn000003k2JdAAI","","Non-Cash Expense","Accounting Grid (Income Statement)","NonCash_Expense_ACCTGRD"
"a3Ybn0000004xKKEAY","005bn000003k2JdAAI","","Non-Cash Income","Accounting Grid (Income Statement)","NonCash_Income_ACCTGRD"
"a3Ybn0000004xFqEAI","005bn000003k2JdAAI","","Non-Farm Income","Accounting Grid (Cash Accounting)","NonFarm_Income_ACCTGRD"
"a3Ybn0000004xIfEAI","005bn000003k2JdAAI","","Non-Cash Interest Expense","Accounting Grid (Income Statement)","Non_Cash_Interest_Exp_ACCTGRD"
"a3Ybn0000004xHnEAI","005bn000003k2JdAAI","","Notes Receivable - CP","Accounting Grid (Balance Sheet)","Notes_Rec_CP_ACCTGRD"
"a3Ybn0000004xJiEAI","005bn000003k2JdAAI","","Officers' Compensation","Accounting Grid (Income Statement)","Officers_Compensation_ACCTGRD"
"a3Ybn0000004xENEAY","005bn000003k2JdAAI","","Omissions of Assets or Liabilities","Accounting Grid (AG Owner Operator)","OmissionsofAssets_orLiabilities_ACCTGRD"
"a3Ybn0000004xFmEAI","005bn000003k2JdAAI","","Operating Interest","Accounting Grid (Cash Accounting)","Operating_Interest_ACCTGRD"
"a3Ybn0000004xDtEAI","005bn000003k2JdAAI","","Operating Profit Growth","Accounting Grid (Ratios/Stats)","Operating_Profit_Growth_ACCTGRD"
"a3Ybn0000004xKPEAY","005bn000003k2JdAAI","","Operating Profit Margin","Accounting Grid (Ratios/Stats)","Operating_Profit_Margin_ACCTGRD"
"a3Ybn0000004xIBEAY","005bn000003k2JdAAI","","Operating Profit Margin (plus Depr)","Accounting Grid (Ratios/Stats)","Operating_Profit_Margin_plus_Depr_ACCTGRD"
"a3Ybn0000004xFEEAY","005bn000003k2JdAAI","","Operator Draw","Accounting Grid (AG Owner Operator)","Operator_Draw_ACCTGRD"
"a3Ybn0000004xEoEAI","005bn000003k2JdAAI","","Other Adjustments - Breeding Livestock","Accounting Grid (AG Owner Operator)","OtherAdjustments_BreedingLivestock_ACCTGRD"
"a3Ybn0000004xEkEAI","005bn000003k2JdAAI","","Other Adjustments - Machinery","Accounting Grid (AG Owner Operator)","OtherAdjustments_Machinery_ACCTGRD"
"a3Ybn0000004xF5EAI","005bn000003k2JdAAI","","Other Net Worth Adjustments - Market Basis","Accounting Grid (AG Owner Operator)","OtherAdjustments_NetWorth_Market_Basis_ACCTGRD"
"a3Ybn0000004xF1EAI","005bn000003k2JdAAI","","Other Adjustments - Other Capital Assets","Accounting Grid (AG Owner Operator)","OtherAdjustments_OtherCapitalAssets_ACCTGTD"
"a3Ybn0000004xEcEAI","005bn000003k2JdAAI","","Other Adjustments - Real Estate","Accounting Grid (AG Owner Operator)","OtherAdjustments_RealEstate_ACCTGRD"
"a3Ybn0000004xExEAI","005bn000003k2JdAAI","","Other Capital Assets - Appreciation/Depreciation","Accounting Grid (AG Owner Operator)","OtherCapitalAssets_AppreciationorDepreciation_ACCTGRD"
