"Id","OwnerId","IsDeleted","Name","nFORCE__Category__c","nFORCE__Generator_Class__c","nFORCE__Layout_Description__c","nFORCE__Layout_Preview_Image__c","nFORCE__Visualforce_Page__c","nFORCE__lookupKey__c"
"a0bWD0000011L53YAE","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","01081666029078575"
"a0bWD0000011LCNYA2","005al00000RVcKvAAL","false","TableLayout","","Html.Layouts.TableLayout","","","","01681619447516419"
"a0bWD0000011LCOYA2","005al00000RVcKvAAL","false","TableLayout","","Html.Layouts.TableLayout","","","","04431620937673263"
"a0bWD0000011LCPYA2","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","06041619447516421"
"a0bWD0000011LfsYAE","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","07351640791249090"
"a0bWD0000011L55YAE","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","11821663700626751"
"a0bWD0000011LCRYA2","005al00000RVcKvAAL","false","SingleColumnGrid","","Html.Layouts.SingleColumnGrid","","","","12551620937673259"
"a0bWD0000011LfuYAE","005al00000RVcKvAAL","false","TableLayout","","Html.Layouts.TableLayout","","","","13621640791249091"
"a0bWD0000011LfvYAE","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","14301640791249090"
"a0bWD0000011LCSYA2","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","14431560278867960"
"a0bWD0000011L57YAE","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","15531663700626749"
"a0bWD0000011LCTYA2","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","16931619447516420"
"a0bWD0000011LCUYA2","005al00000RVcKvAAL","false","TableLayout","","Html.Layouts.TableLayout","","","","16941567002572494"
"a0bWD0000011L58YAE","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","17201666029078572"
"a0bWD0000011LfwYAE","005al00000RVcKvAAL","false","TableLayout","","Html.Layouts.TableLayout","","","","18171640791249089"
"a0bWD0000011L59YAE","005al00000RVcKvAAL","false","TableLayout","","Html.Layouts.TableLayout","","","","18881663700626752"
"a0bWD0000011LCVYA2","005al00000RVcKvAAL","false","TableLayout","","Html.Layouts.TableLayout","","","","19081620937673264"
"a0bWD0000011L5AYAU","005al00000RVcKvAAL","false","NoLayout","","Html.Layouts.NoLayout","","","","19751663700626753"
"a0bWD0000011L5BYAU","005al00000RVcKvAAL","false","SingleColumnGrid","","Html.Layouts.SingleColumnGrid","","","","19811666029078570"
"a0bWD0000011L5CYAU","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","20471666029078577"
"a0bWD0000011L6tYAE","005al00000RVcKvAAL","false","NoLayout","","Html.Layouts.NoLayout","","","","21931701790672164"
"a0bWD0000011LCWYA2","005al00000RVcKvAAL","false","NoLayout","","Html.Layouts.NoLayout","","","","23381560278867959"
"a0bWD0000011LfzYAE","005al00000RVcKvAAL","false","SingleColumnGrid","","Html.Layouts.SingleColumnGrid","","","","24071640791249091"
"a0bWD0000011L5EYAU","005al00000RVcKvAAL","false","NoLayout","","Html.Layouts.NoLayout","","","","26681663700626752"
"a0bWD0000011L5FYAU","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","28431666029078571"
"a0bWD0000011LCXYA2","005al00000RVcKvAAL","false","NoLayout","","Html.Layouts.NoLayout","","","","32101620937673259"
"a0bWD0000011LCYYA2","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","32291619447516420"
"a0bWD0000011Lg1YAE","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","33181640791249088"
"a0bWD0000011LCZYA2","005al00000RVcKvAAL","false","SingleColumnGrid","","Html.Layouts.SingleColumnGrid","","","","33721619447516419"
"a0bWD0000011LCaYAM","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","36931620937673260"
"a0bWD0000011LCbYAM","005al00000RVcKvAAL","false","NoLayout","","Html.Layouts.NoLayout","","","","37061620937673260"
"a0bWD0000011LCcYAM","005al00000RVcKvAAL","false","NoLayout","","Html.Layouts.NoLayout","","","","37721619447516418"
"a0bWD0000011L5HYAU","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","39161666029078571"
"a0bWD0000011LCdYAM","005al00000RVcKvAAL","false","TableLayout","","Html.Layouts.TableLayout","","","","42008310052836603"
"a0bWD0000011MgpYAE","005al00000RVcKvAAL","false","TableLayout","","Html.Layouts.TableLayout","","","","42013675635366865"
"a0bWD0000011L5JYAU","005al00000RVcKvAAL","false","TwoColumnGrid","","Html.Layouts.TwoColumnGrid","","","","42016067981473732"
