"Id","IsDeleted","Name","LastViewedDate","LastReferencedDate","nFORCE__Screen__c","nFORCE__Are_Columns_Sortable__c","nFORCE__Auto_Save__c","nFORCE__Break_Page_After__c","nFORCE__Break_Page_Before__c","nFORCE__Conditional_Display_Criteria__c","nFORCE__Default_Editable__c","nFORCE__Default_Rendered__c","nFORCE__Disable_Print__c","nFORCE__Disable_Read_Only_View__c","nFORCE__Display_Input_Address_Component__c","nFORCE__Display_Order__c","nFORCE__Display_Toggle_Effect__c","nFORCE__Display_Toggle_Header__c","nFORCE__Display_Toggle_Link__c","nFORCE__Headless__c","nFORCE__Inactive__c","nFORCE__Instructions_Text__c","nFORCE__Is_Editable__c","nFORCE__Layout__c","nFORCE__Number_of_Columns__c","nFORCE__Optional_Configuration__c","nFORCE__Parent_Screen_Section__c","nFORCE__Screen_View__c","nFORCE__Section_Resource__c","nFORCE__Validation_Service__c","nFORCE__Widget__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c","Custom_Code_in_Screen_Section__c","AutorabitExtId__c","nPortal__Portal_Header_Text__c","nPortal__Portal_Subheader_Text__c"
"a0qWD00000GT8djYAD","false","Add Income","","","a0sWD00000XoBjWYAV","false","false","false","false","","true","true","false","false","false","50.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","79141640791248104","LLC_BI__Income__c","","","",""
"a0qWD00000GT8drYAD","false","Analyzed Account","","","a0sWD00000XoBlGYAV","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","6.0","","","","MappedSObjectHierarchyScreenResource","","","7C7E761A_2050_400D_AA39_08670022766D","LLC_BI__Deposit__c","","","",""
"a0qWD00000GSggjYAD","false","Product Summary","","","a0sWD00000Xo7kQYAR","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","false","","","","","a16WD000005UIdoYAG","MappedSObjectHierarchyScreenResource","","","80741567002571889","LLC_BI__Treasury_Service__c","","","",""
"a0qWD00000GSggkYAD","false","Tasks","","","a0sWD00000Xo7lJYAR","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","true","","true","","","","","","MappedSObjectHierarchyScreenResource","","","81021585604341050","LLC_BI__Loan__c","","","",""
"a0qWD00000GSglKYAT","false","Application or Loan Information","","","a0sWD00000Xo7k7YAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","82091585604341050","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgTxYAL","false","Add Debt","","","a0sWD00000Xo7buYAB","false","false","false","false","","true","true","false","false","false","30.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","82811663700625421","LLC_BI__Debt__c","","","",""
"a0qWD00000GSgTyYAL","false","SBL Mailing Address - Locked","","","a0sWD00000Xo7blYAB","false","false","false","false","{{IF=""(A OR B) AND C""}}{{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""1""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" IS=""Pass""}}{{COND=""C"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}}{{ENDIF}}","false","false","false","false","false","45.0","slide","true","false","false","false","","false","","","","","a16WD000005UHzwYAG","MappedSObjectScreenResource","","","82871666029075342","Contact","","","",""
"a0qWD00000GSgNqYAL","false","Application Details","","","a0sWD00000Xo7ZwYAJ","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","829469024678925537","LLC_BI__Loan__c","","","",""
"a0qWE00000W9iPyYAJ","false","Income Schedule","","","a0sWE000002tqcjYAA","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","83131560278867253","LLC_BI__Income__c","","","",""
"a0qWD00000GSgU0YAL","false","DEP Personal Contact info (Business)","","","a0sWD00000Xo7d7YAB","false","false","false","false","{{IF=/""A AND B/""}} {{COND=/""A/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""B/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","true","false","false","false","false","1500.0","slide","true","false","false","false","","false","","","","a0qWD00000GSgUcYAL","a16WD000005UIDMYA4","MappedSObjectScreenResource","","","83411598553323930","Contact","","","",""
"a0qWD00000GSgglYAD","false","Fees","","","a0sWD00000Xo7laYAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","83611560278745119","LLC_BI__Loan__c","","","",""
"a0qWD00000GSggmYAD","false","Authorized Signers","","","a0sWD00000Xo7lGYAR","false","false","false","false","","false","false","false","false","false","1.0","slide","true","false","false","false","","false","","","","","a16WD000005UIdnYAG","GrandchildScreenResource","","","83661560278745119","LLC_BI__Loan__c","","","",""
"a0qWD00000GT8eFYAT","false","Third Party Management","","","a0sWD00000XoBwDYAV","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","84201640791248102","LLC_BI__Loan__c","","","",""
"a0qWD00000GSggnYAD","false","Borrowing Structure","","","a0sWD00000Xo7lGYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","84481560278745119","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgU1YAL","false","SBL Personal Info","","","a0sWD00000Xo7blYAB","false","false","false","false","{{IF=""A AND B""}}{{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""0""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{ENDIF}}","false","false","false","false","false","50.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgREYA1","a16WD000005UI09YAG","MappedSObjectScreenResource","","","84881666029075341","Contact","","","",""
"a0qWD00000GT8eKYAT","false","Add Asset","","","a0sWD00000XoBjWYAV","false","false","false","false","","true","true","false","false","false","40.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","84981640791248104","nRetail__Asset__c","","","",""
"a0qWE00000W9iPzYAJ","false","Risk Rating","","","a0sWE000002tqcqYAA","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","85471620937672159","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgU4YAL","false","HMDA","","","a0sWD00000Xo7dJYAR","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","85611663700625422","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgU6YAL","false","Entity Compliance","","","a0sWD00000Xo7cHYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","86031663700625413","LLC_BI__Loan__c","","","",""
"a0qWD00000GSggoYAD","false","Enhanced Fee Loan Aggregate Summary","","","a0sWD00000Xo7kUYAR","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","86141619447515162","LLC_BI__Fee_Loan_Aggregate__c","","","",""
"a0qWD00000GSgNuYAL","false","Adverse Actions","","","a0sWD00000Xo7ZkYAJ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","86411620937672163","LLC_BI__Loan__c","","","",""
"a0qWD00000GSglLYAT","false","Other","","","a0sWD00000Xo7kCYAR","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","86481585604341050","LLC_BI__Loan__c","","","",""
"a0qWD00000GT8eWYAT","false","Applicants","","","a0sWD00000XoBvOYAV","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","87071640791248097","LLC_BI__Legal_Entities__c","","","",""
"a0qWD00000GSgU7YAL","false","Loan Team Members","","","a0sWD00000Xo7bzYAB","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a16WD000005UI05YAG","MappedSObjectHierarchyScreenResource","","","87161663700625425","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgU8YAL","false","SBL Personal Info - Locked","","","a0sWD00000Xo7blYAB","false","false","false","false","{{IF=""A OR B""}} {{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""1""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" IS=""Pass""}}{{ENDIF}}","false","false","false","false","false","30.0","slide","true","false","false","false","","false","","","","a0qWD00000GSgREYA1","a16WD000005UIDRYA4","MappedSObjectScreenResource","","","87601666029075357","Contact","","","",""
"a0qWD00000GSgNvYAL","false","Stage History","","","a0sWD00000Xo7ZsYAJ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","87991585604341051","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgVHYA1","false","Beneficiaries","","","a0sWD00000Xo7dfYAB","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","89431701790671154","LLC_BI__Beneficiary__c","","","",""
"a0qWD00000GSgUBYA1","false","Online Income Information","","","a0sWD00000Xo7d0YAB","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","89781666029075347","LLC_BI__Income__c","","","",""
"a0qWD00000GSgUCYA1","false","Rental Expense","","","a0sWD00000Xo7c1YAB","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a16WD000005UID8YAO","MappedSObjectScreenResource","","","89921666029075348","LLC_BI__Debt__c","","","",""
"a0qWD00000GSggpYAD","false","Editable Fields","","","a0sWD00000Xo7jPYAR","false","false","false","false","","true","true","false","false","false","","slide","true","false","false","false","","true","","","","","a16WD000005UIdYYAW","MappedSObjectScreenResource","","","90351585604341048","LLC_BI__Loan__c","","","",""
"a0qWE00000W9iQ7YAJ","false","Loan Details","","","a0sWE000002tqeFYAQ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","90831620937672167","LLC_BI__Loan__c","","","",""
"a0qWD00000GT8epYAD","false","Add Debt","","","a0sWD00000XoBjWYAV","false","false","false","false","","true","true","false","false","false","30.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","90891640791248103","LLC_BI__Debt__c","","","",""
"a0qWD00000GSgVIYA1","false","Beneficiaries","","","a0sWD00000Xo7dbYAB","false","false","false","false","","false","true","false","false","false","20.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","90901701790671155","LLC_BI__Beneficiary__c","","","",""
"a0qWD00000GSglMYAT","false","Treasury Service Details","","","a0sWD00000Xo7kaYAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","91051567002571888","LLC_BI__Treasury_Service__c","","","",""
"a0qWD00000GSgNxYAL","false","Rate Structure","","","a0sWD00000Xo7ZqYAJ","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","a16WD000005UIdiYAG","MappedSObjectHierarchyScreenResource","","","91631620937672171","LLC_BI__Loan__c","","","",""
"a0qWD00000GSglNYAT","false","Draw Overview Summary","","","a0sWD00000Xo7ldYAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","91941619447515180","LLC_BI__Budget__c","","","",""
"a0qWD00000GT8eyYAD","false","Adverse Actions","","","a0sWD00000XoBjqYAF","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","92281640791248097","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgUDYA1","false","SBL Contact Info","","","a0sWD00000Xo7blYAB","false","false","false","false","{{IF=""A AND B""}} {{COND=""A"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""0""}}{{COND=""B"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{ENDIF}}","false","false","false","false","false","20.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgREYA1","a16WD000005UIDNYA4","MappedSObjectScreenResource","","","92541666029075335","Contact","","","",""
"a0qWE00000W9iQ0YAJ","false","Pricing","","","a0sWE000002tqcsYAA","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","a16WD000005UIdcYAG","MappedSObjectScreenResource","","","93141620937672163","LLC_BI__Loan__c","","","",""
"a0qWD00000GSggsYAD","false","Draw History Summary","","","a0sWD00000Xo7kfYAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","93381619447515180","LLC_BI__Budget__c","","","",""
"a0qWD00000GSgUEYA1","false","Add Income","","","a0sWD00000Xo7buYAB","false","false","false","false","","true","true","false","false","false","50.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","93661663700625422","LLC_BI__Income__c","","","",""
"a0qWD00000GSggtYAD","false","Referral","","","a0sWD00000Xo7k5YAB","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","94211585604341051","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgguYAD","false","Borrowing Structure","","","a0sWD00000Xo7m9YAB","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","94391619447515163","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgUFYA1","false","Employment Information","","","a0sWD00000Xo7d0YAB","false","false","false","false","{{IF=""A OR B""}}
{{COND=""A"" FIELD=""LLC_BI__Income__c.LLC_BI__Income_Type__c"" IS=""Gross Annual Income""}}
{{COND=""B"" FIELD=""LLC_BI__Income__c.LLC_BI__Income_Type__c"" IS=""Other Income""}}
{{ENDIF}}","false","false","false","false","false","5.0","slide","true","false","false","false","","true","","","","a0qWD00000GSgUBYA1","a16WD000005UHzuYAG","MappedSObjectScreenResource","","","94781666029075354","LLC_BI__Income__c","","","",""
"a0qWE00000W9iQ2YAJ","false","Entity Compliance","","","a0sWE000002tqcyYAA","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","95101620937672169","LLC_BI__Loan__c","","","",""
"a0qWE00000W9iQ3YAJ","false","Memos","","","a0sWE000002tqcnYAA","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","a16WD000005UIeSYAW","MappedSObjectHierarchyScreenResource","","","95551585604341048","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgVJYA1","false","Statement Mailing Address","","","a0sWD00000Xo7dMYAR","false","false","false","false","","true","true","false","false","false","1000.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","95681701790671153","LLC_BI__Deposit__c","","","",""
"a0qWD00000GSglQYAT","false","Loan Information","","","a0sWD00000Xo7kCYAR","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","95801585604341049","LLC_BI__Loan__c","","","",""
"a0qWD00000GSglRYAT","false","UI Collateral Record Schedule","","","a0sWD00000Xo7khYAB","false","false","false","false","","false","false","false","false","false","","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","95831563816286644","LLC_BI__Loan_Collateral2__c","","","",""
"a0qWD00000GSgUHYA1","false","Add Asset","","","a0sWD00000Xo7buYAB","false","false","false","false","","true","true","false","false","false","40.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","96081663700625421","nRetail__Asset__c","","","",""
"a0qWD00000GSglSYAT","false","Approval Details","","","a0sWD00000Xo7kBYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","a16WD000005UIdXYAW","MappedSObjectScreenResource","","","96161585604341049","LLC_BI__Loan__c","","","",""
"a0qWD00000GSLXuYAP","false","Compliance Info","","","a0sWD00000XoCK4YAN","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","a16WD000005UIebYAG","MappedSObjectScreenResource","","","96621585604341048","LLC_BI__Loan__c","","","",""
"a0qWD00000GSglTYAT","false","Balance Details","","","a0sWD00000Xo7lxYAB","false","false","false","false","","false","true","false","false","false","3.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","96681620937672164","LLC_BI__Loan__c","","","",""
"a0qWD00000GSggwYAD","false","Adverse Actions","","","a0sWD00000Xo7kAYAR","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","97131585604341049","LLC_BI__Loan__c","","","",""
"a0qWD00000GSglUYAT","false","Approval History","","","a0sWD00000Xo7lyYAB","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","true","","true","","","","","","MappedSObjectScreenResource","","a17WD0000Bg6vgfYQA","97391619447515177","LLC_BI__Loan__c","","","",""
"a0qWD00000GT8fEYAT","false","Loan Team Members","","","a0sWD00000XoBjYYAV","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","true","","","","","a16WD000005UI08YAG","MappedSObjectHierarchyScreenResource","","","97691640791248108","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgUIYA1","false","Add Non Standard Fee","","","a0sWD00000Xo7btYAB","false","false","false","false","","true","true","false","false","false","10.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","97781663700625418","LLC_BI__Fee__c","","","",""
"a0qWD00000GT8fHYAT","false","Previous Address","","","a0sWD00000XoBvOYAV","false","false","false","false","","true","true","false","false","false","40.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","97871640791248099","Contact","","","",""
"a0qWD00000GT8fLYAT","false","HMDA","","","a0sWD00000XoBvYYAV","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","98421640791248105","LLC_BI__Loan__c","","","",""
"a0qWD00000GSglVYAT","false","Pricing","","","a0sWD00000Xo7l8YAB","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","a16WD000005UIecYAG","MappedSObjectScreenResource","","","98921585604341051","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgUKYA1","false","SBL Mailing Address","","","a0sWD00000Xo7blYAB","false","false","false","false","{{IF=""A AND B AND C""}}{{COND=""A"" FIELD=""Contact.cm_Mailing_Same_as_Physical__c"" IS=""No""}}{{COND=""B"" FIELD=""Contact.cm_Is_Existing_Customer__c"" IS=""0""}}{{COND=""C"" FIELD=""Contact.LLC_BI__Identity_Verification_Status__c"" NOT=""Pass""}}{{ENDIF}}","false","false","false","false","false","40.0","slide","false","false","false","false","","true","","","","a0qWD00000GSgREYA1","a16WD000005UICFYA4","MappedSObjectScreenResource","","","991416413481798642","Contact","","","",""
"a0qWD00000GSgO3YAL","false","Fees Summary","","","a0sWD00000Xo7ZjYAJ","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","99401560278867307","LLC_BI__Loan__c","","","",""
"a0qWD00000GSggxYAD","false","Approval History","","","a0sWD00000Xo7lJYAR","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","true","","true","","","","","","MappedSObjectScreenResource","","a17WD0000Bg6vgfYQA","99761585604341050","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9TTYA1","false","Mailing Address","","","a0sWD00000XoBsAYAV","false","false","false","false","{{IF=/""A AND B AND C/""}}{{COND=/""A/"" FIELD=/""Contact.cm_Mailing_Same_as_Physical__c/"" IS=/""No/""}}{{COND=/""B/"" FIELD=/""Contact.cm_Is_Existing_Customer__c/"" IS=/""0/""}}{{COND=/""C/"" FIELD=/""Contact.LLC_BI__Identity_Verification_Status__c/"" NOT=/""Pass/""}}{{ENDIF}}","false","false","false","false","false","1100.0","slide","true","false","false","false","","true","","","","a0qWD00000GTAcEYAX","a16WD000005UI84YAG","MappedSObjectScreenResource","","","a2F5f000000gKrcEAE","Contact","","","",""
"a0qWD00000GT9PxYAL","false","Collateral Summary","","","a0sWD00000XoCGhYAN","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","false","","false","","","","","a16WD000005UIb4YAG","MappedSObjectScreenResource","","","a2Fbn000000C3UEEA0","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9PyYAL","false","Collateral Details","","","a0sWD00000XoCGiYAN","false","false","false","false","","false","false","false","false","false","10.0","slide","true","false","false","true","","false","","","","","a16WD000005UIb5YAG","MappedSObjectHierarchyScreenResource","","","a2Fbn000000C3UFEA0","LLC_BI__Loan__c","","","",""
"a0qWD00000GSgVKYA1","false","Deposits","","","a0sWD00000Xo7lWYAR","false","false","false","false","","false","false","false","false","false","0.0","slide","true","false","false","false","","false","","","","","a16WD000005UIb6YAG","GrandchildScreenResource","","","a2Fbn000000C3USEA0","LLC_BI__Product_Package__c","","","",""
"a0qWD00000GT9PzYAL","false","Account Debt","","","a0sWD00000XoCHLYA3","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","a2Fbn000000C3bvEAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9Q0YAL","false","Account Info","","","a0sWD00000XoCHKYA3","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","a2Fbn000000C3bwEAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9Q1YAL","false","Activities","","","a0sWD00000XoCGmYAN","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","a2Fbn000000C3c1EAC","Account","","","",""
"a0qWD00000GT9Q2YAL","false","Agent's Agreement and Certifications","","","a0sWD00000XoCH6YAN","false","false","false","false","","true","true","false","false","false","3.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3c3EAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9Q3YAL","false","Application Information","","","a0sWD00000XoCH3YAN","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3c4EAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9Q4YAL","false","Approval History","","","a0sWD00000XoCGlYAN","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3c7EAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9Q5YAL","false","Business Acquisition","","","a0sWD00000XoCHHYA3","false","false","false","false","","true","true","false","false","false","11.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3cJEAS","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9Q6YAL","false","Business Contacts","","","a0sWD00000XoCGnYAN","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","a2Fbn000000C3cKEAS","Account","","","",""
"a0qWD00000GT9Q7YAL","false","Business Type","","","a0sWD00000XoCHFYA3","false","false","false","false","","true","true","false","false","false","9.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3cLEAS","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9Q8YAL","false","Change of Ownership","","","a0sWD00000XoCH4YAN","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","a2Fbn000000C3cMEAS","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9Q9YAL","false","Collateral Owned","","","a0sWD00000XoCGoYAN","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","a2Fbn000000C3cSEAS","Account","","","",""
"a0qWD00000GT9QAYA1","false","Conflict of Interest","","","a0sWD00000XoCHBYA3","false","false","false","false","","true","true","false","false","false","2.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3cVEAS","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9QBYA1","false","Construction Details","","","a0sWD00000XoCGkYAN","false","false","false","false","","false","true","false","false","false","2.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3cWEAS","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9QCYA1","false","Covenants","","","a0sWD00000XoCGpYAN","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","a2Fbn000000C3cYEAS","Account","","","",""
"a0qWD00000GT9QDYA1","false","Deposits","","","a0sWD00000XoCGqYAN","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","ReferenceFilteredHierarchyScreenResource","","","a2Fbn000000C3cbEAC","Account","","","",""
"a0qWD00000GT9QEYA1","false","Eligibility","","","a0sWD00000XoCHEYA3","false","false","false","false","","true","true","false","false","false","8.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3ccEAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9QFYA1","false","EPCOC","","","a0sWD00000XoCHIYA3","false","false","false","false","","true","true","false","false","false","12.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3cdEAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9QGYA1","false","Execution Date","","","a0sWD00000XoCHMYA3","false","false","false","false","","true","true","false","false","false","17.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3ceEAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9QHYA1","false","Exposure","","","a0sWD00000XoCGsYAN","false","false","false","false","","true","true","false","false","false","1.0","slide","true","false","false","false","","true","","","","","","MappedSObjectHierarchyScreenResource","","","a2Fbn000000C3cfEAC","Account","","","",""
"a0qWD00000GT9QIYA1","false","Injections","","","a0sWD00000XoCHOYA3","false","false","false","false","","false","true","false","false","false","1.0","slide","true","false","false","false","","false","","","","","","MappedSObjectHierarchyScreenResource","","","a2Fbn000000C3cmEAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9QJYA1","false","Lender's Agreement and Certifications","","","a0sWD00000XoCH6YAN","false","false","false","false","","true","true","false","false","false","4.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3cnEAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9QKYA1","false","Loan Information","","","a0sWD00000XoCGlYAN","false","false","false","false","","false","true","false","false","false","0.0","slide","true","false","false","false","","false","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3csEAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9QLYA1","false","Loan Information","","","a0sWD00000XoCHPYA3","false","false","false","false","","true","true","false","false","false","0.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3cuEAC","LLC_BI__Loan__c","","","",""
"a0qWD00000GT9QMYA1","false","Loan Officer Details","","","a0sWD00000XoCHNYA3","false","false","false","false","","true","true","false","false","false","6.0","slide","true","false","false","false","","true","","","","","","MappedSObjectScreenResource","","","a2Fbn000000C3d0EAC","LLC_BI__Loan__c","","","",""
