"Id","IsDeleted","Name","nFORCE__Display_Order__c","nFORCE__Field_Set_Key__c","nFORCE__Filter_Criteria__c","nFORCE__Layout__c","nFORCE__Limit__c","nFORCE__Offset_By_Limit__c","nFORCE__Parent_Configuration__c","nFORCE__Parent_Relationship_Name__c","nFORCE__Screen_Section__c","nFORCE__Section_Header__c","nFORCE__Sort_Criteria__c","nFORCE__Unique__c","nFORCE__lookupKey__c","nFORCE__sObject_Type__c"
"a0vWD00000B9kPNYAZ","false","SC-000023407","1.01","","","","","false","","","a0qWD00000GT9QSYA1","Loan Application","","false","1037","LLC_BI__Loan__c"
"a0vWD00000B9lP6YAJ","false","SC-000027117","2.01","nSBA__SBA_Principal","","","","false","a0vWD00000B9kPNYAZ","LLC_BI__Application__r","a0qWD00000GT9QSYA1","Loan Application","","false","1038","LLC_BI__Application__c"
"a0vWD00000B9kPQYAZ","false","SC-000023410","1.01","nSBA__SBA_Application","","","","false","","","a0qWD00000GT9Q3YAL","Application Information","","false","1043","LLC_BI__Loan__c"
"a0vWD00000B9kPRYAZ","false","SC-000023411","1.01","nSBA__SBA_Application_Loan_Pkg","","","","false","","","a0qWD00000GT9QNYA1","Loan Packager Information","","false","1044","LLC_BI__Loan__c"
"a0vWD00000B9kPSYAZ","false","SC-000023412","1.01","nSBA__SBA_Form_159_Primary_Account","","","","false","","","a0qWD00000GT9QWYA1","Primary Account","","false","1045","LLC_BI__Loan__c"
"a0vWD00000B9kPTYAZ","false","SC-000023413","1.01","nSBA__SBA_Form_159","","","","false","","","a0qWD00000GT9Q2YAL","SBA Form 159","","false","1046","LLC_BI__Loan__c"
"a0vWD00000B9kPUYAZ","false","SC-000023414","2.01","nSBA__Form_159_Lender","","","","false","","","a0qWD00000GT9QJYA1","SBA Form 159","","false","1047","LLC_BI__Loan__c"
"a0vWD00000B9kPVYAZ","false","SC-000023415","1.01","nSBA__SBA_912_Primary_Applicant","","","","false","","","a0qWD00000GT9QgYAL","SBA Form 912","","false","1048","LLC_BI__Loan__c"
"a0vWD00000B9kPWYAZ","false","SC-000023416","1.01","nSBA__SBA_Form_G845","","","","false","","","a0qWD00000GT9QMYA1","Loan Officer Details","","false","1049","LLC_BI__Loan__c"
"a0vWD00000B9kPXYAZ","false","SC-000023417","0.01","nSBA__SBA_Form_1920","","","","false","","","a0qWD00000GT9QfYAL","SBA Form 1920","","false","1050","LLC_BI__Loan__c"
"a0vWD00000B9kPYYAZ","false","SC-000023418","1.01","nSBA__SBA_Form_1920_Eligibility","","","","false","","","a0qWD00000GT9QEYA1","Eligibility","","false","1051","LLC_BI__Loan__c"
"a0vWD00000B9kPZYAZ","false","SC-000023419","2.01","nSBA__SBA_Form_1920_Bus_Type","","","","false","","","a0qWD00000GT9Q7YAL","Business Type","","false","1052","LLC_BI__Loan__c"
"a0vWD00000B9kPaYAJ","false","SC-000023420","3.01","nSBA__SBA_Form_1920_Refinance","","","","false","","","a0qWD00000GT9QaYAL","Refinancing Information","","false","1053","LLC_BI__Loan__c"
"a0vWD00000B9kPbYAJ","false","SC-000023421","4.01","nSBA__SBA_Form_1920_Business_Ac","","","","false","","","a0qWD00000GT9Q5YAL","Business Acquisition","","false","1054","LLC_BI__Loan__c"
"a0vWD00000B9kPcYAJ","false","SC-000023422","5.01","nSBA__SBA_Form_1920_EPCOC","","","","false","","","a0qWD00000GT9QFYA1","EPCOC","","false","1055","LLC_BI__Loan__c"
"a0vWD00000B9kPdYAJ","false","SC-000023423","6.01","nSBA__SBA_Form_1920_Special_Programs","","","","false","","","a0qWD00000GT9QjYAL","Special Programs","","false","1056","LLC_BI__Loan__c"
"a0vWD00000B9kPeYAJ","false","SC-000023424","1.01","","","","","false","","","a0qWD00000GT9Q0YAL","Relationship","","false","1057","LLC_BI__Loan__c"
"a0vWD00000B9lP9YAJ","false","SC-000027120","2.01","nSBA__SBA_Form_1920_Primary_Account","","","","false","a0vWD00000B9kPeYAJ","LLC_BI__Account__r","a0qWD00000GT9Q0YAL","","","false","1058","Account"
