"Id","IsDeleted","Name","CreatedDate","CreatedById","LastModifiedDate","LastModifiedById","SystemModstamp","LastViewedDate","LastReferencedDate","LLC_BI__Spread_Statement_Type__c","LLC_BI__Color__c","LLC_BI__Debit__c","LLC_BI__Global_Analysis_Type__c","LLC_BI__Group_Type__c","LLC_BI__Hide_All_Records__c","LLC_BI__Hide_Column_Totals__c","LLC_BI__Hide_Currency_Symbol__c","LLC_BI__Include_In_Total__c","LLC_BI__Is_Balance_Check__c","LLC_BI__Is_Summary_Group__c","LLC_BI__KPI_Type__c","LLC_BI__Publish_On_Init_Event__c","LLC_BI__Publish_On_Update_Event__c","LLC_BI__Row_Number__c","LLC_BI__Show_Math__c","LLC_BI__Source_Group__c","LLC_BI__Title__c","LLC_BI__Total_Type__c","LLC_BI__lookupKey__c","LLC_BI__Is_Grand_Total__c"
"a51WD00000ZIrpAYAT","false","Net Trade Accounts Receivable","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjPYAR","","false","None","Financial","false","false","false","true","false","false","","","","7.5","false","","Trade Accounts Receivable","Standard","comm-bl-42202226670213137","false"
"a51WD00000ZIrofYAD","false","Beginning Net Worth","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjMYAR","","false","None","Financial","false","false","false","true","false","false","","","","1.0","false","","Beginning Net Worth","Standard","comm-bl-42204024396994666","false"
"a51WD00000ZIruVYAT","false","Unexplained Out of Balance - M-1","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjwYAB","","false","None","Financial","false","false","false","true","false","false","","","","90.0","false","","UNRECONCILED DIFFERENCE TO M-1 BOOK INCOME","Standard","comm-bl-42204587209388421","false"
"a51WD00000ZIrqOYAT","false","Total Adjustments to CF","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjdYAB","","false","None","Financial","false","false","false","true","false","false","","","","80.0","false","","Adjustments to Cash Flow","Standard","comm-bl-42205600543994653","false"
"a51WD00000ZIrukYAD","false","Total NOL & Special Deductions","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjxYAB","","false","None","Financial","false","false","false","true","false","false","","","","57.5","false","","Net operating loss & special deductions","Standard","comm-bl-42207045109453867","false"
"a51WD00000ZIrtDYAT","false","Total Pro Forma Sensitized DS","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjnYAB","","false","None","Financial","false","false","false","false","false","false","","","","70.0","false","","Pro Forma Sensitized Debt Service","Standard","comm-bl-42207446032177231","false"
"a51WD00000ZIruDYAT","false","Total Right Side M-1 Adjustments","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjuYAB","","false","None","Financial","false","false","false","true","false","false","","","","17.5","false","","SCHEDULE M-1 (RIGHT SIDE) | (ENTER +/- AS REPORTED ON RETURN)","Standard","comm-bl-42208759193537283","false"
"a51WD00000ZIrq7YAD","false","Total Combined Liabilities","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjbYAB","","false","Adjusted Total Assets","Financial","true","false","false","true","false","false","","","","110.0","false","","Combined Liabilities","Standard","comm-bl-42212268463220038","false"
"a51WD00000ZIromYAD","false","Change in Net Fixed Assets","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjNYAR","","false","None","Financial","false","false","false","true","false","false","","","","11.0","false","","Change in Net Fixed Assets","Standard","comm-bl-42214340647306221","false"
"a51WD00000ZIrvIYAT","false","Partial Year Adjustment","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk0YAB","","false","None","Decimal","false","false","false","true","false","false","","","","10.0","false","","Partial Year Adjustment","Standard","comm-bl-42214473305292230","false"
"a51WD00000ZIrqBYAT","false","Liquid Assets","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjcYAB","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Liquid Assets","Standard","comm-bl-42214644255789272","false"
"a51WD00000ZIrv0YAD","false","Cash After Financing","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjzYAB","","false","None","Financial","false","false","false","true","false","false","","","","220.0","false","","Cash After Financing","Standard","comm-bl-42215003486206003","false"
"a51WD00000ZIrqcYAD","false","Income/(Loss) from Estates and Trusts","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjfYAB","","false","None","Financial","false","false","false","true","false","false","","","","40.0","false","","Income/(Loss) from Estates and Trusts","Standard","comm-bl-42215313898972383","false"
"a51WD00000ZIrqJYAT","false","Total Schedule C Cash Flow","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjdYAB","","false","None","Financial","false","false","false","true","false","false","","","","20.0","false","","Schedule C Cash Flow","Standard","comm-bl-42216274641105910","false"
"a51WD00000ZIrtrYAD","false","Leverage","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjsYAB","","false","None","Financial","false","true","false","true","false","false","","","","50.0","false","","Leverage","Standard","comm-bl-42216441960244692","false"
"a51WD00000ZIrwSYAT","false","Total Operating Expenses","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk6YAB","","false","None","Financial","false","false","false","true","false","false","","","","40.0","false","","Operating Expenses","Standard","comm-bl-42216872653058054","false"
"a51WD00000ZIrthYAD","false","Tax Detail","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjrYAB","","false","None","Financial","false","true","false","true","false","false","","","","87.5","false","","Tax Detail","Standard","comm-bl-42218600248653280","false"
"a51WD00000ZIrwlYAD","false","Total Assets","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk8YAB","","false","Total Assets","Financial","true","false","false","true","false","false","","","","30.0","false","","Total Assets","Standard","comm-bl-42223712670584713","false"
"a51WD00000ZIrwtYAD","false","Rental Real Estate Income","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk9YAB","","false","None","Financial","false","false","false","true","false","false","","","","10.0","false","","Rental Real Estate Income","Standard","comm-bl-42224248522541048","false"
"a51WD00000ZIrvqYAD","false","Cash from Trading Activities","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk3YAB","","false","None","Financial","false","false","false","true","false","false","","","","30.0","false","","Cash from Trading Activities","Standard","comm-bl-42224445863430564","false"
"a51WD00000ZIrpIYAT","false","Net Intangible Assets","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjPYAR","","false","None","Financial","false","false","false","true","false","false","","","","23.75","false","","Net Intangible Assets","Standard","comm-bl-42225849802182548","false"
"a51WD00000ZIrq1YAD","false","Total Current Liabilites","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjbYAB","","false","None","Financial","false","false","false","true","false","false","","","","50.0","false","","Current Liabilities","Standard","comm-bl-42227011566421637","false"
"a51WD00000ZIrsLYAT","false","Value of Farm Production","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjWYAR","","false","None","Financial","true","false","false","true","false","false","","","","30.0","false","","Value of Farm Production","Standard","comm-bl-42227572765991448","false"
"a51WD00000ZIrtXYAT","false","Schedule K:  Income (Loss)","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjqYAB","","false","None","Financial","false","false","false","true","false","false","","","","20.0","false","","Schedule K:  Income (Loss)","Standard","comm-bl-42227775352006324","false"
"a51WD00000ZIrvrYAD","false","Chg. Net Fixed Assets","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk3YAB","","false","None","Financial","false","false","false","true","false","false","","","","130.0","false","","Chg. Net Fixed Assets","Standard","comm-bl-42230999632363504","false"
"a51WD00000ZIrvsYAD","false","Net Cash Income","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk3YAB","","false","None","Financial","false","false","false","true","false","false","","","","100.0","false","","Net Cash Income","Standard","comm-bl-42232401629961386","false"
"a51WD00000ZIruWYAT","false","Book Operating Expenses","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjwYAB","","false","None","Financial","false","false","false","true","false","false","","","","40.0","false","","Book Operating Expenses","Standard","comm-bl-42233971685190080","false"
"a51WD00000ZIroUYAT","false","CASH AFTER FINANCING","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjKYAR","","false","None","Financial","true","false","false","true","false","false","","","","211.0","false","","CASH AFTER FINANCING","Standard","comm-bl-42234091923586682","false"
"a51WD00000ZIrv1YAD","false","Total Other Income/(Expense)","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjzYAB","","false","None","Financial","false","false","false","true","false","false","","","","60.0","false","","Other Income (Loss)","Standard","comm-bl-42236694812553083","false"
"a51WD00000ZIrwmYAD","false","Total Shareholders' Equity","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk8YAB","","false","Total Equity","Financial","false","false","false","true","false","false","","","","70.0","false","","Shareholders' Equity","Standard","comm-bl-42236985387838866","false"
"a51WD00000ZIrr5YAD","false","Chg. Net Fixed Assets","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjlYAB","","false","None","Financial","false","false","false","true","false","false","","","","130.0","false","","Chg. Net Fixed Assets","Standard","comm-bl-42237954053834372","false"
"a51WD00000ZIrulYAD","false","Tax, Refundable Credits & Payments","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjxYAB","","false","None","Financial","false","true","false","true","false","false","","","","80.0","false","","Tax, Refundable Credits & Payments","Standard","comm-bl-42240417865292418","false"
"a51WD00000ZIrvtYAD","false","Total Cash Paid to Suppliers","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk3YAB","","false","None","Financial","false","false","false","true","false","false","","","","20.0","false","","Cash Paid to Suppliers","Standard","comm-bl-42245907450787205","false"
"a51WD00000ZIruXYAT","false","Book Gross Profit","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjwYAB","","false","None","Financial","false","false","false","true","false","false","","","","30.0","false","","Book Gross Profit","Standard","comm-bl-42247572239896743","false"
"a51WD00000ZIrtzYAD","false","Unexplained Out of Balance - M-1","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjtYAB","","false","None","Financial","false","false","false","true","false","false","","","","90.0","false","","UNRECONCILED DIFFERENCE TO M-1 BOOK INCOME","Standard","comm-bl-42249610954231956","false"
"a51WD00000ZIruEYAT","false","Schedule M-2 (Right Side)","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjuYAB","","false","None","Financial","false","false","false","true","false","false","","","","34.4140625","false","","Schedule M-2 (Right Side)","Standard","comm-bl-42250200808285332","false"
"a51WD00000ZIrojYAD","false","Total Changes in Net Worth","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjMYAR","","false","None","Financial","false","false","false","true","false","false","","","","41.0","false","","Changes in Net Worth","Standard","comm-bl-42253394625637781","false"
"a51WD00000ZIrsaYAD","false","Grain Inventory - Total Adj.","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjXYAR","","false","None","Financial","false","false","false","false","false","false","","","","9.375","false","","Grain Inventory Change","Standard","comm-bl-42254130368510658","false"
"a51WD00000ZIrqTYAT","false","Total Cost of Goods Sold","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjeYAB","","false","None","Financial","false","false","false","true","false","false","","","","20.0","false","","Cost of Goods Sold","Standard","comm-bl-42255584148753794","false"
"a51WD00000ZIru0YAD","false","Book Other Income (Loss)","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjtYAB","","false","None","Financial","false","false","false","true","false","false","","","","60.0","false","","Book Other Income (Loss)","Standard","comm-bl-42258040742079387","false"
"a51WD00000ZIroRYAT","false","Net Change in Borrowing","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjKYAR","","false","None","Financial","false","false","false","true","false","false","","","","181.0","false","","Change in Borrowing","Standard","comm-bl-42258228595614092","false"
"a51WD00000ZIrvuYAD","false","Cash Paid for Plant & Investments","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk3YAB","","false","None","Financial","false","false","false","true","false","false","","","","160.0","false","","Cash Paid for Plant & Investments","Standard","comm-bl-42266468575238788","false"
"a51WD00000ZIrvcYAD","false","EBTIDA","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk2YAB","","false","None","Financial","false","true","false","true","false","false","","","","110.0","false","","Profitability","Standard","comm-bl-42270323621051451","false"
"a51WD00000ZIrwTYAT","false","Total Cost of Sales/Revenue","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk6YAB","","false","None","Financial","false","false","false","true","false","false","","","","20.0","false","","Cost of Goods Sold","Standard","comm-bl-42271161001315744","false"
"a51WD00000ZIrwUYAT","false","Net Profit (Loss) after Taxes","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk6YAB","","false","None","Financial","true","false","false","true","false","false","","","","110.0","false","","Net Profit (Loss) after Taxes","Standard","comm-bl-42275837109777268","false"
"a51WD00000ZIrv2YAD","false","Total Cash Paid for Operating Costs","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjzYAB","","false","None","Financial","false","false","false","true","false","false","","","","40.0","false","","Cash Paid for Operating Costs","Standard","comm-bl-42277997445932196","false"
"a51WD00000ZIropYAD","false","Net Cash Used in Investing","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjNYAR","","false","None","Financial","true","false","false","true","false","false","","","","41.0","false","","Cash Used in Investing","Standard","comm-bl-42279403096452077","false"
"a51WD00000ZIrp9YAD","false","Total Cash and Equivalents","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjPYAR","","false","None","Financial","false","false","false","true","false","false","","","","5.0","false","","Cash and Equivalents","Standard","comm-bl-42280810760717940","false"
"a51WD00000ZIrp1YAD","false","Total Other Expense","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjOYAR","","false","None","Financial","false","false","false","true","false","false","","","","75.0","false","","Other Expense","Standard","comm-bl-42281381241620671","false"
"a51WD00000ZIrrSYAT","false","Annualized Values","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjRYAR","","false","None","Financial","false","true","false","false","false","false","","","","30.0","false","","Annualized Values","Standard","comm-bl-42283120341176060","false"
"a51WD00000ZIrohYAD","false","Total Changes in Equity Accounts","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjMYAR","","false","None","Financial","false","false","false","true","false","false","","","","21.0","false","","Change in Equity Accounts","Standard","comm-bl-42283748273644820","false"
"a51WD00000ZIrpPYAT","false","Total Non-Current Liabilities","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjPYAR","","false","None","Financial","false","false","false","true","false","false","","","","50.0","false","","Non-Current Liabilities","Standard","comm-bl-42283795102352599","false"
"a51WD00000ZIrpeYAD","false","Potential Gross Income - Residential","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButkAYAR","","false","None","Financial","false","false","false","true","false","false","","","","12.5","false","","PGI - Residential","Standard","comm-bl-42284427097684325","false"
"a51WD00000ZIrqlYAD","false","Total Assets","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjiYAB","","false","Total Assets","Financial","true","false","false","true","false","false","","","","30.0","false","","Total Assets","Standard","comm-bl-42287041993523176","false"
"a51WD00000ZIru1YAD","false","Book Net Income","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjtYAB","","false","None","Financial","false","false","false","true","false","false","","","","80.0","false","","Book Net Income","Standard","comm-bl-42288003728324064","false"
"a51WD00000ZIrwKYAT","false","Total Pro Forma Debt Service","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk5YAB","","false","Debt Service","Financial","false","false","false","true","false","false","","","","30.0","false","","Pro Forma Debt Service","Standard","comm-bl-42288109133967509","false"
"a51WD00000ZIruMYAT","false","Total Pro Forma Sensitized DS","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjvYAB","","false","None","Financial","false","false","false","false","false","false","","","","70.0","false","","Pro Forma Sensitized Debt Service","Standard","comm-bl-42289876011165514","false"
"a51WD00000ZIruYYAT","false","BOOK EBITDA","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjwYAB","","false","None","Financial","false","false","false","false","false","false","","","","41.25","false","","BOOK EBITDA","Standard","comm-bl-42297472269482164","false"
"a51WD00000ZIrpbYAD","false","Total Net Worth","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjQYAR","","false","Total Equity","Financial","false","false","false","true","false","false","","","","70.0","false","","Net Worth","Standard","comm-bl-42301450083495902","false"
"a51WD00000ZIrpJYAT","false","Total Non Current Assets","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjPYAR","","false","None","Financial","false","false","false","true","false","false","","","","25.0","false","","Total Non Current Assets","Standard","comm-bl-42310600928830687","false"
"a51WD00000ZIrrtYAD","false","Total Cash Paid for Operating Costs","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjUYAR","","false","None","Financial","false","false","false","true","false","false","","","","40.0","false","","Cash Paid for Operating Costs","Standard","comm-bl-42312266811180895","false"
"a51WD00000ZIrumYAD","false","Net Income per Return","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjxYAB","","false","None","Financial","false","false","false","true","false","false","","","","50.0","false","","Net Income (Loss) per Return","Standard","comm-bl-42313517801979209","false"
"a51WD00000ZIru2YAD","false","Book Interest Expense","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjtYAB","","false","None","Financial","false","false","false","true","false","false","","","","42.5","false","","Book Interest Expense","Standard","comm-bl-42314108230374232","false"
"a51WD00000ZIrsrYAD","false","Term Debt Service","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjXYAR","","false","None","Financial","false","false","false","true","false","false","","","","97.5","false","","Term  Debt Service","Standard","comm-bl-42314676277631173","false"
"a51WD00000ZIrr6YAD","false","Cash from Trading Activities","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjlYAB","","false","None","Financial","false","false","false","true","false","false","","","","30.0","false","","Cash from Trading Activities","Standard","comm-bl-42317195360152601","false"
"a51WD00000ZIrv3YAD","false","Cash After Operations","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjzYAB","","false","None","Financial","false","false","false","true","false","false","","","","50.0","false","","Cash After Operations","Standard","comm-bl-42319626187012277","false"
"a51WD00000ZIrpMYAT","false","Total Accounts Payable","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjPYAR","","false","None","Financial","false","false","false","true","false","false","","","","37.5","false","","Accounts Payable","Standard","comm-bl-42322885778146334","false"
"a51WD00000ZIrrWYAT","false","Growth (%)","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjRYAR","","false","None","Percentage","false","true","false","true","false","false","","","","70.0","false","","Growth (%)","Standard","comm-bl-42324503357649449","false"
"a51WD00000ZIrp3YAD","false","Total Provision for Taxes","2026-04-07T19:32:39.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjOYAR","","false","None","Financial","false","false","false","true","false","false","","","","90.0","false","","Provision for Taxes","Standard","comm-bl-42325693954223339","false"
"a51WD00000ZIrvJYAT","false","Prior Period Values","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk0YAB","","false","None","Financial","false","true","false","true","false","false","","","","20.0","false","","Prior Period Values","Standard","comm-bl-42328313775879144","false"
"a51WD00000ZIru3YAD","false","Book Gross Profit","2026-04-07T19:32:42.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001ButjtYAB","","false","None","Financial","false","false","false","true","false","false","","","","30.0","false","","Book Gross Profit","Standard","comm-bl-42328362359154302","false"
"a51WD00000ZIrwLYAT","false","Pro Forma Sensitized Cash Flow Coverage","2026-04-07T19:32:43.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","005al00000RVcKvAAL","2026-07-22T10:51:10.000Z","","","a55WD00001Butk5YAB","","false","None","Financial","false","true","false","false","false","false","","","","80.0","false","","Pro Forma Sensitized Cash Flow Coverage","Standard","comm-bl-42328942786176708","false"
