"Id","IsDeleted","Name","LLC_BI__Spread_Statement_Type__c","LLC_BI__Debit__c","LLC_BI__Include_In_Total__c","LLC_BI__Is_Linked__c","LLC_BI__Linked_Spread_Statement_Record__c","LLC_BI__Linked_Spread_Statement_Total_Group__c","LLC_BI__Operation_Add__c","LLC_BI__Operation_Divide__c","LLC_BI__Operation_Multiply__c","LLC_BI__Operation_Subtract__c","LLC_BI__Operation__c","LLC_BI__Period_Over_Period_Change__c","LLC_BI__Row_Number__c","LLC_BI__Spread_Statement_Record_Total__c","LLC_BI__lookupKey__c","LLC_BI__Record_Type__c","LLC_BI__Prior_Fiscal_Year__c","LLC_BI__Display_Type__c","LLC_BI__KPI_Type__c","LLC_BI__Period_Over_Prior_Fiscal_Year__c","LLC_BI__Formula__c","LLC_BI__Source_Row__c","LLC_BI__Cloned_Source_Row__c","LLC_BI__Formula_Long_Text__c","LLC_BI__Associated_Parent_Record__c"
"a18bn000001a13bAAA","","Noncontrolling Interest in Variable Entities","a19bn000001uMdfAAE","false","true","","","","","","","","ADD","false","85.0","a16bn00000108g2AAA","42234347356285653","Standard","false","Group","","false","","","","",""
"a18bn000001a1FtAAI","","Revolving Line of Credit","a19bn000001uMdfAAE","false","true","","","","","","","","ADD","false","21.0","a16bn00000108fwAAA","42234523890642401","Standard","false","Group","","false","","","","",""
"a18bn000001a11bAAA","","Other Assets","a19bn000001uMdGAAU","false","true","","","","","","","","ADD","false","61.0","a16bn00000108c4AAA","42234554557627558","Standard","false","Group","","false","","","","",""
"a18bn000001a1YpAAI","","Deannualized PFY CPLTD","a19bn000001uMUvAAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108XIAAY","42234876315018392","Simulated","false","Group","","false","","","","<#Deannualized_PP_CPLTD_ACCTGRD>",""
"a18bn000001a1gDAAQ","","Depr. and Sect. 179 Exp. Deduction","a19bn000001uMUoAAM","false","true","","","","","","","","ADD","false","51.0","a16bn00000108WjAAI","42235038604885641","Standard","false","Group","","false","","","","",""
"a18bn000001a1VfAAI","","Securities Avail for Sale","a19bn000001uMV1AAM","false","true","","","","","","","","ADD","false","240.0","a16bn00000108aBAAQ","42235356683861594","Standard","false","Group","","false","","","","",""
"a18bn000001a1o3AAA","","14k. Reserved for future use","a19bn000001uMUjAAM","false","true","","","","","","","","ADD","false","91.0","a16bn00000108W7AAI","42235438749387094","Standard","false","Group","","false","","","","",""
"a18bn000001a1suAAA","","Gross Profit","a19bn000001uMUoAAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108WgAAI","4223574089485255","Simulated","false","Group","","false","","","","<#Sch_C_Gross_Profit_ACCTGRD>",""
"a18bn000001a1mUAAQ","","Net Profit","a19bn000001uMV0AAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108a5AAA","42235927225095476","Simulated","false","Group","","false","","","","<#Profit_Before_Extraordinary_Items_ACCTGRD> + <#Total_Extraordinary_Income_ACCTGRD>",""
"a18bn000001a1StAAI","","Selling Expense","a19bn000001uMUtAAM","true","true","","","","","","","","ADD","false","16.0","a16bn00000108X1AAI","42235979356885682","Simulated","false","Group","","false","","","","<#Selling_Expense_ACCTGRD>",""
"a18bn000001a1t7AAA","","Debt to Adjusted Net Worth","a19bn000001uMUrAAM","false","true","","","","","","","","ADD","false","31.0","a16bn00000108WtAAI","42236658526814613","Simulated","false","Decimal","","false","","","","<#PFS_Liabilities_ACCTGRD>/<#PFS_Adjusted_Net_Worth_ACCTGRD>",""
"a18bn000001a12FAAQ","","Due From Officers/Stkhldr LT","a19bn000001uMdYAAU","false","true","","","","","","","","ADD","false","130.0","a16bn00000108ebAAA","42236761113143433","Standard","false","Group","","false","","","","",""
"a18bn000001a1ELAAY","","Taxes","a19bn000001uMdJAAU","false","true","","","","","","","","ADD","false","111.0","a16bn00000108cQAAQ","42236794220392243","Standard","false","Group","","false","","","","",""
"a18bn000001a1H6AAI","","Other Interest","a19bn000001uMdHAAU","false","true","","","","","","","","ADD","false","21.0","a16bn00000108cCAAQ","42236830958128131","Simulated","false","Group","","false","","","","<#Sch_C_Other_Interest_Expense_ACCTGRD>",""
"a18bn000001a1GKAAY","","Interest Coverage","a19bn000001uMdaAAE","false","true","","","","","","","","ADD","false","21.0","a16bn00000108fCAAQ","42236999014212392","Simulated","false","Group","","false","","","","(<#Profit_Before_Taxes_ACCTGRD> + (<#Interest_Expense_ACCTGRD> *-1) + (<#Non_Cash_Interest_Exp_ACCTGRD>*-1)) / ((<#Interest_Expense_ACCTGRD>*-1) + (<#Non_Cash_Interest_Exp_ACCTGRD>*-1))",""
"a18bn000001a1KzAAI","","Accounting Change","a19bn000001uMddAAE","false","true","","","","","","","","ADD","false","31.0","a16bn00000108fWAAQ","42237580109365053","Simulated","false","Group","","false","","","","<#Adj_to_Retained_Earn_Accounting_Change_ACCTGRD>",""
"a18bn000001a1tvAAA","","Value Adj. Personal Assets","a19bn000001uMUmAAM","true","true","","","","","","","","ADD","false","11.0","a16bn00000108WRAAY","42237708719529552","Standard","false","Group","","false","","","","",""
"a18bn000001a1dAAAQ","","ROE","a19bn000001uMUYAA2","false","true","","","","","","","","ADD","false","71.0","a16bn00000108JSAAY","42238221560571512","Simulated","false","Percentage","","false","","","","(<#Net_Profit_ACCTGRD>+<#Operating_Interest_ACCTGRD>+<#Term_Interest_ACCTGRD>)/<#Average_Total_Farm_Equity_ACCTGRD>",""
"a18bn000001a1LvAAI","","Loan Amount","a19bn000001uMV2AAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108afAAA","42238416262487602","Standard","false","Financial","","false","","","","",""
"a18bn000001a1BYAAY","","Non-Cash Expense","a19bn000001uMdZAAU","true","true","","","","","","","","ADD","false","21.0","a16bn00000108exAAA","42238528893126872","Simulated","false","Group","","false","","","","<#NonCash_Expense_ACCTGRD>*-1",""
"a18bn000001a1dyAAA","","Intermediate Liabilities","a19bn000001uMURAA2","false","true","","","","","","","","ADD","false","11.0","a16bn00000108ICAAY","42238588948803399","Standard","false","Group","","false","","","","",""
"a18bn000001a1VcAAI","","Due from Related Co. CP","a19bn000001uMV1AAM","false","true","","","","","","","","ADD","false","130.0","a16bn00000108aBAAQ","42238934622198645","Standard","false","Group","","false","","","","",""
"a18bn000001a1RyAAI","","Deferred Income Tax","a19bn000001uMUWAA2","false","true","","","","","","","","ADD","false","11.0","a16bn00000108JHAAY","42239714125845791","Standard","false","Group","","false","","","","",""
"a18bn000001a12NAAQ","","Advances","a19bn000001uMdYAAU","false","true","","","","","","","","ADD","false","210.0","a16bn00000108ebAAA","42239921281708387","Standard","false","Group","","false","","","","",""
"a18bn000001a18KAAQ","","Extraordinary Items","a19bn000001uMdZAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108exAAA","42239979748155538","Simulated","false","Group","","false","","","","<#Extraordinary_Gain_ACCTGRD> + <#Extraordinary_Loss_ACCTGRD> + <#Cumulative_Effect_of_Acctg_Chg_ACCTGRD> + <#Other_Extraordinary_Item_ACCTGRD>",""
"a18bn000001a1OyAAI","","Guaranteed Payments","a19bn000001uMdCAAU","false","true","","","","","","","","ADD","false","16.0","a16bn00000108bZAAQ","42240452601930555","Standard","false","Financial","","false","","","","",""
"a18bn000001a10uAAA","","Other Long Term Debt 1","a19bn000001uMdfAAE","false","false","","","","","","","","ADD","false","10.75","a16bn00000108g0AAA","42240798465789964","Standard","false","Group","","false","","","","",""
"a18bn000001a1KJAAY","","Working Capital","a19bn000001uMdNAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108ckAAA","42240813866574508","Simulated","false","Group","","false","","","","<#Total_Current_Assets_ACCTGRD>-<#Total_Current_Liabilities_ACCTGRD>",""
"a18bn000001a1jcAAA","","Interest Expense","a19bn000001uMUWAA2","true","true","","","","","","","","ADD","false","1.0","a16bn00000108J3AAI","42241355289001690","Standard","false","Group","","false","","","","",""
"a18bn000001a1LAAAY","","Depreciation Expense","a19bn000001uMdOAAU","false","true","","","","","","","","ADD","false","81.0","a16bn00000108ctAAA","42241372656698228","Standard","false","Group","","false","","","","",""
"a18bn000001a1mhAAA","","Beginning Cash & Equiv","a19bn000001uMUSAA2","false","true","","","","","","","","ADD","false","21.0","a16bn00000108IPAAY","42241478712069966","Simulated","true","Group","","false","","","","<#Cash_ACCTGRD>",""
"a18bn000001a1TMAAY","","Other Operating Non-Current Liabs","a19bn000001uMUUAA2","false","true","","","","","","","","ADD","false","51.0","a16bn00000108IlAAI","42241799108360779","Standard","false","Group","","false","","","","",""
"a18bn000001a1odAAA","","Compensation of officers","a19bn000001uMUkAAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108WEAAY","42242018212092304","Simulated","false","Group","","false","","","","<#Officers_Compensation_ACCTGRD>",""
"a18bn000001a17mAAA","","Chg Non Operating Current Assets","a19bn000001uMdWAAU","true","true","","","","","","","","ADD","false","31.0","a16bn00000108eHAAQ","42242045326596553","Simulated","false","Group","","true","","","","<#Derivative_Assets_CP_ACCTGRD> + <#Securities_Avail_for_Sale_ACCTGRD> + <#Other_NonOp_Current_Assets_ACCTGRD>",""
"a18bn000001a1TiAAI","","Prior Period Adjustment (+/-)","a19bn000001uMUtAAM","false","true","","","","","","","","ADD","false","51.0","a16bn00000108XMAAY","42242170641343098","Simulated","false","Group","","false","","","","<#Adj_to_Retained_Earn_Prior_Period_Adj_ACCTGRD>",""
"a18bn000001a1IFAAY","","COGS Depreciation","a19bn000001uMdVAAU","false","true","","","","","","","","ADD","false","31.0","a16bn00000108eBAAQ","42243428376779867","Simulated","false","Group","","false","","","","<#Cost_of_Sales_Deprec_Impairment_ACCTGRD>",""
"a18bn000001a1BaAAI","","Other Income","a19bn000001uMdeAAE","false","true","","","","","","","","ADD","false","60.0","a16bn00000108ffAAA","42243959844180804","Standard","false","Group","","false","","","","",""
"a18bn000001a1qoAAA","","Guaranteed Payments","a19bn000001uMUbAAM","false","true","","","","","","","","ADD","false","21.0","a16bn00000108V0AAI","42244325265867726","Standard","false","Group","","false","","","","",""
"a18bn000001a1GqAAI","","Notes Receivable LT","a19bn000001uMdfAAE","false","true","","","","","","","","ADD","false","110.0","a16bn00000108frAAA","42244387532484154","Standard","false","Group","","false","","","","",""
"a18bn000001a1WwAAI","","Chg Non Op Non Current Liabs","a19bn000001uMUzAAM","false","true","","","","","","","","ADD","false","11.0","a16bn00000108ZpAAI","42244437266328315","Simulated","false","Group","","true","","","","<#Other_NonOp_NonCur_Liabs_ACCTGRD> + <#Derivative_Liabilities_LTP_ACCTGRD>",""
"a18bn000001a1XNAAY","","Deferred Charges","a19bn000001uMV1AAM","false","true","","","","","","","","ADD","false","180.0","a16bn00000108aEAAQ","42244539205490642","Standard","false","Group","","false","","","","",""
"a18bn000001a1rcAAA","","Inventories","a19bn000001uMUdAAM","false","true","","","","","","","","ADD","false","51.0","a16bn00000108V7AAI","42244690010881315","Standard","false","Group","","false","","","","",""
"a18bn000001a1tjAAA","","Current Debt (Credit cards, Accounts)","a19bn000001uMUmAAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108WPAAY","42245121310148582","Standard","false","Group","","false","","","","",""
"a18bn000001a1UjAAI","","NI+Depr+Amort-Divs / CP CPLTD","a19bn000001uMUxAAM","false","true","","","","","","","","ADD","false","31.0","a16bn00000108XxAAI","42245180822587807","Simulated","false","Group","","false","","","","(<#Net_Profit_ACCTGRD> + <#Cost_of_Sales_Deprec_Impairment_ACCTGRD> + <#Depreciation_Expense_ACCTGRD>+<#Amortization_Expense_ACCTGRD>+<#Asset_Impairment_ACCTGRD>+<#Adj_to_Retained_Earn_Dividends_ACCTGRD>+<#Adj_to_Retained_Earn_Dividends_Stock_ACCTGRD>+<#Adj_to_Retained_Earn_Withdrawals_ACCTGRD>-<#NonCash_Income_ACCTGRD>-<#NonCash_Expense_ACCTGRD>)/<#Deannualized_CP_CPLTD_ACCTGRD>",""
"a18bn000001a1D4AAI","","Other Recurring Income","a19bn000001uMdhAAE","false","true","","","","","","","","ADD","false","400.0","a16bn00000108gMAAQ","42246422496714130","Standard","false","Group","","false","","","","",""
"a18bn000001a1f9AAA","","Repayment of loans from shareholders","a19bn000001uMUjAAM","false","true","","","","","","","","ADD","false","41.0","a16bn00000108W5AAI","42247038773238089","Standard","false","Group","","false","","","","",""
"a18bn000001a1X0AAI","","Cash from Investing","a19bn000001uMUzAAM","false","true","","","","","","","","ADD","false","11.0","a16bn00000108ZrAAI","42247400301630694","Simulated","false","Group","","false","","","","<#ICF_Net_Cash_Used_in_Investing_ACCTGRD>",""
"a18bn000001Zt09AAC","","Deferred Fed Income Tax CP","a19bn000001uMdfAAE","false","true","","","","","","","","ADD","false","220.0","a16bn00000108fyAAA","42247626619175996","Standard","false","Group","","false","","","","",""
"a18bn000001a1mEAAQ","","Overdrafts - Book","a19bn000001uMV1AAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108aJAAQ","42248127879571978","Standard","false","Group","","false","","","","",""
"a18bn000001a1GcAAI","","Cost of Goods Sold","a19bn000001uMdSAAU","true","true","","","","","","","","ADD","false","1.0","a16bn00000108daAAA","42248225467193198","Simulated","false","Group","","false","","","","<#Cost_of_SalesRevenues_ACCTGRD> + <#Cost_of_Sales_Deprec_Impairment_ACCTGRD>",""
"a18bn000001a1BJAAY","","Total Liabilities","a19bn000001uMdMAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108ceAAA","42248313018466283","Simulated","false","Group","","false","","","","<#Total_Current_Liabilities_ACCTGRD>+<#Total_NonCurrent_Liabilities_ACCTGRD>",""
"a18bn000001a1LNAAY","","Other Incr./(Decr.) to Ret. Earn.","a19bn000001uMdRAAU","false","true","","","","","","","","ADD","false","51.0","a16bn00000108dVAAQ","42248354572036387","Standard","false","Group","","false","","","","",""
"a18bn000001a1HoAAI","","Days in Year (prepop. 365)","a19bn000001uMdaAAE","false","true","","","","","","","","ADD","false","1.0","a16bn00000108f7AAA","42248556016594670","Prepopulated","false","Group","","false","","","","365",""
"a18bn000001a13SAAQ","","Itemized Deductions","a19bn000001uMdHAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108cHAAQ","42249284872197663","Standard","false","Group","","false","","","","",""
"a18bn000001a1h8AAA","","Rents","a19bn000001uMdEAAU","false","true","","","","","","","","ADD","false","41.0","a16bn00000108bsAAA","42249407420669143","Simulated","false","Group","","false","","","","<#LeaseRent_Expense_ACCTGRD>",""
"a18bn000001a10NAAQ","","Total Other Expense","a19bn000001uMdZAAU","true","true","","","","","","","","ADD","false","3.5","a16bn00000108epAAA","42249728133779173","Simulated","false","Group","","false","","","","(<#Total_Other_Expense_ACCTGRD> - <#Interest_Expense_ACCTGRD> - <#NonCash_Expense_ACCTGRD> - <#Loss_on_Asset_Sale_ACCTGRD>) * -1",""
"a18bn000001a124AAA","","Paid in Capital","a19bn000001uMdMAAU","false","true","","","","","","","","ADD","false","21.0","a16bn00000108cfAAA","42250075048921813","Standard","false","Group","","false","","","","",""
"a18bn000001a1FvAAI","","Subordinated Debt Equity","a19bn000001uMdYAAU","false","true","","","","","","","","ADD","false","10.0","a16bn00000108egAAA","42250125321714151","Standard","false","Group","","false","","","","",""
"a18bn000001a1CdAAI","","Debt Service","a19bn000001uMdjAAE","false","true","","","","","","","","ADD","false","200.0","a16bn00000108gyAAA","42250617086468222","Loan Assumptions","false","Group","","false","PMT({{loanAssumptions:interestRate}}/12,{{loanAssumptions:amortizationMonths}},-1 * {{loanAssumptions:requestedLoanAmount}}) * {{period:numberOfPeriods}}","","","",""
"a18bn000001a1OrAAI","","Pro Forma Sensitized CFC","a19bn000001uMV4AAM","false","true","","","","","","","","ADD","false","51.0","a16bn00000108avAAA","42251092632412263","Simulated","false","Decimal","","false","","","","<#TCF_Cash_Flow_Available_to_Service_Debt_ACCTGRD> / <#TCF_Total_Pro_Forma_Sensitized_DS_ACCTGRD>",""
"a18bn000001a1L7AAI","","Officers' Compensation","a19bn000001uMdOAAU","false","true","","","","","","","","ADD","false","21.0","a16bn00000108ctAAA","42251439965321994","Standard","false","Group","","false","","","","",""
"a18bn000001a1g7AAA","","Adjustment to shareholders equity","a19bn000001uMUdAAM","false","true","","","","","","","","ADD","false","28.5","a16bn00000108VDAAY","42251511365646942","Standard","false","Group","","false","","","","",""
"a18bn000001a1PYAAY","","Total expense/deduction items (perm diff) [Column C]","a19bn000001uMdCAAU","false","true","","","","","","","","ADD","false","91.0","a16bn00000108bcAAA","42251577282720023","Standard","false","Group","","false","","","","",""
"a18bn000001a1I9AAI","","Beginning Net Worth","a19bn000001uMdUAAU","true","true","","","","","","","","ADD","false","11.0","a16bn00000108e9AAA","42251754378295507","Simulated","false","Group","","false","","","","<#Beginning_Net_Worth_ACCTGRD>",""
"a18bn000001a17FAAQ","","Feed","a19bn000001uMdKAAU","false","true","","","","","","","","ADD","false","61.0","a16bn00000108cXAAQ","42251992178468637","Standard","false","Group","","false","","","","",""
"a18bn000001a1nbAAA","","Financing Surplus/(Reqmnts)","a19bn000001uMUhAAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108VsAAI","42252090076571897","Simulated","false","Group","","false","","","","<#DCF_Net_Cash_Income_ACCTGRD>+<#DCF_Cash_Paid_for_Plant_and_Investments_ACCTGRD>",""
"a18bn000001a1BKAAY","","Preferred Stock","a19bn000001uMdMAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108cfAAA","42252166892053937","Standard","false","Group","","false","","","","",""
"a18bn000001a1dRAAQ","","Days in Year","a19bn000001uMURAA2","false","true","","","","","","","","ADD","false","1.0","a16bn00000108I1AAI","42252301427159927","Prepopulated","false","Decimal","","false","","","","365",""
"a18bn000001a1ePAAQ","","Freight & Trucking","a19bn000001uMUSAA2","false","true","","","","","","","","ADD","false","91.0","a16bn00000108IJAAY","42252559350560683","Standard","false","Group","","false","","","","",""
"a18bn000001a1dMAAQ","","Term Debt & Cap. Lease Cov. Ratio","a19bn000001uMUZAA2","false","true","","","","","","","","ADD","false","11.0","a16bn00000108JVAAY","42252650683588822","Simulated","false","Decimal","","false","","","","<#TCF_Cash_Flow_Available_to_Service_Debt_ACCTGRD>/<#TCF_Pro_Forma_Debt_Service_ACCTGRD>",""
"a18bn000001a1bwAAA","","Inconsistency in Valuing Assets or Listing Liabs.","a19bn000001uMUXAA2","false","true","","","","","","","","ADD","false","71.0","a16bn00000108JMAAY","42252715500916982","Standard","false","Group","","false","","","","",""
"a18bn000001a1s7AAA","","Days in Year (prepop. 365)","a19bn000001uMUeAAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108VFAAY","42252715814118270","Prepopulated","false","Group","","false","","","","365",""
"a18bn000001a1oJAAQ","","Chg. Other investments","a19bn000001uMUhAAM","true","true","","","","","","","","ADD","false","46.0","a16bn00000108VoAAI","42252753103997653","Simulated","false","Group","","true","","","","<#Other_Investments_ACCTGRD>",""
"a18bn000001a1B9AAI","","Bad Debt Expense","a19bn000001uMdeAAE","false","true","","","","","","","","ADD","false","80.0","a16bn00000108fdAAA","42253072097393064","Standard","false","Group","","false","","","","",""
"a18bn000001a1ZgAAI","","NCF DSCR Variance","a19bn000001uMV2AAM","false","true","","","","","","","","ADD","false","91.0","a16bn00000108ahAAA","42253226313402293","Simulated","false","Decimal","","false","","","","({{loanAssumptions:policyDSCR}} - <#NCF DSCR>) * -1",""
"a18bn000001a1KqAAI","","Borrowed Funds to Eff TNW","a19bn000001uMdTAAU","false","true","","","","","","","","ADD","false","81.0","a16bn00000108e0AAA","42253335608851720","Simulated","false","Decimal","","false","","","","(<#Overdrafts_Book_ACCTGRD> + <#Overdrafts_Financing_ACCTGRD> + <#Revolving_Line_of_Credit_ACCTGRD> + <#ST_Loans_PayableBank_ACCTGRD> + <#ST_Loans_PayableOther_ACCTGRD> + <#CPLTDBank_ACCTGRD> + <#CPLTDOther_Secured_ACCTGRD> + <#CPLTDOther_Unsecured_ACCTGRD> + <#Capital_Lease_Obligations_CP_ACCTGRD> + <#Long_Term_DebtBank_ACCTGRD> + <#Long_Term_DebtOther_Sec_ACCTGRD> + <#Long_Term_DebtOther_Unsec_ACCTGRD> + <#Capital_Lease_Obligations_LTP_ACCTGRD>) / (<#Eff_Tangible_Net_Worth_Actual_ACCTGRD>)",""
"a18bn000001a1lKAAQ","","Chg Due to Related CP","a19bn000001uMUwAAM","false","true","","","","","","","","ADD","false","61.0","a16bn00000108XjAAI","42253351345567569","Simulated","false","Group","","true","","","","<#Due_to_Related_Co_CP_ACCTGRD> + <#Due_to_OfficersStkhldrs_CP_ACCTGRD>",""
"a18bn000001a1ncAAA","","Chg. Mortgages, notes pay greater than 1 year","a19bn000001uMUhAAM","false","true","","","","","","","","ADD","false","41.0","a16bn00000108VpAAI","42253486299170156","Simulated","false","Group","","true","","","","<#Long_Term_DebtBank_ACCTGRD>",""
"a18bn000001a1QlAAI","","Trade notes and accts receivable","a19bn000001uMV3AAM","false","true","","","","","","","","ADD","false","21.0","a16bn00000108ajAAA","42253812856583470","Standard","false","Group","","false","","","","",""
"a18bn000001a1CHAAY","","Management Fees","a19bn000001uMdgAAE","false","true","","","","","","","","ADD","false","800.0","a16bn00000108g6AAA","42253836314106567","Standard","false","Group","","false","","","","",""
"a18bn000001a11GAAQ","","Treasury Stock","a19bn000001uMdfAAE","true","true","","","","","","","","ADD","false","100.0","a16bn00000108g2AAA","42253845892169202","Standard","false","Group","","false","","","","",""
"a18bn000001a1nFAAQ","","Other Fixed Assets","a19bn000001uMURAA2","false","true","","","","","","","","ADD","false","21.0","a16bn00000108I0AAI","42253888535821705","Standard","false","Group","","false","","","","",""
"a18bn000001a1OBAAY","","EBIDA","a19bn000001uMV5AAM","false","true","","","","","","","","ADD","false","51.0","a16bn00000108b1AAA","42254275693618715","Simulated","false","Group","","false","","","","<#Book_Net_Income_ACCTGRD>+<#Depreciation_Expense_ACCTGRD>+<#8825_Depreciation_ACCTGRD>+<#Interest_Expense_ACCTGRD>+<#8825_Interest_ACCTGRD>+<#Amortization_Expense_ACCTGRD>+<#8825_Amorization_ACCTGRD>",""
"a18bn000001a1ppAAA","","Investment Real Estate","a19bn000001uMUaAAM","false","true","","","","","","","","ADD","false","41.0","a16bn00000108JYAAY","42254441550105624","Standard","false","Group","","false","","","","",""
"a18bn000001a1KCAAY","","Chg Notes Payable Current","a19bn000001uMddAAE","false","true","","","","","","","","ADD","false","1.0","a16bn00000108fVAAQ","42254567850791015","Simulated","false","Group","","true","","","","<#Overdrafts_Book_ACCTGRD> + <#Overdrafts_Financing_ACCTGRD> + <#Revolving_Line_of_Credit_ACCTGRD> + <#ST_Loans_PayableBank_ACCTGRD> + <#ST_Loans_PayableOther_ACCTGRD>",""
"a18bn000001a1YjAAI","","Chg in Accrued Dividends","a19bn000001uMUwAAM","false","true","","","","","","","","ADD","false","31.0","a16bn00000108XdAAI","42254582433756396","Simulated","false","Group","","true","","","","<#Dividends_Payable_ACCTGRD>",""
"a18bn000001a1GPAAY","","EBITDA","a19bn000001uMdaAAE","false","true","","","","","","","","ADD","false","71.0","a16bn00000108fCAAQ","42255002224944690","Simulated","false","Financial","","false","","","","<#EBIT_ACCTGRD> + <#Cost_of_Sales_Deprec_Impairment_ACCTGRD> + <#Depreciation_Expense_ACCTGRD> + <#Amortization_Expense_ACCTGRD> + <#Asset_Impairment_ACCTGRD>",""
"a18bn000001a1onAAA","","Income incl Sch K not on books (M1)","a19bn000001uMUkAAM","true","true","","","","","","","","ADD","false","31.0","a16bn00000108WGAAY","42255109626786368","Simulated","false","Group","","false","","","","<#M1_2_Income_incl_in_SchK_ACCTGRD>",""
"a18bn000001a1ZIAAY","","Loss - Minority Interest","a19bn000001uMV0AAM","true","true","","","","","","","","ADD","false","11.0","a16bn00000108a2AAA","42255159185694143","Standard","false","Group","","false","","","","",""
"a18bn000001a17SAAQ","","Chg Non Op Non Current Liabs","a19bn000001uMdWAAU","false","true","","","","","","","","ADD","false","11.0","a16bn00000108eLAAQ","42255335314775307","Simulated","false","Group","","true","","","","<#Other_NonOp_NonCur_Liabs_ACCTGRD>",""
"a18bn000001a1dqAAA","","Notes Payable - Other","a19bn000001uMURAA2","false","true","","","","","","","","ADD","false","19.75","a16bn00000108I7AAI","42255692733307935","Standard","false","Group","","false","","","","",""
"a18bn000001a1EiAAI","","Car and Truck Expenses","a19bn000001uMdKAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108cXAAQ","42255859931093304","Standard","false","Group","","false","","","","",""
"a18bn000001a1LbAAI","","Revenue","a19bn000001uMV2AAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108aZAAQ","42255907692058095","Simulated","false","Group","","false","","","","<#gross_revenue>",""
"a18bn000001a15PAAQ","","Total Assets to Net Sales","a19bn000001uMdTAAU","false","true","","","","","","","","ADD","false","61.0","a16bn00000108e3AAA","42256531082911298","Simulated","false","Group","","false","","","","(<#Total_Assets_ACCTGRD>)/(<#Annualized_Net_Sales_ACCTGRD>)",""
"a18bn000001a16dAAA","","Repairs","a19bn000001uMdJAAU","false","true","","","","","","","","ADD","false","91.0","a16bn00000108cQAAQ","42256730806911695","Standard","false","Group","","false","","","","",""
"a18bn000001a1leAAA","","Chg Accruals","a19bn000001uMUwAAM","false","true","","","","","","","","ADD","false","101.0","a16bn00000108XYAAY","42256939903457235","Simulated","false","Group","","true","","","","<#Accrued_Payroll_Taxes_ACCTGRD> + <#WagesSalaries_Payable_ACCTGRD> + <#Profit_Sharing_Plan_Contribution_ACCTGRD> + <#Bonuses_Payable_ACCTGRD> + <#Other_Accruals_ACCTGRD>",""
"a18bn000001a1CcAAI","","Total operating expense","a19bn000001uMdjAAE","false","true","","","a16bn00000108gvAAA","","","","","SUBTRACT","false","200.0","a16bn00000108gwAAA","42256979120208186","Standard","false","Group","","false","","","","",""
"a18bn000001a1L6AAI","","General & Administrative","a19bn000001uMdOAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108ctAAA","42256990491597064","Standard","false","Group","","false","","","","",""
"a18bn000001a1Y7AAI","","Chg Other Current Assets","a19bn000001uMUzAAM","true","true","","","","","","","","ADD","false","61.0","a16bn00000108ZjAAI","42257082783111133","Simulated","false","Group","","true","","","","<#Costs_in_Excess_of_Billings_ACCTGRD> + <#PrepaidsDeferreds_CP_ACCTGRD> + <#Other_Operating_Current_Assets_ACCTGRD>",""
"a18bn000001a1qZAAQ","","UCA NCAO to Pro Forma DS","a19bn000001uMUeAAM","false","true","","","","","","","","ADD","false","0.375","a16bn00000108VKAAY","42257200263517074","Simulated","false","Decimal","","false","","","","<#DCF_Net_Cash_After_Operations_ACCTGRD> / <#TCF_Pro_Forma_Debt_Service_ACCTGRD>",""
"a18bn000001a1PXAAY","","Interest expense (Part III; Column B) Enter Opposite Sign","a19bn000001uMdCAAU","false","true","","","","","","","","ADD","false","81.0","a16bn00000108bcAAA","42258044610497202","Standard","false","Group","","false","","","","",""
"a18bn000001a1uFAAQ","","Personal Income","a19bn000001uMUnAAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108WaAAI","42258045586661718","Simulated","false","Group","","false","","","","<#TCF_Personal_Income_ACCTGRD>",""
"a18bn000001a1l2AAA","","Chg. Long Term Debt","a19bn000001uMUzAAM","false","true","","","","","","","","ADD","false","21.0","a16bn00000108ZoAAI","42258088852359210","Simulated","false","Group","","true","","","","<#Long_Term_DebtBank_ACCTGRD> + <#Long_Term_DebtOther_Sec_ACCTGRD> + <#Long_Term_DebtOther_Unsec_ACCTGRD> + <#Capital_Lease_Obligations_LTP_ACCTGRD> + <#Subord_Deferred_DebtLiab_ACCTGRD>",""
"a18bn000001a1XRAAY","","Cash Value Life Insurance","a19bn000001uMV1AAM","false","true","","","","","","","","ADD","false","230.0","a16bn00000108aEAAQ","42258133127832175","Standard","false","Group","","false","","","","",""
