"Id","IsDeleted","Name","LLC_BI__Spread_Statement_Type__c","LLC_BI__Debit__c","LLC_BI__Include_In_Total__c","LLC_BI__Is_Linked__c","LLC_BI__Linked_Spread_Statement_Record__c","LLC_BI__Linked_Spread_Statement_Total_Group__c","LLC_BI__Operation_Add__c","LLC_BI__Operation_Divide__c","LLC_BI__Operation_Multiply__c","LLC_BI__Operation_Subtract__c","LLC_BI__Operation__c","LLC_BI__Period_Over_Period_Change__c","LLC_BI__Row_Number__c","LLC_BI__Spread_Statement_Record_Total__c","LLC_BI__lookupKey__c","LLC_BI__Record_Type__c","LLC_BI__Prior_Fiscal_Year__c","LLC_BI__Display_Type__c","LLC_BI__KPI_Type__c","LLC_BI__Period_Over_Prior_Fiscal_Year__c","LLC_BI__Formula__c","LLC_BI__Source_Row__c","LLC_BI__Cloned_Source_Row__c","LLC_BI__Formula_Long_Text__c","LLC_BI__Associated_Parent_Record__c"
"a18bn000001a1nNAAQ","","Capital Expenditures","a19bn000001uMUSAA2","false","true","","","","","","","","ADD","false","11.0","a16bn00000108J6AAI","06a1a9bc-e1b3-4775-9976-8f21d83acda7","Simulated","false","Group","","false","","","","<#Capital_Expenditure_ACCTGRD>",""
"a18bn000001a1alAAA","","Accounts Receivable - Manual Adj.","a19bn000001uMUTAA2","false","true","","","","","","","","ADD","false","11.0","a16bn00000108J7AAI","11439c3d-f709-47e9-a530-5bb6228b0137","Standard","false","Group","","false","","","","",""
"a18bn000001a1CnAAI","","Other Expenses","a19bn000001uMdjAAE","false","true","","","","","","","","ADD","false","5200.0","a16bn00000108gqAAA","13f252a8-bfdc-49a5-8b9e-9f7a21f28a99","Standard","false","Group","","false","","","","",""
"a18bn000001a1aaAAA","","Chg. Accrued Interest","a19bn000001uMUTAA2","false","true","","","","","","","","ADD","false","1.0","a16bn00000108J4AAI","17a0d46d-49f2-4159-ac4a-78511e78bdc6","Simulated","false","Group","","true","","","","<#Interest_Payable_ACCTGRD>",""
"a18bn000001a1acAAA","","Capital Sales","a19bn000001uMUSAA2","false","true","","","","","","","","ADD","false","1.0","a16bn00000108J6AAI","28e3a4f9-1afa-4dda-8ac4-0718b43cc784","Standard","false","Group","","false","","","","",""
"a18bn000001a14bAAA","","Other Revenue","a19bn000001uMdjAAE","false","true","","","","","","","","ADD","false","6000.0","a16bn00000108gtAAA","296c824d-3d8a-4723-875a-6e9d0f743755","Standard","false","Group","","false","","","","",""
"a18bn000001a1RXAAY","","Prepaids - Manual Adj.","a19bn000001uMUTAA2","false","true","","","","","","","","ADD","false","11.0","a16bn00000108JAAAY","2f04936c-6e6c-4660-b7c1-710b453e0295","Standard","false","Group","","false","","","","",""
"a18bn000001a1ngAAA","","Capital Expenditures","a19bn000001uMUXAA2","true","true","","","","","","","","ADD","false","387.875","a16bn00000108JMAAY","2f540f31-1b7f-463f-911d-b3b9548f0e5e","Simulated","false","Group","","false","","","","<#Capital_Expenditure_ACCTGRD>",""
"a18bn000001a1ahAAA","","Chg. Crop Inventory","a19bn000001uMUTAA2","false","true","","","","","","","","ADD","false","1.0","a16bn00000108J8AAI","309706f2-fb21-44ab-a362-3cd469e5ba7b","Simulated","false","Financial","","true","","","","<#Crop_Inventory_ACCTGRD>",""
"a18bn000001a1RWAAY","","Other Current Assets - Manual Adj.","a19bn000001uMUTAA2","false","true","","","","","","","","ADD","false","11.0","a16bn00000108JBAAY","33017e8e-abb5-49f9-8dac-5c6f20ff3461","Standard","false","Group","","false","","","","",""
"a18bn000001a1abAAA","","Chg. Livestock Inventory","a19bn000001uMUTAA2","false","true","","","","","","","","ADD","false","1.0","a16bn00000108IgAAI","34f4a432-fe7b-4538-a868-c5e2c00660bf","Simulated","false","Group","","true","","","","<#MarketLivestock_andPoultry_ACCTGRD>",""
"a18bn000001a147AAA","","Rooms Occupied","a19bn000001uMdjAAE","false","true","","a18bn000001a14nAAA","","","","","","ADD","false","100.0","a16bn00000108gkAAA","35531f7e-a910-4825-bfec-a491588b81bf","Standard","false","Group","","false","","","","",""
"a18bn000001a1RRAAY","","Chg. Breeding Livestock","a19bn000001uMUTAA2","false","true","","","","","","","","ADD","false","1.0","a16bn00000108JCAAY","36fc410f-1d46-4153-9c7b-a38566dc1e2b","Simulated","false","Group","","true","","","","<#BreedingStock_Inventory_ACCTGRD>",""
"a18bn000001a14cAAA","","Total Rooms","a19bn000001uMdjAAE","false","true","","a18bn000001a14pAAA","","","","","","DIVIDE","false","1100.0","a16bn00000108gkAAA","3afc1925-c531-47ea-9285-9a8e814437dd","Standard","false","Group","","false","","","","",""
"a18bn000001a1eYAAQ","","Livestock Inventory  - Manual Adj.","a19bn000001uMUTAA2","false","true","","","","","","","","ADD","false","11.0","a16bn00000108IgAAI","3b14e26e-339d-42f7-81f8-6841ea2c6d57","Standard","false","Group","","false","","","","",""
"a18bn000001a14DAAQ","","Total Available Rooms","a19bn000001uMdjAAE","false","true","","a18bn000001a14oAAA","","","","","","DIVIDE","false","1100.0","a16bn00000108grAAA","3bbd127b-e14b-4d44-8ad9-0978eb32547e","Standard","false","Group","","false","","","","",""
"a18bn000001a1aeAAA","","Chg. Grain Inventory","a19bn000001uMUTAA2","false","true","","","","","","","","ADD","false","1.0","a16bn00000108IfAAI","3e067495-9a65-4dee-8ea5-9011ac491c31","Simulated","false","Group","","true","","","","<#Grain_Inventory_ACCTGRD>",""
"a18bn000001a149AAA","","Convention / Bankquet","a19bn000001uMdjAAE","false","true","","","","","","","","ADD","false","3000.0","a16bn00000108gtAAA","3ee11fff-49a7-43f0-859a-fab309fe6408","Standard","false","Group","","false","","","","",""
"a18bn000001a1stAAA","","Other Cash Flow Adjustments","a19bn000001uMUnAAM","false","true","","","","","","","","ADD","false","71.0","a16bn00000108WUAAY","4180c921-df75-4410-ba28-f3551909b75c","Standard","false","Financial","","false","","","","",""
"a18bn000001a1KlAAI","","Other General & Admin Expense","a19bn000001uMdeAAE","false","true","","","","","","","","ADD","false","20.0","a16bn00000108fdAAA","42001463618209827","Standard","false","Group","","false","","","","",""
"a18bn000001a1qMAAQ","","Historical Cash Flow Coverage","a19bn000001uMUgAAM","false","true","","","","","","","","ADD","false","11.0","a16bn00000108VdAAI","42001497615726770","Simulated","false","Decimal","","false","","","","<#TCF_Cash_Flow_Available_to_Service_Debt_ACCTGRD>/<#TCF_Historical_Debt_Service_ACCTGRD>",""
"a18bn000001a12BAAQ","","Capital Leases","a19bn000001uMdYAAU","false","true","","","","","","","","ADD","false","70.0","a16bn00000108ebAAA","42002170231289461","Standard","false","Group","","false","","","","",""
"a18bn000001Zt0vAAC","","Total Sales","a19bn000001uMdZAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108ekAAA","42002916097863520","Simulated","false","Group","","false","","","","<#Total_Net_SalesRevenue_ACCTGRD>",""
"a18bn000001a1XnAAI","","Accumulated OCI","a19bn000001uMV1AAM","false","true","","","","","","","","ADD","false","95.0","a16bn00000108aPAAQ","42003289408494823","Standard","false","Group","","false","","","","",""
"a18bn000001a1aRAAQ","","Legal & Professional Fees","a19bn000001uMV2AAM","false","true","","","","","","","","ADD","false","81.0","a16bn00000108aYAAQ","42003464158181488","Standard","false","Group","","false","","","","",""
"a18bn000001a1hdAAA","","EBITDAR","a19bn000001uMUWAA2","false","true","","","","","","","","ADD","false","31.0","a16bn00000108JKAAY","42003631646420522","Simulated","false","Group","","false","","","","<#EBITDAR_ACCTGRD>",""
"a18bn000001a100AAA","","Def Inc Tax Recover - CP","a19bn000001uMdYAAU","false","true","","","","","","","","ADD","false","100.0","a16bn00000108eaAAA","42003866593202312","Standard","false","Group","","false","","","","",""
"a18bn000001a19MAAQ","","Deannnualized CP CPLTD","a19bn000001uMdaAAE","false","true","","","","","","","","ADD","false","11.0","a16bn00000108f9AAA","42003886706791128","Simulated","false","Group","","false","","","","(<#CPLTDBank_ACCTGRD> + <#CPLTDOther_Secured_ACCTGRD> + <#CPLTDOther_Unsecured_ACCTGRD> + <#Capital_Lease_Obligations_CP_ACCTGRD> + <#CP_Subordinated_Debt_ACCTGRD> ) / <#Partial_Year_Adjustment_ACCTGRD>",""
"a18bn000001a1lAAAQ","","Accumulated Depreciation","a19bn000001uMV1AAM","true","true","","","","","","","","ADD","false","11.0","a16bn00000108aDAAQ","42003914922300335","Standard","false","Group","","false","","","","",""
"a18bn000001a1LVAAY","","Due To Officers/Stkhlders LT","a19bn000001uMdYAAU","false","true","","","","","","","","ADD","false","30.0","a16bn00000108eeAAA","42004245039013848","Standard","false","Group","","false","","","","",""
"a18bn000001a1u7AAA","","Interest (paid to banks, etc)","a19bn000001uMUnAAM","false","true","","","","","","","","ADD","false","11.0","a16bn00000108WXAAY","42004414217307348","Simulated","false","Group","","false","","","","<#Sch_F_Interest_Expense_ACCTGRD>",""
"a18bn000001a1lQAAQ","","Chg CPLTD","a19bn000001uMUwAAM","false","true","","","","","","","","ADD","false","21.0","a16bn00000108XnAAI","42004781498749797","Simulated","false","Group","","true","","","","<#CPLTDBank_ACCTGRD> + <#CPLTDOther_Secured_ACCTGRD> + <#CPLTDOther_Unsecured_ACCTGRD> + <#Capital_Lease_Obligations_CP_ACCTGRD> + <#CP_Subordinated_Debt_ACCTGRD>",""
"a18bn000001a0ydAAA","","Chg Other Current Liabilities","a19bn000001uMdZAAU","false","true","","","","","","","","ADD","false","81.0","a16bn00000108enAAA","42005325355120399","Simulated","false","Group","","true","","","","<#Other_Operating_Current_Liabs_ACCTGRD>",""
"a18bn000001a1PmAAI","","Other gross rental income (loss)","a19bn000001uMdDAAU","false","true","","","","","","","","ADD","false","21.0","a16bn00000108bhAAA","42005490549390122","Standard","false","Group","","false","","","","",""
"a18bn000001a1roAAA","","Bad debt expense","a19bn000001uMUfAAM","false","true","","","","","","","","ADD","false","-0.25","a16bn00000108VUAAY","42005691924834443","Standard","false","Group","","false","","","","",""
"a18bn000001a13wAAA","","Other Expenses","a19bn000001uMdgAAE","false","true","","","","","","","","ADD","false","1000.0","a16bn00000108g6AAA","42006692661895577","Standard","false","Group","","false","","","","",""
"a18bn000001a1HiAAI","","Chg Non Op Non Current Liabs","a19bn000001uMdSAAU","false","true","","","","","","","","ADD","false","11.0","a16bn00000108dsAAA","42006916379123192","Simulated","false","Group","","true","","","","<#Other_NonOp_NonCur_Liabs_ACCTGRD>",""
"a18bn000001a1b4AAA","","Machinery","a19bn000001uMUSAA2","false","true","","","","","","","","ADD","false","21.0","a16bn00000108IQAAY","42007042388260871","Standard","false","Group","","false","","","","",""
"a18bn000001a1OmAAI","","Historical Excess Cash Flow","a19bn000001uMV4AAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108avAAA","42007256048113454","Simulated","false","Group","","false","","","","<#TCF_Cash_Flow_Available_to_Service_Debt_ACCTGRD>-<#TCF_Historical_Debt_Service_ACCTGRD>",""
"a18bn000001a1ACAAY","","Business CF / Historical Debt Service","a19bn000001uMdNAAU","false","true","","","","","","","","ADD","false","41.0","a16bn00000108coAAA","42007496090180877","Simulated","false","Decimal","","false","","","","(<#Net_Profit_ACCTGRD> +<#Depreciation_Expense_ACCTGRD>+<#Amortization_Expense_ACCTGRD>+(<#Interest_Expense_ACCTGRD>* -1) - (<#Adj_to_Retained_Earn_Dividends_ACCTGRD>+<#Adj_to_Retained_Earn_Withdrawals_ACCTGRD>*-1))/(<#Deannualized_PP_CPLTD_ACCTGRD> +(<#Interest_Expense_ACCTGRD>*-1))",""
"a18bn000001a1hRAAQ","","Depreciation in COGS","a19bn000001uMUnAAM","false","true","","","","","","","","ADD","false","41.0","a16bn00000108WUAAY","42007993475482807","Simulated","false","Group","","false","","","","<#Sch_C_COGS_Depreciation_ACCTGRD>",""
"a18bn000001a1NDAAY","","Repairs and maintenance","a19bn000001uMdEAAU","false","false","","","","","","","","ADD","false","21.0","a16bn00000108bsAAA","42008512780904320","Standard","false","Group","","false","","","","",""
"a18bn000001a1hOAAQ","","Other deductions","a19bn000001uMdDAAU","false","true","","","","","","","","ADD","false","41.0","a16bn00000108biAAA","42009316537585580","Standard","false","Group","","false","","","","",""
"a18bn000001a1rbAAA","","Allowance for bad debts","a19bn000001uMUdAAM","true","true","","","","","","","","ADD","false","36.0","a16bn00000108V7AAI","42009594631731625","Standard","false","Group","","false","","","","",""
"a18bn000001a1PNAAY","","Distributions - Cash","a19bn000001uMdCAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108beAAA","42009894290355670","Standard","false","Group","","false","","","","",""
"a18bn000001a1IiAAI","","Chg Other Receivables","a19bn000001uMddAAE","true","true","","","","","","","","ADD","false","1.0","a16bn00000108fSAAQ","42010438359388621","Simulated","false","Group","","true","","","","<#Notes_Rec_CP_ACCTGRD> + <#Other_Receivables_CP_ACCTGRD> + <#Def_Inc_Tax_Recover_CP_ACCTGRD> + <#Income_Tax_Receivable_ACCTGRD> + <#Other_Accounts_Receivable_CP_ACCTGRD>",""
"a18bn000001a1TeAAI","","Treasury Stock","a19bn000001uMUUAA2","true","true","","","","","","","","ADD","false","31.0","a16bn00000108InAAI","42010534494574811","Standard","false","Group","","false","","","","",""
"a18bn000001a1L4AAI","","Gross Profit","a19bn000001uMdOAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108csAAA","42010836276759663","Simulated","false","Group","","false","","","","<#Total_Net_SalesRevenue_ACCTGRD>-<#Total_Cost_of_SalesRevenue_ACCTGRD>",""
"a18bn000001a1NiAAI","","Provision for Taxes","a19bn000001uMV4AAM","false","true","","","","","","","","ADD","false","21.0","a16bn00000108arAAA","42010950371668964","Simulated","false","Group","","false","","","","<#Total_Provision_for_Taxes_ACCTGRD>",""
"a18bn000001a14aAAA","","Profit After Tax","a19bn000001uMdjAAE","false","true","","","a16bn00000108gxAAA","","","","","ADD","false","2000.0","a16bn00000108h0AAA","42010994342239964","Standard","false","Financial","","false","","","","",""
"a18bn000001a1ASAAY","","Net Sales/Working Capital","a19bn000001uMdTAAU","false","true","","","","","","","","ADD","false","31.0","a16bn00000108dzAAA","42011089503489919","Simulated","false","Group","","false","","","","<#Annualized_Net_Sales_ACCTGRD>/<#Working_Capital_ACCTGRD>",""
"a18bn000001a1feAAA","","Capital stock","a19bn000001uMUdAAM","false","true","","","","","","","","ADD","false","11.0","a16bn00000108VDAAY","42011368093677328","Standard","false","Group","","false","","","","",""
"a18bn000001a1XyAAI","","Cash Paid for Plant and Investments","a19bn000001uMUwAAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108XkAAI","42011729542417223","Simulated","false","Group","","false","","","","<#DCF_Chg_in_Net_Fixed_Assets_ACCTGRD> + <#DCF_Chg_in_Investments_ACCTGRD> + <#DCF_Chg_in_Net_Intangibles_ACCTGRD>",""
"a18bn000001a169AAA","","Total Net Cash Flow","a19bn000001uMdHAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108cBAAQ","42011762550028908","Simulated","false","Group","","false","","","","<#TCF_Gross_Cash_Flow_ACCTGRD>-<#Total_Debt_Service_ACCTGRD>",""
"a18bn000001a1QRAAY","","Gross income sourced at partner level","a19bn000001uMdDAAU","false","true","","","","","","","","ADD","false","11.0","a16bn00000108blAAA","42012303531564073","Standard","false","Group","","false","","","","",""
"a18bn000001a1eCAAQ","","Milk Sales","a19bn000001uMUSAA2","false","true","","","","","","","","ADD","false","21.0","a16bn00000108IGAAY","42014117312479031","Standard","false","Group","","false","","","","",""
"a18bn000001a1MdAAI","","Cash After Operations","a19bn000001uMdBAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108bKAAQ","42014245377677951","Simulated","false","Group","","false","","","","<#DCF_Cash_from_Trading_Activities_ACCTGRD>+<#DCF_Cash_Paid_for_Operating_Costs_ACCTGRD>",""
"a18bn000001a1r4AAA","","Mortgages, notes, bonds payable in less than 1 year","a19bn000001uMUdAAM","false","true","","","","","","","","ADD","false","21.0","a16bn00000108VAAAY","42014610713532736","Standard","false","Group","","false","","","","",""
"a18bn000001a1GoAAI","","Dividend Payout Rate","a19bn000001uMdaAAE","false","true","","","","","","","","ADD","false","61.0","a16bn00000108fDAAQ","42015229400723192","Simulated","false","Group","","false","","","","(<#Adj_to_Retained_Earn_Dividends_ACCTGRD>+<#Adj_to_Retained_Earn_Dividends_Stock_ACCTGRD>+<#Adj_to_Retained_Earn_Withdrawals_ACCTGRD>) * -1 /<#Net_Profit_ACCTGRD>",""
"a18bn000001a1UeAAI","","Management Fees","a19bn000001uMUWAA2","false","true","","","","","","","","ADD","false","151.0","a16bn00000108J1AAI","42015914237088146","Standard","false","Group","","false","","","","",""
"a18bn000001a145AAA","","Debt Service","a19bn000001uMdgAAE","false","true","","a18bn000001a143AAA","","","","","","DIVIDE","false","200.0","a16bn00000108gGAAQ","42016043245915095","Standard","false","Group","","false","","","","",""
"a18bn000001a1LdAAI","","Capital Expenditures","a19bn000001uMV2AAM","false","true","","","","","","","","ADD","false","21.0","a16bn00000108aaAAA","42016433609553483","Standard","false","Group","","false","","","","",""
"a18bn000001a1lzAAA","","Debt Service from Schedule","a19bn000001uMUvAAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108XJAAY","42016544113009699","Standard","false","Financial","","false","","","","",""
"a18bn000001a1I2AAI","","Tangible Net Worth","a19bn000001uMdfAAE","false","true","","","","","","","","ADD","false","1.0","a16bn00000108g5AAA","42016819377968556","Simulated","false","Group","","false","","","","<#Tangible_Net_Worth_Actual_ACCTGRD>",""
"a18bn000001a1ZuAAI","","Landscaping PSF","a19bn000001uMV2AAM","false","true","","","","","","","","ADD","false","150.0","a16bn00000108aiAAA","42017275788164107","Simulated","false","Group","","false","","","","<#Landscaping>/<#square footage>",""
"a18bn000001a1ciAAA","","EBITDA / Acre","a19bn000001uMUYAA2","false","true","","","","","","","","ADD","false","141.0","a16bn00000108JOAAY","42018087718494353","Simulated","false","Decimal","","false","","","","<#EBITDA_ACCTGRD>/<#Farm_Size_Acres_ACCTGRD>",""
"a18bn000001a1bLAAQ","","Accrual Adjustments (+/-)","a19bn000001uMUTAA2","false","true","","","","","","","","ADD","false","51.0","a16bn00000108ITAAY","42018186072551291","Standard","false","Group","","false","","","","",""
"a18bn000001a1ReAAI","","Life Insurance - cash surrender value","a19bn000001uMUmAAM","false","true","","","","","","","","ADD","false","41.0","a16bn00000108WMAAY","42018616503600376","Standard","false","Group","","false","","","","",""
"a18bn000001a1thAAA","","Other Expenses","a19bn000001uMUnAAM","false","true","","","","","","","","ADD","false","41.0","a16bn00000108WZAAY","42018829131561344","Standard","false","Group","","false","","","","",""
"a18bn000001a1bCAAQ","","Mkt Livestock & Poultry Total Adjust","a19bn000001uMUTAA2","false","true","","","","","","","","ADD","false","11.0","a16bn00000108IRAAY","42018975215284565","Simulated","false","Group","","false","","","","<#MtkLivestockandPoultry_TotalAdjust_ACCTRD>",""
"a18bn000001a1YAAAY","","Chg Non Current Receivables","a19bn000001uMUzAAM","true","true","","","","","","","","ADD","false","21.0","a16bn00000108ZmAAI","42019054238332190","Simulated","false","Group","","true","","","","<#AccountsNotes_Rec_LTP_ACCTGRD> + <#Other_AccountsNotes_Rec_LTP_ACCTGRD>",""
"a18bn000001a1ebAAA","","Other reductions","a19bn000001uMUiAAM","true","true","","","","","","","","ADD","false","71.0","a16bn00000108W0AAI","42019130166726725","Standard","false","Group","","false","","","","",""
"a18bn000001a0z1AAA","","Lease/Rent Expense","a19bn000001uMdQAAU","true","true","","","","","","","","ADD","false","21.0","a16bn00000108dAAAQ","42019459266138961","Simulated","false","Group","","false","","","","<#LeaseRent_Expense_ACCTGRD>",""
"a18bn000001a1rdAAA","","Land (net of amortization)","a19bn000001uMUdAAM","false","true","","","","","","","","ADD","false","66.0","a16bn00000108V8AAI","42020380712594328","Standard","false","Group","","false","","","","",""
"a18bn000001a1drAAA","","Intermediate Term Debt - Ours","a19bn000001uMURAA2","false","true","","","","","","","","ADD","false","1.0","a16bn00000108I8AAI","42021434031364512","Standard","false","Group","","false","","","","",""
"a18bn000001a1hPAAQ","","Interest expense","a19bn000001uMdDAAU","false","true","","","","","","","","ADD","false","71.0","a16bn00000108blAAA","42021805329410485","Standard","false","Group","","false","","","","",""
"a18bn000001a1siAAA","","Debt / TNW less Soft Assets","a19bn000001uMUeAAM","false","true","","","","","","","","ADD","false","36.0","a16bn00000108VJAAY","42022120037553585","Simulated","false","Decimal","","false","","","","<#Total_Liabilities_ACCTGRD>/(<#Tangible_Net_Worth_Actual_ACCTGRD>-<#Loans_to_Related_Co_LTP_ACCTGRD>)",""
"a18bn000001a19NAAQ","","Annualized Net Sales","a19bn000001uMdaAAE","false","true","","","","","","","","ADD","false","1.0","a16bn00000108f9AAA","42022223071648150","Simulated","false","Group","","false","","","","<#Total_Net_SalesRevenue_ACCTGRD>*<#Partial_Year_Adjustment_ACCTGRD>",""
"a18bn000001a178AAA","","Sales of Livestock","a19bn000001uMdKAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108cVAAQ","42022576948280534","Standard","false","Group","","false","","","","",""
"a18bn000001a1rnAAA","","Interest","a19bn000001uMUfAAM","false","true","","","","","","","","ADD","false","0.84375","a16bn00000108VUAAY","42022952984828076","Standard","false","Group","","false","","","","",""
"a18bn000001a1p4AAA","","Insurance","a19bn000001uMUlAAM","false","true","","","","","","","","ADD","false","41.0","a16bn00000108WKAAY","42023102921452998","Standard","false","Group","","false","","","","",""
"a18bn000001a1ijAAA","","Net Sales / Working Capital","a19bn000001uMUVAA2","false","true","","","","","","","","ADD","false","31.0","a16bn00000108IsAAI","42024632271555405","Simulated","false","Decimal","","false","","","","<#Annualized_Net_Sales_ACCTGRD>/<#Working_Capital_ACCTGRD>",""
"a18bn000001a16EAAQ","","Cost of Labor","a19bn000001uMdIAAU","false","true","","","","","","","","ADD","false","31.0","a16bn00000108cNAAQ","42024797997512096","Standard","false","Group","","false","","","","",""
"a18bn000001a101AAA","","Reserve for Bad Debts","a19bn000001uMdYAAU","true","true","","","","","","","","ADD","false","70.0","a16bn00000108eaAAA","42025477458499774","Standard","false","Group","","false","","","","",""
"a18bn000001a1sAAAQ","","Prior Period Net Worth","a19bn000001uMUeAAM","false","true","","","","","","","","ADD","false","41.0","a16bn00000108VGAAY","42025827727478896","Simulated","true","Group","","false","","","","<#Net_Worth_ACCTGRD>",""
"a18bn000001a1TBAAY","","Accounts Pay Days (excl. Depr.)","a19bn000001uMUVAA2","false","true","","","","","","","","ADD","false","31.0","a16bn00000108IyAAI","42026489544023860","Simulated","false","Decimal","","false","","","","(<#Accounts_PayableTrade_ACCTGRD>/<#Cost_of_SalesRevenues_ACCTGRD>)*<#Days_In_Period_ACCTGRD>",""
"a18bn000001a1cUAAQ","","Ending Value - Reported - Other Capital Assets","a19bn000001uMUXAA2","false","true","","","","","","","","ADD","false","381.0","a16bn00000108JMAAY","42026654832134514","Simulated","false","Group","","false","","","","<#Other_Fixed_Assets_ACCTGRD>+<#Other_Operating_NonCur_Assets_ACCTGRD>+<#Other_NonOp_NonCur_Assets_ACCTGRD>",""
"a18bn000001a1PJAAY","","Chg. Other Op. Current Assets","a19bn000001uMdBAAU","true","true","","","","","","","","ADD","false","41.0","a16bn00000108bJAAQ","42026791718135182","Simulated","false","Group","","true","","","","<#Other_Operating_Current_Assets_ACCTGRD>",""
"a18bn000001a1I4AAI","","Amortization","a19bn000001uMdIAAU","false","true","","","","","","","","ADD","false","211.0","a16bn00000108cKAAQ","42027904102120651","Standard","false","Group","","false","","","","",""
"a18bn000001a1GRAAY","","Fixed Charge Coverage","a19bn000001uMdaAAE","false","true","","","","","","","","ADD","false","111.0","a16bn00000108fCAAQ","42028223416788504","Simulated","false","Group","","false","","","","(<#EBITDA_ACCTGRD>+<#LeaseRent_Expense_ACCTGRD>)/(<#Deannualized_CP_CPLTD_ACCTGRD>+<#LeaseRent_Expense_ACCTGRD>-<#Interest_Expense_ACCTGRD>)",""
"a18bn000001a1djAAA","","Combined Current Assets","a19bn000001uMURAA2","false","true","","","","","","","","ADD","false","1.0","a16bn00000108I6AAI","42028526762312970","Simulated","false","Group","","false","","","","<#Total_Current_Assets_ACCTGRD>+<#PFS_Total_Current_Assets_ACCTGRD>",""
"a18bn000001a19sAAA","","Cleaning and Maintenance","a19bn000001uMdJAAU","false","true","","","","","","","","ADD","false","21.0","a16bn00000108cQAAQ","42029339509438683","Standard","false","Group","","false","","","","",""
"a18bn000001a15oAAA","","Debt to Stated Worth","a19bn000001uMdLAAU","false","true","","","","","","","","ADD","false","21.0","a16bn00000108cYAAQ","42029344676167174","Simulated","false","Decimal","","false","","","","<#PFS_Liabilities_ACCTGRD>/<#PFS_Stated_Net_Worth_ACCTGRD>",""
"a18bn000001a1fQAAQ","","Other Debt","a19bn000001uMUaAAM","false","true","","","","","","","","ADD","false","61.0","a16bn00000108UrAAI","42029412322490594","Standard","false","Group","","false","","","","",""
"a18bn000001a1MoAAI","","Net Cash Income","a19bn000001uMdBAAU","false","true","","","","","","","","ADD","false","1.0","a16bn00000108bPAAQ","42029684846960883","Simulated","false","Group","","false","","","","<#DCF_Net_Cash_After_Operations_ACCTGRD>+<#DCF_Cash_Paid_for_Dividends_and_Interest_ACCTGRD>",""
"a18bn000001a17tAAA","","Debt to Adjusted Net Worth","a19bn000001uMdLAAU","false","true","","","","","","","","ADD","false","31.0","a16bn00000108cYAAQ","42029803894028080","Simulated","false","Decimal","","false","","","","<#PFS_Liabilities_ACCTGRD>/<#PFS_Adjusted_Net_Worth_ACCTGRD>",""
"a18bn000001a1pyAAA","","Net Income","a19bn000001uMUbAAM","false","true","","","","","","","","ADD","false","1.0","a16bn00000108UyAAI","42030180997610457","Standard","false","Group","","false","","","","",""
"a18bn000001a123AAA","","Capital Lease Obligations - LTP","a19bn000001uMdMAAU","false","true","","","","","","","","ADD","false","5.375","a16bn00000108cdAAA","42030492697184961","Standard","false","Group","","false","","","","",""
"a18bn000001a10bAAA","","COGS Depreciation","a19bn000001uMdZAAU","true","true","","","","","","","","ADD","false","11.0","a16bn00000108ewAAA","42030570731069038","Simulated","false","Group","","false","","","","<#Cost_of_Sales_Deprec_Impairment_ACCTGRD>",""
"a18bn000001a1IQAAY","","Accounting Change (+/-)","a19bn000001uMdbAAE","false","true","","","","","","","","ADD","false","41.0","a16bn00000108fEAAQ","42030736195887857","Standard","false","Group","","false","","","","",""
"a18bn000001a1FIAAY","","Net Cash Provided by Financing","a19bn000001uMddAAE","false","true","","","","","","","","ADD","false","1.0","a16bn00000108fXAAQ","42030885037923810","Simulated","false","Group","","false","","","","<#ICF_Net_Change_in_Borrowing_ACCTGRD> + <#ICF_Net_Change_in_Other_Funding_ACCTGRD>",""
"a18bn000001a1r6AAA","","Other current liabilities","a19bn000001uMUdAAM","false","true","","","","","","","","ADD","false","101.0","a16bn00000108VAAAY","42030952341318024","Standard","false","Group","","false","","","","",""
"a18bn000001a0zmAAA","","Other Non-Op. Current Liabs","a19bn000001uMdMAAU","false","true","","","","","","","","ADD","false","111.0","a16bn00000108ccAAA","42031372250767524","Standard","false","Group","","false","","","","",""
"a18bn000001a1ERAAY","","Net Profit Growth","a19bn000001uMdNAAU","false","true","","","","","","","","ADD","false","51.0","a16bn00000108cnAAA","42031596203380963","Simulated","false","Group","","false","","","","((<#Net_Profit_ACCTGRD> * <#Partial_Year_Adjustment_ACCTGRD>) -<#Prior_Period_Net_Profit_ACCTGRD>)/<#Prior_Period_Net_Profit_ACCTGRD>",""
"a18bn000001a1dVAAQ","","Crop Inventory","a19bn000001uMURAA2","false","true","","","","","","","","ADD","false","61.0","a16bn00000108I2AAI","42031742299356809","Standard","false","Group","","false","","","","",""
