"Id","IsDeleted","Name","LLC_BI__Budget__c","LLC_BI__Amount_Budgeted__c","LLC_BI__Category__c","LLC_BI__Description__c","LLC_BI__Notes__c","LLC_BI__Order__c","LLC_BI__Pending_Amount__c","LLC_BI__Percent_Budgeted__c","LLC_BI__Template_Percent_of_Budget__c","LLC_BI__Total_Disbursed_Amount__c","LLC_BI__lookupKey__c","LLC_BI__Percent_Disbursed__c","LLC_BI__Percent_Remaining_Disbursement__c","LLC_BI__Percent_of_Budget__c","LLC_BI__Remaining_Disbursement__c","AutorabitExtId__c"
"a1UWD000006Ooxx2AC","false","CLA-BD-0008314","","","","","","","","","a1WWD0000035Gvj2AE","","","Stairs","","110.0","","","","","0cb3l7aexh2jummpbu","0.0","","0.0","0.0",""
"a1UWD000006Ooy02AC","false","CLA-BD-0008317","","","","","","","","","a1WWD0000035Grx2AE","","","Water Pump","","80.0","","","","","0kifxe0sc23zfovsyq","0.0","","","0.0",""
"a1UWD000006Ooy12AC","false","CLA-BD-0008318","","","","","","","","","a1WWD0000035Gvj2AE","","","Steel","","50.0","","","","","0m3h6jm084u88tpgvr","0.0","","0.0","0.0",""
"a1UWD000006Ooy32AC","false","CLA-BD-0008320","","","","","","","","","a1WWD0000035Grw2AE","900.0","","Impact Fees","","20.0","","","","","0qwxgpyr1699ph3zky","0.0","100.0","0.06","900.0",""
"a1UWD000006Ooy42AC","false","CLA-BD-0008321","","","","","","","","","a1WWD0000035Gvi2AE","67500.0","","Painting","","210.0","","","","","0su63lv8ep8egz51ff","0.0","100.0","4.5","67500.0",""
"a1UWD000006Ooy62AC","false","CLA-BD-0008323","","","","","","","","","a1WWD0000035Gvj2AE","","","Siding","","130.0","","","","","0x0a1d4jew8g8dqjql","0.0","","0.0","0.0",""
"a1UWD000006Ooy72AC","false","CLA-BD-0008324","","","","","","","","","a1WWD0000035Grw2AE","8000.0","","Electrical","","160.0","","","","","118wh8tgz0p8h8zy7h","0.0","100.0","0.5333","8000.0",""
"a1UWD000006Ooy82AC","false","CLA-BD-0008325","","","","","","","","","a1WWD0000035Gvi2AE","850.0","","Surveys","","11.0","","","","","12st9rzg9cc3yptx5i","0.0","100.0","0.0567","850.0",""
"a1UWD000006OoyC2AS","false","CLA-BD-0008329","","","","","","","","","a1WWD0000035Grw2AE","800.0","","Water & Sewer Inspection","","30.0","","","","","1fh74hg0mkihq7o9q2","0.0","100.0","0.0533","800.0",""
"a1UWD000006OoyG2AS","false","CLA-BD-0008333","","","","","","","","","a1WWD0000035Gvi2AE","85000.0","","Tile & Carpet","","230.0","","","","","1u773ylypqs3p21s5c","0.0","100.0","5.6667","85000.0",""
"a1UWD000006OoyI2AS","false","CLA-BD-0008335","","","","","","","","","a1WWD0000035Gvm2AE","1200.0","","Permits / Fees","","10.0","0.0","","","900.0","246l4or91vsp542g7o","75.0","25.0","0.0649","300.0",""
"a1UWD000006OoyL2AS","false","CLA-BD-0008338","","","","","","","","","a1WWD0000035Grw2AE","12000.0","","Asphalt / Driveway","","270.0","","","","","26s62nn1nlfk50v6bo","0.0","100.0","0.8","12000.0",""
"a1UWD000006OoyM2AS","false","CLA-BD-0008339","","","","","","","","","a1WWD0000035Gvm2AE","","","Electrical","","160.0","","","","","28a4d40tnuolc27o5b","0.0","","0.0","0.0",""
"a1UWD000006OoyO2AS","false","CLA-BD-0008341","","","","","","","","","a1WWD0000035Gvj2AE","","","Tile & Carpet","","230.0","","","","","2b8b2vb1s4zch845b3","0.0","","0.0","0.0",""
"a1UWD000006OoyS2AS","false","CLA-BD-0008345","","","","","","","","","a1WWD0000035Gvm2AE","1800.0","","Insurance","","330.0","","","","","2xhepsbgfdlblvzgui","0.0","100.0","0.0973","1800.0",""
"a1UWD000006OoyW2AS","false","CLA-BD-0008349","","","","","","","","","a1WWD0000035Gvj2AE","900.0","","Impact Fees","","20.0","","","","","36pv41dzuvcbdvhbeg","0.0","100.0","0.036","900.0",""
"a1UWD000006OoyY2AS","false","CLA-BD-0008351","","","","","","","","","a1WWD0000035Gvj2AE","800.0","","Water & Sewer Inspection","","30.0","0.0","","","800.0","3byj4lren2ag1dksm0","100.0","0.0","0.032","0.0",""
"a1UWD000006Ooye2AC","false","CLA-BD-0008357","","","","","","","","","a1WWD0000035Gqx2AE","0.0","","Monument sign base construction Lang to verify if applicable","","31.0","","","","","42003800543953596","0.0","0.0","0.0","0.0",""
"a1UWD000006Ooyf2AC","false","CLA-BD-0008358","","","","","","","","","a1WWD0000035GqR2AU","0.0","","Fire Sprinkler Service","","38.0","","","","","42006179628680453","0.0","0.0","","0.0",""
"a1UWD000006Ooyg2AC","false","CLA-BD-0008359","","","","","","","","","a1WWD0000035Gpg2AE","0.0","","Hydraulic Elevators","","24.0","","","","","42007030948151132","0.0","0.0","","0.0",""
"a1UWD000006Ooyh2AC","false","CLA-BD-0008360","","","","","","","","","a1WWD0000035GqM2AU","0.0","","H.V.A.C. System","","74.0","","","","","42008526340204509","0.0","0.0","","0.0",""
"a1UWD000006Ooyi2AC","false","CLA-BD-0008361","","","","","","","","","a1WWD0000035Gqf2AE","0.0","","Landscaping","","3.0","","","","","42008886009401468","0.0","0.0","","0.0",""
"a1UWD000006Ooyj2AC","false","CLA-BD-0008362","","","","","","","","","a1WWD0000035GpZ2AU","0.0","","Wood Doors","","56.0","","","","","42010236927702882","0.0","0.0","0.0","0.0",""
"a1UWD000006Ooyk2AC","false","CLA-BD-0008363","","","","","","","","","a1WWD0000035GpU2AU","0.0","","Masonry/Building","","52.0","","","","","42011428190945228","0.0","0.0","0.0","0.0",""
"a1UWD000006Ooyl2AC","false","CLA-BD-0008364","","","","","","","","","a1WWD0000035GrB2AU","0.0","","New Curb & Gutter","","11.0","","","","","42012252656625286","0.0","0.0","","0.0",""
"a1UWD000006Ooym2AC","false","CLA-BD-0008365","","","","","","","","","a1WWD0000035Gqx2AE","0.0","","Power Management System","","83.0","","","","","42012271291755343","0.0","0.0","0.0","0.0",""
"a1UWD000006Ooyn2AC","false","CLA-BD-0008366","","","","","","","","","a1WWD0000035GpU2AU","0.0","","Corporate Decor Package Installation","","93.0","","","","","42012805993276533","0.0","0.0","0.0","0.0",""
"a1UWD000006Ooyo2AC","false","CLA-BD-0008367","","","","","","","","","a1WWD0000035GrB2AU","0.0","","Bollard w/ Covers","","37.0","","","","","42013434522099267","0.0","0.0","","0.0",""
"a1UWD000006Ooyp2AC","false","CLA-BD-0008368","","","","","","","","","a1WWD0000035GpU2AU","0.0","","Misc.","","47.0","","","","","42014202664223534","0.0","0.0","0.0","0.0",""
"a1UWD000006Ooyr2AC","false","CLA-BD-0008370","","","","","","","","","a1WWD0000035GpB2AU","0.0","","Insurance","","24.0","","","","","42015579615665214","0.0","0.0","","0.0",""
"a1UWD000006Ooyt2AC","false","CLA-BD-0008372","","","","","","","","","a1WWD0000035GqR2AU","0.0","","Concrete slabs/curbs (do not include in building slab)","","25.0","","","","","42019299027759777","0.0","0.0","","0.0",""
"a1UWD000006Ooyu2AC","false","CLA-BD-0008373","","","","","","","","","a1WWD0000035GqJ2AU","0.0","","Site Stripping (ADA)","","17.0","","","","","42020557801493655","0.0","0.0","","0.0",""
"a1UWD000006Ooyv2AC","false","CLA-BD-0008374","","","","","","","","","a1WWD0000035Gqx2AE","0.0","","Electrical site work/labor","","29.0","","","","","42022652245580224","0.0","0.0","0.0","0.0",""
"a1UWD000006Ooyw2AC","false","CLA-BD-0008375","","","","","","","","","a1WWD0000035GpT2AU","0.0","","Electrical","","28.0","","","","","42022983826811000","0.0","0.0","","0.0",""
"a1UWD000006Ooyx2AC","false","CLA-BD-0008376","","","","","","","","","a1WWD0000035Gqx2AE","0.0","","Plumbing sit work","","32.0","","","","","42023171616854588","0.0","0.0","0.0","0.0",""
"a1UWD000006Ooyy2AC","false","CLA-BD-0008377","","","","","","","","","a1WWD0000035GrB2AU","0.0","","New electric service","","4.0","","","","","42023818634564518","0.0","0.0","","0.0",""
"a1UWD000006Ooyz2AC","false","CLA-BD-0008378","","","","","","","","","a1WWD0000035GrB2AU","0.0","","Storm Drain","","26.0","","","","","42024790846166051","0.0","0.0","","0.0",""
"a1UWD000006Ooz02AC","false","CLA-BD-0008379","","","","","","","","","a1WWD0000035Gqr2AE","0.0","","Roofing","","19.0","","","","","42025827091636179","0.0","0.0","","0.0",""
"a1UWD000006Ooz12AC","false","CLA-BD-0008380","","","","","","","","","a1WWD0000035Gqx2AE","0.0","","H.V.A.C. System","","74.0","","","","","42026795436380355","0.0","0.0","0.0","0.0",""
"a1UWD000006Ooz22AC","false","CLA-BD-0008381","","","","","","","","","a1WWD0000035Gpg2AE","0.0","","Change Orders","","36.0","","","","","42027044582944251","0.0","0.0","","0.0",""
"a1UWD000006Ooz32AC","false","CLA-BD-0008382","","","","","","","","","a1WWD0000035GpU2AU","0.0","","Drywall & Metal Studs","","66.0","","","","","42027690381246883","0.0","0.0","0.0","0.0",""
